...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
56,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.315272510225008,0.2133943026679435,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.351864734606455,0.228362833676221,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.34565478143580203,0.2695828511484915,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.982436267855028,0.46306810661436,AL,2023-01-26,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
62,0.51059634404531,0.2521199859110055,AL,2023-01-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
63,0.994771961775171,0.69620196522769,AL,2023-01-28,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
64,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.04500297270673,0.1876334814144915,AL,2023-01-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
66,0.21990971384672,0.173189184406582,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.871196992487268,0.3484979779268215,AL,2023-02-02,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
69,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.145267847310515,0.1228525458900495,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,0.679985672200712,0.4522028189158535,AL,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0.404648717943482,0.2873126286906265,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.756464192060187,0.492582623245235,AL,2023-02-07,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
74,0.781813793975641,0.084362805452395,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
75,1.05645266006333,0.74202498041971,AL,2023-02-09,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
76,0.078041254034046,0.069192299020681,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0595134441749848,0.0508395833653225,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.161036351663267,0.0457584529885933,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.282488015004805,0.0411378201799483,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
82,0.0404520091143694,0.03694397227637025,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2.0615786309571,0.3272608534403965,AR,2023-01-08,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
86,4.1050986686827,0.2935609311136325,AR,2023-01-09,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0
87,1.84305151957532,0.234504954283429,AR,2023-01-10,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
88,2.11281810310884,0.2415220345794775,AR,2023-01-11,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0
89,2.42899871326232,0.2978437143497165,AR,2023-01-12,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0
90,1.59332603594923,0.275097871402964,AR,2023-01-13,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
91,1.46316602936894,0.521156380368595,AR,2023-01-14,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1
92,1.67101720508126,0.742578844905175,AR,2023-01-15,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
93,3.48690121136592,0.519091912997795,AR,2023-01-16,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
94,2.00132988659545,0.248570732915422,AR,2023-01-17,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
95,1.58545902097105,0.283682176254052,AR,2023-01-18,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
96,1.1643488265005,0.2852894672905765,AR,2023-01-19,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
97,1.20764167848743,0.2869574994540465,AR,2023-01-20,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
98,0.925582609801156,0.639501806072945,AR,2023-01-21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
99,0.467550235172914,0.242120472730176,AR,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1.38521062862009,0.2167433540123095,AR,2023-01-23,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
101,3.64562156374399,0.3285385023387235,AR,2023-01-24,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
102,1.86080221058754,0.3076311692627025,AR,2023-01-25,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
103,0.937211181750318,0.2217110507232425,AR,2023-01-26,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
104,0.609629556832617,0.208496241574023,AR,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
105,0.092523833274489,0.0745199883054175,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
106,0.448665097028053,0.3024159846286275,AR,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,14.1217886258311,0.51449973041367,AR,2023-01-30,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
108,0.407141735725003,0.292070713762603,AR,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,2.34072896370759,0.4420503464691265,AR,2023-02-01,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1
110,0.289806252196637,0.2246340701864015,AR,2023-02-02,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
111,0.493356797491409,0.2244944877211675,AR,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,0.158941906528089,0.127730275463955,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0.620233664262093,0.4004555502123055,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
114,4.61603167888662,0.4011092041500575,AR,2023-02-06,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1
115,2.2859145504088,0.4428660818860815,AR,2023-02-07,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
116,0.935473091456335,0.316177447068276,AR,2023-02-08,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
117,0.43196757205407,0.2423014401863095,AR,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
118,5.74957907802388,0.452665614406235,AR,2023-02-10,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
119,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.288114080268629,0.228122191271628,AR,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,2.87652534128939,0.53175359893156,AR,2023-02-13,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
122,4.42935417048296,0.4353449645170255,AR,2023-02-14,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
123,1.32413436989233,0.2409502823309255,AR,2023-02-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
124,1.6848039946848,0.2321034228897925,AR,2023-02-16,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
125,2.37465716661435,0.197083046552002,AR,2023-02-17,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
126,0.223677882262973,0.256081998994699,AR,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,1.11134585730814,0.2576107023183915,AZ,2023-01-08,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
128,4.52306545067112,0.3117043884450375,AZ,2023-01-09,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
129,2.33695958794432,0.2200952287398865,AZ,2023-01-10,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1
130,2.00719829549842,0.2973324869471785,AZ,2023-01-11,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1
131,1.61093404053712,0.3306014016296855,AZ,2023-01-12,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
132,1.31191671901009,0.354958840468859,AZ,2023-01-13,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
133,1.26833233129528,0.339730200838318,AZ,2023-01-14,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
134,2.41583094283385,0.336335273235246,AZ,2023-01-15,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
135,4.07999650592215,0.330841394934288,AZ,2023-01-16,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
136,1.41230117065824,0.2756118121489555,AZ,2023-01-17,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
137,1.13821099624239,0.331901890909699,AZ,2023-01-18,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
138,3.45065892078648,0.343641990161392,AZ,2023-01-19,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
139,1.48949530116099,0.261654606014472,AZ,2023-01-20,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
140,0.670029344638054,0.2605336640981745,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
141,0.38332497596587,0.2539449929575155,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,4.04354599537385,0.319478619150463,AZ,2023-01-23,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1
143,2.88855261713609,0.4037117248882765,AZ,2023-01-24,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
144,1.27050121632174,0.325921785598033,AZ,2023-01-25,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
145,2.45783993698771,0.367265889799699,AZ,2023-01-26,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1
146,1.08255465950784,0.312556571565223,AZ,2023-01-27,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
147,0.915113868022842,0.356683391497504,AZ,2023-01-28,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
148,3.2261911678147,0.3824687498988145,AZ,2023-01-29,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1
149,1.86699389801591,0.261637540201538,AZ,2023-01-30,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
150,4.48295396181746,0.2399288415500585,AZ,2023-01-31,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
151,10.7066125983657,0.384428784266845,AZ,2023-02-01,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1
152,1.58686201997016,0.163554098129802,AZ,2023-02-02,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
153,2.15750476792775,0.309412066193178,AZ,2023-02-03,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
154,0.77172348560265,0.274803245129682,AZ,2023-02-04,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
155,2.13964859112382,0.252929879647931,AZ,2023-02-05,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
156,2.01986685510933,0.2457969670304775,AZ,2023-02-06,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1
157,1.51867550753379,0.252927157600664,AZ,2023-02-07,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
158,2.16712245451669,0.076310413887709,AZ,2023-02-08,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1
159,0.588641883875622,0.1637446052160975,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
160,1.85446407917242,0.3500274448681055,AZ,2023-02-10,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
161,0.813528564540484,0.183634639181421,AZ,2023-02-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
162,8.0048198731015,0.3105747217300025,AZ,2023-02-12,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
163,11.8953905193311,0.2602173854782875,AZ,2023-02-13,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
164,0.942467806921647,0.1229270330244675,AZ,2023-02-14,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
165,2.09387890793022,0.2452238533379165,AZ,2023-02-15,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
166,1.67952078390077,0.196286022957401,AZ,2023-02-16,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
167,2.35193774663364,0.1914353865203865,AZ,2023-02-17,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
168,2.36812068553319,0.222468744112255,AZ,2023-02-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
169,10.4665172192294,0.2694041470182105,CA,2023-01-08,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
170,6.76500804148933,0.248953033700711,CA,2023-01-09,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
171,21.5899505409945,0.307781823912996,CA,2023-01-10,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
172,27.5602725721416,0.325373510645795,CA,2023-01-11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
173,11.6759166828504,0.284025328318021,CA,2023-01-12,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
174,12.0424187793796,0.3076600779474745,CA,2023-01-13,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
175,7.0375153106465,0.2925546371689795,CA,2023-01-14,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
176,14.059256371789,0.3318186186793775,CA,2023-01-15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
177,14.1492545950801,0.317905698931221,CA,2023-01-16,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
178,12.6957309689209,0.3183154462822475,CA,2023-01-17,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
179,5.39414344067139,0.292744387729017,CA,2023-01-18,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
180,4.54133006940413,0.3445937999237535,CA,2023-01-19,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
181,6.2729505295273,0.3136883553299205,CA,2023-01-20,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
182,11.9628827188372,0.276041986131038,CA,2023-01-21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
183,6.16984699046901,0.308346845417378,CA,2023-01-22,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
184,9.27401956674004,0.314770713885074,CA,2023-01-23,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
185,9.66511518181264,0.2727526327311965,CA,2023-01-24,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
186,10.7739609372281,0.3220193050291985,CA,2023-01-25,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
187,5.31374427520006,0.3066339308603565,CA,2023-01-26,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
188,8.96608713312983,0.3344807204999325,CA,2023-01-27,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
189,5.98244444594948,0.3121690259977405,CA,2023-01-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,4.2102592678051,0.3096818214707535,CA,2023-01-29,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
191,9.10304953284382,0.312797014517541,CA,2023-01-30,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
192,4.84104032557347,0.2958629155151675,CA,2023-01-31,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
193,6.14482979385469,0.286735630988327,CA,2023-02-01,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
194,12.8709698558633,0.307408214498112,CA,2023-02-02,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
195,5.64544160250557,0.277620461129,CA,2023-02-03,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
196,10.760339047199,0.301501668744983,CA,2023-02-04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,26.2218540006482,0.302731747746073,CA,2023-02-05,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
198,10.449510027346,0.249813475520161,CA,2023-02-06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
199,23.6056787951328,0.313919420628168,CA,2023-02-07,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
200,14.1375257749671,0.248394611648607,CA,2023-02-08,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
201,24.7899730837846,0.2602287448982955,CA,2023-02-09,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
202,17.1698652239352,0.2683554546590895,CA,2023-02-10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
203,15.3902659889504,0.310193423049399,CA,2023-02-11,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
204,6.97139259919838,0.193173319636169,CA,2023-02-12,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
205,2.70902909339388,0.1556505567099035,CA,2023-02-13,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
206,2.19461318066659,0.1539690243621245,CA,2023-02-14,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
207,36.4703637919915,0.2329534664723505,CA,2023-02-15,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
208,40.0749621905047,0.2382366938334475,CA,2023-02-16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,12.5647183948165,0.232012862193148,CA,2023-02-17,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0
210,8.21936686907427,0.2175170511932335,CA,2023-02-18,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
211,0.580208346011196,0.177261106885975,CO,2023-01-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,1.36048475864972,0.361755958797721,CO,2023-01-09,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
213,1.14820742031233,0.3754491292985255,CO,2023-01-10,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
214,2.8095947623062,0.45865555547261,CO,2023-01-11,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
215,0.69304856563502,0.335730394016657,CO,2023-01-12,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
216,0.955703916134393,0.679983758590645,CO,2023-01-13,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
217,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1.07058188957621,0.3378561715265285,CO,2023-01-15,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
219,1.37277288267589,0.371035699010982,CO,2023-01-16,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
220,1.89545435946202,0.34707874446888,CO,2023-01-17,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1
221,0.378033864663634,0.2556229017420675,CO,2023-01-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
222,0.461569409992337,0.2511392903871805,CO,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
223,3.42117162577607,0.295281319405684,CO,2023-01-20,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
