...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
108,0.457188926263268,0.3244604371564525,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
109,1.74728446907647,0.345453660989267,AR,2023-08-23,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1
110,1.81547945578205,0.4543557445854995,AR,2023-08-24,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
111,0.475349903265169,0.3301812604966645,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
112,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.483351665010141,0.3355838466737755,AR,2023-08-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
114,2.41828269926364,0.383604204984137,AR,2023-08-28,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
115,3.10378008529111,0.366350030204812,AR,2023-08-29,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
116,1.55408236790223,0.4201696949792935,AR,2023-08-30,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1
117,0.974735343606087,0.4842938022105985,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
118,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1.50497224913157,0.328279660428949,AR,2023-09-05,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
123,0.667923902692529,0.3696079558605335,AR,2023-09-06,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
124,0.831669837333924,0.4376263418133575,AR,2023-09-07,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
125,2.05523930408169,0.4512503467805285,AR,2023-09-08,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1
126,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,6.36635085892333,0.4109281644923015,AZ,2023-07-30,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
128,1.9356494625704601,0.4125099862994665,AZ,2023-07-31,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
129,2.66464868912096,0.404855308988914,AZ,2023-08-01,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
130,2.91641479622148,0.393664607244424,AZ,2023-08-02,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1
131,2.52629573222999,0.390018764055861,AZ,2023-08-03,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
132,0.705120868697641,0.399571998045819,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
133,1.80824076440683,0.376344838027926,AZ,2023-08-05,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0
134,1.11198137135168,0.3949125818246225,AZ,2023-08-06,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
135,3.63408660919365,0.397290626410475,AZ,2023-08-07,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
136,6.41653469195385,0.4146877188152655,AZ,2023-08-08,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
137,1.65684144128118,0.408545360109574,AZ,2023-08-09,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
138,0.885512364667975,0.4200991300447285,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
139,0.867556158766157,0.43525315122796,AZ,2023-08-11,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
140,0.441364484649102,0.3071776296959925,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
141,2.49910371235957,0.3964103095893855,AZ,2023-08-13,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
142,8.73197702946456,0.443710514116081,AZ,2023-08-14,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,3.31656340829405,0.381481248464519,AZ,2023-08-15,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
144,3.02888599715227,0.3757119678194615,AZ,2023-08-16,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1
145,1.93673896227881,0.461855096543922,AZ,2023-08-17,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1
146,1.65550663832103,0.4292758151454105,AZ,2023-08-18,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0
147,1.32247524881232,0.4226401617826145,AZ,2023-08-19,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
148,2.11744272224998,0.406680038705664,AZ,2023-08-20,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
149,3.3269859619412,0.3757422913801865,AZ,2023-08-21,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
150,3.18995347670368,0.369329839660187,AZ,2023-08-22,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
151,2.86607748451931,0.354185506636245,AZ,2023-08-23,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
152,2.95374931986437,0.443622781346765,AZ,2023-08-24,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
153,0.9538254767428,0.43678735042051,AZ,2023-08-25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
154,1.53668471325773,0.417122292431183,AZ,2023-08-26,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1
155,2.86304337652316,0.4237465010538495,AZ,2023-08-27,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0
156,4.89460256960044,0.372233434376041,AZ,2023-08-28,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0
157,1.49405914775824,0.4217749192855225,AZ,2023-08-29,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
158,1.61520974133172,0.3750792669448725,AZ,2023-08-30,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
159,1.30293543581467,0.511288872345935,AZ,2023-08-31,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1
160,0.37849798238519,0.268354905590897,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
161,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2.33745666062383,0.386938906233411,AZ,2023-09-03,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
163,6.1250579279001,0.4115382183975505,AZ,2023-09-04,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1
164,2.92596438362043,0.385450552338886,AZ,2023-09-05,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
165,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2.25074014661063,0.54329714733436,AZ,2023-09-09,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0
169,4.24227698641024,0.431318178109016,CA,2023-07-30,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0
170,3.52276350483676,0.4109122649285615,CA,2023-07-31,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
171,6.14375822304507,0.417678156272225,CA,2023-08-01,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
172,8.18892247505841,0.4240067494462565,CA,2023-08-02,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
173,4.10014156231434,0.4152466038308065,CA,2023-08-03,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1
174,4.03605300102385,0.419104153707571,CA,2023-08-04,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
175,4.72787670707618,0.4294196382583375,CA,2023-08-05,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
176,0.949420153996942,0.432560059887403,CA,2023-08-06,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
177,2.47358555485245,0.413578249310297,CA,2023-08-07,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
178,2.65818749328163,0.4082442630117135,CA,2023-08-08,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
179,1.8015018072755,0.4092059307509425,CA,2023-08-09,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
180,4.01435336038715,0.420041320058826,CA,2023-08-10,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
181,2.12134750475317,0.3968762963820365,CA,2023-08-11,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
182,2.61892127547472,0.41139158382115,CA,2023-08-12,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0
183,1.85884753420874,0.4292887145993405,CA,2023-08-13,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
184,3.61876309270264,0.4123975953388135,CA,2023-08-14,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
185,3.60575224631964,0.411219897611973,CA,2023-08-15,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
186,9.35134465198559,0.434064241428848,CA,2023-08-16,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
187,8.98556335995178,0.43494120194209,CA,2023-08-17,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
188,8.99755653055454,0.409495590767031,CA,2023-08-18,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
189,2.91379321856616,0.4183898431718595,CA,2023-08-19,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1
190,2.35511495730668,0.4324369926173845,CA,2023-08-20,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0
191,6.93499566148941,0.4043846651318605,CA,2023-08-21,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,5.59046469205858,0.4322403524592535,CA,2023-08-22,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
193,4.80098567408935,0.406704076334226,CA,2023-08-23,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
194,5.41528488932997,0.407439790122359,CA,2023-08-24,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
195,3.26723542468025,0.4050780896418975,CA,2023-08-25,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0
196,2.81791875981215,0.402109990620751,CA,2023-08-26,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0
197,1.93294919129498,0.3812280107370735,CA,2023-08-27,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1
198,8.64574916233582,0.4224571020877345,CA,2023-08-28,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
199,3.86106234684142,0.39265491265061653,CA,2023-08-29,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
200,16.4485586739072,0.40716125555411953,CA,2023-08-30,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
201,5.21664818443358,0.3958028828337435,CA,2023-08-31,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
202,4.06996824408297,0.3907182383484605,CA,2023-09-01,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0
