"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23H_50_CI","X23I_50_CI","X24A_50_CI","other_50_CI","X23F_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23H_95_CI","X23I_95_CI","X24A_95_CI","other_95_CI","X23F_95_CI"
"551",NA,NA,"ID",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,"ID",2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,"ID",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",NA,NA,"ID",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",NA,NA,"ID",2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",0.398687012218491,0.589619595979437,"ID",2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"567",0.841451610597651,1.20354657436618,"ID",2023-12-09,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"568",NA,NA,"ID",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,"ID",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",0.114591660093125,0.145921796694854,"ID",2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"580",NA,NA,"ID",2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,"ID",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,"ID",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,"ID",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,"ID",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,"ID",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",1.78829585958191,0.725970660456702,"IL",2023-11-19,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0
"590",3.25232934823264,0.795689305642138,"IL",2023-11-20,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"591",3.31548383091717,0.87342259843242,"IL",2023-11-21,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"592",1.97377086071492,0.729769406633193,"IL",2023-11-22,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
"593",1.99340628945493,0.85761523404121,"IL",2023-11-23,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
"594",3.43325819912084,0.702107319363187,"IL",2023-11-24,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"595",3.01488568886225,0.75063737278741,"IL",2023-11-25,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"596",2.98699766361211,0.68164735986717,"IL",2023-11-26,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"597",3.1530924771475,0.705638808045022,"IL",2023-11-27,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"598",3.79758400378591,0.655224281170848,"IL",2023-11-28,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
"599",4.03515977590057,0.778202412671721,"IL",2023-11-29,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"600",2.05277246474146,0.701275589083159,"IL",2023-11-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
"601",2.16928948659065,0.70915560942889,"IL",2023-12-01,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"602",5.85498692696412,0.662524874339607,"IL",2023-12-02,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
"603",2.47131292590208,0.69360813806808,"IL",2023-12-03,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
"604",5.39252996788862,0.721129285630182,"IL",2023-12-04,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
"605",4.34197197714578,0.72966559773113,"IL",2023-12-05,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"606",2.93615966742938,0.797710013730016,"IL",2023-12-06,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"607",4.64038299460822,0.776519684850733,"IL",2023-12-07,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
"608",4.0785384923041,0.704064713659923,"IL",2023-12-08,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
"609",2.69394838917486,0.742796835725767,"IL",2023-12-09,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
"610",5.82564498668865,0.916930951304943,"IL",2023-12-10,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"611",8.15652548753041,0.812813050984942,"IL",2023-12-11,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"612",4.76128784960519,0.796339720715696,"IL",2023-12-12,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
"613",4.37372328264909,0.722465785219488,"IL",2023-12-13,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
"614",3.31815377032001,0.72984336913192,"IL",2023-12-14,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"615",6.00437454101074,0.823184563231781,"IL",2023-12-15,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"616",7.29871661769082,0.828262537004159,"IL",2023-12-16,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0
"617",5.02804042726482,0.796513109900602,"IL",2023-12-17,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
"618",8.47312342491074,0.744942863842964,"IL",2023-12-18,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
"619",3.26104291693829,0.644164815928819,"IL",2023-12-19,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
"620",5.74922979970523,0.638480646400612,"IL",2023-12-20,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"621",4.44167511108698,0.669461941242463,"IL",2023-12-21,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
"622",3.82789231812479,0.690515878593373,"IL",2023-12-22,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
"623",3.47416011430886,0.799728672237154,"IL",2023-12-23,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0
"624",5.28897981738091,0.717939139229943,"IL",2023-12-24,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
"625",1.6952029548832,0.62978349912205,"IL",2023-12-25,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"626",8.81848748391511,0.721527719833358,"IL",2023-12-26,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
"627",5.46082964391722,0.529420898741547,"IL",2023-12-27,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"628",3.69645815121549,0.571568686450748,"IL",2023-12-28,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0
"629",1.00661625690302,0.388131509640557,"IL",2023-12-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"630",4.0354610019495,0.510960068889645,"IL",2023-12-30,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
"631",0.735126650950762,1.03414260840438,"IN",2023-11-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"632",0.828560191348439,1.17687322715363,"IN",2023-11-20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"633",NA,NA,"IN",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",0.745380081102377,1.04539817490156,"IN",2023-11-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"635",0.590412172050748,0.688061409745357,"IN",2023-11-23,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"636",1.16236111425464,0.917343677744789,"IN",2023-11-24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
"637",NA,NA,"IN",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",0.785665821230594,1.11211945576358,"IN",2023-11-26,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"639",0.886841310033486,0.726245841178852,"IN",2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"640",1.32173121166516,0.853016647504386,"IN",2023-11-28,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
"641",1.47101469997855,0.638152015521422,"IN",2023-11-29,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
"642",1.0265901764091,0.765604957526912,"IN",2023-11-30,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
"643",0.960018960637581,0.673136714223011,"IN",2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"644",NA,NA,"IN",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",0.781922808044152,1.10466349729485,"IN",2023-12-03,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"646",4.17180744600914,0.981110856336565,"IN",2023-12-04,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
"647",1.59306355731809,0.779224381337838,"IN",2023-12-05,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
"648",1.19781527900938,0.975600186028776,"IN",2023-12-06,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
"649",NA,NA,"IN",2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,NA,"IN",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,"IN",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"IN",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",0.678851214362099,0.672302520325422,"IN",2023-12-11,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"654",1.3367325091272,1.26224561254809,"IN",2023-12-12,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"655",1.02796161680409,0.797550944071746,"IN",2023-12-13,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0
"656",1.59454372537828,0.809501692462977,"IN",2023-12-14,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
"657",1.0552137289736,0.628299754880934,"IN",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"658",1.2042371053246,1.13865782124693,"IN",2023-12-16,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
"659",2.16758028957508,0.938089021636567,"IN",2023-12-17,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
"660",0.929470002466591,0.855190568806484,"IN",2023-12-18,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"661",3.34580990241949,1.01676341693382,"IN",2023-12-19,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
"662",2.03300202765987,1.03188210651488,"IN",2023-12-20,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0
"663",0.325302625612681,0.145921796694854,"IN",2023-12-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"664",1.1618824006981,0.695487938507753,"IN",2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"665",NA,NA,"IN",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",0.85598249943982,1.24648187804173,"IN",2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"667",0.88397357593681,1.2883598652829,"IN",2023-12-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"668",0.192690972801349,0.077147151112512,"IN",2023-12-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"669",0.485811253158033,0.501137408265832,"IN",2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"670",0.896475280221474,0.584320888958783,"IN",2023-12-28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"671",NA,NA,"IN",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",NA,NA,"IN",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,"KS",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,"KS",2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",NA,NA,"KS",2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,"KS",2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,"KS",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",NA,NA,"KS",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",1.40954459299295,0.985872439745504,"KS",2023-11-27,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
"682",2.05234049808345,0.862608854781635,"KS",2023-11-28,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
"683",0.823643819220946,0.803802057120963,"KS",2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
"684",NA,NA,"KS",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",1.09456870969643,0.924419336929075,"KS",2023-12-01,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
"686",NA,NA,"KS",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,"KS",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",0.462609620846753,0.649465450512884,"KS",2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"689",1.16548309445479,1.12836659808194,"KS",2023-12-05,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"690",1.2129865423665,0.980026565569196,"KS",2023-12-06,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0
"691",1.6373421757768,1.1465394981906,"KS",2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"692",0.812708752326925,1.15562194486667,"KS",2023-12-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"693",NA,NA,"KS",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",NA,NA,"KS",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",1.39162646625471,0.889004786823725,"KS",2023-12-11,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
"696",0.696895304751466,0.769172144611361,"KS",2023-12-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"697",1.358704998232,1.28063009307263,"KS",2023-12-13,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
"698",NA,NA,"KS",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",0.793899809718863,0.785948377883109,"KS",2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"700",NA,NA,"KS",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",0.874756997721724,0.81122128774041,"KS",2023-12-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"703",NA,NA,"KS",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",0.448060380051503,0.617842174597915,"KS",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"705",NA,NA,"KS",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",0.0987237879489875,0.12924370457231,"KS",2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"707",NA,NA,"KS",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",NA,NA,"KS",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",NA,NA,"KS",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",0.865262746345968,0.455768901127316,"KS",2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
"711",0.0524474533838209,0.0673436881863928,"KS",2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"712",0.0453703610300919,0.0586409878654577,"KS",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"713",NA,NA,"KS",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,"KS",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,"KY",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",NA,NA,"KY",2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",0.222775702496907,0.315840505774444,"KY",2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"718",NA,NA,"KY",2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",NA,NA,"KY",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",0.674993597349093,0.966538248684716,"KY",2023-11-24,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
"721",NA,NA,"KY",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",NA,NA,"KY",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",0.935578723788808,0.633984201986071,"KY",2023-11-27,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"724",0.950698788848969,0.962062262389926,"KY",2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
"725",1.5472122485606,1.07653909681834,"KY",2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"726",NA,NA,"KY",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",NA,NA,"KY",2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",NA,NA,"KY",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",NA,NA,"KY",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",1.45874894385332,0.842906293025168,"KY",2023-12-04,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0
"731",1.82268841427761,0.901719169703197,"KY",2023-12-05,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
"732",0.805824657723994,1.13509889211114,"KY",2023-12-06,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"733",NA,NA,"KY",2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",NA,NA,"KY",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",NA,NA,"KY",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
