...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
767,1.00262900412765,0.1876904837235535,LA,2023-03-01,1,1,1,1,0,1,1,0,1,1,0,0
768,0.054846501155296,0.0052268143772295,LA,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
769,0.0523411242886274,0.004695310638177415,LA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
770,1.09893448455003,0.441081034677996,LA,2023-03-04,1,0,1,1,1,0,1,1,1,1,1,1
771,1.23229984942429,0.466948121906747,LA,2023-03-05,1,0,1,1,0,1,1,0,1,1,0,1
772,0.01749222184279,0.00342006134855437,LA,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
773,0.0154428848650531,0.003083440475482245,LA,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
774,NA,NA,LA,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,1.16878716390641,0.4543799638813435,LA,2023-03-09,1,0,1,1,1,0,1,0,1,1,1,0
776,0.0266923761838869,0.00227770245288356,LA,2023-03-10,1,1,1,1,1,1,1,0,1,1,1,0
777,1.17649375638364,0.458759177133041,LA,2023-03-11,1,0,1,1,1,0,1,0,1,1,1,0
778,0.00290545933757466,0.001876345520538965,LA,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
779,2.26664567231036,0.95010029763697,LA,2023-03-13,0,0,1,1,0,1,0,0,1,1,0,1
780,NA,NA,LA,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,2.41555502417468,0.4661320775254905,LA,2023-03-15,1,0,1,1,1,0,1,0,1,0,1,0
782,1.24096605946314,0.318831396343887,LA,2023-03-16,1,0,0,1,1,1,1,0,0,1,1,1
783,NA,NA,LA,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,0.012460290328141,0.001105199485757395,LA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
785,NA,NA,LA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,0.00124859501532237,9.46548980059085e-4,LA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
787,0.00872429144878312,8.8007177685563e-4,LA,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
788,0.0157260542146018,8.209394491617e-4,LA,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
789,0.00107105464434458,7.68363443405805e-4,LA,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
790,0.00114398563792207,7.2164341477396e-4,LA,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
791,0.01509421674906,6.80157530130245e-4,LA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
792,0.00348538770036427,6.43353794945145e-4,LA,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
793,1.32899145817557,0.4843546037791415,LA,2023-03-27,1,0,0,1,1,1,1,0,0,1,1,1
794,7.4766642823185e-4,5.81888333102965e-4,LA,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
795,NA,NA,LA,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,NA,NA,LA,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,7.1279192170061e-4,5.14227086281505e-4,LA,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
798,6.7619207465235e-4,4.9695735158681e-4,LA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
799,2.43506515167646,0.0172840725651493,MA,2023-02-19,1,0,1,1,1,0,1,0,1,1,0,0
800,1.01243333439024,0.1008162440657955,MA,2023-02-20,1,1,1,1,0,1,1,1,1,1,0,0
801,1.50799794496125,0.074128035121285,MA,2023-02-21,1,1,0,1,1,0,1,0,0,1,1,1
802,0.871514488195326,0.161931863402907,MA,2023-02-22,0,1,1,1,1,1,0,0,1,1,1,0
803,0.937380162900135,0.1862012242691245,MA,2023-02-23,1,1,1,1,0,1,1,0,1,1,0,1
804,2.46418297112651,0.066912486530224,MA,2023-02-24,1,1,1,1,0,0,1,0,1,0,0,0
805,1.91287876570163,0.00899620396159275,MA,2023-02-25,1,0,1,1,1,0,1,0,1,0,1,0
806,1.4157586236286,0.00806597720741635,MA,2023-02-26,1,0,1,1,1,0,1,1,1,1,1,1
807,1.78485708248851,0.135576564381553,MA,2023-02-27,1,1,1,1,0,1,1,0,1,1,0,1
808,2.94102954877591,0.2085863673205215,MA,2023-02-28,0,0,1,0,0,1,0,0,1,1,0,1
809,6.03586151268604,0.2961756179910715,MA,2023-03-01,0,0,1,0,1,0,0,0,0,0,1,0
810,1.95913220622885,0.1222103805008035,MA,2023-03-02,0,0,1,1,1,1,0,0,1,0,1,0
811,1.81800119749219,0.1394694557143455,MA,2023-03-03,0,0,1,1,1,1,0,0,1,1,1,1
812,0.0448970584784665,0.00422088967728773,MA,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
813,1.44590400761715,0.1572316885333995,MA,2023-03-05,0,0,1,0,1,1,0,0,1,0,1,1
814,0.746804117103183,0.056616475803882,MA,2023-03-06,1,1,1,1,1,1,1,0,1,0,1,0
815,0.604387131163096,0.0318834661502671,MA,2023-03-07,1,1,1,1,1,1,1,0,1,0,1,0
816,0.956364337016654,0.0453531912722397,MA,2023-03-08,1,1,1,1,0,1,1,0,0,1,0,0
817,0.968986824820784,0.00251597089529707,MA,2023-03-09,1,0,1,1,1,1,1,0,1,1,1,0
818,4.57048860095261,0.176118793807957,MA,2023-03-10,0,0,0,1,1,1,1,0,0,1,1,0
819,0.165827626590595,0.00206543180134299,MA,2023-03-11,1,1,1,1,1,1,1,0,1,1,1,0
820,0.85966938058199,0.154840203042247,MA,2023-03-12,1,1,1,1,1,0,1,0,1,1,1,0
821,1.03000969799855,0.0765756320265395,MA,2023-03-13,1,1,1,1,0,1,1,0,1,0,0,0
822,0.909148710836879,0.065021255420417,MA,2023-03-14,1,1,1,1,0,1,1,0,1,1,0,1
823,1.30341356783204,0.0859166686921035,MA,2023-03-15,1,1,1,1,1,0,1,0,1,0,1,0
824,0.82840983220398,0.051441089679691,MA,2023-03-16,1,1,0,1,1,1,1,1,0,0,1,1
825,0.16481260361344,0.00119949474533046,MA,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
826,0.0610821107983791,0.001105199485757395,MA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
827,1.97641804233934,0.3161960738077835,MA,2023-03-19,1,0,1,0,1,0,1,0,1,0,1,0
828,19.365892396745,0.4415656229736075,MA,2023-03-20,1,0,1,1,0,0,1,0,1,0,0,0
829,0.728064827059616,0.0568552179655015,MA,2023-03-21,1,1,1,0,1,1,1,0,1,0,1,1
830,1.08337277018339,0.1080276187357385,MA,2023-03-22,1,1,1,1,0,1,1,0,1,1,0,1
831,0.62831930409363,0.04833323617308695,MA,2023-03-23,1,1,1,1,1,1,1,1,0,1,1,0
832,0.093638192744351,7.2164341477396e-4,MA,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
833,0.0489631966441527,6.80157530130245e-4,MA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
834,1.32667604107151,0.483919220856846,MA,2023-03-26,1,0,0,1,1,1,1,0,0,1,1,1
835,1.30728454959542,0.478888619292491,MA,2023-03-27,1,0,1,0,1,1,1,0,1,0,1,1
836,0.00695091003162308,5.81888333102965e-4,MA,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
837,0.00721089811979173,5.5640616286169e-4,MA,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
838,0.0105432828626554,5.33953600264695e-4,MA,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
839,1.35625312260803,0.9590483911546,MA,2023-03-31,1,0,1,0,1,1,1,0,1,0,1,1
840,0.00554461682329452,4.9695735158681e-4,MA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
841,1.20295866830184,0.152088321984456,MD,2023-02-19,0,1,1,1,0,1,0,1,1,1,0,0
842,1.31801451614816,0.158478657740112,MD,2023-02-20,1,1,1,1,1,1,0,0,0,1,0,0
843,1.17534197536289,0.1224307887749595,MD,2023-02-21,1,1,1,0,0,1,1,0,0,1,0,0
844,2.82211192683848,0.040485185380753,MD,2023-02-22,1,0,1,1,0,0,1,0,1,1,0,0
845,0.690213089141255,0.0551924917272185,MD,2023-02-23,1,1,1,1,1,1,1,0,0,1,1,1
846,0.871982522300393,0.1137029679595925,MD,2023-02-24,1,1,1,1,0,1,1,0,1,1,0,0
847,0.847688121481906,0.1153498396017985,MD,2023-02-25,1,1,1,1,0,1,1,0,1,1,0,1
848,2.63800419622755,0.220784594363089,MD,2023-02-26,1,0,1,0,0,0,1,0,1,0,0,0
849,1.22461788540493,0.0919954146168525,MD,2023-02-27,0,1,1,1,0,1,0,1,1,1,0,0
850,1.16659885302993,0.104473239580537,MD,2023-02-28,1,1,1,0,0,1,1,0,1,1,0,0
851,1.5560331638531,0.0466644093353269,MD,2023-03-01,1,1,1,1,1,0,1,0,1,1,1,0
852,1.2517816630971,0.0416268634542021,MD,2023-03-02,0,1,1,1,1,0,1,0,1,1,1,0
853,0.954850254633876,0.095991538932426,MD,2023-03-03,0,1,1,1,1,1,0,0,1,1,1,0
854,1.99741180714285,0.118755776081855,MD,2023-03-04,0,1,1,0,1,1,0,0,1,0,1,0
855,0.594910955818333,0.003797597560030035,MD,2023-03-05,1,1,1,1,1,1,1,0,1,1,1,0
856,3.76829335643726,0.201364785253379,MD,2023-03-06,0,0,1,1,1,1,0,0,1,1,1,0
857,0.883974625249773,0.04329801505541885,MD,2023-03-07,1,1,1,0,1,1,1,0,1,0,1,0
858,1.83163043609972,0.113376190996519,MD,2023-03-08,0,0,1,1,1,1,0,0,0,1,1,1
859,0.758681881158044,0.07588562731339,MD,2023-03-09,1,1,1,0,1,1,1,0,1,0,1,1
860,3.33891521210025,0.15230778756826,MD,2023-03-10,0,0,1,0,1,1,0,0,1,0,1,1
861,1.56969800632598,0.1585140749313435,MD,2023-03-11,0,0,1,0,1,1,0,0,1,0,1,0
862,1.43530326231403,0.145357108252823,MD,2023-03-12,1,0,1,1,0,1,1,1,1,1,0,0
863,0.934617582076759,0.0709268999541685,MD,2023-03-13,0,1,1,1,1,1,0,0,1,1,1,0
864,0.727460729994914,0.0538665064249395,MD,2023-03-14,1,1,1,0,1,1,1,0,1,0,1,1
865,0.500133729221646,0.05305854694107,MD,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
866,0.932315095264804,0.080756387340226,MD,2023-03-16,0,1,1,1,1,1,0,1,1,0,1,1
867,0.490304294138891,0.0457715325553336,MD,2023-03-17,1,1,1,1,1,1,1,0,1,1,1,0
868,2.95174579194017,0.2222402702006695,MD,2023-03-18,1,0,0,1,0,1,1,0,0,1,0,0
869,0.643887453188034,0.063807989345524,MD,2023-03-19,1,1,1,1,1,1,1,0,1,1,1,0
870,3.74838105463264,0.1411157916377855,MD,2023-03-20,0,0,1,0,1,1,0,0,1,0,1,0
871,2.69472061369777,0.160332492913353,MD,2023-03-21,0,0,1,1,1,1,0,0,0,1,1,1
872,1.57128732266917,0.1135019188031465,MD,2023-03-22,0,0,1,0,1,1,0,0,1,1,1,1
873,1.60272595715821,0.1136840274983465,MD,2023-03-23,1,0,1,0,0,1,1,0,1,0,0,1
874,1.76991521486329,0.1606108006183475,MD,2023-03-24,0,0,1,1,1,0,0,0,1,1,1,0
875,3.7386257682907,0.291108842824702,MD,2023-03-25,1,0,1,1,0,1,1,0,1,1,0,1
876,1.06882390007956,0.0887362704492805,MD,2023-03-26,1,1,1,1,0,1,1,0,1,1,0,1
877,0.792919025074611,0.06438112590351,MD,2023-03-27,1,1,1,0,1,1,1,0,1,0,1,1
878,0.0822052210598596,5.81888333102965e-4,MD,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
879,2.96762925622914,0.3226804104646625,MD,2023-03-29,0,0,1,0,0,1,0,0,1,0,0,1
880,1.99223562082013,0.2153692795088225,MD,2023-03-30,0,0,1,1,1,0,0,0,1,1,1,0
881,1.06739029435461,0.1374476790960415,MD,2023-03-31,1,0,1,0,1,1,1,0,1,0,1,1
882,2.16885052131767,0.3866960545211515,MD,2023-04-01,0,0,1,0,1,1,0,0,1,0,1,1
883,NA,NA,ME,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.146437563824479,0.015512559046989,ME,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
885,0.072998109060754,0.01391704961827295,ME,2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
886,NA,NA,ME,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,0.079054002202611,0.0072331605529250996,ME,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
892,NA,NA,ME,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,0.033902796727828,0.00582198680274835,ME,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
894,0.00749874012109,0.0052268143772295,ME,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
895,0.00707697921115365,0.004695310638177415,ME,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
896,NA,NA,ME,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,0.00489537094961513,0.00342006134855437,ME,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
899,0.0165126321531422,0.003083440475482245,ME,2023-03-07,1,1,1,1,1,1,1,0,1,1,1,0
900,0.00362716080025816,0.002783380713820485,ME,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
901,NA,NA,ME,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,0.00304139354485818,0.00227770245288356,ME,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
903,0.0117189348470581,0.00206543180134299,ME,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
904,0.0368013103432783,0.001876345520538965,ME,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
905,1.11898460120138,0.3090112767249525,ME,2023-03-13,1,0,1,1,1,0,1,0,1,1,1,0
906,0.0324110828623528,0.001557933320592765,ME,2023-03-14,1,1,1,1,1,1,1,0,1,1,1,0
907,0.0183358081655627,0.00142435561801771,ME,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
908,0.0426217650862407,0.001305407180154135,ME,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
909,0.00147450149022951,0.00119949474533046,ME,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
910,NA,NA,ME,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,0.0182840691744157,9.46548980059085e-4,ME,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
913,1.11103426875176,0.191195568818251,ME,2023-03-21,1,0,1,0,1,1,1,0,1,0,1,1
914,0.0171420689583409,8.209394491617e-4,ME,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
915,0.00461865110717943,7.68363443405805e-4,ME,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
916,0.00121615295617596,7.2164341477396e-4,ME,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
917,8.3770940602788e-4,6.80157530130245e-4,ME,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
918,1.35003229413273,0.957538518098035,ME,2023-03-26,1,0,1,1,1,0,1,0,1,1,1,0
919,1.29056798621741,0.323106649954496,ME,2023-03-27,1,0,0,1,1,1,1,0,0,1,1,1
920,NA,NA,ME,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,8.8939891181402e-4,5.5640616286169e-4,ME,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
922,NA,NA,ME,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,0.0235103555702225,4.9695735158681e-4,ME,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
925,1.7328090148601,0.1934790933809915,MI,2023-02-19,1,1,1,1,0,1,1,1,1,0,0,0
926,3.66615482279667,0.1992813885474165,MI,2023-02-20,1,0,0,1,0,1,0,0,0,1,0,0
927,6.3524201940741,0.2522224793215965,MI,2023-02-21,1,0,1,1,0,0,1,0,1,1,0,0
928,3.87763993007761,0.199997652769059,MI,2023-02-22,1,0,1,1,0,1,1,0,1,1,0,0
929,6.27628924993946,0.220841084989869,MI,2023-02-23,1,0,1,1,1,0,0,0,1,1,1,0
930,2.92548849667006,0.1606377085578035,MI,2023-02-24,1,0,1,1,1,0,1,0,1,1,1,0
931,1.71708144147489,0.1398929862879995,MI,2023-02-25,1,1,1,1,0,1,1,1,0,1,0,0
932,0.56525565852148,0.0797099690871415,MI,2023-02-26,1,1,1,1,1,1,1,0,1,1,1,0
933,4.71157249198042,0.190232031990612,MI,2023-02-27,0,0,1,1,1,0,0,0,1,1,1,0
934,4.5007133963054,0.1986380552919565,MI,2023-02-28,1,0,1,1,0,1,0,0,1,0,0,0
935,1.83628908332869,0.107507966185178,MI,2023-03-01,1,1,1,1,0,0,1,0,0,1,0,0
936,4.35700864601238,0.210890234097012,MI,2023-03-02,0,0,1,1,0,0,0,0,1,1,0,1
937,1.3301639968683,0.1086832442199,MI,2023-03-03,1,1,1,1,1,0,1,0,1,1,1,0
938,0.804872387052541,0.085684089650429,MI,2023-03-04,1,1,0,1,1,1,1,0,1,1,1,0
939,4.98563088250138,0.245685431987723,MI,2023-03-05,1,0,0,0,0,0,1,0,0,0,0,0
940,7.86244926948794,0.1819411512724505,MI,2023-03-06,0,0,1,1,0,0,0,0,0,1,0,0
941,6.51915180319475,0.2186098201815775,MI,2023-03-07,0,0,0,1,0,0,0,0,0,1,0,0
942,5.79875039428527,0.1945144275042745,MI,2023-03-08,1,0,1,1,0,0,1,0,1,1,0,0
943,3.32024016582091,0.1447239266982085,MI,2023-03-09,1,0,0,1,1,0,1,0,0,0,1,0
944,1.49596662246463,0.1008409027577965,MI,2023-03-10,1,0,1,1,0,1,1,0,1,0,0,0
945,0.530650579436711,0.00206543180134299,MI,2023-03-11,1,1,1,1,1,1,1,0,0,1,1,0
946,2.80558237261106,0.1854329745465885,MI,2023-03-12,1,0,1,1,1,0,1,1,0,0,1,0
947,4.65004312699741,0.1095596622928615,MI,2023-03-13,1,0,1,1,1,0,0,0,1,1,1,0
948,1.61500546830394,0.0957916303834735,MI,2023-03-14,0,0,1,1,0,1,0,0,0,1,0,0
949,4.73249773233918,0.202364424849685,MI,2023-03-15,0,0,1,0,1,0,0,0,1,0,1,0
950,5.50621542705005,0.2074839544546795,MI,2023-03-16,0,0,1,0,0,0,0,0,1,0,0,0
951,0.479544305462769,0.0418957031805507,MI,2023-03-17,1,1,1,1,1,1,1,0,1,1,1,0
952,1.14043415643283,0.1609876955107285,MI,2023-03-18,1,0,1,1,0,1,1,0,1,1,0,1
953,0.195137300313116,0.00102125864920572,MI,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
954,1.84592439118608,0.0724747364342045,MI,2023-03-20,0,0,1,0,1,1,0,0,1,0,1,0
955,1.2174412105606,0.0565782559105545,MI,2023-03-21,1,1,1,1,1,0,1,0,1,1,1,0
956,0.610979143031879,0.0374595835744169,MI,2023-03-22,1,1,1,1,1,1,1,0,1,0,1,1
957,5.69298577979512,0.1550936145431545,MI,2023-03-23,1,0,1,1,1,0,1,0,1,1,1,0
958,2.60872353046136,0.1596659657857805,MI,2023-03-24,1,0,1,0,1,0,1,0,1,0,1,0
959,0.814621829930052,0.068905709480868,MI,2023-03-25,1,1,1,1,1,0,1,1,1,1,1,1
960,1.11539863468457,0.108312474150244,MI,2023-03-26,1,0,1,1,0,1,1,0,1,1,0,1
961,5.15741520191224,0.1808268678543195,MI,2023-03-27,0,0,1,0,1,0,0,0,1,0,1,0
962,4.06151013450455,0.176389914388998,MI,2023-03-28,0,0,1,1,1,0,0,0,1,1,1,0
963,1.70787432071767,0.1142521956351195,MI,2023-03-29,1,0,1,1,0,0,1,0,1,1,0,0
964,2.10752947346168,0.1374088264064665,MI,2023-03-30,1,0,1,0,1,1,1,0,1,0,1,1
965,2.94262624485692,0.1711896055519915,MI,2023-03-31,0,0,1,0,1,1,0,0,1,0,1,1
966,2.89701715727685,0.1926866540872785,MI,2023-04-01,1,0,1,0,1,0,1,0,0,0,1,0
967,0.834508389394065,0.1336157407432005,MN,2023-02-19,1,1,1,1,0,1,1,0,1,1,0,1
968,5.29324425513259,0.220913330583269,MN,2023-02-20,1,0,1,1,0,0,0,0,1,1,0,0
969,2.9828995074153,0.1737466316248425,MN,2023-02-21,1,0,1,1,1,0,1,0,0,0,1,0
970,2.57399938169659,0.198635077437919,MN,2023-02-22,0,0,1,0,0,1,0,0,1,1,0,0
971,3.87398869945319,0.275194529654176,MN,2023-02-23,1,0,1,1,1,0,1,0,1,1,1,0
972,0.834345598492728,0.0941027643684005,MN,2023-02-24,1,1,0,1,1,1,1,1,0,0,1,1
973,0.985860508408154,0.07989862772173,MN,2023-02-25,1,1,1,1,0,1,0,0,0,1,0,1
974,2.18801356385315,0.1650004356106235,MN,2023-02-26,1,0,1,1,1,0,1,0,0,1,0,0
975,6.86552535214208,0.189736591697746,MN,2023-02-27,0,0,1,1,0,0,1,0,0,0,0,0
976,4.72120063763534,0.1637511371904005,MN,2023-02-28,1,0,1,1,0,0,1,0,0,1,0,0
977,7.65305900252569,0.2544130230356015,MN,2023-03-01,1,0,0,1,0,0,0,0,0,0,0,0
978,3.52378734688585,0.1245868640401515,MN,2023-03-02,1,0,1,1,1,0,1,0,0,1,1,0
979,3.02811870458179,0.135974506170445,MN,2023-03-03,1,0,1,1,0,0,1,0,1,1,0,0
980,1.85868414384491,0.04598289795045085,MN,2023-03-04,1,1,1,1,0,0,0,0,0,0,0,0
981,0.904954917691995,0.0585480611906695,MN,2023-03-05,1,1,1,1,0,1,1,0,1,0,1,0
982,1.19367658893164,0.0722452322313275,MN,2023-03-06,1,1,1,1,1,1,0,0,1,0,1,0
983,6.8851318747846,0.170604940912687,MN,2023-03-07,0,0,1,1,0,0,0,0,0,1,0,0
984,8.04484182164738,0.214500998557466,MN,2023-03-08,1,0,0,0,0,1,0,0,0,0,0,0
985,0.763720340717259,0.0262982863156153,MN,2023-03-09,1,1,1,1,1,1,1,0,1,0,1,0
986,5.23718958327081,0.199567077899169,MN,2023-03-10,1,0,1,0,0,1,1,0,1,0,0,1
987,2.08307094408914,0.164545879301217,MN,2023-03-11,1,0,1,0,1,0,1,0,1,0,1,0
988,0.423534834751858,0.0501807215800255,MN,2023-03-12,1,1,1,1,1,1,1,0,1,1,1,0
989,6.95449571816887,0.1625693070521195,MN,2023-03-13,1,0,0,1,1,0,1,0,0,0,1,0
990,4.07184941704917,0.1388687801296555,MN,2023-03-14,1,0,0,1,0,0,0,0,0,1,0,0
991,3.05443286186028,0.145226230494675,MN,2023-03-15,1,0,0,1,1,0,1,0,0,1,1,0
992,3.94619814158613,0.2892628474802445,MN,2023-03-16,1,0,1,0,1,0,1,0,1,0,1,0
993,0.334089456322569,0.00119949474533046,MN,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
994,3.15479923100692,0.406111056175993,MN,2023-03-18,0,0,1,1,1,0,0,0,1,1,1,0
995,0.841766351579592,0.0801252528580965,MN,2023-03-19,1,1,1,0,1,1,1,0,1,0,1,1
996,4.32299927401773,0.1997717766764595,MN,2023-03-20,1,0,1,1,1,0,1,0,1,1,1,0
997,4.18443224536198,0.130193022605412,MN,2023-03-21,1,0,1,1,0,0,1,0,1,1,0,0
998,1.75719907970423,0.0628896582898605,MN,2023-03-22,1,1,0,1,1,1,1,0,0,1,1,1
999,2.27441047608872,0.099841236086736,MN,2023-03-23,1,0,1,0,0,1,1,0,1,0,0,1
1000,0.140353646554855,7.2164341477396e-4,MN,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
1001,3.3708927557952,0.1917191584677575,MN,2023-03-25,1,0,1,0,1,1,1,0,1,0,1,1
1002,3.94287037548665,0.1834865717048,MN,2023-03-26,1,0,1,1,0,0,1,0,1,1,0,0
1003,0.218498610885813,6.1074230520522e-4,MN,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
1004,1.97913353273392,0.0724835772689685,MN,2023-03-28,1,0,1,1,0,1,1,0,1,1,0,1
1005,0.666806858078595,0.0461592528403797,MN,2023-03-29,1,1,1,0,1,1,1,1,1,0,1,0
1006,5.25822915156772,0.199971699649912,MN,2023-03-30,1,0,0,0,0,0,1,0,0,0,0,0
1007,0.106018210670294,5.14227086281505e-4,MN,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
1008,3.65246864673144,0.193611968059969,MN,2023-04-01,1,0,0,0,0,1,1,0,0,0,0,1
1009,0.967074331485662,0.2152295368589395,MO,2023-02-19,1,1,0,1,1,1,1,0,0,1,0,0
1010,1.43546460480828,0.1940950393970165,MO,2023-02-20,1,0,1,0,0,1,1,1,0,0,0,1
1011,1.23777210203043,0.1674656940126835,MO,2023-02-21,1,1,1,1,1,0,1,0,1,1,1,0
1012,0.493878876975586,0.0124817767049364,MO,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
1013,1.48528293242509,0.275194529654176,MO,2023-02-23,1,0,1,1,1,0,1,0,1,1,1,0
1014,1.23722121616995,0.210838811184022,MO,2023-02-24,1,0,1,1,1,0,1,1,1,1,1,1
1015,0.932437051378521,0.156965397422414,MO,2023-02-25,1,1,1,1,0,1,1,0,1,1,0,1
1016,1.99338168099808,0.2620599662407655,MO,2023-02-26,1,0,1,0,1,1,1,0,1,0,1,1
1017,1.55217961272209,0.24535568935499,MO,2023-02-27,1,0,1,1,1,0,1,0,1,1,1,0
1018,3.97116010958892,0.2914322040079205,MO,2023-02-28,1,0,1,1,0,0,1,0,1,1,0,0
1019,2.07551387695792,0.1881672170059915,MO,2023-03-01,1,0,1,1,1,0,1,0,1,1,1,0
1020,3.75182481793846,0.291553872947894,MO,2023-03-02,1,0,1,1,1,0,1,0,1,0,1,0
1021,2.48243630576007,0.221336838933433,MO,2023-03-03,1,0,1,1,1,0,1,0,0,1,1,0
1022,1.71995378081234,0.361982331763217,MO,2023-03-04,1,0,1,0,1,0,1,0,1,0,1,1
1023,0.139885493262893,0.003797597560030035,MO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1024,0.963859268800094,0.119661143290837,MO,2023-03-06,1,1,1,1,0,1,1,0,1,1,0,1
1025,0.282754859496089,0.003083440475482245,MO,2023-03-07,1,1,1,1,1,1,1,0,1,1,1,0
1026,0.952064000298327,0.1068429176344005,MO,2023-03-08,1,1,1,1,0,1,1,0,1,1,0,1
