"","es_score","brier_score","location","target_date","X23E_50_CI","X23F_50_CI","X23H_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X23E_95_CI","X23F_95_CI","X23H_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"68",NA,NA,"AL",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.000176168583591263,6.21853126548287e-05,"AL",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"73",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",3.26400489480457e-05,4.05376884960436e-05,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"76",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1.14834141211424e-05,2.2917759614564e-05,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"80",5.33299933196361e-05,1.98736488747148e-05,"AL",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"81",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",0.00126246845044007,0.00214918722853957,"AR",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"90",NA,NA,"AR",2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.000734528384209857,0.00122745177701225,"AR",2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"94",0.000707120925344973,0.00106633675089776,"AR",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"95",0.000685271325736307,0.00092616025701766,"AR",2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
"96",0.00249266124623168,0.000804244605006527,"AR",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"97",0.00187547014676637,0.000698245789208987,"AR",2024-02-09,1,1,1,1,1,1,1,0,1,1,1,0
"98",NA,NA,"AR",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.000349749157013964,0.000456509184603816,"AR",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"101",1.35856375928447,0.979468283809485,"AR",2024-02-13,1,1,1,1,0,0,1,1,1,1,0,0
"102",0.00104884737480324,0.000343656824745035,"AR",2024-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.00052357774479693,0.000168705025056755,"AR",2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
"108",0.000401085109510715,0.000146300867958248,"AR",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"109",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.000113844191553426,6.21853126548287e-05,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1.40589131153847,1.98689559814297,"AR",2024-02-29,1,1,1,1,0,0,1,1,1,1,0,0
"118",2.67710626814599e-05,3.51499213756977e-05,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.000178572746675952,2.2917759614564e-05,"AR",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"122",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",4.25678283041964e-06,1.29623445059481e-05,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.00252005785938494,0.0037423166317497,"AZ",2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
"128",2.35612842773317,0.234466087826504,"AZ",2024-01-29,1,0,1,1,1,0,1,0,1,1,1,0
"129",1.45101055917817,0.198592305203656,"AZ",2024-01-30,1,0,1,1,1,0,1,0,1,1,1,0
"130",0.906145587891188,0.138831215842413,"AZ",2024-01-31,1,1,1,0,1,1,1,1,1,0,1,0
"131",0.0133071477924492,0.00214918722853957,"AZ",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.0101582247515773,0.00186918708012639,"AZ",2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
"133",NA,NA,"AZ",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0.0128812773361768,0.00141256142794515,"AZ",2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"135",3.23750727556509,0.337854644618004,"AZ",2024-02-05,1,0,1,1,1,0,1,0,1,1,1,0
"136",0.772675910190017,0.0815141012534748,"AZ",2024-02-06,1,1,1,1,0,1,1,1,0,1,0,1
"137",0.146680999674193,0.00092616025701766,"AZ",2024-02-07,1,1,1,1,1,1,1,0,1,1,1,0
"138",0.000576094038385537,0.000804244605006527,"AZ",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"139",1.32014626534227,0.651001880068254,"AZ",2024-02-09,1,1,0,1,1,0,1,1,0,1,1,0
"140",0.00179176441497759,0.000606113636293292,"AZ",2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
"141",1.17575093774931,0.244482281799557,"AZ",2024-02-11,1,1,1,1,0,0,1,1,1,0,0,1
"142",0.0242204190727006,0.000456509184603816,"AZ",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"143",1.11027125775667,0.131261910297031,"AZ",2024-02-13,1,1,1,0,1,0,1,1,1,0,1,0
"144",0.0559445322708199,0.000343656824745035,"AZ",2024-02-14,1,1,1,1,1,1,1,0,1,1,1,0
"145",0.000171586531620742,0.000298122144429636,"AZ",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.00158088899161254,0.000258597688361163,"AZ",2024-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"147",0.0092806737349998,0.000224295654826612,"AZ",2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
"148",1.10937259545089,0.103922954695449,"AZ",2024-02-18,1,1,1,1,0,0,1,1,1,1,0,0
"149",0.0279628020409573,0.000168705025056755,"AZ",2024-02-19,1,1,1,1,1,1,1,1,1,1,0,0
"150",1.94610306689082,0.136424047012089,"AZ",2024-02-20,1,1,1,0,0,0,1,0,1,0,0,0
"151",1.09454215586278,0.0707988482772461,"AZ",2024-02-21,1,1,1,0,1,0,1,1,1,0,1,0
"152",1.35225315903077,0.495170940032201,"AZ",2024-02-22,1,1,1,0,1,0,1,1,1,0,1,0
"153",0.000627769210274867,9.5390984380796e-05,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"154",0.000181231468158492,8.27127783915505e-05,"AZ",2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
"155",2.30273905522207,0.440244541776827,"AZ",2024-02-25,1,0,1,0,1,0,1,0,1,0,1,0
"156",0.00185727524143695,6.21853126548287e-05,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"157",1.31464164956005,0.180605051805786,"AZ",2024-02-27,1,1,1,0,1,0,1,1,0,0,1,1
"158",0.000959777210030439,4.6751886178523e-05,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"159",0.000243697281476683,4.05376884960436e-05,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"160",2.28961175262722e-05,3.51499213756977e-05,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"161",0.000300484802147446,3.0478751304633e-05,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"162",0.000334192807786099,2.64289073693903e-05,"AZ",2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
"163",0.000910833723069965,2.2917759614564e-05,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"164",0.000417384926120305,1.98736488747148e-05,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"165",0.000100197030699422,1.72344356204927e-05,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"166",1.08894444307275e-05,1.49462394563628e-05,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"167",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",8.1133431904315e-05,1.12422490781994e-05,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"169",0.844629090652776,0.0895804079453739,"CA",2024-01-28,1,1,1,0,1,1,1,1,0,0,0,0
"170",2.84447751418875,0.176691488338318,"CA",2024-01-29,1,1,0,0,0,0,0,1,0,1,0,0
"171",2.31885056719872,0.146778279454756,"CA",2024-01-30,1,0,1,0,1,0,0,0,1,0,1,0
"172",3.75677235944245,0.171035069876662,"CA",2024-01-31,1,0,1,0,1,0,1,1,1,0,1,0
"173",8.16814513849807,0.214552511432782,"CA",2024-02-01,1,0,1,0,0,0,1,0,0,0,0,0
"174",7.07967228096558,0.216220648942482,"CA",2024-02-02,1,1,1,0,0,0,1,0,1,0,0,0
"175",0.922440495299383,0.083959222423384,"CA",2024-02-03,1,0,1,1,1,1,1,0,1,1,1,0
"176",0.701862658010969,0.0699875045597211,"CA",2024-02-04,1,1,1,1,0,1,1,0,1,1,0,0
"177",1.99783962741188,0.129640219390578,"CA",2024-02-05,1,1,1,0,1,0,1,1,1,0,1,0
"178",7.76262888833441,0.219816440051913,"CA",2024-02-06,1,0,1,0,0,0,1,0,1,0,1,0
"179",4.81145231618443,0.174230406077167,"CA",2024-02-07,1,0,1,0,0,0,1,0,0,0,1,0
"180",1.31187449291181,0.0675297337932946,"CA",2024-02-08,1,1,1,1,0,1,1,1,0,1,0,1
"181",8.08161093448574,0.240621620950001,"CA",2024-02-09,1,1,1,0,0,0,1,0,1,0,1,0
"182",5.55984297710219,0.300122746376663,"CA",2024-02-10,1,0,1,0,0,0,1,1,1,0,0,0
"183",0.00535389924126961,0.000526056371996309,"CA",2024-02-11,1,1,1,1,1,1,1,1,1,1,1,1
"184",5.21903240345144,0.223099362483635,"CA",2024-02-12,1,1,1,0,0,0,1,0,1,0,0,0
"185",4.30260862088155,0.178672806608964,"CA",2024-02-13,1,1,0,0,0,0,1,1,0,0,0,0
"186",2.21038518207864,0.0778701787268953,"CA",2024-02-14,1,1,1,0,0,0,1,1,1,0,0,0
"187",7.21590681177812,0.23808619226177,"CA",2024-02-15,1,0,0,0,0,0,1,0,1,0,0,0
"188",1.94810505306786,0.0732204783611951,"CA",2024-02-16,1,1,1,0,1,0,1,1,1,0,1,0
"189",0.998119119506271,0.0659574297017991,"CA",2024-02-17,1,1,1,0,1,1,1,1,1,0,1,0
"190",1.76651628141069,0.109770127144803,"CA",2024-02-18,1,1,1,0,0,0,1,0,1,0,0,0
"191",1.51904887922972,0.0774486206139057,"CA",2024-02-19,1,1,1,0,1,0,1,0,0,0,0,1
"192",0.0240653450124483,0.000146300867958248,"CA",2024-02-20,1,1,1,1,1,1,0,1,1,1,1,0
"193",5.89604400163058,0.174629573795409,"CA",2024-02-21,1,1,0,0,0,0,1,1,1,0,0,0
"194",3.60068594485698,0.129668094851228,"CA",2024-02-22,1,0,0,1,0,0,1,0,0,1,0,0
"195",3.99276352509946,0.129973219237976,"CA",2024-02-23,1,1,1,0,0,0,1,0,1,0,0,0
"196",2.41578359685047,0.116719042189919,"CA",2024-02-24,1,1,1,0,1,0,1,1,1,0,1,0
"197",0.0344174022710358,7.17186169018905e-05,"CA",2024-02-25,1,1,1,1,1,1,1,1,0,1,1,0
"198",5.14735247889065,0.157445831606394,"CA",2024-02-26,1,0,1,0,0,0,1,0,1,0,0,0
"199",8.63721255498187,0.233553453732024,"CA",2024-02-27,1,0,1,0,0,0,1,0,1,0,0,0
"200",5.77823814444702,0.155263512032961,"CA",2024-02-28,1,1,1,0,0,0,1,1,1,0,0,0
"201",0.0013268574250135,4.05376884960436e-05,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"202",0.00168147922887902,3.51499213756977e-05,"CA",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"203",0.0133516718141043,3.0478751304633e-05,"CA",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"204",1.27469122250251,0.0947960977360734,"CA",2024-03-03,1,1,1,0,1,0,1,1,1,0,1,0
"205",4.30923756244659,0.180912295058827,"CA",2024-03-04,1,0,1,0,0,0,1,0,1,0,0,0
"206",6.64537872882861,0.234208485563928,"CA",2024-03-05,1,0,1,0,0,0,1,0,1,0,0,0
"207",3.4022189655795,0.121955762049383,"CA",2024-03-06,1,1,1,0,0,0,1,0,1,0,0,0
"208",6.20599941389784,0.249036735150491,"CA",2024-03-07,1,1,1,0,0,0,1,0,1,0,0,0
"209",2.2418970316927,0.107738686840212,"CA",2024-03-08,1,1,0,1,0,0,1,1,0,1,0,0
"210",2.75557965809146,0.284746365163103,"CA",2024-03-09,1,1,1,1,0,0,1,0,1,1,0,0
"211",NA,NA,"CO",2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.0322059752997393,0.00325981525209597,"CO",2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
"213",0.00190439412962699,0.0028382915741514,"CO",2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.00147387923624769,0.00247028134854196,"CO",2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
"215",0.020502393648063,0.00214918722853957,"CO",2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
"216",0.0115468817757662,0.00186918708012639,"CO",2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.000920285336099773,0.00122745177701225,"CO",2024-02-05,1,1,1,1,1,1,1,0,1,1,1,0
"220",0.000609427052191733,0.00106633675089776,"CO",2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"221",0.000587478457648158,0.00092616025701766,"CO",2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
"222",0.00247344797653899,0.000804244605006527,"CO",2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
"223",0.00184589840561902,0.000698245789208987,"CO",2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
"224",1.34985552779157,0.977804148119133,"CO",2024-02-10,1,1,1,0,1,0,1,1,1,0,1,0
"225",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.00122893284207925,0.000456509184603816,"CO",2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
"227",1.36479440316004,0.981889635697902,"CO",2024-02-13,1,1,1,0,1,0,1,1,1,0,1,0
"228",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.000159919269631204,0.000298122144429636,"CO",2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.000118284822136471,0.000146300867958248,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"235",0.00152248389104542,0.000126866668925662,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"236",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1.38649418934814,0.990883195776998,"CO",2024-02-23,1,1,1,0,1,0,1,1,1,0,1,0
"238",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.000407518074433181,6.21853126548287e-05,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"241",3.02076016265081e-05,5.3919120766146e-05,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"242",3.57513187824333e-05,4.6751886178523e-05,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"243",0.000152295017804688,4.05376884960436e-05,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"244",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
