...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
1314,NA,NA,NJ,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,1.45222317361861,0.310592180107595,NJ,2022-11-25,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
1316,3.1173899712974,0.266892402078346,NJ,2022-11-26,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
1317,13.3074484000852,0.2268143040598825,NJ,2022-11-27,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
1318,8.50045030823361,0.2615367642839085,NJ,2022-11-28,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1319,5.82000623788966,0.2504343457970855,NJ,2022-11-29,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1320,0.799238805918163,0.300157523404498,NJ,2022-11-30,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1321,2.55207873166049,0.2724472779056215,NJ,2022-12-01,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
1322,4.92747718882286,0.2534438942631815,NJ,2022-12-02,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1323,2.56851531193561,0.2560313095634245,NJ,2022-12-03,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
1324,2.81964376765689,0.254276889922625,NJ,2022-12-04,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
1325,10.1248936060541,0.252645029018722,NJ,2022-12-05,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1326,4.89484804505908,0.1728288112897515,NJ,2022-12-06,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0
1327,1.29022121482706,0.228295680630281,NJ,2022-12-07,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1328,0.445111510557865,0.167779273440715,NJ,2022-12-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1329,5.06782472950553,0.26668153083156,NJ,2022-12-09,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1330,2.65428080818169,0.2028085214677315,NJ,2022-12-10,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
1331,5.9437099627977,0.2664145103699905,NJ,2022-12-11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1332,12.3016852387562,0.271402607532337,NJ,2022-12-12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1333,4.89783375604839,0.191110300227456,NJ,2022-12-13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1334,0.0645170448763117,0.0468412122255297,NJ,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1335,2.74945508472445,0.447618044294127,NJ,2022-12-15,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
1336,10.7885776845814,0.3049547056218525,NJ,2022-12-16,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1337,9.81641190216739,0.2887191761157845,NJ,2022-12-17,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1338,9.09250246337428,0.325024199800174,NJ,2022-12-18,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1339,16.8335501747884,0.3057376403001505,NJ,2022-12-19,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1340,4.7161725539093,0.215127948939886,NJ,2022-12-20,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
1341,1.32574216236513,0.407912547769863,NJ,2022-12-21,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
1342,0.984392608921863,0.315257556383306,NJ,2022-12-22,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1343,31.6362725808721,0.407504727522524,NJ,2022-12-23,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1344,3.91338975791955,0.277037205029147,NJ,2022-12-24,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1345,2.5255812757226,0.265854042529653,NM,2022-11-13,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0
1346,11.1110776357682,0.2702405246513785,NM,2022-11-14,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
1347,4.19799359100827,0.2675448826897285,NM,2022-11-15,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
1348,4.19728273591666,0.2920945351628125,NM,2022-11-16,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
1349,4.02984065372721,0.2663902859672255,NM,2022-11-17,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
1350,12.7107691913744,0.3013922319611415,NM,2022-11-18,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
1351,2.79421610486351,0.317779172356596,NM,2022-11-19,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0
1352,5.37371053255814,0.3276937156632665,NM,2022-11-20,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1353,5.88347073719159,0.261399884226967,NM,2022-11-21,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1354,4.97704385819613,0.269361502937733,NM,2022-11-22,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1355,4.70193234222117,0.264666910471104,NM,2022-11-23,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
1356,5.04592697710576,0.3604317990784365,NM,2022-11-24,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
1357,7.69533987689904,0.3048706506136685,NM,2022-11-25,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1358,3.86439197295898,0.294921568730776,NM,2022-11-26,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1
1359,8.23403675647793,0.3242204957912305,NM,2022-11-27,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
1360,12.2477514929518,0.2861745420590445,NM,2022-11-28,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0
1361,6.60700030941106,0.308938709874144,NM,2022-11-29,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
1362,8.07148163960048,0.346328662617629,NM,2022-11-30,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1363,12.5525050810072,0.3324723680010345,NM,2022-12-01,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1364,9.07463535413584,0.3462185936043245,NM,2022-12-02,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
1365,1.77115600375208,0.2465183823890135,NM,2022-12-03,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
1366,4.24006222665732,0.356183569309599,NM,2022-12-04,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
1367,10.2710877299995,0.3239096705204285,NM,2022-12-05,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
1368,6.30014525317481,0.342904893075496,NM,2022-12-06,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
1369,7.81421204870755,0.4049877842864115,NM,2022-12-07,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
1370,2.88485711279866,0.2560222195473125,NM,2022-12-08,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
1371,5.53197339236048,0.246884924931444,NM,2022-12-09,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0
1372,1.46624212606975,0.2655522540252055,NM,2022-12-10,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
1373,1.30020908689972,0.248350496726049,NM,2022-12-11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1374,3.42575978400826,0.24001618213154,NM,2022-12-12,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
1375,3.76136542478927,0.294826868275433,NM,2022-12-13,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
1376,2.67481259916808,0.3166521316358595,NM,2022-12-14,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
1377,3.26541284880638,0.333831481450052,NM,2022-12-15,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
1378,0.707451936248265,0.174663111954565,NM,2022-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1379,4.14645462397748,0.3152305382684985,NM,2022-12-17,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1380,2.04219320882378,0.28981364928488,NM,2022-12-18,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
1381,7.23548269664482,0.32217004343819,NM,2022-12-19,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1382,6.49202738909743,0.3306836264162565,NM,2022-12-20,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1383,2.21271848110151,0.164574327670404,NM,2022-12-21,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0
1384,2.43185132904886,0.3873012659090225,NM,2022-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1385,1.30692311072795,0.1689851466004185,NM,2022-12-23,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
1386,0.375929394015858,0.1944238875672555,NM,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1387,2.123326966993,0.320907421828802,NV,2022-11-13,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
1388,15.2509027144284,0.287648813810663,NV,2022-11-14,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1389,3.213390507625,0.3016479712376235,NV,2022-11-15,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
1390,3.23609715243089,0.2710401953223985,NV,2022-11-16,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1391,5.20583976081352,0.3284270426690445,NV,2022-11-17,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0
1392,2.02631570596765,0.301458330518894,NV,2022-11-18,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
1393,2.2563080982052,0.319434928204518,NV,2022-11-19,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
1394,1.75277599404484,0.2689456164186805,NV,2022-11-20,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1395,1.53188311391245,0.288234364778413,NV,2022-11-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1396,3.01777727525447,0.2973087095964185,NV,2022-11-22,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
1397,3.03520887826411,0.2470199104203725,NV,2022-11-23,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0
1398,0.853379865297861,0.3227095799604675,NV,2022-11-24,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1399,8.41621175031353,0.3218669631297075,NV,2022-11-25,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1400,2.46533303437065,0.255629562784184,NV,2022-11-26,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
1401,2.5725125237567,0.266737987128621,NV,2022-11-27,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1402,2.28676614299515,0.260369131803808,NV,2022-11-28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
1403,3.39501681612395,0.2386404477861985,NV,2022-11-29,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1404,6.23267177325537,0.1982177168197575,NV,2022-11-30,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1405,2.66558317020407,0.2140389998706645,NV,2022-12-01,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0
1406,4.92162909658957,0.2099909356045165,NV,2022-12-02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1407,2.8813885477046,0.227492676003303,NV,2022-12-03,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0
1408,1.01500781320001,0.2235350967438205,NV,2022-12-04,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1409,7.31137363204412,0.280037962418566,NV,2022-12-05,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
1410,4.35894461642238,0.1624439877864385,NV,2022-12-06,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1411,3.16083824879993,0.241702312291476,NV,2022-12-07,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
1412,4.88281202440299,0.308982263157534,NV,2022-12-08,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1413,3.65938678894051,0.2886447234181315,NV,2022-12-09,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1
1414,4.38817032807156,0.271366980560948,NV,2022-12-10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1415,2.76076419728116,0.224293955669329,NV,2022-12-11,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
1416,4.34095487930569,0.170448547553742,NV,2022-12-12,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1417,3.01698966545623,0.3446128944505315,NV,2022-12-13,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0
1418,1.43866407533917,0.310269109376074,NV,2022-12-14,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
1419,3.1256222573053,0.141143872477356,NV,2022-12-15,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
1420,0.822132748501856,0.04913746242883345,NV,2022-12-16,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
1421,3.62688791382452,0.283805251480714,NV,2022-12-17,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1422,2.68795758276461,0.1555388157482675,NV,2022-12-18,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
1423,4.20248409658717,0.278977002763525,NV,2022-12-19,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
1424,0.480081571814991,0.06179330902422,NV,2022-12-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1425,4.09896573767075,0.244363612964168,NV,2022-12-21,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0
1426,5.54652145274885,0.2313603727644335,NV,2022-12-22,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
1427,4.96266529634837,0.2475023797096125,NV,2022-12-23,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
1428,2.84091590204158,0.088525857525713,NV,2022-12-24,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
1429,3.59663876262999,0.3080230879299855,NY,2022-11-13,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1430,33.3668381423085,0.334566133893532,NY,2022-11-14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,9.77177920355868,0.314492873620098,NY,2022-11-15,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1432,7.76245169713932,0.313837179655889,NY,2022-11-16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1433,7.25864078202345,0.3022800237897345,NY,2022-11-17,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1434,25.892817993081,0.2983835633894535,NY,2022-11-18,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1435,5.59930337288151,0.2996219967714275,NY,2022-11-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,13.471190047361,0.2981089988886595,NY,2022-11-20,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1437,7.36855479188924,0.2733333846240085,NY,2022-11-21,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1438,1.86897266594363,0.339849671342831,NY,2022-11-22,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1439,2.25197889406506,0.2604600391390145,NY,2022-11-23,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
1440,2.03648758991972,0.4090007905742805,NY,2022-11-24,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0
1441,4.12562315701622,0.329571189285587,NY,2022-11-25,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
1442,5.84189133616333,0.3085383814226415,NY,2022-11-26,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1443,14.0559203266677,0.26256184604577,NY,2022-11-27,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1444,12.6579501705024,0.264417976704831,NY,2022-11-28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1445,5.52021058290383,0.2264766731378805,NY,2022-11-29,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0
1446,2.05566480735668,0.2454584296952155,NY,2022-11-30,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
1447,5.19091082228338,0.3768580599094645,NY,2022-12-01,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1448,17.9444313897817,0.30249201926863,NY,2022-12-02,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1449,12.4584551281286,0.3397821280915105,NY,2022-12-03,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1450,7.19487757464016,0.2857650395110035,NY,2022-12-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1451,18.848341549812,0.30701667821838,NY,2022-12-05,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1452,3.33878896258193,0.1842907567027515,NY,2022-12-06,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1453,3.6108641081539,0.2227441738021565,NY,2022-12-07,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
1454,6.38362507872284,0.412389678177915,NY,2022-12-08,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
1455,18.413251639955,0.3364972612080915,NY,2022-12-09,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
1456,6.63156062789712,0.2722592956338365,NY,2022-12-10,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1457,15.8263654435351,0.352309175361734,NY,2022-12-11,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1458,14.6189237289713,0.280431268933164,NY,2022-12-12,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1459,4.68969987329703,0.451950940786158,NY,2022-12-13,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
1460,4.36399255488826,0.592570392603825,NY,2022-12-14,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
1461,1.70591072064162,0.271803870411833,NY,2022-12-15,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1462,32.6121388407251,0.449634749094592,NY,2022-12-16,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1463,13.735905045938,0.2991998181141675,NY,2022-12-17,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
1464,12.5946604235589,0.304805160135468,NY,2022-12-18,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1465,21.2584205489931,0.3379090981169705,NY,2022-12-19,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1466,6.89884315064847,0.153146100646679,NY,2022-12-20,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
1467,1.11610544223067,0.284368507649176,NY,2022-12-21,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1468,6.14905329969828,0.4397609949615445,NY,2022-12-22,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
1469,40.7553144367114,0.455794612860365,NY,2022-12-23,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
1470,5.19771487941779,0.3323080959103605,NY,2022-12-24,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
1471,4.84162413452718,0.2655291167495235,OH,2022-11-13,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
1472,6.69108323990704,0.304816615328371,OH,2022-11-14,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
1473,8.95622410923183,0.3553808328063455,OH,2022-11-15,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1
1474,5.95389922314287,0.2828413123821365,OH,2022-11-16,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
1475,5.45091269756228,0.318854906784895,OH,2022-11-17,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1476,14.2916871613188,0.3035987377314295,OH,2022-11-18,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0
1477,7.21912658931194,0.3615378916067715,OH,2022-11-19,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0
1478,3.97510280087861,0.2914220915726435,OH,2022-11-20,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1479,5.21425393240293,0.3428008878507295,OH,2022-11-21,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
1480,5.46060977479734,0.3497286677415275,OH,2022-11-22,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
1481,17.9052906307645,0.352444503126265,OH,2022-11-23,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1482,1.17119884973517,0.54514261587128,OH,2022-11-24,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1483,5.95038652652754,0.2956017136280285,OH,2022-11-25,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
1484,3.45189685310967,0.2827160287180665,OH,2022-11-26,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
1485,1.85593547731644,0.2427374026097895,OH,2022-11-27,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1486,15.0076998503412,0.358134900167406,OH,2022-11-28,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1487,14.5024298973029,0.3620420489752955,OH,2022-11-29,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1488,9.39160147804043,0.2966001990361265,OH,2022-11-30,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1489,28.2483526602651,0.356075839929399,OH,2022-12-01,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1490,10.0087042857315,0.4243018647989665,OH,2022-12-02,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
1491,11.0901249678806,0.345354786000771,OH,2022-12-03,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1492,7.0619480389825,0.3206479638399675,OH,2022-12-04,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1493,3.53663855599941,0.3269801533784,OH,2022-12-05,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
1494,10.8806604255546,0.3137622022520905,OH,2022-12-06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1495,24.3813409378653,0.372763407523494,OH,2022-12-07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1496,13.1171042297182,0.300034374389142,OH,2022-12-08,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1497,14.7980243110059,0.3539749243791265,OH,2022-12-09,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1498,11.5733782711568,0.268882325444554,OH,2022-12-10,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1499,10.2846025561171,0.317943025296547,OH,2022-12-11,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1500,16.6689368126195,0.2907880715432925,OH,2022-12-12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1501,11.6583970114587,0.384629003289244,OH,2022-12-13,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0
1502,7.70497971203805,0.2597845393601695,OH,2022-12-14,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1503,11.8724527542224,0.310161445658576,OH,2022-12-15,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1504,2.90478043943855,0.323319539593865,OH,2022-12-16,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1505,4.87083566691777,0.27788212481614,OH,2022-12-17,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
1506,5.06771063479709,0.2539367569051535,OH,2022-12-18,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1507,24.1626818011232,0.3339219998987555,OH,2022-12-19,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1508,6.76110058987516,0.304833634507377,OH,2022-12-20,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
1509,13.3295706729789,0.3554661626766135,OH,2022-12-21,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1510,9.07739557548494,0.358759814060508,OH,2022-12-22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1511,6.22924428569285,0.316091008461774,OH,2022-12-23,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
1512,2.1771780261412,0.2036767585679745,OH,2022-12-24,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
1513,0.556968487348791,0.252973291252516,OK,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1514,1.26328393689395,0.461697302073506,OK,2022-11-14,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1515,0.436226726599405,0.2527787699312945,OK,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1516,NA,NA,OK,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,0.296354631972283,0.216968508418014,OK,2022-11-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1518,0.283403448015913,0.203406354124472,OK,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1519,0.95479634457951,0.674088157782795,OK,2022-11-19,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
1520,0.8069806571031,0.3964138567202755,OK,2022-11-20,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1521,NA,NA,OK,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,1.11348759081039,0.523805986727355,OK,2022-11-22,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1523,0.201269346717381,0.144154512966746,OK,2022-11-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1524,NA,NA,OK,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,0.890170097471201,0.3311113106886395,OK,2022-11-25,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1526,1.77294836674347,0.528512144609605,OK,2022-11-26,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
1527,2.76769167832624,0.485569245704311,OK,2022-11-27,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
1528,1.31215939869111,0.271284506461126,OK,2022-11-28,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1529,NA,NA,OK,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,1.13358818735545,0.37434264422117,OK,2022-11-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1531,1.65729789359948,0.3373638765055105,OK,2022-12-01,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
1532,1.87569430968851,0.3573931437470705,OK,2022-12-02,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
1533,0.78216270517766,0.267718363342738,OK,2022-12-03,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1534,0.526774407902399,0.0654061468454085,OK,2022-12-04,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
1535,2.08625126654548,0.3067370903533925,OK,2022-12-05,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
1536,2.2658342094335,0.318836947686161,OK,2022-12-06,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
1537,2.57316182487692,0.3390654472561235,OK,2022-12-07,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
