...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
35,NA,NA,AK,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.278518315988047,0.199260783035119,AK,2023-09-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
38,NA,NA,AK,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.00179299088937,0.3493973031958935,AL,2023-08-20,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
44,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.442407113592273,0.314450096686663,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.690472288371201,0.390285163778402,AL,2023-08-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
47,1.62888648632548,0.4754389797045375,AL,2023-08-24,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
48,0.692930070467124,0.387606003684428,AL,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0.615736140057404,0.434573247839559,AL,2023-08-26,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
50,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.79841118095279,0.353316061411728,AL,2023-08-28,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
52,0.679069021580775,0.488846631082284,AL,2023-08-29,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
53,1.08149417631741,0.46392930075044,AL,2023-08-30,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
54,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.49140374269982,0.3201579746909755,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
56,0.47096995658526303,0.3324261847067295,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
57,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.47054671074681,0.336858953386262,AL,2023-09-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
59,0.484482753010325,0.33920852357979703,AL,2023-09-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,1.19216009812998,0.394272959666255,AL,2023-09-06,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
61,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.502310767573279,0.3522734298298075,AL,2023-09-10,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
65,0.362209197829082,0.262792755006846,AL,2023-09-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
66,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.5154719622102,0.3611476032493705,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
68,0.518746234304547,0.364274302283658,AL,2023-09-14,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
69,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.556403403873894,0.384744298279054,AL,2023-09-20,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
75,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.274161887668599,0.1949590906712895,AL,2023-09-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
81,0.572483040304977,0.412090314887063,AL,2023-09-27,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
82,NA,NA,AL,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.07211155611901,0.394063270423316,AR,2023-08-21,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
87,0.496314021314946,0.3563415550965525,AR,2023-08-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
88,2.01102230194789,0.367681457248389,AR,2023-08-23,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
89,1.78883325516185,0.4524551909442105,AR,2023-08-24,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
90,0.445073797093454,0.318275118524354,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
91,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.454120210133998,0.321274159486617,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
93,2.36140737316624,0.3806723061930985,AR,2023-08-28,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
94,2.81897768321066,0.3575959150172085,AR,2023-08-29,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
95,1.68703565559229,0.436585468390861,AR,2023-08-30,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1
96,0.916307137991263,0.46826557007259,AR,2023-08-31,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
97,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1.96318109817121,0.3477571759351995,AR,2023-09-05,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
102,0.729604734927768,0.3929426642097805,AR,2023-09-06,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
103,0.806393855333518,0.422651254325583,AR,2023-09-07,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
104,1.74407408758052,0.4312519321198275,AR,2023-09-08,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
105,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.44542301664102,0.4220203941512945,AR,2023-09-11,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
108,0.88561696101661,0.3247725196272945,AR,2023-09-12,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
109,1.11583381643586,0.54072019100245,AR,2023-09-13,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
110,0.722125106948868,0.514064171834995,AR,2023-09-14,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
111,0.859327166304528,0.2441493376771145,AR,2023-09-15,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
112,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.55032732015595,0.377601906334021,AR,2023-09-18,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
115,1.03147231118947,0.3826680404675585,AR,2023-09-19,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
116,2.10213627569188,0.48729321057767,AR,2023-09-20,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
117,1.61884504150525,0.460927970476383,AR,2023-09-21,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
118,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.581244560014884,0.4079712876701605,AR,2023-09-26,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
123,0.252828476053621,0.190698297973587,AR,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
124,0.641251067544213,0.358442798347499,AR,2023-09-28,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
125,2.3771943850317,0.3728825811731085,AR,2023-09-29,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
126,NA,NA,AR,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.04843405995079,0.4052602351368755,AZ,2023-08-20,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
128,3.74803319296145,0.3780131238090205,AZ,2023-08-21,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
129,3.4343024323292,0.3839763272976485,AZ,2023-08-22,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
130,3.07548405867813,0.3773204291935355,AZ,2023-08-23,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0
131,2.77427215977281,0.4305648859672375,AZ,2023-08-24,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
132,0.898759033074743,0.4288954165301595,AZ,2023-08-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
133,1.50806419293654,0.417084785412748,AZ,2023-08-26,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
134,3.01196165660741,0.425076511854201,AZ,2023-08-27,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1
135,4.57406109431951,0.3704111560921945,AZ,2023-08-28,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
136,1.39751055799967,0.418259082958571,AZ,2023-08-29,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
137,1.66549542804649,0.3761318491218735,AZ,2023-08-30,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
138,1.23657774809929,0.4955321082594245,AZ,2023-08-31,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
139,0.437917423899793,0.3099724348093985,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
140,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,2.37119010972321,0.3880785588435825,AZ,2023-09-03,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
142,4.82422494027533,0.400794984613448,AZ,2023-09-04,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1
143,2.84797229345937,0.385140795513623,AZ,2023-09-05,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
144,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,2.07542240247228,0.519771669761435,AZ,2023-09-09,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
148,2.16881548471747,0.3909782125462665,AZ,2023-09-10,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
149,4.4418745438086,0.3802291396411735,AZ,2023-09-11,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
150,2.77074126471743,0.386482206227217,AZ,2023-09-12,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
151,1.74304724938298,0.4023862284025285,AZ,2023-09-13,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0
152,1.52462166470213,0.464501539151257,AZ,2023-09-14,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
153,1.06494512363975,0.365608071425423,AZ,2023-09-15,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
154,1.22909951843193,0.378066738432948,AZ,2023-09-16,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
155,4.4410910170746,0.3490270010537215,AZ,2023-09-17,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0
156,5.07819011331322,0.403213866258413,AZ,2023-09-18,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0
157,3.10571211227264,0.407154229110328,AZ,2023-09-19,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
158,1.86310781625961,0.3884633859661745,AZ,2023-09-20,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1
159,2.35229154002543,0.4610115988566925,AZ,2023-09-21,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0
160,1.52679669761023,0.3163785305519465,AZ,2023-09-22,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0
161,1.68865644663918,0.4678746582645535,AZ,2023-09-23,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1
162,1.83558978003521,0.370143374861823,AZ,2023-09-24,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
163,5.02981693599605,0.4247760947961955,AZ,2023-09-25,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
164,4.98619184931886,0.40763268719133,AZ,2023-09-26,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
165,2.47915376090178,0.3620139541950515,AZ,2023-09-27,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
166,1.23862076695126,0.3777205508051465,AZ,2023-09-28,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
167,0.702451847330894,0.3848240212717615,AZ,2023-09-29,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
168,1.22699407404685,0.3695349644808275,AZ,2023-09-30,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1
169,2.12951673596927,0.427367810154016,CA,2023-08-20,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1
170,5.54015986220328,0.400234704343708,CA,2023-08-21,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
171,5.15435314257752,0.429393866735334,CA,2023-08-22,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1
172,3.62728336464362,0.4048137621712555,CA,2023-08-23,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0
173,5.40832491068054,0.4075791040013025,CA,2023-08-24,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
174,3.15528140417951,0.4046933433825825,CA,2023-08-25,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
175,2.45990670344472,0.3966429151874185,CA,2023-08-26,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
176,2.45892752279178,0.386086571174004,CA,2023-08-27,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
177,8.68790225369289,0.423348480940156,CA,2023-08-28,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
178,4.03271949571872,0.392968798898798,CA,2023-08-29,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
179,12.2108788490702,0.3963286234166365,CA,2023-08-30,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
180,5.53268514927579,0.3978393986546635,CA,2023-08-31,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
181,4.43525498233057,0.3936160607384035,CA,2023-09-01,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
182,1.44771447444175,0.408995837075265,CA,2023-09-02,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
183,1.55535310225794,0.4327257779310305,CA,2023-09-03,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
184,1.683989843341,0.3900130270498755,CA,2023-09-04,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
185,5.23179624155741,0.426605935546804,CA,2023-09-05,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
186,3.70501297482045,0.3739940880950355,CA,2023-09-06,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
187,4.23476331562784,0.397792051643612,CA,2023-09-07,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0
188,5.49054181307688,0.3553793242894475,CA,2023-09-08,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
189,2.73361175349791,0.3819137453701185,CA,2023-09-09,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
190,2.16494320494505,0.3736283144261095,CA,2023-09-10,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
191,5.27850217818159,0.430828242750885,CA,2023-09-11,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
192,7.32756293401049,0.4131969951670125,CA,2023-09-12,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
193,7.35907242969195,0.4076815544036115,CA,2023-09-13,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
194,4.1259685231603,0.4010677281954085,CA,2023-09-14,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
195,2.32277334536109,0.3789143470590835,CA,2023-09-15,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
196,1.84355062445153,0.3977068912742545,CA,2023-09-16,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
197,3.00904373068301,0.378832419768805,CA,2023-09-17,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
198,4.03334833682898,0.411100669157831,CA,2023-09-18,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1
199,2.01043022198133,0.3798029952674405,CA,2023-09-19,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
200,2.49042503161602,0.3697181675782745,CA,2023-09-20,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
201,2.15990177046145,0.37927997287743,CA,2023-09-21,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
