...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
1317,1.53350492702358,0.4063541530122475,NJ,2023-11-26,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
1318,8.45165771806803,0.2990190668541285,NJ,2023-11-27,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1319,2.36124429763734,0.34930217890062,NJ,2023-11-28,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
1320,5.54263521892199,0.361782147114038,NJ,2023-11-29,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
1321,2.1885187717806,0.3081608083371735,NJ,2023-11-30,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0
1322,2.84145332914575,0.320127380754699,NJ,2023-12-01,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
1323,2.46837825465788,0.4044612521887745,NJ,2023-12-02,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1324,1.52027658714578,0.4079836941240105,NJ,2023-12-03,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
1325,6.16977452927982,0.353869455301066,NJ,2023-12-04,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
1326,3.03323955037809,0.3786298009217535,NJ,2023-12-05,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
1327,4.92926473089487,0.3877118614561485,NJ,2023-12-06,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
1328,3.26472190393194,0.4036283162225165,NJ,2023-12-07,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
1329,1.46430379876439,0.3423303952034305,NJ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1330,0.800580098097251,0.3951991557601595,NJ,2023-12-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1331,0.846845064586845,0.3523755065763715,NJ,2023-12-10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1332,2.98794077826347,0.3892561356698375,NJ,2023-12-11,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
1333,1.28569206674447,0.3338949072182395,NJ,2023-12-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
1334,4.6264810006065,0.288710322270882,NJ,2023-12-13,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
1335,4.12464831376065,0.2827699663172335,NJ,2023-12-14,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
1336,1.41779123306927,0.330687015655122,NJ,2023-12-15,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
1337,1.70053007907128,0.2875914623547945,NJ,2023-12-16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1338,0.960432206839419,0.2051831497861665,NJ,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1339,2.71790373924556,0.293694547601857,NJ,2023-12-18,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0
1340,3.35839189384762,0.186121934566316,NJ,2023-12-19,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0
1341,2.78852773178787,0.251797698055022,NJ,2023-12-20,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1342,1.86408703251474,0.2703631728777535,NJ,2023-12-21,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
1343,2.20683946728612,0.264884434234797,NJ,2023-12-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
1344,2.5364127492889,0.276368171244279,NJ,2023-12-23,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
1345,3.99160604723304,0.4183544535607675,NM,2023-11-12,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0
1346,3.1773144115678,0.4065925337026985,NM,2023-11-13,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0
1347,2.34935241388669,0.3846668129867135,NM,2023-11-14,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
1348,2.09253477056708,0.445408133216642,NM,2023-11-15,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
1349,2.71690585744475,0.422998364746972,NM,2023-11-16,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0
1350,3.63422047142842,0.4510030525041235,NM,2023-11-17,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0
1351,1.79604968368754,0.42060913962005553,NM,2023-11-18,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
1352,0.923972903519783,0.3539775078614045,NM,2023-11-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
1353,1.18800634753806,0.3163800968661605,NM,2023-11-20,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
1354,2.46365439031578,0.388118669716834,NM,2023-11-21,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0
1355,1.9570506446024,0.299043676471305,NM,2023-11-22,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
1356,2.28081406353011,0.4179455384476815,NM,2023-11-23,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1357,2.19088296916884,0.361336632387778,NM,2023-11-24,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
1358,1.41624183784705,0.3503535477282545,NM,2023-11-25,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1359,2.30325044580555,0.320548826693436,NM,2023-11-26,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0
1360,2.35935308462152,0.4002037355267665,NM,2023-11-27,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
1361,0.707445595377426,0.1934339126711685,NM,2023-11-28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1362,1.07406836261621,0.455205896951386,NM,2023-11-29,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1363,NA,NA,NM,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,0.294186953752612,0.216063749694544,NM,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1365,0.780375474564125,0.545472221635715,NM,2023-12-02,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1366,1.15447286800834,0.556347366371785,NM,2023-12-03,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1367,0.345420022028949,0.2461344980871205,NM,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1368,0.876808533616708,0.61950127091435,NM,2023-12-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1369,2.64961885415295,0.4259011927832035,NM,2023-12-06,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1370,3.26756313945865,0.392352012946914,NM,2023-12-07,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
1371,2.70617059073078,0.398586525138025,NM,2023-12-08,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1
1372,2.50012728716747,0.4630536510019345,NM,2023-12-09,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0
1373,4.84037436070866,0.51521327471801,NM,2023-12-10,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
1374,2.60450976804324,0.5384602696729,NM,2023-12-11,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0
1375,1.33009957333663,0.521187928799225,NM,2023-12-12,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
1376,1.0230216719089,0.50269812492251,NM,2023-12-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
1377,0.228092551487178,0.157457717146299,NM,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1378,3.02952959955961,0.472276239507036,NM,2023-12-15,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0
1379,3.19105838569241,0.5693260733548,NM,2023-12-16,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1380,2.36475370440896,0.606880597001985,NM,2023-12-17,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
1381,1.50874347460217,0.424128846314368,NM,2023-12-18,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
1382,NA,NA,NM,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,0.831189163818096,0.393371835647182,NM,2023-12-20,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1384,1.61916962790786,0.550191141339785,NM,2023-12-21,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1385,NA,NA,NM,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,NA,NA,NM,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,NA,NA,NV,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,1.78717818490877,0.2616540694552395,NV,2023-11-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0
1389,1.38189929901474,0.2811330620865405,NV,2023-11-14,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1390,0.22182017495373,0.154891829338822,NV,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1391,1.67053446735028,0.402961737273483,NV,2023-11-16,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0
1392,1.54527110748177,0.4562818551030035,NV,2023-11-17,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
1393,NA,NA,NV,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,0.859848290444288,0.3094800310561455,NV,2023-11-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1395,1.58783300512622,0.4978012993346365,NV,2023-11-20,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0
1396,0.960048476706513,0.433230609046202,NV,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1397,NA,NA,NV,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,NA,NA,NV,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,1.93140977979594,0.4892490550754825,NV,2023-11-24,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1400,0.869664237788053,0.356726200976796,NV,2023-11-25,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1401,2.55708681846135,0.4242688346627375,NV,2023-11-26,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0
1402,1.36450062949943,0.429041184510502,NV,2023-11-27,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1403,1.14328086396506,0.355843893048263,NV,2023-11-28,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
1404,1.26816678827048,0.241049093791972,NV,2023-11-29,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
1405,2.65369381571934,0.400909831647054,NV,2023-11-30,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
1406,1.35508537531089,0.4233058253343585,NV,2023-12-01,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0
1407,1.78624554849885,0.43915859074055,NV,2023-12-02,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
1408,1.69085951621108,0.415106042374819,NV,2023-12-03,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
1409,3.49233175566523,0.356667275386135,NV,2023-12-04,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0
1410,1.25547544947847,0.366577578434193,NV,2023-12-05,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
1411,1.55961721343999,0.286556675922905,NV,2023-12-06,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1412,0.384827987997809,0.269256361002355,NV,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1413,1.06875411462381,0.4053920781270855,NV,2023-12-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0
1414,1.01304703984936,0.314444945529646,NV,2023-12-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1415,0.687735804405976,0.2934331946987935,NV,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1416,0.621685352446209,0.275281888739659,NV,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1417,0.93541207308516,0.3282854502358935,NV,2023-12-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1418,1.25601129516949,0.3344463732397605,NV,2023-12-13,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
1419,1.21425837804904,0.26707534869467,NV,2023-12-14,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
1420,3.06372807574898,0.3113371246523845,NV,2023-12-15,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0
1421,1.38166351003895,0.175553134482908,NV,2023-12-16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1422,0.167661664488692,0.118500472538426,NV,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1423,1.23483767389941,0.3775650195981775,NV,2023-12-18,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
1424,0.420410792073919,0.1991581993687395,NV,2023-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1425,3.30560891511242,0.135667083696937,NV,2023-12-20,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0
1426,1.6308519795522,0.1586161333378305,NV,2023-12-21,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0
1427,1.46223198579786,0.1191972378818705,NV,2023-12-22,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
1428,1.77974900456982,0.3878626194561195,NV,2023-12-23,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0
1429,6.99096954098797,0.3273003207173745,NY,2023-11-12,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
1430,9.81749990222537,0.3422920937883775,NY,2023-11-13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1431,6.98675128870915,0.387122186303548,NY,2023-11-14,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1432,7.39384227339433,0.3656370230701735,NY,2023-11-15,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1433,3.91602136732108,0.363453511453387,NY,2023-11-16,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
1434,7.93344611124151,0.39944653646042,NY,2023-11-17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1435,4.05171529833531,0.377039141333849,NY,2023-11-18,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1436,12.745037690591,0.3413073973217705,NY,2023-11-19,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1437,15.1535306820109,0.3778400664912895,NY,2023-11-20,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1438,7.07869561019694,0.373259201618723,NY,2023-11-21,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1439,3.21581205992874,0.3433520669100485,NY,2023-11-22,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
1440,1.92173589647004,0.3323313017629955,NY,2023-11-23,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1441,6.52954261411917,0.316617791628467,NY,2023-11-24,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
1442,3.09076554015711,0.3659634979505545,NY,2023-11-25,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1443,7.47364614458516,0.3755964026470765,NY,2023-11-26,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1444,13.5210987381235,0.352180433389157,NY,2023-11-27,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1445,12.4053538410349,0.3871603556390865,NY,2023-11-28,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1446,15.772228533715,0.386574472115943,NY,2023-11-29,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1447,6.56571014487919,0.4187695350049935,NY,2023-11-30,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0
1448,5.7007766132123,0.37594738744288,NY,2023-12-01,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
1449,4.58018505177614,0.36016050149367,NY,2023-12-02,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
1450,8.16219329045364,0.4097850262342515,NY,2023-12-03,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1451,25.7290113438344,0.3741046601762935,NY,2023-12-04,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1452,20.0615773391658,0.3633469159412345,NY,2023-12-05,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1453,11.9560568128371,0.3687203177747335,NY,2023-12-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,10.0509480726052,0.358577574405718,NY,2023-12-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1455,3.76067204224812,0.352443673733697,NY,2023-12-08,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1456,7.13477599683021,0.3112089120162815,NY,2023-12-09,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0
1457,11.4453329777776,0.3231174643630615,NY,2023-12-10,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1458,8.18235621448825,0.3189667945520325,NY,2023-12-11,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1459,11.7554893699294,0.328202203218978,NY,2023-12-12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1460,23.3912792975236,0.2874039358558855,NY,2023-12-13,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1461,20.7052017486706,0.2798122150798775,NY,2023-12-14,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1462,8.20214404257985,0.2651743084004835,NY,2023-12-15,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1463,4.9095510949419,0.2963749132105345,NY,2023-12-16,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1464,6.4055311776384,0.2742588380913875,NY,2023-12-17,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1465,23.6479539526447,0.226805834704409,NY,2023-12-18,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1466,11.7782898693705,0.267252408083383,NY,2023-12-19,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1467,10.2842437466394,0.2505949405478325,NY,2023-12-20,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
1468,5.8897910132658,0.257698008261896,NY,2023-12-21,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1469,11.2017721415591,0.1767653266248655,NY,2023-12-22,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1470,3.87888231698959,0.2315454470527465,NY,2023-12-23,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1471,0.214475060810209,0.154362995222222,OH,2023-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1472,1.06264533013158,0.4024997258422365,OH,2023-11-13,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0
1473,1.67605504893854,0.23041463886982,OH,2023-11-14,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
1474,1.18485150137144,0.3771009775836215,OH,2023-11-15,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1475,0.732405831308079,0.50641586352956,OH,2023-11-16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1476,1.11740089370931,0.551681616201925,OH,2023-11-17,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1477,NA,NA,OH,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,0.611095330372463,0.344926059252124,OH,2023-11-19,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
1479,1.01450138516208,0.3232768550331805,OH,2023-11-20,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
1480,1.62422149993753,0.4074338698161965,OH,2023-11-21,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1481,0.879854650639845,0.621724994725405,OH,2023-11-22,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1482,NA,NA,OH,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,1.29483801143816,0.61284856273396,OH,2023-11-24,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
1484,NA,NA,OH,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,0.773517090339654,0.549045115041315,OH,2023-11-26,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1486,4.51266662142962,0.4595837634048685,OH,2023-11-27,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
1487,0.652707109644945,0.3627501007273155,OH,2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1488,1.79616497428746,0.4765968482323295,OH,2023-11-29,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0
1489,0.659150094288196,0.335530655607046,OH,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1490,1.64089747017597,0.4735339013916515,OH,2023-12-01,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
1491,0.311552817484146,0.225215363195501,OH,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1492,0.871785574917994,0.4290268420627215,OH,2023-12-03,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
1493,1.89304714596728,0.417719858793896,OH,2023-12-04,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
1494,1.02244675012533,0.435540126431513,OH,2023-12-05,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1495,1.60016551297023,0.3642223066646615,OH,2023-12-06,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0
1496,1.88054730375023,0.3642137880695275,OH,2023-12-07,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0
1497,0.420223759407733,0.298949719753635,OH,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1498,0.445851020342933,0.314444945529646,OH,2023-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1499,0.460143656575512,0.3308165998831375,OH,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500,3.82260339572598,0.546312608398235,OH,2023-12-11,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1501,2.65647033691012,0.4580725175644135,OH,2023-12-12,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0
1502,4.84565556289644,0.4988497635545395,OH,2023-12-13,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
1503,4.89820120247065,0.5264120633309,OH,2023-12-14,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
1504,3.0856025898087,0.66224664176825,OH,2023-12-15,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1505,2.18269646714381,0.64284684931546,OH,2023-12-16,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1
1506,1.19117227882124,0.564652380292535,OH,2023-12-17,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
1507,0.766431600886462,0.3440690335727285,OH,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1508,0.815122899296704,0.3485190662080195,OH,2023-12-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1509,2.3845231054868,0.612817951373735,OH,2023-12-20,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1
1510,1.36569305356302,0.50588357772361,OH,2023-12-21,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1511,0.815761524235655,0.287709089092549,OH,2023-12-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1512,0.843995582855179,0.592333919706485,OH,2023-12-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
