...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI,X21L_95_CI
80,7.09386848761194,0.2934622971944615,AL,2022-08-23,0,0,1,1,1,0,0,1,1,1
81,0.296783453257925,0.062232799846491,AL,2022-08-24,1,1,1,1,1,0,0,1,1,1
82,0.310338799796776,0.066399867199667,AL,2022-08-25,1,1,1,1,1,0,0,1,1,1
83,1.94114728736199,0.171952547070688,AL,2022-08-26,1,0,1,1,0,0,0,1,1,0
84,1.68713048493195,0.123578814369216,AL,2022-08-27,0,0,1,1,1,0,0,1,1,1
85,0.322961128464015,0.03642449741134315,AR,2022-07-17,1,1,1,1,1,0,0,1,1,1
86,3.10034826297861,0.1515975023384405,AR,2022-07-18,0,1,0,1,1,0,0,0,1,1
87,1.7922784788995,0.107895774325909,AR,2022-07-19,1,0,1,1,1,1,0,0,1,1
88,0.935918962641459,0.1480721206354535,AR,2022-07-20,1,1,1,1,1,0,0,1,1,1
89,2.58706292723102,0.087846972589307,AR,2022-07-21,1,0,0,1,1,1,0,0,1,1
90,1.42043057214408,0.1215829588611575,AR,2022-07-22,1,1,1,0,1,0,0,0,0,1
91,0.481882830176218,0.02421416375465055,AR,2022-07-23,1,1,1,1,1,0,0,0,1,1
92,1.10815098684456,0.1955487760982075,AR,2022-07-24,1,1,1,1,0,1,0,0,1,0
93,1.46426711231689,0.1306527954066095,AR,2022-07-25,1,1,1,1,0,0,0,0,1,0
94,1.93518626149796,0.1379409723779905,AR,2022-07-26,1,1,0,1,0,0,0,0,1,0
95,1.80126509047777,0.1027426369103115,AR,2022-07-27,1,1,0,1,0,0,0,1,1,0
96,1.08592178652257,0.0916792260203285,AR,2022-07-28,1,1,1,1,1,0,1,0,1,1
97,1.59343075021639,0.155949779092817,AR,2022-07-29,1,1,1,0,0,0,0,0,0,0
98,2.18204151845287,0.2356599454478565,AR,2022-07-30,1,0,1,1,0,0,0,0,1,1
99,0.646828190399373,0.0872420090117335,AR,2022-07-31,1,1,1,1,1,1,1,1,1,1
100,2.68935930853217,0.0772934987027055,AR,2022-08-01,0,0,1,1,1,0,0,0,1,1
101,2.6217404167323,0.0578350898363025,AR,2022-08-02,0,0,1,1,1,0,0,0,1,1
102,3.52240872365605,0.0570292973214865,AR,2022-08-03,0,0,1,1,1,0,0,0,1,1
103,3.22891337896737,0.164359896796626,AR,2022-08-04,0,0,1,1,1,0,0,0,1,1
104,1.01029396597583,0.109761775643542,AR,2022-08-05,1,1,1,0,1,0,1,1,0,1
105,2.61646226053869,0.3514826293766835,AR,2022-08-06,0,0,1,1,1,0,0,1,1,1
106,0.648030165541249,0.069382251593132993,AR,2022-08-07,1,1,1,1,1,0,0,0,1,1
107,3.17146132697255,0.1879621215651605,AR,2022-08-08,1,0,0,1,0,0,0,0,1,0
108,0.905260603272787,0.104432164187474,AR,2022-08-09,1,1,1,1,1,1,1,1,1,1
109,2.96052175739286,0.1525081571361865,AR,2022-08-10,1,0,0,0,1,0,0,0,0,1
110,1.91648321723577,0.139666744287548,AR,2022-08-11,1,1,1,1,0,0,1,0,1,0
111,0.488506315177346,0.0902108861820225,AR,2022-08-12,1,1,1,1,1,0,0,1,1,1
112,2.89327569487153,0.2146322423393585,AR,2022-08-13,0,0,1,1,1,0,0,0,1,1
113,0.116049274542673,0.0069772177450257,AR,2022-08-14,1,1,1,1,1,1,1,1,1,1
114,3.52244747270393,0.139409154153569,AR,2022-08-15,0,0,1,1,1,0,0,0,1,1
115,1.93147979599168,0.00629704876381325,AR,2022-08-16,0,0,1,1,1,0,0,1,1,1
116,0.534854186410934,0.0427493630904232,AR,2022-08-17,1,1,1,1,1,0,0,1,1,1
117,0.445241161551664,0.066361787131332,AR,2022-08-18,1,1,1,1,1,0,0,1,1,1
118,2.29087581037912,0.268451001373972,AR,2022-08-19,0,0,1,1,0,0,0,1,1,0
119,0.669557073482532,0.00514124401364815,AR,2022-08-20,1,1,1,1,1,0,0,1,1,1
120,1.95523708078931,0.1940891069741895,AR,2022-08-21,0,0,1,0,1,0,1,1,0,1
121,5.22134978796313,0.1956686823987165,AR,2022-08-22,0,0,1,1,0,0,0,1,1,0
122,0.919533005208486,0.03981547096277525,AR,2022-08-23,1,1,1,1,1,0,0,1,1,1
123,2.14954296046886,0.116166973371629,AR,2022-08-24,1,0,1,0,0,0,0,1,0,0
124,2.86539831296338,0.142426516726361,AR,2022-08-25,0,0,1,1,0,0,0,1,1,0
125,0.527692098774347,0.071243464800161,AR,2022-08-26,1,1,1,1,1,1,0,0,1,1
126,0.353588609295493,0.04187060653549395,AR,2022-08-27,1,1,1,1,1,1,1,1,1,1
127,1.41117728260423,0.173906195250831,AZ,2022-07-17,1,1,1,1,1,0,0,0,1,1
128,1.36938189051323,0.191852375377359,AZ,2022-07-18,1,1,1,1,0,0,0,0,1,0
129,1.72458206565515,0.1231839792293475,AZ,2022-07-19,1,1,0,1,1,1,0,0,1,0
130,2.63284693453957,0.0295443079013802,AZ,2022-07-20,0,0,1,1,1,0,0,1,1,1
131,0.0417785980032295,0.0276176259724251,AZ,2022-07-21,1,1,1,1,1,1,1,1,1,1
132,0.471097625760103,0.102687686837602,AZ,2022-07-22,1,1,1,1,1,0,0,0,1,1
133,1.0707171694088,0.156490492433283,AZ,2022-07-23,1,1,1,0,1,0,0,1,0,1
134,0.776347999157041,0.1476102403380055,AZ,2022-07-24,1,1,1,1,1,1,0,0,1,1
135,2.15172659041517,0.1275301296400305,AZ,2022-07-25,1,1,1,1,1,0,1,0,1,1
136,1.376581647185,0.1201409455982965,AZ,2022-07-26,1,1,1,1,1,0,0,0,1,1
137,1.67339476287407,0.134547231267813,AZ,2022-07-27,1,1,1,1,1,0,0,0,1,1
138,1.57378031199336,0.077792076838024,AZ,2022-07-28,0,0,1,1,1,0,0,0,1,1
139,4.78406621142009,0.1800381991471475,AZ,2022-07-29,0,0,1,1,1,0,0,1,1,1
140,1.09947371533642,0.1366274069821155,AZ,2022-07-30,1,1,1,1,1,0,0,1,1,1
141,1.96828730648053,0.058294548022801,AZ,2022-07-31,1,0,1,1,1,0,0,0,1,1
142,5.78049162293389,0.247348638598875,AZ,2022-08-01,0,0,0,0,1,0,0,0,0,1
143,1.66637666003534,0.1183113441719645,AZ,2022-08-02,1,1,1,0,1,0,0,0,0,1
144,6.05678924332782,0.2393796101659245,AZ,2022-08-03,0,0,1,0,0,0,0,1,0,0
145,0.801823920688177,0.104132790653312,AZ,2022-08-04,1,1,1,1,1,1,0,0,1,1
146,0.914498656622655,0.093511535198509,AZ,2022-08-05,1,1,1,1,1,0,0,1,1,1
147,1.10625058941038,0.1053218770789895,AZ,2022-08-06,1,1,1,0,1,1,1,0,0,1
148,1.9888826963762,0.1390031999769795,AZ,2022-08-07,1,1,0,0,1,0,0,1,0,1
149,1.73985654867893,0.0551597287572665,AZ,2022-08-08,1,0,1,1,1,0,1,0,1,1
150,4.54898217387834,0.074161645864444,AZ,2022-08-09,0,1,1,0,1,0,0,0,0,1
151,3.70105732269913,0.12678042129759,AZ,2022-08-10,0,0,1,1,1,0,0,0,1,1
152,1.83910341523119,0.108876676261982,AZ,2022-08-11,0,1,1,1,1,0,0,1,1,1
153,0.847479005779171,0.082701545987001,AZ,2022-08-12,1,1,1,1,1,0,0,1,1,1
154,1.30376410425327,0.0524706583434985,AZ,2022-08-13,0,1,0,1,1,0,1,0,1,1
155,0.652963189019421,0.0876319352341435,AZ,2022-08-14,1,1,1,1,1,1,1,1,1,1
156,3.83801445093643,0.124019762143873,AZ,2022-08-15,1,0,1,0,0,0,0,1,0,0
157,1.43712212506127,0.0470223931044295,AZ,2022-08-16,1,1,1,1,1,0,0,1,1,1
158,1.16496550190563,0.0871601046052895,AZ,2022-08-17,1,1,1,0,1,0,0,0,0,1
159,3.8779063350526,0.1601305362146265,AZ,2022-08-18,0,0,1,1,1,0,0,1,1,1
160,1.0338858867133,0.1038493875742595,AZ,2022-08-19,1,1,1,1,1,0,0,1,1,1
161,0.290219529156213,0.0622609596297525,AZ,2022-08-20,1,1,1,1,1,0,1,0,1,1
162,6.11256817224459,0.2034732438982885,AZ,2022-08-21,0,0,1,0,1,0,0,1,0,1
163,4.74144990507854,0.120678519514675,AZ,2022-08-22,0,0,1,1,1,0,0,1,1,1
164,0.523636617714804,0.0500606916061605,AZ,2022-08-23,1,1,1,1,1,0,0,1,1,1
165,5.5995855881771,0.178283451534058,AZ,2022-08-24,0,0,1,1,1,0,0,1,1,1
166,0.385086459071836,0.0834172076573555,AZ,2022-08-25,1,1,1,1,1,0,0,1,1,1
167,1.91934828743191,0.118872556912898,AZ,2022-08-26,1,0,1,0,1,1,0,1,0,1
168,0.566995078036214,0.0739975784667105,AZ,2022-08-27,1,1,1,1,1,0,0,1,1,1
169,7.91796888416649,0.177616870551824,CA,2022-07-17,0,1,1,0,0,0,0,0,0,0
170,35.1770168670157,0.153462494339552,CA,2022-07-18,0,0,1,0,0,0,0,0,0,0
171,24.4746311502032,0.1596652214599115,CA,2022-07-19,0,0,0,0,0,0,0,0,0,0
172,28.8891231426194,0.147879087150819,CA,2022-07-20,0,0,1,0,0,0,0,0,0,0
173,17.8400829156238,0.143758034311093,CA,2022-07-21,0,0,1,0,0,0,0,0,0,0
174,13.1362853733157,0.1410859449957535,CA,2022-07-22,0,0,0,0,0,1,0,0,0,0
175,8.09087481373713,0.177235529088015,CA,2022-07-23,1,0,0,1,1,0,0,0,1,1
176,3.73587619537746,0.149660957656994,CA,2022-07-24,1,1,1,0,0,0,0,0,0,0
177,10.6234907391832,0.15040617346004,CA,2022-07-25,1,0,1,0,0,0,0,0,0,0
178,23.730559179709,0.122261840052885,CA,2022-07-26,0,0,1,0,0,0,0,0,0,0
179,5.99166234094194,0.148056106991217,CA,2022-07-27,1,0,1,0,0,0,0,0,0,0
180,10.8230877360625,0.091411127825396,CA,2022-07-28,0,0,1,0,1,0,0,0,0,1
181,2.79098043132553,0.122843001789011,CA,2022-07-29,1,1,1,0,0,0,0,0,0,0
182,3.1537164307131,0.1089319437928965,CA,2022-07-30,1,1,1,1,0,0,0,0,1,0
183,8.88150110023696,0.114513323993823,CA,2022-07-31,0,1,1,0,1,0,0,0,0,0
184,17.1139531428276,0.0944753125635255,CA,2022-08-01,0,0,0,0,0,0,0,0,0,0
185,10.6344423192069,0.0985360793487485,CA,2022-08-02,0,0,1,0,0,0,0,0,0,0
186,9.09744796052098,0.135898658465084,CA,2022-08-03,0,0,1,0,0,0,0,0,0,0
187,7.10132684842668,0.1206581530096895,CA,2022-08-04,0,0,1,1,0,0,0,0,1,0
188,3.18266827515059,0.1213574680393735,CA,2022-08-05,1,0,0,1,0,0,0,0,1,0
189,4.4787225566785,0.121818478747769,CA,2022-08-06,0,0,1,1,0,0,0,0,1,0
190,5.12007793035172,0.0709373178231855,CA,2022-08-07,0,0,1,0,1,0,0,1,0,1
191,12.7935208806863,0.139695821778701,CA,2022-08-08,0,0,1,0,1,0,0,0,0,1
192,2.16999225630189,0.0957787326313095,CA,2022-08-09,1,1,1,1,0,0,0,0,1,0
193,2.93297952202453,0.0914542234650555,CA,2022-08-10,1,1,0,0,0,0,0,0,0,0
194,6.84115901677401,0.101843188130414,CA,2022-08-11,1,0,0,0,1,0,0,0,0,1
195,2.64419895805625,0.0878264120069695,CA,2022-08-12,1,1,1,0,1,0,1,0,0,1
196,5.65934691137399,0.097552746669107,CA,2022-08-13,1,0,0,0,0,0,0,0,0,0
197,3.6484903775673,0.0765690546650395,CA,2022-08-14,0,1,1,0,1,0,0,0,0,1
198,5.03306293050073,0.088842055737375,CA,2022-08-15,1,0,0,0,0,0,0,0,0,0
199,2.8652807514175,0.0788441276052495,CA,2022-08-16,1,1,0,0,0,0,0,0,0,0
200,6.54799607366144,0.094778252977953,CA,2022-08-17,1,0,0,0,0,0,0,0,0,0
201,3.17643667502413,0.06275487552864,CA,2022-08-18,0,1,1,0,0,0,0,0,0,0
202,2.21884929023228,0.0752727814134805,CA,2022-08-19,1,1,1,0,1,0,0,0,0,1
203,3.01519881001803,0.0661597171665565,CA,2022-08-20,0,1,0,0,1,0,0,0,0,1
204,7.09290230373769,0.0974718572094965,CA,2022-08-21,1,0,0,0,0,0,0,0,0,0
205,6.39540817569505,0.0644571571376695,CA,2022-08-22,0,1,1,0,1,0,0,0,0,1
206,4.74285693483152,0.0785464512442945,CA,2022-08-23,1,0,1,0,0,0,0,1,0,0
207,3.9830655679657,0.063933548444488,CA,2022-08-24,0,1,1,0,0,0,0,0,0,0
208,3.53448697696109,0.03816439169165885,CA,2022-08-25,0,0,1,1,1,0,0,1,1,1
209,3.5788528113507,0.074780550339906507,CA,2022-08-26,1,0,1,0,1,0,0,1,0,1
210,11.8580127432502,0.1090652010930485,CA,2022-08-27,0,0,1,0,1,0,0,1,0,1
211,0.975380891451615,0.250891397187728,CO,2022-07-17,0,1,1,1,1,0,1,0,1,1
212,0.778488016277574,0.19735752508028,CO,2022-07-18,1,1,1,1,1,0,1,0,1,1
213,0.825990537098904,0.0919765114990465,CO,2022-07-19,1,1,1,1,1,0,1,1,1,0
214,0.754981631480619,0.0295443079013802,CO,2022-07-20,1,1,1,1,1,0,0,1,1,1
215,2.5384721369576,0.093353931591785,CO,2022-07-21,0,0,1,1,1,0,0,0,1,1
216,0.98597370515799,0.146561269453914,CO,2022-07-22,1,1,1,1,1,0,0,0,1,1
217,2.13644461154316,0.02421416375465055,CO,2022-07-23,0,0,1,1,1,0,0,1,1,1
218,0.595809387610585,0.131728432879429,CO,2022-07-24,1,1,1,1,1,1,1,1,1,1
219,2.06668030219134,0.1533461203861055,CO,2022-07-25,0,1,0,1,1,0,0,0,1,1
220,0.914407498116837,0.089037783799842,CO,2022-07-26,1,1,1,1,1,0,0,0,1,1
221,0.789383235145302,0.1097974917238765,CO,2022-07-27,1,1,1,1,1,1,1,1,1,1
222,1.20390840269269,0.168920140402104,CO,2022-07-28,1,1,1,1,1,1,0,0,1,1
223,1.662726412426,0.04916949621781365,CO,2022-07-29,1,0,1,1,1,0,0,1,1,1
224,0.772086311086669,0.062840972598162,CO,2022-07-30,1,1,1,1,1,1,1,1,1,1
225,0.707692053299232,0.138162575260265,CO,2022-07-31,1,1,1,1,1,1,0,0,1,1
226,2.35584021079582,0.1806230991066665,CO,2022-08-01,0,0,1,1,1,0,0,1,1,1
227,1.09724252276398,0.0956738896250845,CO,2022-08-02,1,1,1,0,1,1,0,1,0,1
228,0.660894882767442,0.0583375888624425,CO,2022-08-03,1,1,1,1,1,0,0,0,1,1
229,0.832374728996078,0.1399886406968885,CO,2022-08-04,1,1,1,1,1,1,0,0,1,1
230,0.312480162387472,0.083039988471515,CO,2022-08-05,1,1,1,1,1,0,0,1,1,1
231,0.333205949800302,0.0769144643443355,CO,2022-08-06,1,1,1,1,1,1,0,0,1,1
232,0.333127287385911,0.1101526373289415,CO,2022-08-07,1,1,1,1,1,0,0,1,1,1
233,0.745292308308862,0.106238336056506,CO,2022-08-08,1,1,1,1,1,1,1,1,1,1
234,0.569581776056132,0.1103929994661445,CO,2022-08-09,1,1,1,1,1,0,0,1,1,1
235,5.96988228938621,0.1899987701641675,CO,2022-08-10,0,0,0,1,1,1,0,0,1,1
236,1.47879023199989,0.04886653126703635,CO,2022-08-11,0,1,0,1,1,0,0,1,1,1
237,1.74986680743321,0.161072088484257,CO,2022-08-12,1,0,0,1,1,1,0,0,1,1
238,0.304241842264802,0.0827234481196245,CO,2022-08-13,1,1,1,1,1,1,1,1,1,1
239,0.233830423391791,0.0069772177450257,CO,2022-08-14,1,1,1,1,1,1,1,1,1,1
240,0.29848917980878,0.066456429781528,CO,2022-08-15,1,1,1,1,1,0,0,1,1,1
241,0.702125063103742,0.0062970487638132,CO,2022-08-16,1,1,1,1,1,1,1,1,1,1
242,0.379556891648577,0.099939684256906,CO,2022-08-17,1,1,1,1,1,0,0,1,1,1
243,0.670726817178218,0.1000695073900325,CO,2022-08-18,1,1,1,1,1,1,1,1,1,1
244,2.253870841909,0.202291541869293,CO,2022-08-19,0,0,1,1,1,0,0,1,1,1
245,1.48787373630724,0.22801443621464,CO,2022-08-20,1,0,1,0,1,1,0,1,0,1
246,0.685149973139145,0.0954500194686765,CO,2022-08-21,1,1,1,1,1,0,1,0,1,1
247,6.77994897192687,0.2675360613248745,CO,2022-08-22,0,0,1,1,1,0,0,1,1,1
248,0.118224700793161,0.004422890558353895,CO,2022-08-23,1,1,1,1,1,1,1,1,1,1
249,0.452750211485593,0.00420747400270762,CO,2022-08-24,1,1,1,1,1,0,0,1,1,1
250,1.1946203390117,0.138396307597579,CO,2022-08-25,0,0,1,1,1,0,0,1,1,1
251,0.93101632419243,0.106944212180952,CO,2022-08-26,1,1,1,1,1,0,0,1,1,1
252,0.400664782611627,0.0835939467059055,CO,2022-08-27,1,1,1,1,1,0,0,1,1,1
253,3.87184330048125,0.234938309413493,CT,2022-07-17,0,0,1,1,0,0,0,1,1,0
254,3.8261039055967,0.1946955863052765,CT,2022-07-18,0,1,0,1,1,0,1,0,1,0
255,3.25815666309347,0.1234069200395065,CT,2022-07-19,0,0,0,1,0,1,0,0,1,0
256,3.48931632595427,0.237015583858675,CT,2022-07-20,0,0,1,1,0,0,0,0,1,0
257,1.87069314294538,0.179631343909031,CT,2022-07-21,1,1,1,1,0,0,0,0,1,0
258,2.99096448014101,0.231187523588731,CT,2022-07-22,1,0,1,1,0,1,0,0,1,0
259,3.0697316820256,0.23911882643865,CT,2022-07-23,0,0,1,1,0,0,0,1,1,0
260,1.47305022728396,0.1089504978294455,CT,2022-07-24,1,1,1,1,1,0,0,0,1,1
261,1.29413075247972,0.1650822327084685,CT,2022-07-25,1,1,1,1,1,0,0,0,1,0
262,2.78160087193827,0.183824934217032,CT,2022-07-26,1,0,1,1,0,0,0,0,1,0
263,1.28174891606746,0.1430715796711305,CT,2022-07-27,1,1,0,1,1,0,1,0,1,1
264,1.66743365552899,0.1638033364956285,CT,2022-07-28,0,1,1,1,1,0,1,0,1,1
265,1.40448724915337,0.1726354521466485,CT,2022-07-29,1,1,0,1,1,0,1,0,1,1
266,1.13315498158652,0.1007787929337555,CT,2022-07-30,1,1,1,1,0,0,0,1,1,0
267,0.934822486408831,0.131048881818939,CT,2022-07-31,1,1,1,1,0,1,0,1,1,0
268,3.24511492196775,0.01404477099956695,CT,2022-08-01,0,0,1,1,1,0,0,0,1,1
269,0.86714915601045,0.094580955855052,CT,2022-08-02,1,1,1,1,1,0,0,1,1,1
270,1.51413848973143,0.0668566965709935,CT,2022-08-03,1,0,1,1,1,0,0,1,1,1
271,1.21607624029704,0.1207913519269945,CT,2022-08-04,1,1,1,1,1,0,0,1,1,1
272,1.21029693460334,0.117972098016392,CT,2022-08-05,1,1,1,1,1,0,0,0,1,1
273,3.44818565253414,0.165281230101873,CT,2022-08-06,0,0,1,1,1,0,0,1,1,1
274,3.10894658657788,0.1701962963216765,CT,2022-08-07,0,0,1,1,1,0,0,1,1,1
275,0.868964660189285,0.105065659931178,CT,2022-08-08,1,1,1,1,1,0,0,0,1,1
276,1.06373327053634,0.113661844618964,CT,2022-08-09,1,1,1,1,1,0,0,1,1,1
277,0.916096241951916,0.0797404170824835,CT,2022-08-10,1,1,0,1,1,0,1,0,1,1
278,1.09809374542505,0.1042412655579715,CT,2022-08-11,1,1,1,1,1,0,0,0,1,1
279,1.36301511790326,0.121493546382437,CT,2022-08-12,0,1,1,1,1,0,0,1,1,1
280,0.914794490117534,0.0765565960568335,CT,2022-08-13,1,1,1,1,1,0,0,0,1,1
281,2.56014828197732,0.182436603159949,CT,2022-08-14,0,0,1,1,1,0,0,1,1,1
282,0.514153024445643,0.0903879336955635,CT,2022-08-15,1,1,1,1,1,0,0,1,1,1
