...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
971,4.35236055747301,0.285830834956186,MN,2022-12-08,1,1,0,1,1,0,0,1,1,0,1,0,0,0
972,1.80492879105277,0.2344939798441635,MN,2022-12-09,1,1,1,1,1,1,1,0,0,0,1,0,0,0
973,2.78861603489081,0.2660501528377035,MN,2022-12-10,1,1,1,1,0,1,0,0,0,0,0,1,0,0
974,6.97207582941971,0.3331681915889365,MN,2022-12-11,1,1,0,1,1,1,0,0,0,0,1,0,1,0
975,10.5397057252097,0.286489583514129,MN,2022-12-12,1,0,0,1,0,1,0,1,0,0,0,0,1,0
976,14.81609771281,0.412365400600898,MN,2022-12-13,1,1,0,1,0,0,0,1,1,0,0,0,0,0
977,3.93457040167785,0.213153339153288,MN,2022-12-14,1,1,1,1,0,0,1,0,0,0,0,0,1,0
978,7.32240584528714,0.312837519510431,MN,2022-12-15,1,0,0,1,0,1,0,0,0,0,0,0,0,1
979,2.84049526644554,0.223748620025657,MN,2022-12-16,1,1,1,1,1,1,0,1,1,0,0,1,1,0
980,4.97507279910178,0.2736762691547615,MN,2022-12-17,1,0,0,1,0,1,0,0,0,0,0,0,0,0
981,5.01547003093095,0.2935272315280215,MN,2022-12-18,1,1,0,0,0,0,0,0,0,1,1,0,0,0
982,8.09260964895407,0.259616176909025,MN,2022-12-19,1,0,1,0,0,1,0,1,0,0,1,0,1,0
983,3.09754847681308,0.2372130999921105,MN,2022-12-20,1,1,1,1,0,0,1,1,0,0,0,0,0,0
984,2.41920747233903,0.225622565349417,MN,2022-12-21,1,0,1,1,0,1,1,0,1,0,0,0,1,0
985,3.35163176777434,0.2805426496532555,MN,2022-12-22,1,1,1,1,0,1,0,1,1,0,1,0,1,0
986,6.85981834787005,0.345346422488389,MN,2022-12-23,1,1,0,1,0,0,0,1,0,0,1,0,1,0
987,1.68522518347978,0.2316051659290985,MN,2022-12-24,0,1,1,1,0,1,1,0,0,0,1,0,1,0
988,4.13502486579789,0.376678365757224,MN,2022-12-25,1,1,0,1,0,0,0,1,0,0,1,0,0,0
989,5.45316946648874,0.252588903035918,MN,2022-12-26,0,1,1,1,0,0,0,0,0,0,0,0,0,0
990,3.21067590653146,0.2805413561896025,MN,2022-12-27,0,1,1,1,0,0,0,0,0,0,1,0,0,0
991,11.1459782384765,0.394919236864001,MN,2022-12-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
992,6.20831163627079,0.2495574391811105,MN,2022-12-29,1,1,0,1,0,1,0,1,0,0,0,0,1,0
993,3.5983684580382,0.3190755970293005,MN,2022-12-30,1,0,1,0,0,1,0,1,0,0,0,0,1,0
994,7.73494628860941,0.2628623868869515,MN,2022-12-31,1,0,0,1,0,1,0,1,0,0,1,0,0,0
995,5.20913344815469,0.4470919515799715,MN,2023-01-01,1,1,0,1,1,0,0,1,1,0,1,0,0,0
996,12.2333838615827,0.363043655218177,MN,2023-01-02,1,0,1,1,0,0,0,1,0,0,0,0,1,0
997,8.83108802107836,0.347150858163868,MN,2023-01-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0
998,9.37586729705659,0.367869470212289,MN,2023-01-04,1,1,1,1,0,1,0,1,1,0,0,0,1,0
999,7.89199002562802,0.3415600887284665,MN,2023-01-05,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1000,15.1897582117889,0.428314014100283,MN,2023-01-06,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1001,6.10170244153029,0.365033678008871,MN,2023-01-07,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1002,5.86337542538717,0.390818705981382,MN,2023-01-08,1,0,1,1,0,0,0,1,0,1,0,0,0,0
1003,12.0932793361995,0.371032758601699,MN,2023-01-09,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1004,21.2352485336008,0.3985646032925515,MN,2023-01-10,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1005,12.0857483201686,0.4124596762185175,MN,2023-01-11,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1006,9.80846140131381,0.3615129605328935,MN,2023-01-12,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1007,11.3140280483455,0.3669043479554265,MN,2023-01-13,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1008,1.99989767329962,0.3254876619952715,MN,2023-01-14,1,1,0,0,0,1,1,1,1,0,0,0,1,0
1009,0.78328757250299,0.2991871780761315,MO,2022-12-04,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1010,3.13683296996205,0.3075988376678195,MO,2022-12-05,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1011,4.94061694210037,0.319115000476003,MO,2022-12-06,0,1,0,1,1,1,0,1,1,0,0,0,1,0
1012,8.32532385362861,0.427773246950127,MO,2022-12-07,1,0,0,1,1,1,0,1,0,0,0,1,1,0
1013,1.84053366280978,0.245888239684446,MO,2022-12-08,1,0,1,1,1,1,1,0,0,0,0,1,1,1
1014,1.37319116076869,0.2366747194387485,MO,2022-12-09,1,1,1,1,1,1,0,1,1,0,1,0,1,0
1015,5.33488338421934,0.3412273661115025,MO,2022-12-10,1,0,0,1,1,1,0,0,0,0,1,1,1,0
1016,2.49345427666645,0.3109776448585545,MO,2022-12-11,1,0,0,1,1,1,0,0,0,0,0,0,1,0
1017,1.53266445105599,0.222406998548296,MO,2022-12-12,1,1,1,1,0,1,1,1,0,0,1,1,1,0
1018,4.61610095389229,0.282484357049364,MO,2022-12-13,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1019,3.26680293474277,0.2460993657609855,MO,2022-12-14,1,1,1,1,0,1,0,1,0,0,1,0,1,0
1020,2.5040037705307,0.2487910299524495,MO,2022-12-15,0,1,1,1,0,1,0,0,1,0,0,0,1,0
1021,1.71581665065939,0.2814894580427565,MO,2022-12-16,0,0,1,1,1,1,1,0,1,1,1,1,1,0
1022,3.33871987068532,0.3371085706934805,MO,2022-12-17,0,1,0,1,1,1,0,0,1,0,1,1,1,0
1023,1.41630618891706,0.271136476623379,MO,2022-12-18,1,0,1,1,1,1,1,1,0,1,0,1,1,1
1024,9.26264966967374,0.4053035923982585,MO,2022-12-19,1,1,0,1,0,0,0,0,1,0,1,0,0,0
1025,1.05757957554583,0.377306386017149,MO,2022-12-20,1,0,1,1,1,1,1,1,0,1,0,0,1,0
1026,9.14860502367336,0.333781057387392,MO,2022-12-21,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1027,1.53917106653207,0.0615630055640885,MO,2022-12-22,1,1,0,1,1,1,1,1,1,0,1,0,1,0
1028,1.35102991345467,0.2182997541005115,MO,2022-12-23,1,1,1,1,1,1,0,1,1,0,0,0,1,0
1029,1.55518711372486,0.712663287263545,MO,2022-12-24,1,1,0,1,1,0,0,1,1,0,1,1,0,0
1030,NA,NA,MO,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,6.37749100703627,0.206083412566461,MO,2022-12-26,1,1,0,1,0,1,0,1,0,0,0,0,1,0
1032,3.35315832905207,0.270686635349625,MO,2022-12-27,0,1,1,1,0,1,0,0,1,1,1,0,1,0
1033,1.86640506469656,0.393727918493285,MO,2022-12-28,1,1,1,0,0,1,0,1,1,0,0,1,1,0
1034,5.31685073823072,0.3386533884676355,MO,2022-12-29,1,1,1,1,0,1,0,1,1,0,1,0,1,0
1035,6.8200122687689,0.23942127150869,MO,2022-12-30,1,1,0,1,0,0,0,1,1,0,0,0,0,0
1036,4.01795527222353,0.1793154349760355,MO,2022-12-31,1,1,0,1,0,1,1,1,0,0,1,0,1,0
1037,NA,NA,MO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,3.2599902459554,0.31111330460321,MO,2023-01-02,1,1,1,1,0,1,0,1,1,0,1,0,1,0
1039,7.94715767153323,0.362192546327838,MO,2023-01-03,1,1,1,1,0,1,0,1,1,0,0,0,1,0
1040,4.29089929265876,0.4148980427622545,MO,2023-01-04,1,0,1,1,0,1,0,1,0,0,1,0,1,0
1041,7.0467619734317,0.4233050485360535,MO,2023-01-05,1,1,1,1,0,1,0,1,1,0,0,0,1,0
1042,3.06959469642955,0.400220175905396,MO,2023-01-06,1,0,1,1,0,0,0,1,0,1,1,0,0,0
1043,4.00506199861504,0.50934602573818,MO,2023-01-07,0,1,1,1,0,1,0,0,1,1,1,0,1,0
1044,2.49069466609755,0.605093920117825,MO,2023-01-08,1,0,1,1,0,1,0,1,0,0,1,0,1,0
1045,5.37900887031627,0.3312060967290905,MO,2023-01-09,1,0,0,1,0,1,1,1,0,0,1,0,1,1
1046,4.83090118127455,0.4062994511003575,MO,2023-01-10,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1047,3.09480736625255,0.4461968488370045,MO,2023-01-11,1,1,1,1,0,0,0,1,1,0,1,0,0,0
1048,1.85881262084088,0.481909003541615,MO,2023-01-12,1,1,1,0,0,1,0,1,1,1,0,0,1,0
1049,3.47655397365882,0.355253773016488,MO,2023-01-13,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1050,2.91272196194952,0.4526802166286895,MO,2023-01-14,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1051,0.676590251864015,0.091520220508367,MS,2022-12-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1052,3.09398748546926,0.32331562576428,MS,2022-12-05,1,1,0,1,1,1,0,1,0,0,1,1,1,0
1053,1.6844816369476,0.367283917407707,MS,2022-12-06,0,1,0,1,1,1,0,0,1,0,0,1,1,0
1054,1.6594415588909,0.300594929935357,MS,2022-12-07,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1055,2.08305304011978,0.2758242736149225,MS,2022-12-08,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1056,3.68510090511786,0.4292044168532325,MS,2022-12-09,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1057,0.28462379337414,0.064854938530426,MS,2022-12-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1058,0.907681808836576,0.275866068430925,MS,2022-12-11,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1059,2.37254618036729,0.333439637296325,MS,2022-12-12,1,1,0,1,1,1,0,1,1,0,1,0,1,0
1060,1.03741997415315,0.172595102544867,MS,2022-12-13,0,1,1,1,1,1,1,0,1,0,1,1,1,0
1061,0.0791202141129805,0.0557470998698585,MS,2022-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1062,1.47776439583041,0.441810170589097,MS,2022-12-15,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1063,0.513019135353729,0.1717786088217195,MS,2022-12-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1064,1.28323656884163,0.352070483117694,MS,2022-12-17,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1065,NA,NA,MS,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,1.10862479021432,0.32398716753603,MS,2022-12-19,1,0,1,0,1,1,1,1,0,0,0,1,1,1
1067,1.06168313140641,0.377306386017149,MS,2022-12-20,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1068,0.0766685193414599,0.0586569048386065,MS,2022-12-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1069,NA,NA,MS,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,NA,NA,MS,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,0.970755150690813,0.679505807377435,MS,2022-12-24,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1072,0.791348400002656,0.556103680411895,MS,2022-12-25,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1073,0.806596885155509,0.231955118369823,MS,2022-12-26,1,1,1,1,1,1,0,1,1,1,1,0,1,0
1074,1.56524401029668,0.3378843248415085,MS,2022-12-27,1,0,1,1,1,1,0,1,0,0,1,0,1,0
1075,0.997006920069958,0.251846832252434,MS,2022-12-28,1,0,1,1,1,1,1,1,0,0,1,1,1,1
1076,1.34169704637874,0.500487487144945,MS,2022-12-29,1,0,1,1,1,1,0,1,0,0,0,0,1,1
1077,0.177531489235194,0.120320951392025,MS,2022-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1078,NA,NA,MS,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,0.563180121151326,0.148035715022587,MS,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1080,0.947157470356836,0.414150405006062,MS,2023-01-02,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1081,1.51359177942516,0.4382274403209465,MS,2023-01-03,1,0,1,1,0,1,0,1,0,0,1,0,1,1
1082,3.33253154410007,0.2014855892257865,MS,2023-01-04,1,1,0,1,0,1,1,1,1,0,0,0,1,1
1083,0.312071961099574,0.2224896867452475,MS,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1084,0.335965679063368,0.2450165012964265,MS,2023-01-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1085,NA,NA,MS,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1.54251278114358,0.456368733272372,MS,2023-01-09,1,1,1,1,0,0,1,1,1,0,1,0,0,1
1088,2.14946558585967,0.4412210937299625,MS,2023-01-10,1,1,0,1,0,1,0,1,1,0,1,0,1,0
1089,0.527134641947523,0.376461169284036,MS,2023-01-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1090,0.267026089298638,0.2692561226165865,MS,2023-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1091,1.85824845885559,0.539500429308825,MS,2023-01-13,1,0,0,1,0,1,1,1,0,0,1,0,1,1
1092,1.36759410922448,0.611496207623725,MS,2023-01-14,1,0,1,1,0,1,1,1,0,0,1,1,1,1
1093,NA,NA,MT,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2022-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,0.0978476826482958,0.069827800856636,MT,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1114,NA,NA,MT,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2022-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,0.39550522969307,0.283523844039835,MT,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1126,NA,NA,MT,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,0.299678769248679,0.211843070789997,MT,2023-01-08,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1129,NA,NA,MT,2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,0.52914996698531,0.376461169284036,MT,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1132,NA,NA,MT,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,2.02781870711063,0.217032823937012,NC,2022-12-04,1,1,0,0,1,1,1,0,0,0,1,0,0,0
1136,2.93587644671357,0.254388709952672,NC,2022-12-05,0,0,1,0,1,1,1,0,0,0,1,0,0,0
1137,13.3342743055241,0.330428867434701,NC,2022-12-06,1,1,0,1,1,0,0,1,0,0,1,1,1,0
1138,6.66243781720673,0.2933263423889685,NC,2022-12-07,1,1,0,1,0,1,0,0,0,0,1,0,0,0
1139,2.68182645560774,0.2385941090523175,NC,2022-12-08,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1140,8.56039485407222,0.297237841476853,NC,2022-12-09,1,1,0,1,1,1,0,0,1,0,1,1,0,0
1141,6.3260851949853,0.3161701242338475,NC,2022-12-10,1,1,0,1,0,1,0,0,0,0,0,0,1,0
1142,8.64562138002185,0.3194553099112485,NC,2022-12-11,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1143,12.1399601688299,0.3193845280649455,NC,2022-12-12,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1144,4.57822830470484,0.259110863509283,NC,2022-12-13,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1145,7.05271035303887,0.300055697961706,NC,2022-12-14,0,1,0,1,1,1,0,0,1,0,1,0,1,0
1146,12.0536946988173,0.3360330992441635,NC,2022-12-15,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1147,7.30627994445793,0.273571780106661,NC,2022-12-16,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1148,7.24157703117502,0.273170354960003,NC,2022-12-17,1,1,0,0,0,1,0,1,1,0,1,0,1,0
1149,12.0937507052479,0.2697127983288675,NC,2022-12-18,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1150,13.1068099502435,0.273436761418843,NC,2022-12-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1151,20.1031854706012,0.3466026999192125,NC,2022-12-20,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1152,15.5272939420041,0.3203355494908045,NC,2022-12-21,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1153,15.5198390466864,0.261866023702572,NC,2022-12-22,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1154,13.1671743777613,0.263950209003975,NC,2022-12-23,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1155,3.45009918051609,0.304854495995979,NC,2022-12-24,1,1,1,1,0,0,0,1,1,0,0,0,0,0
1156,2.10361366790527,0.3716245898740025,NC,2022-12-25,1,1,0,0,1,1,0,1,1,0,0,1,1,0
1157,18.1276685645056,0.2673772493631905,NC,2022-12-26,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1158,23.8132422656561,0.3431273586228755,NC,2022-12-27,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1159,11.1878720730712,0.3278079720441285,NC,2022-12-28,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1160,19.7385228508307,0.3246267196388915,NC,2022-12-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1161,38.8491777938794,0.322425399374461,NC,2022-12-30,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1162,10.0640663786077,0.2998425090302085,NC,2022-12-31,1,1,1,1,0,0,0,1,1,0,0,0,0,0
1163,1.80138455748316,0.2343233755102725,NC,2023-01-01,1,1,0,1,0,1,1,1,1,0,1,0,1,0
1164,30.4011560461988,0.34175816954363,NC,2023-01-02,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1165,37.6034968732541,0.3367098724277055,NC,2023-01-03,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1166,29.8572592072638,0.3559961929534045,NC,2023-01-04,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1167,21.9012981416515,0.3292600717151575,NC,2023-01-05,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1168,37.4368603460231,0.352365786360861,NC,2023-01-06,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1169,17.8771146443692,0.3615288014191215,NC,2023-01-07,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1170,17.3593973109943,0.3521363348279575,NC,2023-01-08,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1171,36.4494123756,0.393992099454024,NC,2023-01-09,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1172,9.21480748822966,0.316368520540403,NC,2023-01-10,1,1,0,1,0,0,0,1,1,0,0,0,0,0
1173,39.7036453025104,0.3984578817774785,NC,2023-01-11,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1174,21.0330948518392,0.4501711125132675,NC,2023-01-12,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1175,15.697540053887,0.3736132885051225,NC,2023-01-13,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1176,11.6412082507132,0.358095034248177,NC,2023-01-14,1,1,0,1,0,1,0,1,0,0,1,0,1,0
1177,NA,NA,ND,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,2.69793854326389,0.421556470858938,ND,2022-12-05,1,1,0,1,1,1,0,1,0,0,1,1,1,0
1179,4.78116859456763,0.470029164918202,ND,2022-12-06,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1180,1.59678392956462,0.548263587111255,ND,2022-12-07,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1181,1.12372747729085,0.342296444815864,ND,2022-12-08,1,1,1,1,0,1,1,1,1,0,1,0,1,0
1182,0.512273893316765,0.3209064620575855,ND,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1183,NA,NA,ND,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,2.79545766540167,0.3234423231648955,ND,2022-12-12,1,1,0,1,1,0,0,1,1,0,1,1,0,0
1186,NA,NA,ND,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,NA,NA,ND,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,NA,NA,ND,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,ND,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,1.29368805104561,0.491300857628348,ND,2022-12-19,1,1,0,1,1,0,1,1,1,0,1,1,0,1
1193,0.704634509278786,0.056474843892741,ND,2022-12-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1194,NA,NA,ND,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,0.965495450039373,0.674706009013755,ND,2022-12-22,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1196,NA,NA,ND,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.107276272748877,0.075344520718785,ND,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1199,0.114693441045776,0.081899224710321,ND,2022-12-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1200,NA,NA,ND,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,1.92854844292137,0.68327166957103,ND,2022-12-28,1,1,0,1,1,1,0,1,1,0,1,0,1,0
1202,0.83501033549128,0.396140242209234,ND,2022-12-29,1,1,1,1,1,1,0,1,1,0,0,0,1,0
1203,NA,NA,ND,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,0.209417705857444,0.148035715022587,ND,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1206,0.61398002198479,0.1642446780029765,ND,2023-01-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1207,2.08817847959294,0.182061345382662,ND,2023-01-03,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1208,0.96246251450197,0.445643853490631,ND,2023-01-04,1,1,1,1,1,1,0,1,1,0,1,1,1,0
