...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
88,0.537251639696096,0.171279049480374,AR,2022-10-12,1,1,1,1,1,1,1,1,0,1,1,1,1,0
89,0.584320093044386,0.149487577352678,AR,2022-10-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0
90,0.569701668627238,0.207833728893759,AR,2022-10-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
91,0.635930431040693,0.2652419604805265,AR,2022-10-15,1,0,1,1,1,1,1,1,0,0,1,1,1,1
92,0.599811276549969,0.2105593726033685,AR,2022-10-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0
93,0.981402523332708,0.239165927768791,AR,2022-10-17,1,0,1,1,1,1,1,1,0,1,0,1,1,0
94,1.83121993462365,0.1156253068453945,AR,2022-10-18,1,1,1,0,1,1,0,1,0,0,0,1,1,0
95,0.766907463804988,0.376842351744169,AR,2022-10-19,1,0,1,1,1,1,1,1,0,1,1,1,1,0
96,0.693307055321531,0.219875338635466,AR,2022-10-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
97,1.33864570591651,0.4069807597273235,AR,2022-10-21,0,1,0,1,1,1,1,0,0,0,1,1,1,0
98,1.72939031294483,0.075393958461597,AR,2022-10-22,1,1,1,0,1,1,0,1,1,0,0,1,1,0
99,0.633665321289851,0.0829252004579665,AR,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1.8859637608957,0.234061107690061,AR,2022-10-24,1,0,1,1,1,1,1,1,0,1,0,1,1,0
101,2.7392293617044,0.2595796412694235,AR,2022-10-25,0,1,1,0,1,1,1,0,1,0,0,1,1,0
102,0.914150891757098,0.2494264616532745,AR,2022-10-26,1,0,1,1,1,1,1,1,0,0,0,1,1,0
103,1.46484759242347,0.2117618111196405,AR,2022-10-27,1,1,1,0,1,1,0,1,1,1,0,1,1,0
104,0.892284087556543,0.1335860408167675,AR,2022-10-28,1,1,1,1,1,1,0,1,1,1,0,1,1,0
105,1.36376787535137,0.1466160562810275,AR,2022-10-29,1,1,1,0,1,1,0,1,0,1,1,1,1,0
106,1.38779190034889,0.42207822460071,AR,2022-10-30,0,0,1,0,1,1,1,0,0,1,0,1,1,0
107,2.81380961377189,0.303203988582808,AR,2022-10-31,1,0,1,0,1,1,1,1,0,1,0,1,1,0
108,0.689937896383325,0.314143873062146,AR,2022-11-01,1,1,1,1,1,1,1,1,0,1,0,0,1,0
109,9.69020708614932,0.305731594912268,AR,2022-11-02,1,0,1,0,1,1,0,1,0,0,0,1,1,0
110,5.56835814350095,0.2625425291065245,AR,2022-11-03,1,1,1,0,1,1,0,1,0,1,0,0,1,0
111,0.391312814692125,0.2550009426096295,AR,2022-11-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
112,2.21841582439938,0.4231318021669115,AR,2022-11-05,1,0,1,0,1,1,1,1,0,0,0,1,1,0
113,0.933740272335392,0.4433225516193615,AR,2022-11-06,1,0,1,1,1,1,1,1,0,1,1,1,1,0
114,1.63907647592967,0.308084044658087,AR,2022-11-07,1,1,1,0,1,1,0,1,1,1,0,1,1,0
115,4.32268700589746,0.410160618282611,AR,2022-11-08,1,0,1,0,1,1,0,1,0,0,0,1,1,1
116,1.90174475484071,0.316546869680843,AR,2022-11-09,1,1,1,0,1,1,0,1,0,1,1,1,1,0
117,4.85455796631428,0.37511938367273,AR,2022-11-10,1,1,1,0,1,1,0,1,1,0,0,1,1,0
118,1.23770131699285,0.398053122243615,AR,2022-11-11,1,1,1,0,1,1,0,1,1,1,0,1,1,0
119,0.575201328473869,0.421066076869838,AR,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.60641795054138,0.3356922629149645,AR,2022-11-14,1,0,1,1,1,1,1,1,0,0,0,1,1,1
122,0.998740267549862,0.4344981491943715,AR,2022-11-15,1,0,1,1,1,1,1,1,0,1,0,1,1,1
123,0.714122510709645,0.511362318260885,AR,2022-11-16,1,1,1,1,1,1,0,1,1,1,0,1,1,0
124,4.934626680358,0.3589076562577905,AR,2022-11-17,1,1,1,0,1,1,0,1,1,1,0,1,1,0
125,2.8803741191668,0.60031207655513,AR,2022-11-18,1,0,1,0,1,1,0,1,0,1,0,1,1,0
126,1.46105140260228,0.669217941315835,AR,2022-11-19,1,1,1,0,1,0,1,1,1,1,0,1,0,1
127,0.596172492605621,0.1308373293022245,AZ,2022-10-09,1,1,1,1,1,1,1,1,0,1,0,1,1,0
128,4.72963878009268,0.158471949447975,AZ,2022-10-10,1,0,1,0,0,1,1,1,0,0,0,0,1,0
129,1.72729565258461,0.0741024398097395,AZ,2022-10-11,1,1,1,0,1,1,0,1,1,1,0,1,1,0
130,1.47674086973875,0.188983212330748,AZ,2022-10-12,1,0,1,0,1,1,1,1,0,0,0,1,1,0
131,2.1824187929349,0.21868876775786,AZ,2022-10-13,1,1,1,0,1,1,1,1,0,0,0,1,1,1
132,0.714452582909002,0.170222625412661,AZ,2022-10-14,1,1,1,1,1,1,1,1,0,1,0,1,1,0
133,0.969672312006825,0.1042293733174715,AZ,2022-10-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
134,0.887979018647649,0.156278108485196,AZ,2022-10-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1
135,5.16525542907504,0.1237647240049485,AZ,2022-10-17,1,0,0,1,1,1,0,1,0,0,1,0,1,0
136,2.19061482290988,0.219258650318106,AZ,2022-10-18,1,1,1,0,1,1,1,1,0,0,0,1,1,0
137,4.08752732900194,0.276732185634481,AZ,2022-10-19,1,0,1,0,0,1,0,1,0,1,0,0,1,0
138,2.52436838585219,0.2525425303311785,AZ,2022-10-20,1,0,1,0,1,1,1,1,0,1,0,0,1,0
139,1.38568604324819,0.145906999037441,AZ,2022-10-21,1,1,1,1,1,1,0,1,0,1,1,0,1,0
140,0.483313141341848,0.3130501266556835,AZ,2022-10-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1
141,1.13286510835547,0.1387773902065275,AZ,2022-10-23,1,1,1,1,1,1,0,1,0,1,0,1,1,0
142,1.72184516616669,0.251960488650325,AZ,2022-10-24,1,0,1,0,1,1,1,1,0,0,1,1,1,0
143,1.91740541016866,0.275817478596835,AZ,2022-10-25,0,1,0,1,1,1,1,0,0,0,0,0,1,0
144,1.94440241038898,0.23943255896921,AZ,2022-10-26,1,0,1,1,1,1,1,1,1,0,1,1,1,0
145,2.28031615010032,0.321909172986652,AZ,2022-10-27,1,1,1,0,1,1,0,1,0,0,0,0,1,0
146,2.64770976283505,0.219426883407955,AZ,2022-10-28,1,0,1,1,1,1,0,1,0,0,0,1,1,0
147,2.11208230753323,0.344286137166513,AZ,2022-10-29,1,0,1,1,1,1,0,1,0,0,0,1,1,0
148,2.64366004169684,0.3363383098319775,AZ,2022-10-30,0,0,1,0,1,1,1,0,0,0,0,1,1,1
149,2.30147471882852,0.2939341255327965,AZ,2022-10-31,1,1,0,1,1,1,1,1,0,0,0,1,1,0
150,3.81153410767298,0.269478634341212,AZ,2022-11-01,1,1,1,0,1,1,0,1,0,0,0,1,1,0
151,6.49706198051083,0.28912578339455153,AZ,2022-11-02,1,1,0,0,1,1,0,1,0,0,0,0,1,0
152,4.21719435204406,0.3561718821829135,AZ,2022-11-03,1,0,1,1,0,1,0,1,0,0,0,0,1,0
153,3.8947587693011,0.263939399615486,AZ,2022-11-04,1,0,0,1,1,1,0,1,0,0,1,0,1,0
154,6.89824114755588,0.343667292513264,AZ,2022-11-05,1,0,0,0,0,1,0,1,0,0,0,0,1,0
155,8.50824043164276,0.3174593963137695,AZ,2022-11-06,1,1,1,0,1,1,0,1,1,0,0,1,1,0
156,16.4734686538449,0.297415273579379,AZ,2022-11-07,0,0,0,0,0,1,0,0,0,0,0,0,1,0
157,7.18444898750303,0.310443136136071,AZ,2022-11-08,1,0,1,0,1,1,0,1,0,0,0,0,1,0
158,5.65445642473828,0.3144053407583865,AZ,2022-11-09,0,1,1,0,1,0,0,0,1,0,0,0,0,0
159,5.8757698060964,0.3206653120856105,AZ,2022-11-10,1,1,0,0,1,1,0,1,0,0,0,0,1,0
160,19.262369759419,0.4206263557876205,AZ,2022-11-11,1,0,0,0,1,1,0,1,0,0,0,1,1,0
161,13.1657676818539,0.3347273840308305,AZ,2022-11-12,1,1,1,0,1,1,0,1,0,1,0,0,1,0
162,2.5612201568309,0.3133259794166725,AZ,2022-11-13,1,1,1,0,1,0,1,1,0,0,0,0,0,1
163,14.8712908171816,0.3062812008398145,AZ,2022-11-14,1,1,1,0,0,1,0,1,0,0,0,0,1,0
164,16.2652172155331,0.321763060825586,AZ,2022-11-15,1,1,1,0,0,1,0,1,1,0,0,0,1,0
165,13.9032593048865,0.3365002005516925,AZ,2022-11-16,1,0,0,0,0,1,0,1,0,0,0,1,1,0
166,25.9080880363251,0.341389468955635,AZ,2022-11-17,1,1,1,0,1,1,0,1,0,0,0,0,1,0
167,15.8564314026378,0.3365877947125995,AZ,2022-11-18,1,1,1,0,1,1,0,1,0,0,0,1,1,0
168,3.26498800880369,0.2493264859852555,AZ,2022-11-19,1,1,1,1,0,1,0,1,0,1,0,0,1,0
169,3.03503116872957,0.154776975472186,CA,2022-10-09,0,1,0,0,1,1,1,0,0,0,0,1,1,0
170,9.85583800289215,0.137407630599601,CA,2022-10-10,0,0,0,1,1,0,0,0,0,0,0,0,0,0
171,3.71772064240757,0.184903352380529,CA,2022-10-11,0,0,1,0,1,1,1,0,0,0,0,0,1,0
172,4.91289853067851,0.206894952120479,CA,2022-10-12,0,1,1,0,1,1,0,0,0,0,0,1,1,0
173,7.22688716245857,0.2059551455196705,CA,2022-10-13,0,1,0,0,1,1,1,0,0,0,1,0,1,0
174,9.51075506790238,0.203439028385759,CA,2022-10-14,0,0,1,0,0,0,1,0,0,0,0,0,0,0
175,5.33128048451008,0.1852649992698595,CA,2022-10-15,0,0,0,1,1,1,1,0,0,0,0,0,1,0
176,3.75957196210721,0.1929070541571375,CA,2022-10-16,0,0,0,1,1,1,1,0,0,0,0,0,1,0
177,3.34521537618954,0.2098688292650975,CA,2022-10-17,0,1,0,1,1,1,1,0,0,0,0,0,1,0
178,7.22405944593775,0.2533016718630585,CA,2022-10-18,0,0,0,0,1,1,0,0,0,0,0,1,1,0
179,9.10843828361524,0.259489311331534,CA,2022-10-19,0,1,0,0,1,0,0,0,0,0,1,1,0,0
180,3.0973979958866,0.2247658554919245,CA,2022-10-20,0,1,1,1,1,1,1,0,1,0,0,0,1,0
181,5.23538271374775,0.1963651947919565,CA,2022-10-21,0,0,1,1,1,0,0,0,0,0,1,1,0,0
182,4.76681966927448,0.2443960198997295,CA,2022-10-22,0,0,1,0,1,0,1,0,0,0,0,1,0,0
183,6.08062359505398,0.25511861699457,CA,2022-10-23,0,0,1,0,1,0,1,0,0,0,0,0,0,0
184,8.26143923008836,0.283512780856585,CA,2022-10-24,0,0,0,1,1,1,0,0,0,0,0,0,1,0
185,5.31418069536494,0.2750946252933715,CA,2022-10-25,1,1,1,0,1,1,0,1,0,0,0,1,1,0
186,4.65275897711843,0.2774885524766935,CA,2022-10-26,0,1,1,1,1,1,1,0,0,0,0,1,1,1
187,5.17192983335153,0.276543307588342,CA,2022-10-27,0,0,0,1,1,1,1,0,0,0,0,0,1,1
188,12.8664649220207,0.232649199486563,CA,2022-10-28,0,0,0,0,0,1,0,0,0,0,0,0,1,0
189,15.748197556963,0.2696507988615635,CA,2022-10-29,0,0,1,0,1,0,0,0,0,1,0,0,0,0
190,16.4410826561232,0.2977043702284715,CA,2022-10-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191,10.4798546382349,0.291050536244913,CA,2022-10-31,0,0,1,0,1,0,0,0,0,0,0,0,0,0
192,10.754874183981,0.2975540638553925,CA,2022-11-01,0,1,1,0,1,1,0,0,0,0,0,0,1,0
193,9.45656534023727,0.2974992795585445,CA,2022-11-02,0,1,0,0,1,1,0,0,1,0,0,1,1,0
194,14.6808119065042,0.305909641436415,CA,2022-11-03,0,0,1,0,1,0,0,0,0,0,0,0,0,0
195,27.8010173539394,0.2920808065581825,CA,2022-11-04,0,0,1,0,1,0,0,0,0,0,0,0,0,0
196,17.0305883274042,0.3177690313617455,CA,2022-11-05,0,1,0,0,0,1,0,0,0,0,0,0,1,0
197,13.4812385684918,0.3165637429904495,CA,2022-11-06,0,1,0,0,1,1,0,0,0,0,0,0,1,0
198,37.7325656431712,0.317994554035426,CA,2022-11-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,35.1975765169366,0.323504941864877,CA,2022-11-08,0,0,1,0,1,0,0,0,0,0,0,0,0,0
200,32.0500482729381,0.3107656855092,CA,2022-11-09,0,0,1,0,1,0,0,0,0,0,0,0,0,0
201,19.2258186458284,0.319206479622306,CA,2022-11-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,20.5954370697895,0.3242109774459665,CA,2022-11-11,0,1,0,0,1,0,0,0,0,0,0,0,0,0
203,30.0858008402942,0.3318493683554495,CA,2022-11-12,0,1,0,0,1,0,0,0,0,0,0,0,0,0
204,55.942227941719,0.34578360998294,CA,2022-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,51.6746404196837,0.3316310577360425,CA,2022-11-14,0,1,0,0,0,1,0,0,0,0,0,0,1,0
206,55.785171052908,0.3425316880520615,CA,2022-11-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,93.8728914421849,0.347305031574587,CA,2022-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,75.3582344153715,0.348831763161056,CA,2022-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,54.8560218355906,0.361421231780564,CA,2022-11-18,0,0,0,0,0,1,0,0,0,0,0,0,1,0
210,44.2355287649178,0.3786538826933025,CA,2022-11-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,1.39646728168205,0.506013229329815,CO,2022-10-09,1,1,1,0,1,1,0,1,0,1,1,1,1,0
212,1.82497368969323,0.241525694824215,CO,2022-10-10,1,1,1,0,1,1,0,1,0,0,0,1,1,0
213,2.06522373008894,0.2590441492563055,CO,2022-10-11,1,1,0,1,1,1,0,1,0,1,0,0,1,0
214,0.885038313071192,0.1405261674900135,CO,2022-10-12,1,1,0,1,1,1,1,1,0,1,0,1,1,0
215,1.01006183669669,0.2604654649929085,CO,2022-10-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0
216,0.995298459537048,0.247883914875266,CO,2022-10-14,0,1,1,1,1,1,1,0,0,1,1,1,1,0
217,1.15780225817004,0.29525555463031,CO,2022-10-15,1,1,1,0,1,1,1,1,0,1,0,1,1,1
218,1.01499189738667,0.168926817970618,CO,2022-10-16,0,1,1,1,1,1,1,0,0,1,1,0,1,0
219,1.75830979664396,0.0478433289715061,CO,2022-10-17,1,1,1,1,1,1,0,1,0,0,1,1,1,0
220,0.824836332713409,0.2006719655920475,CO,2022-10-18,1,1,1,1,1,1,1,1,0,0,0,1,1,0
221,1.05461184516074,0.207755086542921,CO,2022-10-19,1,1,1,1,1,1,1,1,0,0,0,1,1,1
222,1.46653625923945,0.2968786155314105,CO,2022-10-20,1,1,0,1,1,1,1,1,1,0,0,1,1,1
223,0.920930354697039,0.359257166964411,CO,2022-10-21,1,1,0,1,1,1,1,1,0,0,1,1,1,1
224,0.359847042959387,0.2338314039243215,CO,2022-10-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1
225,0.112373466127485,0.0829252004579665,CO,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,1.34627622276868,0.254505269561807,CO,2022-10-24,1,1,1,1,1,0,1,1,1,0,1,1,0,0
227,1.92842986551385,0.2785772882906865,CO,2022-10-25,1,0,0,0,1,1,1,1,0,1,0,1,1,0
228,1.50946038423919,0.2086776654637425,CO,2022-10-26,1,1,1,1,1,1,1,1,0,0,1,1,1,0
229,2.03999794322515,0.3206973352466725,CO,2022-10-27,0,0,1,1,1,1,1,0,0,0,0,0,1,0
230,1.25275750714883,0.270768663383866,CO,2022-10-28,1,1,1,1,1,1,1,1,0,0,0,1,1,0
231,0.818676409545222,0.2710537752451405,CO,2022-10-29,1,1,1,1,1,1,1,1,0,1,0,1,1,1
232,1.07309164764988,0.2136761434625725,CO,2022-10-30,1,1,1,1,1,1,0,1,1,1,0,1,1,0
233,1.49239125150628,0.30278562842114,CO,2022-10-31,1,1,1,0,1,1,1,1,0,0,0,1,1,0
234,1.16817958495626,0.300028230501416,CO,2022-11-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0
235,1.66959829502291,0.339684589221828,CO,2022-11-02,1,0,0,1,1,1,1,1,0,0,0,1,1,0
236,2.77640475419032,0.267424015075468,CO,2022-11-03,1,1,1,0,1,1,0,1,1,1,0,1,1,0
237,2.07151027740829,0.3036890430877005,CO,2022-11-04,1,1,1,0,1,1,1,1,0,0,0,1,1,0
238,3.00211561365454,0.42583401479051,CO,2022-11-05,1,0,1,0,1,0,1,1,0,0,0,1,0,0
239,1.48874218053226,0.3122719800668525,CO,2022-11-06,1,0,1,1,1,1,1,1,0,0,1,1,1,0
