...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
238,0.0371621382458478,0.02780002460697815,CO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.940445436989422,0.192037479058016,CO,2023-04-17,1,1,1,1,1,0,1,1,1,0,1,1,0,1
241,0.685538183559408,0.271695151228933,CO,2023-04-18,1,1,1,1,0,1,1,1,1,0,1,0,1,1
242,0.345667972414818,0.0449681231295188,CO,2023-04-19,1,1,1,1,1,1,1,1,0,1,1,0,1,1
243,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1.12286995552242,0.786226487723595,CO,2023-04-21,1,1,1,1,1,0,1,1,0,1,1,1,0,1
245,0.843471319756401,0.576900722779835,CO,2023-04-22,1,1,0,1,1,1,1,1,0,0,1,1,1,1
246,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.12831556809271,0.217745814905427,CO,2023-04-24,1,1,1,1,1,0,1,1,1,0,1,1,0,1
248,0.960431640118524,0.312594086101111,CO,2023-04-25,1,1,1,1,1,0,1,1,1,0,1,1,0,1
249,0.666652522745529,0.1028364945337275,CO,2023-04-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1
250,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,1.60111408638575,0.302113685346323,CO,2023-04-28,1,1,0,1,0,1,1,1,0,1,1,0,1,1
252,0.170220485958762,0.142926499186246,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,2.15258211624432,0.90948878101978,CT,2023-03-19,1,0,0,1,1,1,0,1,0,0,1,1,1,0
254,2.12299710558033,0.211271007862955,CT,2023-03-20,1,0,1,0,0,1,1,1,0,1,0,0,1,1
255,0.0797149967146282,0.0039316397368019,CT,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,1.89697041342273,0.229380318640702,CT,2023-03-22,1,0,1,1,1,1,0,1,0,1,1,1,1,0
257,0.616249059311765,0.114656088528,CT,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,0.160197607354935,0.0042191476075937,CT,2023-03-24,1,1,1,1,1,1,1,1,0,1,1,0,1,1
259,1.36475971763261,0.1694231925146935,CT,2023-03-25,1,0,1,0,1,1,0,1,0,1,0,1,1,1
260,0.126045370653079,0.00456675060996616,CT,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,0.232200107155298,0.00479451033824277,CT,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262,0.0071379318129685,0.0050627734610632,CT,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,0.0298602252774901,0.0053757955800332,CT,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,0.0330086505715909,0.00573862370214195,CT,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,NA,NA,CT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0.0333834107990853,0.00663848667746625,CT,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.201926756778315,0.00782294761953335,CT,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,0.0112085334109304,0.00854645377951855,CT,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,0.0450955245798336,0.00937370041379725,CT,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,NA,NA,CT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1.73508209405039,0.56203351894144,CT,2023-04-10,1,0,1,0,0,1,1,1,0,0,0,0,1,1
276,0.553745214494265,0.1701746806700135,CT,2023-04-11,1,1,1,1,1,1,1,1,0,0,1,1,1,1
277,0.524787985543658,0.1690800179539165,CT,2023-04-12,1,1,1,1,1,1,1,1,0,1,1,0,1,1
278,0.028048337948114,0.0219771008325028,CT,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,0.0347450917071683,0.02470053381140615,CT,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,0.632701905113579,0.212029728498607,CT,2023-04-16,1,1,1,1,1,1,1,1,0,0,1,0,1,0
282,0.155202112616561,0.035320756364023403,CT,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,0.689887033721058,0.351947027207451,CT,2023-04-18,1,1,0,1,1,1,1,1,1,1,1,1,1,1
284,0.19087717897984,0.0449681231295188,CT,2023-04-19,1,1,1,1,1,1,1,1,0,1,1,0,1,0
285,0.0634847679845064,0.0507402360568785,CT,2023-04-20,1,1,1,1,1,1,1,1,0,1,1,0,1,1
286,0.0703765842233137,0.057231412931029,CT,2023-04-21,1,1,1,1,1,1,1,1,0,0,1,1,1,1
287,NA,NA,CT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,0.0960712324355666,0.072642315699359,CT,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,0.467829274782539,0.3052436192932785,CT,2023-04-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0
290,0.7121448153999,0.2848871278442395,CT,2023-04-25,1,1,1,1,0,1,1,1,0,1,1,0,1,1
291,1.05857074184324,0.746479550469935,CT,2023-04-26,0,1,1,1,1,1,1,0,0,1,1,1,1,1
292,NA,NA,CT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0.445434258689102,0.1283866961152065,CT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,NA,NA,CT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,0.0412304818104562,0.003879206192829845,DC,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,0.894782977198389,0.183825574813474,DC,2023-03-20,1,1,1,1,1,1,0,1,0,1,1,0,1,1
297,NA,NA,DC,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1.21354312260643,0.4639203536258815,DC,2023-03-22,1,0,1,1,1,0,1,1,0,1,1,1,0,1
299,0.0064854136765195,0.00409400217850433,DC,2023-03-23,1,1,1,1,1,1,1,1,0,1,1,1,1,0
300,0.0482500778699161,0.0042191476075937,DC,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,1.12284510555835,0.309181692988059,DC,2023-03-25,0,0,1,1,1,1,1,0,0,1,1,1,1,1
302,0.0818654134898554,0.00456675060996616,DC,2023-03-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
303,1.09738745968333,0.4416067844031095,DC,2023-03-27,1,0,1,1,0,1,1,1,0,1,1,0,1,1
304,0.858764423498883,0.2225970340603915,DC,2023-03-28,1,1,1,1,0,1,1,1,0,1,1,0,1,1
305,0.956921679429239,0.29414938146826,DC,2023-03-29,1,0,1,1,0,1,1,1,0,1,1,0,1,1
306,1.03983378612332,0.2324781762354975,DC,2023-03-30,1,1,1,1,1,0,1,1,1,1,1,0,0,1
307,1.02623545160826,0.2316082390662505,DC,2023-03-31,0,1,1,1,1,1,1,0,0,1,1,1,1,1
308,0.032867396748584,0.00663848667746625,DC,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,NA,NA,DC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1.57976999312329,0.4289889292164,DC,2023-04-04,1,0,0,1,0,1,1,1,0,0,1,1,1,1
312,1.03990470798132,0.3014225832094875,DC,2023-04-05,1,1,1,1,1,1,0,1,0,1,1,1,1,0
313,1.17451436200863,0.83256233904033,DC,2023-04-06,1,0,1,1,0,1,1,1,0,1,1,0,1,1
314,1.12330864816175,0.446834819749778,DC,2023-04-07,0,0,1,1,1,1,1,0,0,1,1,1,1,1
315,0.0572300773710274,0.0126335963314898,DC,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,NA,NA,DC,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0.0217039354988097,0.01565279503311365,DC,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,0.0244943627012204,0.0174901976586833,DC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,NA,NA,DC,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.0280753352850302,0.0219771008325028,DC,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,0.0333473820180089,0.02470053381140615,DC,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,NA,NA,DC,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,0.0421541424113464,0.0313229044644435,DC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,0.154025442566953,0.035320756364023403,DC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,0.9425122640757,0.2968665056327295,DC,2023-04-18,1,1,1,1,1,0,1,1,0,1,1,1,0,1
326,NA,NA,DC,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.0665747963320333,0.0507402360568785,DC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,0.779213290936614,0.382030489314816,DC,2023-04-21,1,1,1,1,0,1,1,1,0,1,1,0,1,1
329,0.0798985265599199,0.06450930655278,DC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330,0.76759086371057506,0.3805016248018045,DC,2023-04-23,1,1,1,1,0,1,1,1,1,0,1,0,1,1
331,1.22252698590627,0.379758758436061,DC,2023-04-24,1,0,0,1,1,1,1,1,0,0,1,1,1,1
332,0.114363759589495,0.091742463758079,DC,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,NA,NA,DC,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,0.646069875263162,0.427240771375291,DC,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
336,1.62363356398405,0.72826546664276,DC,2023-04-29,0,0,1,1,1,0,1,0,0,0,1,1,0,1
337,0.0733168522779201,0.003879206192829845,DE,2023-03-19,1,1,1,1,1,1,1,1,0,1,1,1,1,0
338,NA,NA,DE,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,0.0202620341232791,0.0039316397368019,DE,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,0.0455598240247178,0.003998635829325,DE,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,1.02003111728272,0.1879332595042485,DE,2023-03-23,1,1,1,1,1,0,1,1,0,1,1,1,0,1
342,0.896052073496328,0.224774650911471,DE,2023-03-24,1,1,1,1,0,1,1,1,0,1,1,0,1,1
343,0.0222874519121984,0.00437593984029121,DE,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,0.00736443225594262,0.00456675060996616,DE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,0.00679273642494417,0.00479451033824277,DE,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,0.749011033782709,0.1790901819405255,DE,2023-03-28,1,1,1,1,0,1,1,1,1,1,1,0,1,0
347,0.00694844133849665,0.0053757955800332,DE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,0.0619741433295036,0.00573862370214195,DE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,0.805116053353166,0.22056999998859,DE,2023-03-31,1,1,1,1,0,1,1,1,1,0,1,0,1,1
350,0.0348048104426481,0.00663848667746625,DE,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,0.0360270437450562,0.00719059453330005,DE,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,NA,NA,DE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,1.15732767044277,0.452788050628115,DE,2023-04-04,1,0,1,1,1,0,1,1,1,0,1,1,0,1
354,NA,NA,DE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,0.172483257468926,0.01031916933788355,DE,2023-04-06,1,1,1,1,1,1,1,1,0,0,1,1,1,1
356,0.0161349322041947,0.011399470986778,DE,2023-04-07,1,1,1,1,1,1,1,1,0,1,1,0,1,1
357,0.0180936179846678,0.0126335963314898,DE,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,NA,NA,DE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.0209251139489458,0.01565279503311365,DE,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,0.162692652954519,0.0174901976586833,DE,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,0.0255134449930145,0.01958663813105545,DE,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,0.192778030134426,0.0219771008325028,DE,2023-04-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1
363,0.030753983048636,0.02470053381140615,DE,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,NA,NA,DE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0.142298204389057,0.0313229044644435,DE,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,0.0429045524114449,0.035320756364023403,DE,2023-04-17,1,1,1,1,1,1,1,1,0,0,1,1,1,1
367,NA,NA,DE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,0.058622885607943,0.0449681231295188,DE,2023-04-19,1,1,1,1,1,1,1,1,0,0,1,1,1,1
369,NA,NA,DE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0.073356813030255,0.057231412931029,DE,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,NA,NA,DE,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.467245602387254,0.3052436192932785,DE,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,0.11666779632456,0.091742463758079,DE,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,NA,NA,DE,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,0.145695915613546,0.1150355651146715,DE,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,NA,NA,DE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,DE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,2.90306415159978,0.1424531097267805,FL,2023-03-19,0,0,1,1,1,0,1,0,0,1,0,0,0,0
380,2.45797643780535,0.1292095638123205,FL,2023-03-20,1,0,1,1,0,0,0,1,0,1,0,0,0,0
381,3.93568922739829,0.141638717755729,FL,2023-03-21,0,0,1,1,0,0,1,0,0,0,0,0,0,1
382,1.84217493970327,0.03404909241816275,FL,2023-03-22,1,0,1,1,1,1,1,0,0,1,0,1,0,0
383,3.85942878103709,0.146239022095446,FL,2023-03-23,0,0,1,0,0,1,1,0,0,0,0,0,1,0
384,3.07083284545501,0.1281292564521765,FL,2023-03-24,0,0,1,1,1,0,0,1,0,0,0,0,0,0
385,6.58376547821885,0.254578231606061,FL,2023-03-25,0,0,0,1,0,0,1,0,0,0,1,0,0,0
386,1.23314034775042,0.100054810500272,FL,2023-03-26,1,1,0,1,1,1,1,1,1,0,1,0,1,0
387,3.02234600888236,0.117465886485609,FL,2023-03-27,0,0,1,1,0,0,1,0,0,0,1,0,0,0
388,1.75764741054434,0.1007242991694105,FL,2023-03-28,0,1,1,0,1,1,0,0,0,1,1,1,1,0
389,4.20921507972435,0.1421790514442085,FL,2023-03-29,0,0,0,1,1,0,0,0,0,0,1,0,0,0
390,5.70474037471821,0.1829266843965505,FL,2023-03-30,1,0,0,0,1,0,0,1,0,0,0,0,0,0
391,1.75830366937518,0.0964362741954565,FL,2023-03-31,1,1,1,1,0,1,1,1,1,0,0,0,1,1
392,0.891273573226876,0.0949275950404265,FL,2023-04-01,1,1,1,1,1,1,1,1,0,1,0,0,1,1
393,1.03391028266279,0.04109074240728495,FL,2023-04-02,1,1,1,1,1,1,1,1,0,0,1,0,1,0
394,4.57606549469304,0.152631470993163,FL,2023-04-03,0,0,0,1,0,1,1,0,0,0,1,0,1,1
395,3.87598370450084,0.1505510145471985,FL,2023-04-04,0,0,0,1,0,1,1,0,0,0,1,0,1,1
396,1.85427099789833,0.0433585768919472,FL,2023-04-05,1,0,1,1,0,0,1,1,0,0,1,0,0,1
397,3.06726105478528,0.1049422952624985,FL,2023-04-06,0,1,0,1,0,1,0,0,1,1,1,0,1,0
398,2.17948139218681,0.1422149470682195,FL,2023-04-07,0,1,0,1,1,1,1,0,0,1,1,1,1,1
399,0.912810492117661,0.111496280469667,FL,2023-04-08,1,1,1,1,1,1,0,1,0,0,1,1,1,0
400,0.507958435695216,0.01404318357256625,FL,2023-04-09,1,1,1,1,1,1,1,1,0,0,1,0,1,1
401,5.74919421711034,0.1484005571631665,FL,2023-04-10,0,1,0,1,1,0,1,0,0,0,0,0,0,1
402,3.90440140473481,0.1763528857341465,FL,2023-04-11,0,0,1,1,1,1,0,0,0,1,0,0,1,0
403,3.04195899148016,0.1510418849317555,FL,2023-04-12,0,1,1,1,0,0,1,0,0,0,1,0,0,1
404,5.14507521942707,0.073210858180979,FL,2023-04-13,1,0,0,0,0,1,1,1,0,0,1,0,1,1
405,2.61690370372744,0.072156921467413,FL,2023-04-14,1,0,1,1,0,1,1,1,1,0,1,0,1,1
406,2.85301279003851,0.2054930657894325,FL,2023-04-15,0,1,0,1,1,1,0,0,0,0,1,0,1,0
407,2.41808370166507,0.1910525851379405,FL,2023-04-16,0,1,0,1,0,1,1,0,1,0,1,0,1,0
408,3.05731806973754,0.21723743061736,FL,2023-04-17,0,1,1,1,1,0,0,0,0,1,1,0,0,0
409,0.926238030443326,0.2326122041578415,FL,2023-04-18,1,1,1,1,1,0,1,1,1,1,1,0,0,1
410,3.34281384114938,0.236534622055394,FL,2023-04-19,0,1,1,1,0,0,0,0,0,0,1,0,0,0
411,2.91916424577225,0.187894975459238,FL,2023-04-20,1,1,0,1,0,0,1,1,1,0,1,0,0,1
412,6.16881804037743,0.160586876662586,FL,2023-04-21,0,0,0,1,1,0,1,0,0,0,0,0,0,1
413,1.47909037372417,0.1666650671538605,FL,2023-04-22,1,1,1,1,1,0,1,1,0,1,1,0,0,1
414,1.55550365045988,0.3133654531613315,FL,2023-04-23,1,1,1,1,0,1,0,1,1,0,1,0,1,0
415,4.99220552630064,0.2491775743298715,FL,2023-04-24,0,1,0,1,1,1,0,0,0,0,1,0,1,0
416,10.3598251204248,0.218402827415328,FL,2023-04-25,0,0,0,0,1,1,1,0,0,0,0,0,1,1
417,6.21395154473846,0.243209641116214,FL,2023-04-26,0,0,0,1,1,0,1,0,1,0,1,0,0,1
418,6.46190870459221,0.254497447787406,FL,2023-04-27,0,0,0,1,1,0,0,0,0,0,1,0,0,0
419,10.3121632965167,0.186397481691278,FL,2023-04-28,0,0,0,1,0,1,1,0,0,0,1,0,1,1
420,1.77907643199913,0.312014410654996,FL,2023-04-29,0,1,1,1,1,1,1,0,1,1,1,0,1,1
421,0.19153698322586,0.003879206192829845,GA,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,0.515089121522772,0.00389202746635032,GA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,0.718678952352043,0.104015678688291,GA,2023-03-21,1,1,1,1,1,1,0,0,1,1,1,1,1,0
424,1.56492681968241,0.1426950560209415,GA,2023-03-22,1,1,1,1,1,1,0,1,0,1,1,1,1,0
425,0.255335014873792,0.00409400217850433,GA,2023-03-23,1,1,1,1,1,1,1,1,0,1,1,1,1,0
426,0.971643528007772,0.1572673975223645,GA,2023-03-24,1,1,1,1,1,0,1,1,1,0,1,1,0,1
427,0.125620245856481,0.00437593984029121,GA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,0.384911535452703,0.00456675060996616,GA,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,0.694572867953067,0.079358606778546,GA,2023-03-27,1,1,0,1,1,1,1,1,1,1,1,1,1,1
430,1.57334870837073,0.1535024713075445,GA,2023-03-28,1,1,0,1,1,1,1,1,0,0,1,0,1,1
431,0.871028359901395,0.1825787059053475,GA,2023-03-29,1,1,0,1,1,1,1,1,0,0,1,1,1,1
432,0.320437983257822,0.00573862370214195,GA,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,0.888454485210405,0.088337968622877,GA,2023-03-31,1,1,1,1,1,0,1,1,0,1,1,1,0,1
434,0.893404857551415,0.2238554222116455,GA,2023-04-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1
435,0.795438794759418,0.1795785928316525,GA,2023-04-02,1,1,0,1,1,1,1,1,1,0,1,0,1,1
436,0.84301985804023,0.2214077288778195,GA,2023-04-03,1,1,0,1,1,1,1,1,0,0,1,1,1,1
437,0.506271148016723,0.00854645377951855,GA,2023-04-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
438,0.389908110842467,0.00937370041379725,GA,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,0,1,1
439,2.66453074656021,0.3876800908303925,GA,2023-04-06,1,0,1,0,1,1,0,1,0,0,0,1,1,0
440,1.52366301782047,0.3478525415098795,GA,2023-04-07,1,0,0,1,1,1,0,1,0,0,1,1,1,0
441,0.0177670477895417,0.0126335963314898,GA,2023-04-08,1,1,1,1,1,1,1,1,0,1,1,0,1,1
442,NA,NA,GA,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1.21343865813673,0.21717428141458,GA,2023-04-10,0,0,1,1,1,1,1,0,0,1,1,0,1,1
444,2.69825634619052,0.2273148489542705,GA,2023-04-11,1,1,1,1,1,1,0,1,0,1,1,0,1,0
445,0.657124777311032,0.01958663813105545,GA,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,0.468009000303666,0.143692839828342,GA,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,0.627871558617071,0.118136278545945,GA,2023-04-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1
448,0.595667533664928,0.1503801029668315,GA,2023-04-15,1,1,1,1,1,1,1,1,0,0,1,0,1,1
449,1.00873358947464,0.144686795898395,GA,2023-04-16,1,1,1,0,1,1,1,1,1,0,0,1,1,1
450,1.0513939021157,0.1471199281757835,GA,2023-04-17,0,1,1,1,1,1,1,0,1,1,1,0,1,1
451,0.49930858273186,0.0398492997331776,GA,2023-04-18,1,1,1,1,1,1,1,1,0,0,1,1,1,1
452,NA,NA,GA,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1.32583210792814,0.4028672995364065,GA,2023-04-20,0,1,1,1,1,1,1,0,1,1,1,0,1,1
454,NA,NA,GA,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,0.0854110037437502,0.06450930655278,GA,2023-04-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
456,1.28754719531119,0.400705343975095,GA,2023-04-23,0,1,1,1,1,1,1,0,1,0,1,1,1,1
457,1.13058462405279,0.21761735551015,GA,2023-04-24,0,1,1,1,1,1,1,0,0,1,1,1,1,1
458,0.60165148163400906,0.2333974232534345,GA,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,1.04219453955957,0.2983420633000025,GA,2023-04-26,1,1,1,0,1,1,1,1,0,0,0,0,1,1
460,0.85683027088963,0.2502960292734075,GA,2023-04-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1
461,0.650729554201228,0.333395456853565,GA,2023-04-28,1,1,1,1,1,1,1,1,0,1,1,0,1,1
462,0.957681716491623,0.435484271047884,GA,2023-04-29,0,1,1,1,1,1,1,0,0,1,1,1,1,1
463,0.105347856451156,0.003879206192829845,HI,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464,NA,NA,HI,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,0.0210466835019496,0.0039316397368019,HI,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,0.0464987669024783,0.003998635829325,HI,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,0.673337871125457,0.130450672292214,HI,2023-03-23,1,1,1,1,0,1,1,1,0,1,1,0,1,1
468,0.0066536202376935,0.0042191476075937,HI,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,1.73006333121246,0.2242902761856515,HI,2023-03-25,1,0,1,1,0,1,1,1,1,0,1,0,1,0
470,1.79721419590956,0.2550794865072975,HI,2023-03-26,1,0,1,1,0,1,1,1,0,1,0,0,1,1
471,NA,NA,HI,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,0.0286578859758247,0.0050627734610632,HI,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,0.922621354590537,0.135318371931937,HI,2023-03-29,1,1,1,1,1,0,1,1,0,1,1,1,0,1
474,0.666519516680913,0.1494325075654405,HI,2023-03-30,1,1,1,1,0,1,1,1,0,1,1,0,1,1
475,0.681667264883787,0.1155527013576455,HI,2023-03-31,1,1,0,1,1,1,1,1,1,0,1,1,1,0
476,0.525184384129791,0.113234720545093,HI,2023-04-01,1,1,1,1,1,1,1,1,0,0,1,1,1,1
477,1.05332687497051,0.3031544308449145,HI,2023-04-02,1,1,1,1,1,1,0,1,0,1,1,1,1,0
478,0.0408066158692165,0.00782294761953335,HI,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
