...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
719,NA,NA,KY,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,1.05404657312654,0.233094903810391,KY,2023-03-24,0,1,1,1,1,1,1,0,0,1,1,1,1,1
721,1.28291268607084,0.90629238080799,KY,2023-03-25,1,0,1,1,1,1,0,1,0,1,1,1,1,0
722,0.00677553958878822,0.00456675060996616,KY,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,0.222221344052114,0.00479451033824277,KY,2023-03-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
724,0.0278075066031797,0.0050627734610632,KY,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,0.0078230899980105,0.0053757955800332,KY,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
726,0.00755774110824299,0.00573862370214195,KY,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
727,0.00933055679871306,0.00615720089135915,KY,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728,0.0343121405391821,0.00663848667746625,KY,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,NA,NA,KY,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.0407786935522101,0.00782294761953335,KY,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,0.0449912339008995,0.00854645377951855,KY,2023-04-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
732,NA,NA,KY,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,0.0150248594122565,0.01031916933788355,KY,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,NA,NA,KY,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,0.0166851744160482,0.0126335963314898,KY,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,0.0190969600795615,0.01404318357256625,KY,2023-04-09,1,1,1,1,1,1,1,1,0,1,1,0,1,1
737,0.0207891231731746,0.01565279503311365,KY,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,0.0237265154486598,0.0174901976586833,KY,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
739,NA,NA,KY,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,0.0979618199634262,0.0219771008325028,KY,2023-04-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1
741,NA,NA,KY,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,0.0429860818229627,0.0313229044644435,KY,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,0.439923410331611,0.035320756364023403,KY,2023-04-17,1,1,1,1,1,1,1,1,0,1,1,0,1,1
745,NA,NA,KY,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,KY,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,KY,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.102896198801178,0.0816982018649325,KY,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,0.118383506075588,0.091742463758079,KY,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,0.990874027407474,0.1028364945337275,KY,2023-04-26,1,0,1,1,1,1,1,1,0,1,1,0,1,1
754,0.137871156826501,0.1150355651146715,KY,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0.156303309288795,0.1283866961152065,KY,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
756,NA,NA,KY,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,NA,NA,LA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,0.00551638040442086,0.00389202746635032,LA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,0.0441504158215832,0.0039316397368019,LA,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,0.0733376809832251,0.003998635829325,LA,2023-03-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1
761,0.00647960125855612,0.00409400217850433,LA,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,0.00611118448509228,0.0042191476075937,LA,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,0.0807193965760997,0.00437593984029121,LA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
764,0.0239090913144632,0.00456675060996616,LA,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
765,1.19454773674442,0.460071273007057,LA,2023-03-27,1,0,1,0,1,1,1,1,1,1,0,0,1,1
766,0.00731391654824409,0.0050627734610632,LA,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767,NA,NA,LA,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,NA,NA,LA,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,0.0089321728390265,0.00615720089135915,LA,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,0.0103895199122126,0.00663848667746625,LA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
771,NA,NA,LA,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,NA,NA,LA,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,0.0893122259009452,0.00854645377951855,LA,2023-04-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
774,0.155620696678677,0.00937370041379725,LA,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
775,0.0142247822331462,0.01031916933788355,LA,2023-04-06,1,1,1,1,1,1,1,1,0,0,1,1,1,1
776,0.0151261453874683,0.011399470986778,LA,2023-04-07,1,1,1,1,1,1,1,1,0,0,1,1,1,1
777,0.0165488866555386,0.0126335963314898,LA,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
778,0.0190323588042269,0.01404318357256625,LA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779,0.0219862832360429,0.01565279503311365,LA,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780,0.023572592444746,0.0174901976586833,LA,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
781,0.0245859471714454,0.01958663813105545,LA,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
782,NA,NA,LA,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,NA,NA,LA,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,NA,NA,LA,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,0.0420118301006744,0.0313229044644435,LA,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786,NA,NA,LA,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,0.0505832653585704,0.0398492997331776,LA,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
788,1.14386165069721,0.8000471565062,LA,2023-04-19,1,0,1,1,1,1,0,1,0,1,1,1,1,0
789,NA,NA,LA,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,0.0719312999021188,0.057231412931029,LA,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,NA,NA,LA,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,NA,NA,LA,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,0.105080890053338,0.0816982018649325,LA,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,NA,NA,LA,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NA,NA,LA,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,NA,NA,LA,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,NA,NA,LA,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,0.181752322754173,0.142926499186246,LA,2023-04-29,1,1,1,1,1,1,1,1,0,0,1,1,1,1
799,1.60088604267069,0.302059676583472,MA,2023-03-19,1,0,1,1,0,1,0,1,0,1,1,1,1,0
800,17.0275349352833,0.423960704077563,MA,2023-03-20,1,0,1,1,1,0,0,1,0,0,1,1,0,0
801,0.508578562933911,0.0561789012676885,MA,2023-03-21,1,1,1,1,1,1,1,0,0,1,1,0,1,0
802,0.886874955859885,0.1062034620063375,MA,2023-03-22,1,1,1,1,1,0,1,1,0,1,1,1,0,1
803,0.751276319877387,0.0491929175153908,MA,2023-03-23,1,1,1,1,1,1,1,1,0,0,1,0,1,0
804,0.423844165579211,0.0042191476075937,MA,2023-03-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0
805,0.269008657449249,0.00437593984029121,MA,2023-03-25,1,1,1,1,1,1,1,1,0,0,1,1,1,1
806,1.20044619906251,0.4606756336132665,MA,2023-03-26,1,0,1,0,1,1,1,1,0,1,0,1,1,1
807,1.10580514391417,0.4416067844031095,MA,2023-03-27,1,0,1,1,0,1,1,1,0,1,1,0,1,1
808,0.0534690272076972,0.0050627734610632,MA,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,0.0590990856287159,0.0053757955800332,MA,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
810,0.104117209718661,0.00573862370214195,MA,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811,1.22776699797747,0.863808397280285,MA,2023-03-31,1,0,1,1,0,1,1,1,0,1,1,0,1,1
812,0.0661970638800259,0.00663848667746625,MA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,0.124053144123712,0.00719059453330005,MA,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
814,0.134615813764407,0.00782294761953335,MA,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,0.0431258562261503,0.00854645377951855,MA,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
816,0.993786644523575,0.423986045603781,MA,2023-04-05,1,0,1,1,0,1,1,1,0,1,1,0,1,1
817,0.900954465754118,0.120105216679291,MA,2023-04-06,1,1,1,1,1,0,1,1,0,0,0,1,0,1
818,0.0563199514922617,0.011399470986778,MA,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,0.977130519792225,0.4160478396362255,MA,2023-04-08,1,0,1,1,0,1,1,1,0,1,1,0,1,1
820,1.23607418741734,0.87109147855744,MA,2023-04-09,1,0,1,0,1,1,1,1,0,1,0,1,1,1
821,0.149034017791782,0.01565279503311365,MA,2023-04-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1
822,0.8868913677484,0.1573732985224085,MA,2023-04-11,1,1,1,1,1,1,0,1,1,1,1,0,1,0
823,0.529023259881911,0.1690800179539165,MA,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1
824,0.193974157273498,0.0219771008325028,MA,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
825,1.89928025611989,0.3647175504004655,MA,2023-04-14,0,0,1,1,1,0,1,0,1,1,1,0,0,1
826,0.0349948842484026,0.02780002460697815,MA,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
827,1.03383119839142,0.4290181092480675,MA,2023-04-16,1,1,1,1,1,0,1,1,0,1,1,1,0,1
828,0.946067445524964,0.296515294187344,MA,2023-04-17,1,1,1,1,1,0,1,1,0,1,1,1,0,1
829,0.0517940725836387,0.0398492997331776,MA,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
830,1.03622357958021,0.725858311237215,MA,2023-04-19,1,0,1,1,0,1,1,1,1,1,1,1,1,1
831,37.7197780257663,0.73387444998318,MA,2023-04-20,1,0,0,1,1,0,0,1,0,0,1,0,0,0
832,0.434212061518559,0.057231412931029,MA,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,0.261185394816163,0.06450930655278,MA,2023-04-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1
834,1.63542663303407,0.729111691226665,MA,2023-04-23,1,0,1,1,0,0,1,1,0,0,1,0,0,1
835,1.28839926215999,0.40106242651885,MA,2023-04-24,0,1,1,1,1,1,1,0,1,0,1,0,1,1
836,1.86940029586041,0.4227200441863105,MA,2023-04-25,0,1,1,1,1,1,1,0,0,1,1,0,1,1
837,0.728154865933067,0.289662529379415,MA,2023-04-26,1,1,1,1,0,1,1,1,0,0,1,1,1,1
838,NA,NA,MA,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,0.458551768369957,0.1283866961152065,MA,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
840,0.768980832139849,0.3934055622156225,MA,2023-04-29,1,1,1,1,0,1,1,1,1,0,1,0,1,1
841,0.612430340626996,0.0637632223858015,MD,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
842,2.29620220074888,0.1366410134208135,MD,2023-03-20,0,0,1,1,1,1,1,1,0,1,1,0,1,0
843,2.06150694189129,0.1558839707396115,MD,2023-03-21,0,0,1,1,1,1,1,0,0,0,1,0,1,1
844,0.982329140668741,0.1100794094913255,MD,2023-03-22,0,1,1,1,1,1,1,0,1,1,1,0,1,1
845,0.875130867416882,0.1094697895003,MD,2023-03-23,1,1,0,1,1,1,1,1,0,0,1,0,1,0
846,1.32813119169556,0.1556868371485115,MD,2023-03-24,0,0,1,1,1,1,0,0,0,1,1,1,1,0
847,2.5983203917936,0.2779655922455155,MD,2023-03-25,1,0,0,1,1,0,1,1,0,0,1,1,0,1
848,0.709428872521246,0.086242709759416,MD,2023-03-26,1,1,0,1,1,1,1,1,0,0,1,1,1,1
849,0.454976123166172,0.063036146880225,MD,2023-03-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1
850,0.480782490680923,0.0050627734610632,MD,2023-03-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
851,2.10243515218222,0.300884694358834,MD,2023-03-29,0,0,0,1,1,1,1,0,0,0,1,1,1,1
852,1.45649558299131,0.2058032955082835,MD,2023-03-30,0,0,1,1,1,1,0,0,0,1,1,1,1,0
853,0.574324103663567,0.128678800375491,MD,2023-03-31,1,1,1,1,1,1,1,1,0,1,1,0,1,1
854,1.64783647159079,0.3569068540857275,MD,2023-04-01,0,0,1,1,0,1,1,0,1,0,1,1,1,1
855,1.46869565561513,0.296423128830711,MD,2023-04-02,1,0,1,1,1,1,0,1,0,1,1,0,1,0
856,2.15797776489107,0.3359278306902435,MD,2023-04-03,1,0,1,0,1,0,1,1,0,1,0,0,0,1
857,1.11392087894904,0.1529333643101215,MD,2023-04-04,0,1,1,1,1,1,1,0,0,0,1,0,1,1
858,0.159859816985441,0.00937370041379725,MD,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,0,1,1
859,0.586523912353242,0.1473596976216245,MD,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
860,4.83181496265897,0.381756113343465,MD,2023-04-07,1,0,1,1,0,1,1,1,0,0,1,0,1,1
861,0.632555492694901,0.173999293653384,MD,2023-04-08,1,1,1,1,1,1,1,1,0,1,1,0,1,1
862,0.688860280934592,0.213631667192285,MD,2023-04-09,1,1,1,1,0,1,1,1,1,0,1,0,1,1
863,3.19568202135723,0.234372449207657,MD,2023-04-10,1,0,0,1,0,0,0,1,0,0,1,0,0,0
864,0.990832926783885,0.111293214042392,MD,2023-04-11,1,1,1,1,1,0,1,1,0,1,1,1,0,1
865,1.93981454302531,0.01958663813105545,MD,2023-04-12,1,0,1,1,1,1,1,1,0,0,1,0,1,1
866,0.987486077617231,0.125154109486942,MD,2023-04-13,0,1,1,1,1,1,1,0,0,1,1,0,1,1
867,0.777853148767079,0.02470053381140615,MD,2023-04-14,1,1,1,1,1,1,1,1,0,1,1,0,1,1
868,0.925488553255632,0.229422240577691,MD,2023-04-15,1,1,1,1,1,0,1,1,1,1,1,0,0,1
869,0.608286430932648,0.175888363691774,MD,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
870,1.05730321783917,0.1471199281757835,MD,2023-04-17,0,1,1,1,1,1,1,0,0,1,1,1,1,1
871,1.3042334497189,0.2917581202235625,MD,2023-04-18,1,1,1,1,0,1,1,1,0,0,1,0,1,1
872,0.641211369210611,0.258213946650345,MD,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
873,1.44834437825345,0.3079166135336255,MD,2023-04-20,1,1,1,0,1,0,1,1,0,1,0,0,0,1
874,0.772361135310758,0.165621795361501,MD,2023-04-21,1,1,1,1,1,1,1,1,0,0,1,1,1,1
875,0.472930763520783,0.06450930655278,MD,2023-04-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
876,0.550251880128572,0.2292473071017495,MD,2023-04-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
877,1.56158081458927,0.223569709590383,MD,2023-04-24,1,1,0,0,1,1,1,1,0,1,0,0,1,1
878,1.28073181576512,0.1745187483664335,MD,2023-04-25,1,1,0,1,1,1,1,1,0,1,1,0,1,1
879,0.974681668872279,0.3171967332351725,MD,2023-04-26,1,1,1,0,1,1,1,1,1,0,0,1,1,1
880,2.47974075659455,0.1150355651146715,MD,2023-04-27,1,0,0,1,1,1,1,1,0,0,1,0,1,1
881,0.955210932994103,0.35216451975791,MD,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,0,1,1
882,2.42985519872023,0.393720973693783,MD,2023-04-29,1,1,0,1,1,0,0,1,1,0,1,1,0,0
883,NA,NA,ME,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.0727847523996404,0.00389202746635032,ME,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
885,0.838269463256251,0.181572328941817,ME,2023-03-21,1,1,1,1,0,1,1,1,0,1,1,0,1,1
886,0.0736350100923391,0.003998635829325,ME,2023-03-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1
887,0.0210277547465293,0.00409400217850433,ME,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
888,0.00662950789573143,0.0042191476075937,ME,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
889,0.00598987324621421,0.00437593984029121,ME,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
890,1.28309741064599,0.90596218432982,ME,2023-03-26,1,0,1,1,1,1,0,1,0,1,1,1,1,0
891,1.10724769492806,0.308312352117452,ME,2023-03-27,1,0,1,0,1,1,1,1,0,1,0,1,1,1
892,NA,NA,ME,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,0.00756673550606375,0.0053757955800332,ME,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
894,NA,NA,ME,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,0.226510283385075,0.00663848667746625,ME,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
897,1.40188203988292,0.150847259781927,ME,2023-04-02,1,1,0,1,1,1,1,1,0,0,1,1,1,1
898,0.844450128529502,0.2214077288778195,ME,2023-04-03,1,1,0,1,1,1,1,1,0,0,1,1,1,1
899,0.430345498393124,0.00854645377951855,ME,2023-04-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
900,1.18627477812268,0.1814281338840365,ME,2023-04-05,1,1,1,1,1,0,1,1,0,0,1,1,0,1
901,0.0136346450568475,0.01031916933788355,ME,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
902,1.17343154110827,0.827674407289885,ME,2023-04-07,1,0,0,1,1,1,1,1,0,0,1,1,1,1
903,0.018009104582532,0.0126335963314898,ME,2023-04-08,1,1,1,1,1,1,1,1,0,1,1,0,1,1
904,NA,NA,ME,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,0.666456344718068,0.212987799144021,ME,2023-04-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1
906,0.266067999933491,0.0174901976586833,ME,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
907,0.475069108286556,0.126367623718813,ME,2023-04-12,1,1,1,1,1,1,1,1,0,0,1,0,1,1
908,1.32310060927679,0.0219771008325028,ME,2023-04-13,1,0,1,1,1,1,1,1,0,0,1,1,1,1
909,NA,NA,ME,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,0.0361388415975821,0.02780002460697815,ME,2023-04-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
911,0.916912850810064,0.310067125216395,ME,2023-04-16,1,1,1,1,1,1,1,1,0,0,1,0,1,1
912,0.290070643020718,0.035320756364023403,ME,2023-04-17,1,1,1,1,1,1,1,1,0,0,1,1,1,1
913,0.512558204935537,0.2479144513826935,ME,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
914,0.644548364841094,0.258213946650345,ME,2023-04-19,1,1,1,1,1,1,1,1,0,0,1,0,1,0
915,1.18645988733105,0.1567720568736265,ME,2023-04-20,1,1,1,0,1,1,1,1,1,0,0,1,1,1
916,0.872965111300698,0.59992746689865,ME,2023-04-21,1,1,0,1,1,1,1,1,0,0,1,1,1,1
917,0.0819649188481458,0.06450930655278,ME,2023-04-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
918,0.282118200611581,0.072642315699359,ME,2023-04-23,1,1,1,1,1,1,1,1,0,0,1,1,1,1
919,0.574361848124267,0.0816982018649325,ME,2023-04-24,1,1,1,1,1,1,1,1,0,1,1,0,1,1
920,1.52583571910578,0.312494135072339,ME,2023-04-25,0,1,0,1,1,0,1,0,0,0,1,0,0,1
921,0.681509040772698,0.1028364945337275,ME,2023-04-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1
922,0.145336705368454,0.1150355651146715,ME,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
923,3.05913491754097,0.550953736116085,ME,2023-04-28,1,0,1,0,1,1,1,1,0,0,0,1,1,1
924,0.863921499595532,0.142926499186246,ME,2023-04-29,1,0,1,1,1,1,1,1,0,0,1,0,1,1
925,0.556809415279182,0.003879206192829845,MI,2023-03-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
926,1.10301157131953,0.071305668577023,MI,2023-03-20,0,1,1,1,1,1,1,0,0,1,1,1,1,1
927,1.28946436717557,0.056917307417002,MI,2023-03-21,1,1,1,1,1,1,0,0,1,1,1,0,1,0
928,0.716152021645093,0.03809434618973705,MI,2023-03-22,1,1,1,1,1,1,1,0,0,0,1,0,1,1
929,4.21178237641041,0.1498882785159265,MI,2023-03-23,1,0,1,1,1,1,0,1,0,0,1,1,1,0
930,1.72229882004603,0.153465842750658,MI,2023-03-24,1,0,1,1,1,1,0,1,0,1,1,0,1,0
931,0.704003274081676,0.0687985427665555,MI,2023-03-25,1,1,1,1,1,1,0,1,0,1,0,0,1,0
932,0.747339575220244,0.104392922903738,MI,2023-03-26,1,1,0,1,1,1,1,1,0,0,1,1,1,1
933,3.20647883881153,0.17264336791175,MI,2023-03-27,0,0,1,1,1,1,0,0,0,0,1,0,1,0
934,3.0416987030216,0.1699624350646695,MI,2023-03-28,0,0,1,1,1,1,1,0,0,1,1,0,1,0
935,1.21508147834804,0.1116932160453905,MI,2023-03-29,1,1,1,1,1,0,0,1,0,1,1,1,0,0
936,1.1097336242123,0.1289048098706835,MI,2023-03-30,1,1,1,1,0,1,1,1,0,0,1,1,1,1
937,1.89312762590042,0.162701877467127,MI,2023-03-31,0,0,1,1,1,1,1,0,0,1,1,0,1,0
938,1.61662848954387,0.17973797554235799,MI,2023-04-01,1,0,1,1,0,1,0,1,0,0,1,0,1,0
939,2.0772893293136,0.2099282019529925,MI,2023-04-02,1,0,1,0,1,1,1,1,0,1,0,1,1,0
940,1.81532420648403,0.123345336336252,MI,2023-04-03,0,1,1,1,1,1,1,0,0,1,1,1,1,1
941,1.71378395694983,0.1388981587213045,MI,2023-04-04,1,1,1,1,1,1,0,1,1,0,0,1,1,0
942,3.90056290427546,0.2688617246967085,MI,2023-04-05,1,0,1,1,1,0,0,1,0,0,1,0,1,0
943,2.73088744720672,0.179819499521181,MI,2023-04-06,1,0,0,0,0,1,0,1,0,0,0,0,1,0
944,1.25939237110127,0.071753886778238,MI,2023-04-07,1,1,0,1,1,1,1,1,0,1,1,0,1,1
945,1.08606021667916,0.0549803513407745,MI,2023-04-08,1,1,1,1,1,1,1,1,0,0,1,0,1,1
946,0.737184425039461,0.01404318357256625,MI,2023-04-09,1,1,1,1,1,1,1,1,0,1,1,0,1,1
947,1.61170796335856,0.080654791262906,MI,2023-04-10,1,1,1,1,0,1,0,1,0,0,1,0,1,1
948,2.41657201971691,0.1951982357366195,MI,2023-04-11,1,1,0,1,1,0,0,1,0,0,1,0,0,0
949,1.49946478014483,0.202110446441137,MI,2023-04-12,1,1,1,0,0,1,1,1,0,1,0,0,1,1
950,1.38357640627147,0.085405138542944,MI,2023-04-13,1,1,1,0,1,1,1,1,0,0,0,0,1,1
951,2.38113624465585,0.2761140333916885,MI,2023-04-14,1,0,1,1,0,0,1,1,0,0,1,0,0,1
952,2.15798264724853,0.213459844627474,MI,2023-04-15,0,1,0,1,1,1,0,0,0,1,1,0,1,0
953,1.84502805181,0.0313229044644435,MI,2023-04-16,1,0,0,1,1,1,1,1,0,1,1,0,1,1
954,1.60535223981765,0.165583329349635,MI,2023-04-17,0,1,1,1,1,0,1,0,0,1,1,1,0,1
955,1.97716950911102,0.299846308523752,MI,2023-04-18,0,0,1,1,1,1,1,0,0,1,1,0,1,1
956,1.37388931050442,0.1068672311393095,MI,2023-04-19,1,0,0,1,1,1,1,1,0,1,1,0,1,1
957,0.677509377829885,0.183855194485463,MI,2023-04-20,1,1,1,1,1,1,1,1,0,0,1,1,1,1
958,1.08343608661276,0.138431182026976,MI,2023-04-21,1,1,0,1,1,1,1,1,0,0,1,0,1,1
959,1.36661732916828,0.134839641676465,MI,2023-04-22,1,1,0,1,1,1,1,1,0,0,1,0,1,1
