...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
730,1.05574561504468,0.433950082330037,KY,2024-01-08,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
731,NA,NA,KY,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,0.0161583091523575,0.01135526803791625,KY,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,0.103986291392115,0.00988588161918755,KY,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,0.0128360386576454,0.0085968195055659,KY,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,0.0383847380837912,0.0074679666756921,KY,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,NA,NA,KY,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,0.0869107488071971,0.004868582790016985,KY,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
739,2.19708501154389,0.442837428244115,KY,2024-01-17,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
740,0.00459576980603529,0.00364642013194417,KY,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,0.0159192132993282,0.00315273329738869,KY,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
742,NA,NA,KY,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.00271042514555156,0.002031508829036,KY,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,1.04638631359347,0.232031572818977,KY,2024-01-23,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
746,0.0167695912152428,0.00151251560801107,KY,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,1.24659919470743,0.3192188997670315,KY,2024-01-25,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
748,NA,NA,KY,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,8.5790437582652e-4,7.20306707080975e-4,KY,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,0.00704384656708246,6.2071740065572e-4,KY,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,7.2498244276594e-4,5.3486312101576e-4,KY,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,0.00238155548139068,4.60868250288505e-4,KY,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,6.781012630047e-4,3.97108056016185e-4,KY,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,NA,NA,KY,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,2.63304001794278,0.47726542192394,LA,2023-12-24,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1
758,2.76909435887238,0.517945013410135,LA,2023-12-25,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
759,5.79061597760287,0.520703139583585,LA,2023-12-26,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
760,1.96963191196452,0.366988559542892,LA,2023-12-27,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
761,2.34665391096515,0.515672194562395,LA,2023-12-28,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
762,3.66974912348273,0.449769052833609,LA,2023-12-29,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
763,0.826759853962269,0.235406866296056,LA,2023-12-30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
764,1.39743502192075,0.411638156988632,LA,2023-12-31,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
765,1.72196907426475,0.343514276323796,LA,2024-01-01,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
766,8.50645151109661,0.521181360131315,LA,2024-01-02,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
767,5.10322829121774,0.43753198709661,LA,2024-01-03,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
768,1.41317220670966,0.2177489779513575,LA,2024-01-04,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
769,2.35483713687862,0.401648398456805,LA,2024-01-05,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0
770,1.94564742094633,0.4161907285007135,LA,2024-01-06,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
771,2.35170756298076,0.3718167109616365,LA,2024-01-07,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
772,5.3709504496558,0.4213799860865575,LA,2024-01-08,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
773,4.5305503790946,0.3904783930522185,LA,2024-01-09,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0
774,1.00995722764438,0.1957235823287995,LA,2024-01-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
775,5.43652940084195,0.3655933860742225,LA,2024-01-11,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
776,5.84555880599031,0.2879946140563215,LA,2024-01-12,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0
777,0.756380974688667,0.2165465516033595,LA,2024-01-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
778,3.2857338922878,0.365638167497109,LA,2024-01-14,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1
779,1.15702327148756,0.45420189384711,LA,2024-01-15,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
780,0.0874258156278661,0.004868582790016985,LA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
781,0.711291863676055,0.150422370180903,LA,2024-01-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
782,2.0988891090365,0.201063494787256,LA,2024-01-18,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1
783,3.23303519275749,0.370429833163352,LA,2024-01-19,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
784,1.97379143013504,0.4611980531651375,LA,2024-01-20,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
785,2.58337693383574,0.350190216023639,LA,2024-01-21,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0
786,3.57160513024796,0.291905454729397,LA,2024-01-22,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1
787,1.60199803355449,0.1884502905747045,LA,2024-01-23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1
788,5.26327213677017,0.3597320713169875,LA,2024-01-24,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
789,2.54066800872901,0.1891611974386235,LA,2024-01-25,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0
790,0.0785644459877953,0.001124806772690085,LA,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,1.07275346223327,0.120943785853378,LA,2024-01-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
792,1.04127869246448,0.097104206692233,LA,2024-01-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
793,0.915008840264717,0.057506739033727,LA,2024-01-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
794,0.0207245098718764,6.2071740065572e-4,LA,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
795,0.0694519295072533,5.3486312101576e-4,LA,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,0.0194572004710546,4.60868250288505e-4,LA,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
797,0.960690262338917,0.087923542346892,LA,2024-02-02,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
798,0.95483529545254,0.0808004226205485,LA,2024-02-03,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
799,0.9863391477353,0.69637169586539,MA,2023-12-24,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
800,NA,NA,MA,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,1.34953682495618,0.176815744071819,MA,2023-12-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
802,1.30616660406007,0.223537638196783,MA,2023-12-27,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
803,0.695336116996507,0.2128838079267335,MA,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
804,0.882851857561747,0.0528582465834985,MA,2023-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
805,0.897597683909015,0.3080755308418005,MA,2023-12-30,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
806,0.363647613277738,0.0417286520914031,MA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,0.820302058509386,0.2241453881182535,MA,2024-01-01,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
808,0.862380389247342,0.192514976801057,MA,2024-01-02,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
809,1.50440943904391,0.244498410725876,MA,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
810,3.03460728241574,0.316989654002996,MA,2024-01-04,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
811,0.766485300459528,0.1656231745564905,MA,2024-01-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
812,0.0933434026877926,0.0195056278839411,MA,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,0.0809600546763497,0.01707531297023705,MA,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
814,1.07924623340116,0.244795094593699,MA,2024-01-08,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
815,1.17395419090086,0.2089105083450485,MA,2024-01-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
816,0.53384149965158,0.01135526803791625,MA,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
817,0.397816360341052,0.00988588161918755,MA,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
818,0.208685257622941,0.0085968195055659,MA,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,0.0116394442809164,0.0074679666756921,MA,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,0.00740790518097671,0.00648104831085435,MA,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
821,0.059697073859193,0.00561954319852865,MA,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
822,0.022504771875603,0.004868582790016985,MA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
823,0.591232010287672,0.1138704879230015,MA,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
824,0.609678304754336,0.1143815688466735,MA,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
825,0.702831199272731,0.1308592239128645,MA,2024-01-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
826,0.00381778264453644,0.002724391303643185,MA,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
827,NA,NA,MA,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,0.0572073357330004,0.002031508829036,MA,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
829,0.850251996527907,0.1333408425938485,MA,2024-01-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
830,1.05888288502865,0.23320776716902,MA,2024-01-24,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0
831,0.0541847693512775,0.00130449439122272,MA,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
832,0.0206094172288654,0.001124806772690085,MA,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,0.0117229830987558,9.69671710649715e-4,MA,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,9.7162128862537e-4,8.35794153747455e-4,MA,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,0.0430858108275722,7.20306707080975e-4,MA,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
836,1.24385319410158,0.242586366408526,MA,2024-01-30,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
837,0.00255260215065842,5.3486312101576e-4,MA,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
838,0.0205337917181883,4.60868250288505e-4,MA,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
839,0.00174674260417801,3.97108056016185e-4,MA,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
840,NA,NA,MA,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,0.54341945772722,0.17653714758503,MD,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
842,0.775484247225906,0.5377103169056,MD,2023-12-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
843,1.0001283782837,0.2788951857640905,MD,2023-12-26,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
844,0.933234938479097,0.197095311011311,MD,2023-12-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
845,1.50669562797166,0.313263028097769,MD,2023-12-28,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
846,2.05439567829274,0.3131644032928105,MD,2023-12-29,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
847,0.937545975493734,0.166606601537412,MD,2023-12-30,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
848,0.351736838574467,0.0417286520914031,MD,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
849,0.883664856027754,0.0369475751802349,MD,2024-01-01,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
850,1.08156217805373,0.23128921351334,MD,2024-01-02,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
851,1.4531985127396,0.2321472729307005,MD,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
852,1.75077678892463,0.2547583879802845,MD,2024-01-04,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0
853,1.22115645387043,0.2236283677861935,MD,2024-01-05,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
854,0.636133367251101,0.264486255210046,MD,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
855,0.858484831834953,0.393101761398323,MD,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
856,0.885926812275563,0.1846142314519375,MD,2024-01-08,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
857,0.298065759272427,0.01302700006847535,MD,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
858,0.494340077960868,0.144348019168518,MD,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
859,0.100304425357704,0.00988588161918755,MD,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
860,0.0916406722828326,0.0085968195055659,MD,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
861,0.0375448748923551,0.0074679666756921,MD,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
862,0.880572489528156,0.289005439943737,MD,2024-01-14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
863,0.0282367225156082,0.00561954319852865,MD,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
864,0.00647325144075744,0.004868582790016985,MD,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
865,0.987093399615908,0.296629899212509,MD,2024-01-17,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0
866,3.19449376161591,0.3388355183008915,MD,2024-01-18,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1
867,0.0172387225189171,0.00315273329738869,MD,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
868,1.7625255078021,0.308373499211306,MD,2024-01-20,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
869,0.029173491561738,0.002353090870631965,MD,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
870,0.771639854096824,0.116409577680593,MD,2024-01-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
871,0.0218217425113717,0.001753202293677775,MD,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
872,0.0826930191020308,0.00151251560801107,MD,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
873,0.741502580482606,0.094509860870402,MD,2024-01-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
874,0.0491982070381001,0.001124806772690085,MD,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
875,0.00121325381834449,9.69671710649715e-4,MD,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
876,0.0011377348140637,8.35794153747455e-4,MD,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,1.18062559578606,0.161745835130951,MD,2024-01-29,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
878,0.0198042628817383,6.2071740065572e-4,MD,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
879,0.00327616317190681,5.3486312101576e-4,MD,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
880,1.24263428514895,0.194925880359862,MD,2024-02-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
881,1.22025750797027,0.162783483988989,MD,2024-02-02,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
882,0.00166092731337499,3.42176385806425e-4,MD,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
883,NA,NA,ME,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,0.121327438586404,0.0253265786068682,ME,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
895,NA,NA,ME,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,0.877357688259076,0.399046061945826,ME,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
899,NA,NA,ME,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,1.30738549620709,0.92005011174059,ME,2024-01-17,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
908,NA,NA,ME,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,2.14157982665089,0.4263021660262795,MI,2023-12-24,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
926,4.03400113997724,0.4510217139920315,MI,2023-12-25,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
927,7.4573033232941,0.4236775747064345,MI,2023-12-26,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
928,13.0653974510763,0.442723323404223,MI,2023-12-27,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
929,12.8680438375936,0.3817414017135575,MI,2023-12-28,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
930,3.43063812727193,0.288217803554622,MI,2023-12-29,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
931,8.86360866472579,0.4743113614841085,MI,2023-12-30,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
932,7.52473968433617,0.55424458549919,MI,2023-12-31,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
933,2.82134774099623,0.2706440410344815,MI,2024-01-01,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
934,9.55529334748704,0.305262857639472,MI,2024-01-02,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
935,19.777511954564,0.427229651581659,MI,2024-01-03,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
