...1,es_score,brier_score,location,target_date,X21L_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
32,1.68490637210875,0.33014849270242,AK,2023-02-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
33,0.358258540924445,0.00882911966183175,AK,2023-02-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
34,0.448045919990984,0.12570847096859,AK,2023-02-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
35,0.729743763143753,0.2162131846754185,AK,2023-02-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
36,1.04066377573523,0.4304916190549715,AK,2023-02-19,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
37,0.91772556961249,0.1196475685732745,AK,2023-02-20,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
38,0.518412352937133,0.113034478622868,AK,2023-02-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
39,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0598734790273934,0.003224217878446795,AK,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,1.258634541723,0.471601884726355,AK,2023-02-24,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
42,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2.24652172702512,0.3505529683329825,AL,2023-01-18,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
47,0.402097713486677,0.2882753046194945,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,0.432378133037328,0.3075361367774835,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
49,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.517255440966637,0.3690988809753195,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
52,0.554625270680714,0.3906067980692255,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
53,0.18732382921767,0.130839401402915,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
54,0.938753323359758,0.423743911032532,AL,2023-01-26,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
55,0.459815423334765,0.247063159689959,AL,2023-01-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
56,1.07527103424447,0.75763063137418,AL,2023-01-28,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
57,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.599114241607595,0.0778844461478345,AL,2023-01-30,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
59,0.0973270540843878,0.0696366960777655,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1.07574963311676,0.372809207700433,AL,2023-02-02,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
62,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.0567808865931651,0.0434407361589348,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,0.922065206133446,0.6492109721552,AL,2023-02-05,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
65,0.645233487051086,0.3511191137774085,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
66,0.956545740972309,0.68690149086617,AL,2023-02-07,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
67,0.389952468421722,0.0261987578230222,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
68,1.19475905540928,0.84909330493315,AL,2023-02-09,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
69,0.0264334192045259,0.0201300259514667,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0197693762063889,0.0134071840720131,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.0602502907120533,0.0116778357712589,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.106731054238756,0.0101596241551776,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.0118671185284534,0.00882911966183175,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.00738051186975702,0.0049882578287081996,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.00665042412048057,0.0043158744413646,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,1.24317368095446,0.882641456125535,AL,2023-02-22,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
82,0.00379647044932985,0.003224217878446795,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,1.27288110018608,0.4738493548562735,AL,2023-02-24,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
84,1.34271018926977,0.94869393592035,AL,2023-02-25,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
85,2.73997931259267,0.4360672703959955,AR,2023-01-15,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0
86,3.10838686968777,0.409725261253858,AR,2023-01-16,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
87,9.83023933754138,0.303404226462875,AR,2023-01-17,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
88,4.49565742633405,0.3526560649053995,AR,2023-01-18,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
89,4.30512705827449,0.3184216449167345,AR,2023-01-19,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
90,4.19076090834251,0.473685887698954,AR,2023-01-20,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
91,0.845293434653517,0.4006861012872875,AR,2023-01-21,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
92,2.77434925681366,0.304113209401591,AR,2023-01-22,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0
93,12.0271377186304,0.3602927146185515,AR,2023-01-23,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
94,1.97963287706729,0.2767317965025405,AR,2023-01-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
95,5.55334294429594,0.400063452963385,AR,2023-01-25,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
96,7.756151404442,0.377567050331095,AR,2023-01-26,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
97,2.28182286683763,0.3449956158364135,AR,2023-01-27,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
98,1.02081029200016,0.351629495496695,AR,2023-01-28,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
99,0.732137095371047,0.2941329794597355,AR,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
100,13.1688673465945,0.483418133594883,AR,2023-01-30,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
101,2.98954156618623,0.450283794556876,AR,2023-01-31,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
102,1.92214629565864,0.413455447787518,AR,2023-02-01,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
103,1.34249776918068,0.4106348045356625,AR,2023-02-02,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
104,2.99669418776503,0.422440977359051,AR,2023-02-03,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
105,0.382451776442966,0.23877739670531,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,0.0540313867277507,0.0383935511382961,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,2.0463248051098,0.293809150892922,AR,2023-02-06,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
108,3.94702891095526,0.48327628768318,AR,2023-02-07,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
109,3.08296687023562,0.502179336626645,AR,2023-02-08,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
110,2.57429267375517,0.4423588092649695,AR,2023-02-09,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
111,9.06073177359504,0.586478300712425,AR,2023-02-10,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
112,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1.0948418832527,0.76923131720318,AR,2023-02-12,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
114,4.03813895313751,0.690510404823235,AR,2023-02-13,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
115,4.86245800445524,0.4423867890026415,AR,2023-02-14,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0
116,1.35399498425402,0.2387231016889225,AR,2023-02-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
117,1.26243110928721,0.2122176566472535,AR,2023-02-16,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
118,0.188191408750603,0.00766503510947865,AR,2023-02-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
119,1.01436524207855,0.4257782488517365,AR,2023-02-18,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
120,0.0312433490212671,0.00576104301105785,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,2.74846419876395,0.4452918868205625,AR,2023-02-20,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
122,5.19002611716839,0.3206665873608355,AR,2023-02-21,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
123,5.06759250321146,0.448543264495127,AR,2023-02-22,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
124,1.77479932374579,0.225090208018345,AR,2023-02-23,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
125,1.84953449606944,0.226645651881031,AR,2023-02-24,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
126,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.47138220296172,0.3277384544316085,AZ,2023-01-15,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
128,8.41025122498168,0.3622686748954265,AZ,2023-01-16,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
129,4.25987544700321,0.2954740426787235,AZ,2023-01-17,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
130,1.59385617747125,0.3408425561500735,AZ,2023-01-18,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1
131,2.80701481290922,0.3357010765030825,AZ,2023-01-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
132,0.874813864928142,0.2517357475688555,AZ,2023-01-20,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
133,0.423419210504285,0.243658765999564,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
134,0.240214567913707,0.172372719691746,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
135,2.67680984012838,0.313704743454491,AZ,2023-01-23,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
136,4.21166983331221,0.4323183544006735,AZ,2023-01-24,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
137,1.75828331234184,0.339028238857111,AZ,2023-01-25,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
138,3.52819134603397,0.401186108928612,AZ,2023-01-26,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
139,1.22201856961255,0.316341566186058,AZ,2023-01-27,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
140,1.21657698837874,0.377716206760697,AZ,2023-01-28,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
141,4.13154069830463,0.4055242493766735,AZ,2023-01-29,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
142,2.38180820464903,0.263959784202707,AZ,2023-01-30,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0
143,3.62366539446341,0.2351865551382575,AZ,2023-01-31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
144,13.1842620977688,0.394797700559805,AZ,2023-02-01,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
145,1.29160680194564,0.160315426243608,AZ,2023-02-02,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
146,2.37756180578684,0.3112888197742415,AZ,2023-02-03,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0
147,0.896984348857916,0.277844728814585,AZ,2023-02-04,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
148,2.75709980689951,0.2543216995547025,AZ,2023-02-05,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1
149,2.45571924328501,0.2469586888661405,AZ,2023-02-06,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
150,1.74361378625776,0.253442781966995,AZ,2023-02-07,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1
151,2.07731042374739,0.077460263657904,AZ,2023-02-08,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
152,0.556856097125703,0.162775150302079,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
153,1.85893849644903,0.345729492369636,AZ,2023-02-10,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
154,0.782040924793951,0.1812881159465345,AZ,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
155,8.25640097392588,0.307756131981004,AZ,2023-02-12,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0
156,12.2228872560923,0.255681764002835,AZ,2023-02-13,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
157,0.922789268345505,0.1228607047221185,AZ,2023-02-14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
158,2.09125893928731,0.2432882917691405,AZ,2023-02-15,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
159,1.61458412043589,0.19462803199029,AZ,2023-02-16,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
160,2.25183894123625,0.189119829746209,AZ,2023-02-17,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
161,2.19806614474769,0.2162131846754185,AZ,2023-02-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
162,4.38773815265954,0.306648016956842,AZ,2023-02-19,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
163,8.63943226364463,0.1780504366850185,AZ,2023-02-20,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
164,2.04512334110425,0.16739378071362,AZ,2023-02-21,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
165,3.35692360064184,0.2779524778849045,AZ,2023-02-22,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
166,0.468047634042141,0.091970613934406,AZ,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1.48907339688121,0.186494965482893,AZ,2023-02-24,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
168,1.96524029803342,0.316974425751458,AZ,2023-02-25,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
169,20.642014266715,0.338316574705973,CA,2023-01-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,24.801256287092,0.3247169445576555,CA,2023-01-16,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0
171,29.3530892990005,0.332889037423291,CA,2023-01-17,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
172,23.9149216255228,0.3241453781562385,CA,2023-01-18,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
173,7.21283881086126,0.358853515614181,CA,2023-01-19,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
174,18.1767833052408,0.335468392968217,CA,2023-01-20,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
175,40.0022967504943,0.326325167600055,CA,2023-01-21,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0
176,23.6112193877097,0.344790780562444,CA,2023-01-22,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
177,34.3111487062946,0.3464723269516185,CA,2023-01-23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
178,29.5762482303476,0.321844625528518,CA,2023-01-24,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
179,29.8689612097703,0.3620855853779235,CA,2023-01-25,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
180,24.7172284131644,0.3368428794310625,CA,2023-01-26,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
181,22.3044623614924,0.36637326251007,CA,2023-01-27,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
182,16.8652538930238,0.33293064418385,CA,2023-01-28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
183,10.5528102462839,0.323029754482606,CA,2023-01-29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
184,18.9097793455605,0.36168199323783,CA,2023-01-30,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
185,12.5888036877501,0.327962065853397,CA,2023-01-31,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
186,16.5968827836146,0.3150801888435475,CA,2023-02-01,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
187,28.3092779569219,0.325542433753238,CA,2023-02-02,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
188,14.6528946022402,0.289834941240676,CA,2023-02-03,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
189,22.2725282012018,0.324117869405638,CA,2023-02-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,45.6989207948453,0.330484315722238,CA,2023-02-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,25.6820921324213,0.2659422028078735,CA,2023-02-06,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
192,36.1093798553168,0.340202803557649,CA,2023-02-07,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
193,29.0524393185915,0.262090300195594,CA,2023-02-08,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
194,40.5336926755377,0.278395726177571,CA,2023-02-09,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
195,26.7380382910906,0.2826096152596965,CA,2023-02-10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
196,20.1558263187415,0.3326617649929295,CA,2023-02-11,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
197,14.6880883556247,0.198943746044386,CA,2023-02-12,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
198,6.38662662782387,0.1579683887298055,CA,2023-02-13,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
199,5.17907544193412,0.1575387765244655,CA,2023-02-14,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1
200,47.6362441433996,0.242822995020663,CA,2023-02-15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
201,50.588652054991,0.2478034804943335,CA,2023-02-16,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
202,15.4523173316384,0.2404496102323795,CA,2023-02-17,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
203,10.2124386171066,0.224534902882501,CA,2023-02-18,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
204,3.95080521617859,0.1714582892801665,CA,2023-02-19,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
205,6.7590768512437,0.1499825658402015,CA,2023-02-20,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1
206,12.3711114779125,0.199953595362541,CA,2023-02-21,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
207,16.1461965492746,0.1798398511520675,CA,2023-02-22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208,35.4861419525091,0.2024947544884015,CA,2023-02-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,12.4002543017519,0.1226448957165395,CA,2023-02-24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
210,15.2606843659777,0.2657220746531925,CA,2023-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1.17313274506429,0.372051564657162,CO,2023-01-15,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
212,1.20293404635911,0.3447912337835815,CO,2023-01-16,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
213,2.09990831937138,0.3576205028151105,CO,2023-01-17,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
214,0.368738377561688,0.253937580684981,CO,2023-01-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
215,0.510037317887845,0.265751847021584,CO,2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
216,3.30859454340944,0.265281289523239,CO,2023-01-20,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1
217,0.226928531306463,0.2576286970909765,CO,2023-01-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
218,NA,NA,CO,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.986946942224223,0.210571296598918,CO,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
220,1.26627973824433,0.410562465443489,CO,2023-01-24,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
221,1.8220130454156,0.2761601499758125,CO,2023-01-25,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
222,1.12440910056016,0.3676405514987235,CO,2023-01-26,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
223,0.928744071168383,0.2424647029195525,CO,2023-01-27,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
