...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X22E_95_CI
1086,NA,NA,MS,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1.46813719588415,0.076455433787308,MS,2023-04-17,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
1088,2.0640984207404802,0.1259223484381895,MS,2023-04-18,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1089,0.51660670165563,0.176075095361738,MS,2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1090,0.169532867042341,0.1141545062325275,MS,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1091,1.06691459135773,0.264157030598624,MS,2023-04-21,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
1092,NA,NA,MS,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,0.00630563884895022,0.004240230037677,MT,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1095,0.0754743539840655,0.004130030973628685,MT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1096,0.0218630843598958,0.00405154409338309,MT,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1097,NA,NA,MT,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,0.00622471754904462,0.004387469266720115,MT,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1104,NA,NA,MT,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,0.00789148136454022,0.00584333556810815,MT,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1109,NA,NA,MT,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,0.997935031646704,0.187366748203836,NC,2023-03-12,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
1136,1.63706297284846,0.095867587197888,NC,2023-03-13,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1137,1.22168257466474,0.115389153465857,NC,2023-03-14,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1138,0.865671195435853,0.00405154409338309,NC,2023-03-15,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1139,0.43443223871921,0.00400401065984823,NC,2023-03-16,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1140,0.595069334297928,0.0566374547307305,NC,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1141,1.16784904077696,0.142974990769376,NC,2023-03-18,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
1142,1.00884513101961,0.141426969146845,NC,2023-03-19,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1143,1.16876848101684,0.0912469374479865,NC,2023-03-20,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
1144,2.74881519257543,0.2441444573376505,NC,2023-03-21,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0
1145,0.944635987100132,0.094278649523632,NC,2023-03-22,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
1146,2.21619854924108,0.169808613440922,NC,2023-03-23,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1147,0.871128275428974,0.061684961188707,NC,2023-03-24,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1148,1.0826684414465,0.1419291314154435,NC,2023-03-25,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1149,1.66879263068956,0.195929014130184,NC,2023-03-26,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1150,0.87073138407053,0.0988856751185615,NC,2023-03-27,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1151,1.0252774793946,0.0691084067479625,NC,2023-03-28,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
1152,2.80018116438178,0.207475972995261,NC,2023-03-29,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1153,2.0686592125394,0.184738241550848,NC,2023-03-30,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0
1154,0.934249387138198,0.008319166549037,NC,2023-03-31,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1155,1.54019364310958,0.168614226321548,NC,2023-04-01,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
1156,1.11385420273875,0.18040972703886551,NC,2023-04-02,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
1157,2.22863044928847,0.04239292435597105,NC,2023-04-03,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1
1158,0.95687314952782,0.147326440775028,NC,2023-04-04,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1159,1.2688461408323,0.0146916731341265,NC,2023-04-05,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1160,1.45183509925131,0.1816784283968375,NC,2023-04-06,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
1161,2.29209639941924,0.217167982327263,NC,2023-04-07,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
1162,0.457163543608207,0.167154142545423,NC,2023-04-08,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1163,0.115860229039817,0.02491092028666485,NC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1164,1.84715901506906,0.114381970538069,NC,2023-04-10,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
1165,1.36884001286753,0.0329064679267255,NC,2023-04-11,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1166,3.4749338283657,0.206940542367305,NC,2023-04-12,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
1167,2.28864602934179,0.1777406578681815,NC,2023-04-13,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
1168,3.77954749392617,0.459999244159283,NC,2023-04-14,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
1169,0.690086478314396,0.057890248791752,NC,2023-04-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1170,1.62681335716408,0.1552576695500735,NC,2023-04-16,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1
1171,6.75574223582009,0.1226575446075615,NC,2023-04-17,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
1172,2.00839109242902,0.166438333886944,NC,2023-04-18,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1
1173,2.231367120766,0.2716608902171775,NC,2023-04-19,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1
1174,2.9781439295914,0.311975360013564,NC,2023-04-20,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
1175,2.98563172743904,0.2314829483066825,NC,2023-04-21,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1
1176,2.42125100256552,0.2921615079969025,NC,2023-04-22,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1177,NA,NA,ND,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.0217054382624147,0.004240230037677,ND,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1179,0.0203822501862136,0.004130030973628685,ND,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1180,1.1587418963463,0.450403170007415,ND,2023-03-15,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1181,0.00506889495037931,0.00400401065984823,ND,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1182,NA,NA,ND,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,0.00553994120199455,0.00404653101207752,ND,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1185,0.0753477163573331,0.004124738174178825,ND,2023-03-20,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1186,0.0423007891349728,0.004237541696251065,ND,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1187,1.06888081174129,0.3038743480469355,ND,2023-03-22,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1188,NA,NA,ND,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,NA,NA,ND,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.00765592995432378,0.00584333556810815,ND,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1193,1.21997712783458,0.865372974426525,ND,2023-03-28,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1194,NA,NA,ND,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,0.0103425963047667,0.0075447214668456,ND,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1196,NA,NA,ND,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,ND,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,NA,ND,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,ND,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,NA,NA,ND,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,NA,NA,ND,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.134259193694766,0.02860868774380235,ND,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1207,0.154534351082013,0.0329064679267255,ND,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1208,0.0505976761942271,0.037888967875498,ND,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1209,0.0646273394050537,0.043647890183905,ND,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1210,NA,NA,ND,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,0.0811420021194457,0.057890248791752,ND,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1212,0.0866351470047502,0.0665803613962305,ND,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1213,0.109006492344745,0.076455433787308,ND,2023-04-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1214,NA,NA,ND,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,0.466403302511539,0.1141545062325275,ND,2023-04-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1217,0.192723084465137,0.129679711300238,ND,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1218,NA,NA,ND,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,4.04213291619124,0.459085323760009,NE,2023-03-12,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
1220,2.23351878277248,0.198400297441209,NE,2023-03-13,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0
1221,1.99660043267145,0.249175278249079,NE,2023-03-14,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
1222,0.8698689301848,0.122972512027924,NE,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1223,1.29500282306979,0.168384248127942,NE,2023-03-16,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
1224,0.145718031898124,0.00398712858291758,NE,2023-03-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1225,0.155325168127013,0.004001073662193295,NE,2023-03-18,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1226,NA,NA,NE,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,0.00545474897751352,0.004124738174178825,NE,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1228,1.11798716689046,0.446443171030613,NE,2023-03-21,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1229,NA,NA,NE,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,0.0790494248755113,0.004577819835820255,NE,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1231,NA,NA,NE,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,0.0260197485667281,0.005438468250729,NE,2023-03-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1234,1.91558833786778,0.59112973236296,NE,2023-03-27,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1
1235,NA,NA,NE,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,0.00940679705062686,0.00688414566948335,NE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1237,0.00994993991061416,0.0075447214668456,NE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1238,NA,NA,NE,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,1.08988548895103,0.77099599738302,NE,2023-04-10,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1249,NA,NA,NE,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NE,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,0.0617665409330066,0.043647890183905,NE,2023-04-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1252,0.223842471955669,0.0502809305131745,NE,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1253,NA,NA,NE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,0.105690599948259,0.076455433787308,NE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1256,NA,NA,NE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,1.02947626763498,0.728080977756195,NE,2023-04-22,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1261,0.00637320997293171,0.00438334434212824,NH,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1262,NA,NA,NH,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,0.00585122374845035,0.004130030973628685,NH,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264,0.0229235142859721,0.00405154409338309,NH,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1265,NA,NA,NH,2023-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,0.0051495899760599,0.004001073662193295,NH,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1268,NA,NA,NH,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,0.00554431112162927,0.004124738174178825,NH,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1270,0.00627353620129165,0.004237541696251065,NH,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1271,1.13662189365378,0.3096901457652625,NH,2023-03-22,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1272,NA,NA,NH,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,NA,NA,NH,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,0.00629221796223808,0.00509753147370335,NH,2023-03-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1275,NA,NA,NH,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,NA,NA,NH,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,0.00873175049316377,0.0063214865485405,NH,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1278,NA,NA,NH,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,NA,NA,NH,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,NA,NA,NH,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,1.00245587299127,0.421130825042725,NH,2023-04-03,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1284,NA,NA,NH,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,NH,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,0.0218455831280636,0.0166845662905735,NH,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1287,NA,NA,NH,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NH,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NH,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,NH,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,0.176898421409577,0.037888967875498,NH,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1293,NA,NA,NH,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,0.0852148381820859,0.057890248791752,NH,2023-04-15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1296,0.0909584544315196,0.0665803613962305,NH,2023-04-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1297,0.588158812878182,0.076455433787308,NH,2023-04-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1298,0.361324633742499,0.087615997313408,NH,2023-04-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1299,NA,NA,NH,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
