...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X22E_95_CI
215,0.382185522412517,0.00400401065984823,CO,2023-03-16,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
216,0.891351241175065,0.182998237485481,CO,2023-03-17,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
217,1.15197257296999,0.452240586110558,CO,2023-03-18,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
218,0.841924058589086,0.15363577046435,CO,2023-03-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
219,0.456426125041981,0.004124738174178825,CO,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
220,0.801158747940394,0.11722901089538,CO,2023-03-21,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
221,4.54599416288602,0.4996544178983995,CO,2023-03-22,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
222,0.623146661340743,0.1144618426268245,CO,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,0.169813662880612,0.004812774521115045,CO,2023-03-24,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
224,0.00659526978548296,0.00509753147370335,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,0.781713778586553,0.1790979356347415,CO,2023-03-26,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
226,0.208953644078442,0.00584333556810815,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,0.153651959139628,0.0063214865485405,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,0.236563204936297,0.00688414566948335,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.1814287003646,0.0075447214668456,CO,2023-03-30,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
230,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0.0117287660097703,0.00922638747910015,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.616905215833221,0.148065185589875,CO,2023-04-03,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
234,0.0705247405018354,0.0129880922545506,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0.0196423515377406,0.01469167313412645,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,0.470342198045382,0.0166845662905735,CO,2023-04-06,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
237,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0.028126770231325,0.0217360029897763,CO,2023-04-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
239,0.0363761466336053,0.02491092028666485,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,0.0410989976734788,0.02860868774380235,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,0.932509713629768,0.1906132245403585,CO,2023-04-11,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
242,0.326479756454492,0.037888967875498,CO,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,0.559159335990455,0.043647890183905,CO,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,1.40185360410823,0.142924016972958,CO,2023-04-14,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
245,0.0850054355802636,0.057890248791752,CO,2023-04-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
246,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.12074687945156,0.2128437010378225,CO,2023-04-17,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
248,0.811984919457756,0.2887228350078665,CO,2023-04-18,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
249,0.718831659659155,0.1001551681447275,CO,2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
250,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,1.02919496642006,0.72627956116237,CO,2023-04-21,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
252,0.551499250595647,0.390747110844185,CO,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,0.0226591771379998,0.00438334434212824,CT,2023-03-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
254,1.00397772695703,0.1874949443580995,CT,2023-03-13,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
255,0.34458744352992,0.004130030973628685,CT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,1.38171184782673,0.2270283589706475,CT,2023-03-15,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
257,0.904009599452322,0.11884214920917,CT,2023-03-16,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
258,0.789664113266621,0.152512820833232,CT,2023-03-17,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
259,0.110614090090723,0.004001073662193295,CT,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,2.13865430727988,0.90708057741481,CT,2023-03-19,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0
261,2.12735135175804,0.2108622975699955,CT,2023-03-20,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
262,0.0778813464660643,0.004237541696251065,CT,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,1.90453014835713,0.229002628351882,CT,2023-03-22,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0
264,0.627189335637416,0.1144618426268245,CT,2023-03-23,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
265,0.168374832422597,0.004812774521115045,CT,2023-03-24,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
266,1.33268953937324,0.1689915075886775,CT,2023-03-25,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
267,0.135252213132215,0.005438468250729,CT,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,0.264045746444146,0.00584333556810815,CT,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,0.00821607166089798,0.0063214865485405,CT,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,0.0349602393114678,0.00688414566948335,CT,2023-03-29,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
271,0.038472352970688,0.0075447214668456,CT,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,NA,NA,CT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,0.0476626568647674,0.00922638747910015,CT,2023-04-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
274,NA,NA,CT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.260975651009117,0.0115323658634498,CT,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,0.018389924009053,0.0129880922545506,CT,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,0.0726446452670313,0.01469167313412645,CT,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,NA,NA,CT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1.60973569340775,0.542992751393805,CT,2023-04-10,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
283,0.373221699311845,0.164227871558549,CT,2023-04-11,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
284,0.363294686828528,0.163737002041607,CT,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
285,0.0606138437441182,0.043647890183905,CT,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,0.0703232259456396,0.0502809305131745,CT,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,NA,NA,CT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,0.802192877382216,0.227412958101635,CT,2023-04-16,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
289,0.336616881639697,0.076455433787308,CT,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,0.393940229914689,0.298300928499706,CT,2023-04-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
291,0.408002787492498,0.1001551681447275,CT,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,0.163545030252067,0.1141545062325275,CT,2023-04-20,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
293,0.189281228067206,0.129679711300238,CT,2023-04-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
294,NA,NA,CT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1.20415904333188,0.4600094899067355,DC,2023-03-12,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
296,0.107736334704821,0.004240230037677005,DC,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,1.12850032778672,0.309915819137446,DC,2023-03-14,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1
298,0.0719378420294766,0.00405154409338309,DC,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,0.00505616702831301,0.00400401065984823,DC,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,0.0193866301026202,0.00398712858291758,DC,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,0.886979684280226,0.183296878641539,DC,2023-03-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
302,0.0434774275476642,0.00404653101207752,DC,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,0.910299577209466,0.1837690535408585,DC,2023-03-20,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
304,NA,NA,DC,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1.20814052198197,0.4623414840145335,DC,2023-03-22,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
306,0.00647118668752708,0.004577819835820255,DC,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,0.0532502587916869,0.004812774521115045,DC,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,1.10739716681078,0.3076986687180195,DC,2023-03-25,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
309,0.0963977681315289,0.005438468250729,DC,2023-03-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
310,1.08680142381253,0.4377909033560965,DC,2023-03-27,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
311,0.833979173109557,0.221084358518036,DC,2023-03-28,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
312,0.931563609182026,0.291464697839732,DC,2023-03-29,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
313,1.00425565138715,0.230755968605995,DC,2023-03-30,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
314,0.994492807265932,0.229838957635875,DC,2023-03-31,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
315,0.0460777287524627,0.00922638747910015,DC,2023-04-01,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
316,NA,NA,DC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,DC,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,1.45023313083715,0.4148946144296485,DC,2023-04-04,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
319,0.977759484603679,0.297295200959075,DC,2023-04-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
320,1.14478200677133,0.80758121878128,DC,2023-04-06,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
321,1.07625531864694,0.4365198928586875,DC,2023-04-07,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
322,0.110622723143075,0.0217360029897763,DC,2023-04-08,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
323,NA,NA,DC,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,0.0398563140749771,0.02860868774380235,DC,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,0.0457717431276972,0.0329064679267255,DC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,NA,NA,DC,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.0620133353429164,0.043647890183905,DC,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,0.0670397190412837,0.0502809305131745,DC,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329,NA,NA,DC,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0.0942451716017075,0.0665803613962305,DC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,0.336026131588528,0.076455433787308,DC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,0.944969839741854,0.3082357337982375,DC,2023-04-18,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
333,NA,NA,DC,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,0.161823536367951,0.1141545062325275,DC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,0.840128012418526,0.3986343498970105,DC,2023-04-21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
336,0.213931083592621,0.146776403130594,DC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,NA,NA,DE,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0.0211707834536128,0.004240230037677,DE,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,0.00518730705161821,0.004130030973628685,DE,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,0.0221150230954049,0.00405154409338309,DE,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,1.3016681277589,0.916294777903385,DE,2023-03-16,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
342,0.880536512996632,0.182998237485481,DE,2023-03-17,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
343,0.0197930274722937,0.004001073662193295,DE,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,0.0729557948119631,0.00404653101207752,DE,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,NA,NA,DE,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,0.0210047954018583,0.004237541696251065,DE,2023-03-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
347,0.0458259200460114,0.004387469266720115,DE,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,1.00545283871631,0.187450063950103,DE,2023-03-23,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
349,0.892353687033091,0.2237793184186645,DE,2023-03-24,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
350,0.0242866457720258,0.00509753147370335,DE,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,0.0073651817888014,0.005438468250729,DE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,0.00820608731303391,0.00584333556810815,DE,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,0.755345711089757,0.178131784124137,DE,2023-03-28,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
354,0.00886603007052383,0.00688414566948335,DE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,0.075686885283817,0.0075447214668456,DE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,0.784836427213419,0.2187227755908035,DE,2023-03-31,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
357,0.0443806041858255,0.00922638747910015,DE,2023-04-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
358,0.0504388006868596,0.01028870541558275,DE,2023-04-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
359,NA,NA,DE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1.10844385452945,0.444279442010722,DE,2023-04-04,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
361,NA,NA,DE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.259860737209533,0.0166845662905735,DE,2023-04-06,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
363,0.0248484393494313,0.01901449512776855,DE,2023-04-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
364,0.0300134725434777,0.0217360029897763,DE,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,NA,NA,DE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.0394549885510802,0.02860868774380235,DE,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,0.294233714876268,0.0329064679267255,DE,2023-04-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
368,0.0538105007058622,0.037888967875498,DE,2023-04-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
369,0.37817663680695,0.043647890183905,DE,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,0.0669127509474396,0.0502809305131745,DE,2023-04-14,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
371,NA,NA,DE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,0.300115059857132,0.0665803613962305,DE,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,0.115169903747867,0.076455433787308,DE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,NA,NA,DE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,0.144708653127523,0.1001551681447275,DE,2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
376,NA,NA,DE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,0.186810073715082,0.129679711300238,DE,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,NA,NA,DE,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,0.93711447175601,0.0525368716741565,FL,2023-03-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
380,5.17490687673144,0.150563876456118,FL,2023-03-13,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0
381,1.57729607990066,0.1088762274587525,FL,2023-03-14,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0
382,2.99525067869061,0.1178133108331205,FL,2023-03-15,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
383,1.61055301516175,0.0456021491718379,FL,2023-03-16,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
384,4.66575927245645,0.1781479973887065,FL,2023-03-17,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
385,0.764238443105616,0.03822933434412595,FL,2023-03-18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
386,2.92683945255411,0.1424119315213395,FL,2023-03-19,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
387,2.4312071643343,0.129105983543643,FL,2023-03-20,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
388,3.90944992164456,0.1414500611486665,FL,2023-03-21,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
389,1.94622519134302,0.0342829125088426,FL,2023-03-22,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
390,3.81856938998012,0.1458978173856495,FL,2023-03-23,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0
391,3.05046339226816,0.1279406784047345,FL,2023-03-24,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
392,6.35862932647613,0.253044665899859,FL,2023-03-25,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0
393,1.09630602843122,0.0995475437770465,FL,2023-03-26,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
394,2.80906019338751,0.1171385351130475,FL,2023-03-27,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0
395,1.8576065481976,0.100854686751442,FL,2023-03-28,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0
396,3.98484035598679,0.1417372808797415,FL,2023-03-29,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0
397,4.89303541110417,0.18127266619639,FL,2023-03-30,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
398,2.00403748284045,0.096910159829781,FL,2023-03-31,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
399,0.835552830925286,0.094858297058249,FL,2023-04-01,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
400,1.44876126704123,0.04337976432222645,FL,2023-04-02,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
401,4.68510637299152,0.1524921880460585,FL,2023-04-03,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
402,4.08686195050858,0.1507686021011225,FL,2023-04-04,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
403,2.39646553057542,0.04732095825895615,FL,2023-04-05,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1
404,3.60596655631898,0.107844762648662,FL,2023-04-06,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
405,2.68188999705229,0.1443268107277855,FL,2023-04-07,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
406,1.38068800462785,0.114373677486853,FL,2023-04-08,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
407,0.80202921300839,0.02491092028666485,FL,2023-04-09,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
408,7.6979267527937,0.1526469356791535,FL,2023-04-10,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1
409,4.5199507879198,0.1783984843342465,FL,2023-04-11,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0
410,4.28824431600726,0.154953857811614,FL,2023-04-12,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
411,8.77872373009309,0.090769397698666,FL,2023-04-13,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
412,4.80230837565191,0.088169524668516,FL,2023-04-14,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
413,4.25893793189,0.218040926415496,FL,2023-04-15,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0
414,4.85675304135331,0.2033389960234505,FL,2023-04-16,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
415,5.11050065230426,0.2280085762879055,FL,2023-04-17,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1
416,1.0330122839253,0.25308079967703,FL,2023-04-18,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
417,4.87926199893063,0.254116226299976,FL,2023-04-19,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
418,6.98968029831306,0.224677935600494,FL,2023-04-20,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
419,12.9228840387056,0.215181000513782,FL,2023-04-21,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1
420,3.15866892166496,0.2156283585419635,FL,2023-04-22,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1
421,1.775344813334,0.3651670333719245,GA,2023-03-12,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
422,1.00303313294577,0.1874949443580995,GA,2023-03-13,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
423,0.0468627020013394,0.004130030973628685,GA,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,1.212884035321,0.143349358126439,GA,2023-03-15,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0
425,0.196442861260314,0.00400401065984823,GA,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,2.40435811610009,0.344654067532705,GA,2023-03-17,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
427,0.272481769159742,0.004001073662193295,GA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,0.195759449885469,0.00404653101207752,GA,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,0.520363638752368,0.004124738174178825,GA,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
430,0.716113762774042,0.1040744687240205,GA,2023-03-21,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
431,1.56273492496989,0.1426121825498965,GA,2023-03-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
432,0.267113749438031,0.004577819835820255,GA,2023-03-23,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
433,0.956606207080861,0.1568915207118635,GA,2023-03-24,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
434,0.135018664699908,0.00509753147370335,GA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
435,0.4196818179586,0.005438468250729,GA,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,0.619219457788347,0.078959605256503,GA,2023-03-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
437,1.42131252400356,0.1514332995362725,GA,2023-03-28,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
438,0.790138315651591,0.17951321675992,GA,2023-03-29,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
