...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,other_95_CI,X23B_95_CI
551,NA,NA,ID,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,0.798372233114259,0.5640528166615,ID,2023-10-06,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
553,0.798997174090264,0.56598229055081,ID,2023-10-07,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
554,NA,NA,ID,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.991586081558499,0.495551441898994,ID,2023-10-09,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
556,0.679365115304192,0.4824003816290225,ID,2023-10-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
557,NA,NA,ID,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.22354960253475,0.158614728832264,ID,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
572,NA,NA,ID,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.98146887698127,0.428670753710178,IL,2023-10-01,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0
590,4.23785003220507,0.343174377936409,IL,2023-10-02,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
591,3.06093383332641,0.316011941381771,IL,2023-10-03,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
592,2.47413895623481,0.4223512244297765,IL,2023-10-04,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0
593,2.49521775290236,0.393078211335839,IL,2023-10-05,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
594,2.18497625298857,0.4100352831717015,IL,2023-10-06,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0
595,2.00735252403934,0.3449915250193225,IL,2023-10-07,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0
596,1.86632829383618,0.415434107332409,IL,2023-10-08,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
597,2.61930102063932,0.3033792691329085,IL,2023-10-09,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0
598,2.84140205850498,0.293182581547461,IL,2023-10-10,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
599,1.83162991304764,0.3503392262203695,IL,2023-10-11,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
600,2.47330404041559,0.304701014537047,IL,2023-10-12,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0
601,2.19917621899007,0.3375143545981855,IL,2023-10-13,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
602,2.00791715609308,0.313453196264111,IL,2023-10-14,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
603,1.60732841346298,0.335900607267149,IL,2023-10-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
604,2.67383945280378,0.3025092599058895,IL,2023-10-16,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
605,3.48931386342636,0.387381737992286,IL,2023-10-17,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
606,2.34915990480285,0.358351743636316,IL,2023-10-18,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
607,3.92638680670941,0.446532832775481,IL,2023-10-19,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
608,2.19483400139766,0.4013341585738665,IL,2023-10-20,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
609,1.04771540526065,0.2997883301570265,IL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
610,1.06323246295841,0.3643896224269575,IL,2023-10-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
611,1.49858879284898,0.337740411488262,IL,2023-10-23,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
612,2.53400138708355,0.363827073623975,IL,2023-10-24,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
613,3.05505225171485,0.352862931364298,IL,2023-10-25,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
614,2.04026854075641,0.378411416412767,IL,2023-10-26,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
615,3.74985676902264,0.394622220433566,IL,2023-10-27,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
616,1.5404221780501,0.320755864337738,IL,2023-10-28,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0
617,2.13681120542354,0.4647268267166965,IL,2023-10-29,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
618,4.1064378365525,0.261647254119261,IL,2023-10-30,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
619,2.27755170451641,0.455853864577578,IL,2023-10-31,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0
620,3.75967643756552,0.4092563073535985,IL,2023-11-01,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0
621,3.16105380199715,0.3379249453121965,IL,2023-11-02,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
622,1.97334799753123,0.298544783416988,IL,2023-11-03,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
623,2.15362430764366,0.4287410903943585,IL,2023-11-04,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
624,3.94592908066224,0.4264749297654285,IL,2023-11-05,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
625,7.23569821014252,0.3271429173630425,IL,2023-11-06,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
626,2.18329288225867,0.340916292714764,IL,2023-11-07,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
627,4.35832916430292,0.3935206437660335,IL,2023-11-08,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
628,3.21462063218759,0.432747818539592,IL,2023-11-09,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
629,1.95516764976896,0.370327788432013,IL,2023-11-10,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1
630,3.36539216653165,0.392959853474782,IL,2023-11-11,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
631,NA,NA,IN,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.31316585536406,0.2206228264059055,IN,2023-10-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
633,1.24192013259136,0.402488060972797,IN,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
634,1.30178620645784,0.433540459169514,IN,2023-10-04,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
635,1.46565792368886,0.459793984406268,IN,2023-10-05,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
636,0.452317808393565,0.309759802602091,IN,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
637,0.575516217316587,0.4148823139996965,IN,2023-10-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
638,NA,NA,IN,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,0.595307259301627,0.421245151773782,IN,2023-10-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
640,0.605045093036078,0.2719198466934295,IN,2023-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
641,1.22251019831371,0.58546338608493,IN,2023-10-11,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
642,0.601212095877897,0.4309590055907245,IN,2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
643,1.00677179512351,0.351853004819297,IN,2023-10-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
644,0.70451777823549,0.2869509539734025,IN,2023-10-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
645,NA,NA,IN,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.627117122491212,0.4441517951537955,IN,2023-10-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
647,0.767277667169059,0.390245753715208,IN,2023-10-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
648,0.562845133171423,0.338068612768671,IN,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,0.470288817296028,0.312872042511553,IN,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
650,0.70911934836095,0.507169989897525,IN,2023-10-20,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
651,NA,NA,IN,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,1.37918665882918,0.4642088260094545,IN,2023-10-22,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0
653,NA,NA,IN,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,0.233189419588102,0.160578895106687,IN,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,0.943401257343262,0.430488257853884,IN,2023-10-25,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
656,1.17863049431355,0.4747297750386305,IN,2023-10-26,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0
657,0.890045105816312,0.631064347618135,IN,2023-10-27,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
658,0.210678972185287,0.1532410003347475,IN,2023-10-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
659,0.799398174255682,0.56427972894079,IN,2023-10-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
660,1.45302064446593,0.490792403528498,IN,2023-10-30,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
661,0.696540314689229,0.4940602622776865,IN,2023-10-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
662,1.74042318933635,0.53837163439484,IN,2023-11-01,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
663,0.901934554800167,0.642263203318335,IN,2023-11-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
664,0.208029400650119,0.145078849219091,IN,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
665,NA,NA,IN,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,1.18014510902963,0.56724972311427,IN,2023-11-05,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0
667,0.915969620318568,0.646757399110625,IN,2023-11-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
668,1.11236570657666,0.3713567224809715,IN,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
669,1.03613011863006,0.400972457562901,IN,2023-11-08,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
670,1.1036348660927,0.3317196230505665,IN,2023-11-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
671,NA,NA,IN,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.561833262718303,0.402488060972797,KS,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
676,NA,NA,KS,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,0.287726090819486,0.2016178803337555,KS,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
681,NA,NA,KS,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,1.42902067525676,0.4824003816290225,KS,2023-10-10,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
683,NA,NA,KS,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.850196711329678,0.598304274441,KS,2023-10-12,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
685,NA,NA,KS,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,1.10959201653099,0.54250047970276,KS,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
690,0.705540992084006,0.502132850828885,KS,2023-10-18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
691,0.241952339376925,0.1715833260321245,KS,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,0.243923936934667,0.1692326042407985,KS,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,NA,NA,KS,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.664285774107662,0.381643321392121,KS,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
696,0.57561329393476,0.3389252186841295,KS,2023-10-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
697,0.574080213016989,0.3392035623908615,KS,2023-10-25,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,NA,NA,KS,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.219859438518617,0.150117908743369,KS,2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
703,NA,NA,KS,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,0.694705683716511,0.50054088735659,KS,2023-11-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
706,NA,NA,KS,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,2.16267124824158,0.4411478661314965,KS,2023-11-06,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0
710,1.22909106889212,0.346681854156793,KS,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
711,2.03024585906653,0.605770041844455,KS,2023-11-08,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
712,0.7685293994463,0.525260623168885,KS,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
713,NA,NA,KS,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.794756864414377,0.40412448338236,KY,2023-10-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
716,0.741976449529772,0.3921697595500205,KY,2023-10-02,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
717,1.53308988066963,0.51827408594942,KY,2023-10-03,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
718,NA,NA,KY,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,0.798332984910379,0.4033956573666495,KY,2023-10-05,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
720,0.566810543682751,0.3403739218197365,KY,2023-10-06,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
721,0.294150580195921,0.204675633363525,KY,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,NA,NA,KY,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.713910156477151,0.198608265985012,KY,2023-10-09,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
724,0.729763891904307,0.2912325626256335,KY,2023-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
725,3.06915133267694,0.4848128321553255,KY,2023-10-11,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
726,0.702576882411593,0.1898870084897925,KY,2023-10-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
727,1.32367945588224,0.434235090690641,KY,2023-10-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
728,1.14348178601666,0.55158475931972,KY,2023-10-14,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
729,NA,NA,KY,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,1.25144959301483,0.599123605310315,KY,2023-10-16,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
731,0.829180833086715,0.585377100615865,KY,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
732,1.10925735354995,0.534645600650765,KY,2023-10-18,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
733,0.88257776123345,0.620270571105755,KY,2023-10-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
734,0.242103306672174,0.1692326042407985,KY,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
735,NA,NA,KY,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1.3657775419773,0.431223984067966,KY,2023-10-23,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
738,1.57267076563437,0.394687591897239,KY,2023-10-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
739,0.782239962813356,0.347955575262734,KY,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
740,1.15538547925636,0.55652702882673,KY,2023-10-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
741,0.66697985711818,0.4808976503462345,KY,2023-10-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
