...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,other_95_CI,X23B_95_CI
742,NA,NA,KY,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.785847867188318,0.3485126363340645,KY,2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
745,0.507536592697344,0.321381486270215,KY,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
746,NA,NA,KY,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,0.7482621636248,0.3954528470284195,KY,2023-11-02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
748,0.200480045813472,0.145078849219091,KY,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
749,NA,NA,KY,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,3.30545042269879,0.4969316038173275,KY,2023-11-06,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
752,1.26477402098702,0.59970405961826,KY,2023-11-07,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
753,0.783425201887288,0.404874786977568,KY,2023-11-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
754,0.757862709456906,0.384464271568266,KY,2023-11-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
755,NA,NA,KY,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,0.200511992899288,0.1405625180867115,KY,2023-11-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,0.915061796716809,0.381152557123062,LA,2023-10-01,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
758,2.24954053435714,0.508225576358385,LA,2023-10-02,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0
759,0.793535019297833,0.3783964991752315,LA,2023-10-03,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
760,0.789750737106092,0.402439645006091,LA,2023-10-04,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
761,1.54544828986719,0.458239090422962,LA,2023-10-05,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0
762,1.49984782053738,0.428694119051938,LA,2023-10-06,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0
763,2.78498688404337,0.489476827161202,LA,2023-10-07,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
764,2.72630313462354,0.52973607780191,LA,2023-10-08,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0
765,1.80078886505223,0.4838949104004725,LA,2023-10-09,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
766,2.3753986983362,0.392927487384954,LA,2023-10-10,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0
767,2.76778928386209,0.48283763527789,LA,2023-10-11,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
768,1.87529574459816,0.483521927891014,LA,2023-10-12,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0
769,1.58763328568725,0.45987337164309,LA,2023-10-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
770,1.17141667840428,0.45836486598568,LA,2023-10-14,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
771,1.28937290367046,0.613149350032955,LA,2023-10-15,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
772,2.18964748606526,0.4656715432612645,LA,2023-10-16,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
773,1.53145131616119,0.4365215052558765,LA,2023-10-17,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
774,1.48368534659767,0.392842208580133,LA,2023-10-18,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1
775,0.712778145133553,0.50464881442582,LA,2023-10-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
776,1.31639456623808,0.469209237002091,LA,2023-10-20,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
777,1.40865344657584,0.4444282834160485,LA,2023-10-21,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1
778,0.236092305056143,0.164751215261963,LA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
779,4.68296104049179,0.51648677064524,LA,2023-10-23,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
780,3.1077861279961,0.486016538774366,LA,2023-10-24,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0
781,1.15852920101339,0.369154342981447,LA,2023-10-25,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1
782,1.42829601978451,0.3594003663919635,LA,2023-10-26,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
783,3.55999613518329,0.4964275898158465,LA,2023-10-27,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
784,2.35770038531656,0.451440947450146,LA,2023-10-28,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
785,2.36922523659702,0.56670435550047,LA,2023-10-29,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0
786,1.14060039992354,0.226551423648338,LA,2023-10-30,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
787,1.52124690110837,0.490614526650811,LA,2023-10-31,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0
788,1.03540837179958,0.517256174635095,LA,2023-11-01,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
789,1.79257417366608,0.482878031185107,LA,2023-11-02,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
790,1.65513141640485,0.422398509702691,LA,2023-11-03,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
791,0.774498710036604,0.54445727156272,LA,2023-11-04,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
792,1.83156774631836,0.575003867819475,LA,2023-11-05,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
793,2.32535069974398,0.50076557775531,LA,2023-11-06,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0
794,0.971354273716264,0.4341504164966265,LA,2023-11-07,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
795,1.66005425360941,0.417951022846078,LA,2023-11-08,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
796,2.7420765127116,0.4331487020963765,LA,2023-11-09,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1
797,0.566423580841409,0.3306872765992955,LA,2023-11-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
798,1.56104644355727,0.415829970191253,LA,2023-11-11,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
799,1.08070127688672,0.52930016917427,MA,2023-10-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
800,2.5188430809149,0.3525416074661125,MA,2023-10-02,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
801,0.871341064839479,0.358407315018538,MA,2023-10-03,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
802,1.77208057493297,0.21411943550461,MA,2023-10-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
803,1.38530023238057,0.435727693157997,MA,2023-10-05,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
804,0.983377980290356,0.340383178808674,MA,2023-10-06,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
805,0.584924075044117,0.4148823139996965,MA,2023-10-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
806,2.3957884297041,0.4976050919532735,MA,2023-10-08,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0
807,1.24334709172395,0.3854181332292265,MA,2023-10-09,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
808,1.214854688322,0.2719198466934295,MA,2023-10-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
809,1.82849770293386,0.3863809143173055,MA,2023-10-11,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
810,1.56319556707317,0.3774464810150955,MA,2023-10-12,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0
811,1.4472033563762,0.420400251914919,MA,2023-10-13,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
812,0.251297604034906,0.1843483758042215,MA,2023-10-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,0.250657064279863,0.1816676420251185,MA,2023-10-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
814,1.34670163785956,0.3726901580628635,MA,2023-10-16,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
815,1.19432014362449,0.37453262365991,MA,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
816,NA,NA,MA,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,0.646368714733475,0.1715833260321245,MA,2023-10-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
818,0.92501975212398,0.2537169506549805,MA,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
819,0.772009647607526,0.3469371587481735,MA,2023-10-21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
820,NA,NA,MA,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,2.01751937629526,0.361682951363391,MA,2023-10-23,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0
822,1.55746515022541,0.220027669632501,MA,2023-10-24,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
823,1.19481108975193,0.294551493343074,MA,2023-10-25,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1
824,0.9089164576726,0.4220949093071595,MA,2023-10-26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
825,1.79834365182561,0.55118338049037,MA,2023-10-27,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
826,NA,NA,MA,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,MA,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,1.33487844196029,0.4823466372799755,MA,2023-10-30,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
829,0.5691527651178,0.148702710262744,MA,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
830,1.15572242415982,0.2912087896407345,MA,2023-11-01,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
831,0.867581921442515,0.61401580742014,MA,2023-11-02,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
832,0.516266943562485,0.324414827991609,MA,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
833,0.196560156947442,0.144088745566501,MA,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,0.914150064864131,0.64561145607407,MA,2023-11-05,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
835,1.35477645254718,0.355196583593314,MA,2023-11-06,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
836,0.882245380999263,0.3105005306804395,MA,2023-11-07,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
837,1.43279227451487,0.420432438002206,MA,2023-11-08,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
838,1.00738835678893,0.3195989619993265,MA,2023-11-09,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
839,1.23914291053022,0.3495614351275385,MA,2023-11-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
840,0.540430657707258,0.1405625180867115,MA,2023-11-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
841,1.2891491721401,0.223931498551355,MD,2023-10-01,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
842,0.645806894687075,0.28023775636910653,MD,2023-10-02,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
843,0.304230613653771,0.2173515580019195,MD,2023-10-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
844,1.61556923731901,0.369770792230134,MD,2023-10-04,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
845,0.794500223230545,0.320117964752076,MD,2023-10-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
846,1.43085742035,0.2748009293037395,MD,2023-10-06,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
847,1.54530232322935,0.4634079369619525,MD,2023-10-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
848,0.713570761913454,0.2016178803337555,MD,2023-10-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
849,0.850302725104324,0.3830127632467605,MD,2023-10-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
850,1.15789736352689,0.3390245173764805,MD,2023-10-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
851,1.22651951538168,0.2938508136891285,MD,2023-10-11,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
852,1.50158341503984,0.424099024711527,MD,2023-10-12,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0
853,0.563940306226776,0.338390568099158,MD,2023-10-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
854,NA,NA,MD,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,NA,NA,MD,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,1.14788240199027,0.3380861293997015,MD,2023-10-16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
857,0.899514980578881,0.3189950170255085,MD,2023-10-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
858,1.26605705470399,0.3170059464844225,MD,2023-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
859,1.10322864463774,0.377098611380573,MD,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
860,1.49338167686011,0.261190284314622,MD,2023-10-20,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
861,2.00186298303315,0.4346610483744065,MD,2023-10-21,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0
862,1.50704284595839,0.164751215261963,MD,2023-10-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
863,1.1240972757498,0.3416910621383265,MD,2023-10-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
864,2.19047381176952,0.289628208938026,MD,2023-10-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
865,0.862130446960854,0.310095702148152,MD,2023-10-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
866,2.19670296555679,0.2253764876381295,MD,2023-10-26,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
867,2.00868663186545,0.261706365156673,MD,2023-10-27,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1
868,2.78881168297711,0.3786763282970305,MD,2023-10-28,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
869,0.563176265599565,0.263590510305265,MD,2023-10-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
870,0.564852382565107,0.2636760736717455,MD,2023-10-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
871,1.39645212830119,0.3871124775111945,MD,2023-10-31,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
872,1.80748787749712,0.444801498585061,MD,2023-11-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
873,1.63366472156417,0.2524442473923515,MD,2023-11-02,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1
874,1.58024104078988,0.4301246241184975,MD,2023-11-03,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0
875,1.21967989145769,0.304236155964988,MD,2023-11-04,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
876,1.36390202911571,0.20436150686041,MD,2023-11-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
877,4.05973598626393,0.408802171102463,MD,2023-11-06,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
878,1.90058938137656,0.4379712738835575,MD,2023-11-07,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1
879,2.1840621833252,0.29436792869708,MD,2023-11-08,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0
880,2.20430656450543,0.309961683723627,MD,2023-11-09,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
881,1.31555078014693,0.242274944402974,MD,2023-11-10,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0
882,1.3202012221242,0.1405625180867115,MD,2023-11-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
883,NA,NA,ME,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,0.785750362952573,0.55831238825785,ME,2023-10-03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
886,NA,NA,ME,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,0.685396750298532,0.4824003816290225,ME,2023-10-10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
893,NA,NA,ME,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2023-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2023-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2023-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1.9135390383946,0.4407412285160975,MI,2023-10-01,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0
926,10.3929532152387,0.4156589474996595,MI,2023-10-02,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
927,3.99911579615206,0.409800245576393,MI,2023-10-03,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
928,2.82004036799321,0.358865841861635,MI,2023-10-04,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
929,3.27574056917683,0.3660848838129425,MI,2023-10-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0
930,2.9929914575241,0.38103571096478,MI,2023-10-06,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
931,2.08205009056806,0.3744300840353715,MI,2023-10-07,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
932,2.77147227767627,0.3985245778446925,MI,2023-10-08,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
933,5.41813740924046,0.41913284024967,MI,2023-10-09,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
934,7.22930360865545,0.3806674459912805,MI,2023-10-10,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
935,4.73917478313235,0.337761398954098,MI,2023-10-11,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
