...1,es_score,brier_score,location,target_date,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
608,0.00980088769497764,4.42680985551063e-5,IL,2024-03-01,1,1,1,1,1,1,1,1
609,4.80549767521554e-5,3.89254967835755e-5,IL,2024-03-02,1,1,1,1,1,1,1,1
610,0.00206262590073854,3.423841823418245e-5,IL,2024-03-03,1,1,1,1,1,1,1,1
611,0.007291600437729,3.012554248224215e-5,IL,2024-03-04,1,1,1,1,1,1,1,1
612,0.00148278308687996,2.651569624122625e-5,IL,2024-03-05,1,1,1,1,1,1,1,1
613,1.25452305237658,0.076240536089582,IL,2024-03-06,1,0,1,0,1,0,1,0
614,1.33966450527644,0.165254946740079,IL,2024-03-07,1,0,1,0,1,0,1,0
615,1.28660908299784,0.066259309750229,IL,2024-03-08,1,0,0,1,1,0,0,1
616,1.32236963460142,0.09037707240301,IL,2024-03-09,1,0,0,1,1,0,0,1
617,2.3490926794682e-4,1.408405326096365e-5,IL,2024-03-10,1,1,1,1,1,1,1,1
618,8.5937493318237e-4,1.24246383517707e-5,IL,2024-03-11,1,1,1,1,1,1,1,1
619,1.35316871910642,0.1419823496203705,IL,2024-03-12,1,0,1,0,1,0,1,0
620,6.4830040717437e-4,9.68154184048435e-6,IL,2024-03-13,1,1,1,1,1,1,1,1
621,2.77058381004407,0.331526564027516,IL,2024-03-14,1,0,1,0,1,0,1,0
622,1.36240046106384,0.110641220286992,IL,2024-03-15,1,0,0,1,1,1,0,0
623,2.0947331306844e-4,6.6814773810868e-6,IL,2024-03-16,1,1,1,1,1,1,1,1
624,2.8916424769018e-4,5.90991907633955e-6,IL,2024-03-17,1,1,1,1,1,1,1,1
625,3.6782280628144e-4,5.2299426253028e-6,IL,2024-03-18,1,1,1,1,1,1,1,1
626,2.38815084061538,0.1992656511940215,IL,2024-03-19,1,0,0,0,1,0,0,0
627,3.3982681346001e-4,4.101676268799665e-6,IL,2024-03-20,1,1,1,1,1,1,1,1
628,7.0571426662813e-4,3.635108334030065e-6,IL,2024-03-21,1,1,1,1,1,1,1,1
629,1.1677161363049e-4,3.22324642034166e-6,IL,2024-03-22,1,1,1,1,1,1,1,1
630,9.08349369394962e-5,2.859518262747435e-6,IL,2024-03-23,1,1,1,1,1,1,1,1
631,NA,NA,IN,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
632,5.9949927272484e-4,4.65494743656585e-4,IN,2024-02-12,1,1,1,1,1,1,1,1
633,1.35684451843494,0.96083546973397,IN,2024-02-13,1,0,1,0,1,0,1,0
634,NA,NA,IN,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,IN,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,IN,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,IN,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
641,2.7884048854141e-4,1.4255540542406e-4,IN,2024-02-21,1,1,1,1,1,1,1,1
642,NA,NA,IN,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,IN,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
646,1.2194763527757e-4,7.426222194733e-5,IN,2024-02-26,1,1,1,1,1,1,1,1
647,NA,NA,IN,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
648,3.8720518373961e-4,5.730477005222e-5,IN,2024-02-28,1,1,1,1,1,1,1,1
649,NA,NA,IN,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,IN,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
654,3.83958981470221e-5,2.651569624122625e-5,IN,2024-03-05,1,1,1,1,1,1,1,1
655,NA,NA,IN,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
656,2.46921687534199e-5,2.05636906690884e-5,IN,2024-03-07,1,1,1,1,1,1,1,1
657,NA,NA,IN,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
661,NA,NA,IN,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
662,1.13702770448412e-5,9.68154184048435e-6,IN,2024-03-13,1,1,1,1,1,1,1,1
663,1.30390490397847e-5,8.55180993031045e-6,IN,2024-03-14,1,1,1,1,1,1,1,1
664,NA,NA,IN,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
668,NA,NA,IN,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
669,NA,NA,IN,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,IN,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,IN,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
676,4.6155688133045e-4,3.57644872432915e-4,KS,2024-02-14,1,1,1,1,1,1,1,1
677,4.442327652365e-4,3.1351025343843e-4,KS,2024-02-15,1,1,1,1,1,1,1,1
678,4.9317869671194e-4,2.74842061182865e-4,KS,2024-02-16,1,1,1,1,1,1,1,1
679,NA,NA,KS,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
681,1.37268263553044,0.973674222136,KS,2024-02-19,1,0,1,0,1,0,1,0
682,2.6505190622298e-4,1.62510003519615e-4,KS,2024-02-20,1,1,1,1,1,1,1,1
683,NA,NA,KS,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
684,1.498924953594e-4,1.2507282762053e-4,KS,2024-02-22,1,1,1,1,1,1,1,1
685,NA,NA,KS,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
688,1.1391490224892e-4,7.426222194733e-5,KS,2024-02-26,1,1,1,1,1,1,1,1
689,NA,NA,KS,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,KS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,KS,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,KY,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
718,4.8384488721568e-4,3.57644872432915e-4,KY,2024-02-14,1,1,1,1,1,1,1,1
719,1.36197524281256,0.965687327644595,KY,2024-02-15,1,0,1,0,1,0,1,0
720,NA,NA,KY,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
722,2.9475039120318e-4,2.112868547379e-4,KY,2024-02-18,1,1,1,1,1,1,1,1
723,0.0010878696432672,1.8528717798681e-4,KY,2024-02-19,1,1,1,1,1,1,1,1
724,1.34627918356473,0.4877625293269715,KY,2024-02-20,1,0,1,0,1,0,1,0
725,NA,NA,KY,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
730,1.39000119380936,0.983441893688065,KY,2024-02-26,1,0,1,0,1,0,1,0
731,1.156685270663e-4,6.5226279924735e-5,KY,2024-02-27,1,1,1,1,1,1,1,1
732,9.59826743066397e-5,5.730477005222e-5,KY,2024-02-28,1,1,1,1,1,1,1,1
733,NA,NA,KY,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
734,5.23117595662946e-5,4.42680985551063e-5,KY,2024-03-01,1,1,1,1,1,1,1,1
735,5.64695474368597e-5,3.89254967835755e-5,KY,2024-03-02,1,1,1,1,1,1,1,1
736,NA,NA,KY,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
737,4.96106116736946e-5,3.012554248224215e-5,KY,2024-03-04,1,1,1,1,1,1,1,1
738,NA,NA,KY,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
739,1.2822674348015e-4,2.33465864453104e-5,KY,2024-03-06,1,1,1,1,1,1,1,1
740,NA,NA,KY,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
745,1.70554155396246e-5,1.096531770177355e-5,KY,2024-03-12,1,1,1,1,1,1,1,1
746,NA,NA,KY,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,KY,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,KY,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,KY,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
757,0.0320122782233311,5.3108027915252e-4,LA,2024-02-11,1,1,1,1,1,1,1,1
758,2.80431509070583,0.1325648035385865,LA,2024-02-12,0,0,1,1,0,0,1,0
759,0.124560855315632,4.0801470849131e-4,LA,2024-02-13,1,1,1,1,1,1,1,1
760,0.0289709852405243,3.57644872432915e-4,LA,2024-02-14,1,1,1,1,1,1,1,1
761,2.16257343078796,0.129030019238926,LA,2024-02-15,1,0,1,0,1,0,1,0
762,0.021490925532614,2.74842061182865e-4,LA,2024-02-16,1,1,1,1,1,1,1,1
763,0.00307173574548954,2.40965144533435e-4,LA,2024-02-17,1,1,1,1,1,1,1,1
764,1.13608001229613,0.070390026077437,LA,2024-02-18,0,0,1,1,0,0,1,1
765,0.0293715898267468,1.8528717798681e-4,LA,2024-02-19,1,1,1,1,1,0,1,0
766,2.43614176004201,0.1159992379586965,LA,2024-02-20,0,0,1,1,0,0,1,1
767,0.0363085069791848,1.4255540542406e-4,LA,2024-02-21,1,1,1,1,1,1,1,1
768,0.0133562580664174,1.2507282762053e-4,LA,2024-02-22,1,1,1,1,1,1,1,1
769,0.043376875534667,1.09755072160705e-4,LA,2024-02-23,1,1,1,1,1,1,1,1
770,0.00535314612560796,9.633300086748e-5,LA,2024-02-24,1,1,1,1,1,1,1,1
771,1.31669796950756,0.2456407641583285,LA,2024-02-25,1,0,1,0,1,0,1,0
772,2.57807828189983,0.132009545807298,LA,2024-02-26,0,0,1,1,0,0,1,1
773,1.17207545342007,0.082101562062556,LA,2024-02-27,1,0,1,0,1,0,1,0
774,0.013768994199056,5.730477005222e-5,LA,2024-02-28,1,1,1,1,1,1,1,1
775,0.00295168219444936,5.0359137254195e-5,LA,2024-02-29,1,1,1,1,1,1,1,1
776,0.00242718585251685,4.42680985551063e-5,LA,2024-03-01,1,1,1,1,1,1,1,1
777,0.00119364861659584,3.89254967835755e-5,LA,2024-03-02,1,1,1,1,1,1,1,1
778,4.9141092984585e-4,3.423841823418245e-5,LA,2024-03-03,1,1,1,1,1,1,1,1
779,0.00461076230403751,3.012554248224215e-5,LA,2024-03-04,1,1,1,1,1,1,1,1
780,1.2782682714138,0.0990465252295815,LA,2024-03-05,1,0,1,0,1,0,1,0
781,0.00927488047687919,2.33465864453104e-5,LA,2024-03-06,1,1,1,1,1,1,1,1
782,5.913061977347e-4,2.05636906690884e-5,LA,2024-03-07,1,1,1,1,1,1,1,1
783,4.34587826801426e-5,1.81192855982136e-5,LA,2024-03-08,1,1,1,1,1,1,1,1
784,1.8673275887221e-4,1.597159657189515e-5,LA,2024-03-09,1,1,1,1,1,1,1,1
785,5.3428988525491e-4,1.408405326096365e-5,LA,2024-03-10,1,1,1,1,1,1,1,1
786,3.9988193912243e-4,1.24246383517707e-5,LA,2024-03-11,1,1,1,1,1,1,1,1
787,7.6188249895446e-4,1.096531770177355e-5,LA,2024-03-12,1,1,1,1,1,1,1,1
788,9.23704104572893e-5,9.68154184048435e-6,LA,2024-03-13,1,1,1,1,1,1,1,1
789,2.74828198541274,0.1659178648568745,LA,2024-03-14,1,0,0,1,1,0,0,1
790,1.15541248050565e-5,7.5572883945247e-6,LA,2024-03-15,1,1,1,1,1,1,1,1
791,1.3939903066986e-4,6.6814773810868e-6,LA,2024-03-16,1,1,1,1,1,1,1,1
792,1.39452895822711,0.2490447158584165,LA,2024-03-17,1,0,0,1,1,0,0,1
793,8.5254299321386e-4,5.2299426253028e-6,LA,2024-03-18,1,1,1,1,1,1,1,1
794,5.8237744597315e-4,4.63044106741524e-6,LA,2024-03-19,1,1,1,1,1,1,1,1
795,2.2047589397522e-5,4.10167626879967e-6,LA,2024-03-20,1,1,1,1,1,1,1,1
796,5.79721062907781e-5,3.635108334030065e-6,LA,2024-03-21,1,1,1,1,1,1,1,1
797,9.13117810018294e-5,3.22324642034166e-6,LA,2024-03-22,1,1,1,1,1,1,1,1
798,2.30375388912034e-5,2.859518262747435e-6,LA,2024-03-23,1,1,1,1,1,1,1,1
799,0.0187030231933065,5.3108027915252e-4,MA,2024-02-11,1,1,1,1,1,1,1,1
800,0.0202121454763196,4.65494743656585e-4,MA,2024-02-12,1,1,1,1,1,1,1,1
801,0.014556008440706,4.0801470849131e-4,MA,2024-02-13,1,1,1,1,1,1,1,1
802,0.0172792944542589,3.57644872432915e-4,MA,2024-02-14,1,1,1,1,1,1,1,1
803,0.00379297749706511,3.1351025343843e-4,MA,2024-02-15,1,1,1,1,1,1,1,1
804,0.00384786321911866,2.74842061182865e-4,MA,2024-02-16,1,1,1,1,1,1,1,1
805,NA,NA,MA,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
807,NA,NA,MA,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
808,0.00193536310441051,1.62510003519615e-4,MA,2024-02-20,1,1,1,1,1,1,1,1
809,0.00175391364220862,1.4255540542406e-4,MA,2024-02-21,1,1,1,1,1,1,1,1
810,0.00260212672343052,1.2507282762053e-4,MA,2024-02-22,1,1,1,1,1,1,1,1
811,0.00369015382914029,1.09755072160705e-4,MA,2024-02-23,1,1,1,1,1,1,1,1
812,NA,NA,MA,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
813,1.0786206821633e-4,8.4570869489615e-5,MA,2024-02-25,1,1,1,1,1,1,1,1
814,1.2067484307721e-4,7.426222194733e-5,MA,2024-02-26,1,1,1,1,1,1,1,1
815,7.40199377115055e-5,6.5226279924735e-5,MA,2024-02-27,1,1,1,1,1,1,1,1
816,5.02470077680846e-5,5.730477005222e-5,MA,2024-02-28,1,1,1,1,1,1,1,1
817,NA,NA,MA,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
818,5.771602346406e-4,4.42680985551063e-5,MA,2024-03-01,1,1,1,1,1,1,1,1
819,NA,NA,MA,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
821,3.72221008902284e-5,3.012554248224215e-5,MA,2024-03-04,1,1,1,1,1,1,1,1
822,NA,NA,MA,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
823,1.37742681197263,0.33029783443337,MA,2024-03-06,1,0,1,0,1,0,1,0
824,NA,NA,MA,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
825,NA,NA,MA,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
826,NA,NA,MA,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,MA,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
828,NA,NA,MA,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
829,1.48351002553443e-5,1.096531770177355e-5,MA,2024-03-12,1,1,1,1,1,1,1,1
830,1.735816609747e-4,9.68154184048435e-6,MA,2024-03-13,1,1,1,1,1,1,1,1
831,NA,NA,MA,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
832,1.98414162517627e-5,7.5572883945247e-6,MA,2024-03-15,1,1,1,1,1,1,1,1
833,6.90136219778969e-6,6.6814773810868e-6,MA,2024-03-16,1,1,1,1,1,1,1,1
834,NA,NA,MA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
835,8.39747866448817e-5,5.2299426253028e-6,MA,2024-03-18,1,1,1,1,1,1,1,1
836,NA,NA,MA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
837,1.19501045996321e-5,4.10167626879967e-6,MA,2024-03-20,1,1,1,1,1,1,1,1
838,NA,NA,MA,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
839,4.99217388284616e-6,3.22324642034166e-6,MA,2024-03-22,1,1,1,1,1,1,1,1
840,NA,NA,MA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
841,NA,NA,MD,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
842,0.0166914966096917,4.65494743656585e-4,MD,2024-02-12,1,1,1,1,1,0,1,0
843,5.8001140975065e-4,4.0801470849131e-4,MD,2024-02-13,1,1,1,1,1,1,1,1
844,0.0127256555561917,3.57644872432915e-4,MD,2024-02-14,1,1,1,1,1,1,1,1
845,0.00176675130464379,3.1351025343843e-4,MD,2024-02-15,1,1,1,1,1,1,1,1
846,0.00167066328352767,2.74842061182865e-4,MD,2024-02-16,1,1,1,1,1,1,1,1
847,0.00139029921415655,2.40965144533435e-4,MD,2024-02-17,1,1,1,1,1,1,1,1
848,0.00110988021382881,2.112868547379e-4,MD,2024-02-18,1,1,1,1,1,1,1,1
849,0.0039674783292241,1.8528717798681e-4,MD,2024-02-19,1,1,1,1,1,1,1,1
850,0.00396882154160798,1.62510003519615e-4,MD,2024-02-20,1,1,1,1,1,1,1,1
851,7.8840751129111e-4,1.4255540542406e-4,MD,2024-02-21,1,1,1,1,1,1,1,1
852,0.00471319179020696,1.2507282762053e-4,MD,2024-02-22,1,1,1,1,1,1,1,1
853,1.2208905662802e-4,1.09755072160705e-4,MD,2024-02-23,1,1,1,1,1,1,1,1
854,1.5948086332576e-4,9.633300086748e-5,MD,2024-02-24,1,1,1,1,1,1,1,1
855,9.9222726958636e-4,8.4570869489615e-5,MD,2024-02-25,1,1,1,1,1,1,1,1
856,0.00362949838040977,7.426222194733e-5,MD,2024-02-26,1,1,1,1,1,1,1,1
857,3.4488426212869e-4,6.5226279924735e-5,MD,2024-02-27,1,1,1,1,1,1,1,1
858,1.33528184912187,0.1979050793385815,MD,2024-02-28,1,0,0,1,1,0,0,1
859,3.1237591010679e-4,5.0359137254195e-5,MD,2024-02-29,1,1,1,1,1,1,1,1
860,NA,NA,MD,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
861,NA,NA,MD,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
862,NA,NA,MD,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
863,NA,NA,MD,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
864,1.8247597597765e-4,2.651569624122625e-5,MD,2024-03-05,1,1,1,1,1,1,1,1
865,1.36605751847306,0.1985916492644005,MD,2024-03-06,1,0,0,1,1,0,0,1
866,4.1040477500023e-5,2.05636906690884e-5,MD,2024-03-07,1,1,1,1,1,1,1,1
867,1.88514667609782e-5,1.81192855982136e-5,MD,2024-03-08,1,1,1,1,1,1,1,1
868,3.17208101411762e-5,1.597159657189515e-5,MD,2024-03-09,1,1,1,1,1,1,1,1
869,NA,NA,MD,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
870,NA,NA,MD,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
871,NA,NA,MD,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
872,NA,NA,MD,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
873,9.89949494573702e-6,8.55180993031045e-6,MD,2024-03-14,1,1,1,1,1,1,1,1
874,1.0203550833923e-4,7.5572883945247e-6,MD,2024-03-15,1,1,1,1,1,1,1,1
875,NA,NA,MD,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
876,3.4181541731064e-5,5.90991907633955e-6,MD,2024-03-17,1,1,1,1,1,1,1,1
877,2.71953267559745e-5,5.2299426253028e-6,MD,2024-03-18,1,1,1,1,1,1,1,1
878,NA,NA,MD,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
879,1.02106219265685e-5,4.10167626879967e-6,MD,2024-03-20,1,1,1,1,1,1,1,1
880,NA,NA,MD,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
881,7.60846898040885e-6,3.22324642034166e-6,MD,2024-03-22,1,1,1,1,1,1,1,1
882,8.30143362311967e-6,2.859518262747435e-6,MD,2024-03-23,1,1,1,1,1,1,1,1
883,NA,NA,ME,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
