...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22C_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI,X22C_95_CI
934,2.03979145462687,0.2421316210419745,MI,2022-08-09,1,0,1,0,0,0,1,0
935,2.21166286930615,0.147786062881824,MI,2022-08-10,1,1,0,1,0,0,0,1
936,2.49429236968947,0.1288352097209925,MI,2022-08-11,1,0,0,0,1,0,0,0
937,5.05847771646608,0.146453054887706,MI,2022-08-12,0,0,0,1,0,0,0,1
938,7.34907376523583,0.161216657108668,MI,2022-08-13,0,0,0,0,0,0,0,0
939,3.67711559784112,0.1132660160279365,MI,2022-08-14,1,1,0,1,0,0,0,1
940,8.56221598653607,0.1647564262597955,MI,2022-08-15,0,0,1,0,0,0,1,0
941,0.639226071571966,0.072888591189058,MI,2022-08-16,1,1,1,1,0,0,1,1
942,1.30710244245236,0.0675780967242745,MI,2022-08-17,1,1,0,1,0,1,0,1
943,1.14426092363562,0.091067956372283,MI,2022-08-18,1,1,1,1,0,0,1,0
944,6.50487848162087,0.1335687277786275,MI,2022-08-19,1,0,0,1,0,0,0,0
945,2.4421973698532,0.110828323304549,MI,2022-08-20,0,0,0,1,0,0,0,1
946,4.90517512648176,0.1209372138537535,MI,2022-08-21,1,0,0,1,0,0,0,1
947,9.58651375657526,0.138045725670348,MI,2022-08-22,0,0,0,1,0,0,0,1
948,0.500037327671514,0.060538639610712,MI,2022-08-23,1,1,1,1,1,1,1,1
949,5.07777611717752,0.1565328848046475,MI,2022-08-24,0,0,1,1,0,0,1,1
950,1.98851462846716,0.07431675825419,MI,2022-08-25,1,1,0,1,1,0,0,1
951,2.98802297237991,0.0944052178602075,MI,2022-08-26,1,0,0,0,0,0,0,0
952,3.73490871867452,0.116250649456327,MI,2022-08-27,1,0,0,0,0,0,0,1
953,1.77270028382355,0.054690345824547,MI,2022-08-28,1,1,0,1,0,1,0,1
954,1.35079811465219,0.0728245595582625,MI,2022-08-29,1,1,0,1,0,0,0,1
955,0.509482789906996,0.0766689012845915,MI,2022-08-30,1,1,1,1,1,1,1,1
956,1.02622735660638,0.0437831830563725,MI,2022-08-31,1,1,1,1,0,0,1,1
957,5.64413340190617,0.1453940805161715,MI,2022-09-01,0,0,0,1,0,0,0,1
958,4.33510988870465,0.119828921540529,MI,2022-09-02,0,0,0,1,0,0,0,1
959,5.35329934866678,0.1116879951749535,MI,2022-09-03,0,0,0,1,0,0,0,1
960,1.2201164654596801,0.0586387258441035,MI,2022-09-04,1,1,0,1,0,1,0,1
961,1.09910344063455,0.052882667482001,MI,2022-09-05,1,1,1,0,0,1,1,0
962,1.93117005534834,0.064027586030902,MI,2022-09-06,1,1,0,1,0,0,0,1
963,0.542340546273278,0.0564163521596235,MI,2022-09-07,1,1,1,1,0,0,1,1
964,3.92570231165023,0.124413426522616,MI,2022-09-08,0,0,1,1,0,0,1,1
965,1.35759754901736,0.079966344464929,MI,2022-09-09,1,1,1,0,0,0,1,0
966,10.1897368571958,0.1220860966638605,MI,2022-09-10,0,0,1,1,0,0,1,1
967,2.12266629571769,0.0948004671233195,MN,2022-07-31,1,0,1,0,0,0,1,0
968,2.13780143795222,0.144510939684232,MN,2022-08-01,1,1,1,1,0,0,1,0
969,2.87123323436485,0.1760366732870515,MN,2022-08-02,0,0,1,1,0,0,1,0
970,2.49853311419473,0.063485983354087,MN,2022-08-03,0,0,1,1,0,0,1,1
971,2.77035634098625,0.1410867627909235,MN,2022-08-04,1,1,1,0,0,1,1,0
972,1.3409269203807,0.128320901844965,MN,2022-08-05,1,1,0,1,0,0,0,0
973,1.49304033469466,0.143411973654629,MN,2022-08-06,1,1,0,1,0,0,0,1
974,0.920777819459741,0.086586319472019,MN,2022-08-07,1,1,1,1,1,0,1,0
975,2.67068785226424,0.153321936311946,MN,2022-08-08,0,0,0,1,0,0,0,0
976,2.88756689312496,0.136211458735641,MN,2022-08-09,1,0,0,1,0,0,0,1
977,4.1134455623257304,0.1429201006163385,MN,2022-08-10,0,0,1,1,0,0,1,1
978,2.7084296988869,0.114266611929827,MN,2022-08-11,0,1,0,1,0,0,0,1
979,4.82418178949203,0.15613684362349,MN,2022-08-12,0,0,1,0,0,0,1,0
980,0.968193296852171,0.1003523828160535,MN,2022-08-13,1,1,1,1,1,1,1,1
981,4.2019335060336,0.149277885500397,MN,2022-08-14,0,0,1,1,0,0,1,0
982,10.8863613515583,0.167868594810328,MN,2022-08-15,0,0,0,0,0,0,0,0
983,1.72683499310228,0.1060318997729645,MN,2022-08-16,1,1,1,0,1,1,1,1
984,6.99244088857252,0.1700459597970215,MN,2022-08-17,0,0,0,1,0,0,0,1
985,1.08205834391214,0.0711279628795365,MN,2022-08-18,1,1,1,1,0,0,1,1
986,1.45741196933359,0.096342112284815,MN,2022-08-19,1,1,0,1,0,0,0,0
987,1.08320283410086,0.079598322174755,MN,2022-08-20,1,1,0,1,0,0,0,1
988,1.2763649385549,0.094775311902323,MN,2022-08-21,1,1,1,1,0,0,1,1
989,12.1235134209022,0.1579015439248245,MN,2022-08-22,0,0,0,1,0,0,0,1
990,9.49969235925374,0.1422133443694625,MN,2022-08-23,0,0,0,1,0,0,0,1
991,0.818228047628628,0.0701898075801955,MN,2022-08-24,1,1,1,1,0,0,1,0
992,1.49134907396725,0.081803737466624,MN,2022-08-25,1,1,0,0,0,1,0,0
993,11.3064862762929,0.177974230033002,MN,2022-08-26,0,0,0,1,0,0,0,1
994,2.82809923899028,0.1103936489573105,MN,2022-08-27,0,0,1,1,0,0,1,1
995,1.46142690092258,0.087912160190547,MN,2022-08-28,1,1,0,1,0,0,0,1
996,4.80501655391882,0.1221166378938005,MN,2022-08-29,0,0,0,0,0,0,0,0
997,1.49736912796398,0.0528360178820395,MN,2022-08-30,1,1,0,1,0,1,0,1
998,1.31589862324249,0.077611274795668,MN,2022-08-31,1,1,0,1,0,0,0,1
999,6.9852492297252,0.1513700599765275,MN,2022-09-01,0,0,0,1,0,0,0,1
1000,1.20782715198876,0.0743321735212035,MN,2022-09-02,1,1,0,1,0,0,0,0
1001,8.57173950010083,0.1569930229942335,MN,2022-09-03,0,0,1,1,0,0,1,1
1002,4.14615281633116,0.1303783057624555,MN,2022-09-04,1,0,0,1,0,0,0,1
1003,1.03560724678703,0.086201818020499,MN,2022-09-05,1,1,1,1,1,1,1,1
1004,1.31919658419481,0.0488322789960769,MN,2022-09-06,1,1,0,1,1,0,0,0
1005,4.80570783618462,0.1306819972477715,MN,2022-09-07,0,0,0,1,1,0,0,1
1006,1.00679850392844,0.079320496084119,MN,2022-09-08,1,1,1,1,0,0,1,1
1007,2.36028497038583,0.0958658877157045,MN,2022-09-09,0,0,1,1,0,0,1,1
1008,4.87531293315484,0.154399851333126,MN,2022-09-10,0,0,0,1,0,0,0,1
1009,9.87882895277581,0.254977449189622,MO,2022-07-31,0,0,1,0,0,0,1,0
1010,0.499228633356204,0.1160150960423655,MO,2022-08-01,1,1,1,1,0,0,1,1
1011,1.02836570389051,0.057694131589299,MO,2022-08-02,1,1,1,1,1,1,1,1
1012,0.701017089946141,0.123181991386928,MO,2022-08-03,1,1,1,1,0,0,1,0
1013,3.93311348907167,0.3072618121699355,MO,2022-08-04,0,0,1,1,0,0,1,0
1014,4.39516520631315,0.3623123539426025,MO,2022-08-05,0,0,1,1,0,0,1,1
1015,0.637802598106894,0.1418525043328355,MO,2022-08-06,1,1,1,1,0,0,1,1
1016,0.664694006879919,0.142106211999829,MO,2022-08-07,1,1,1,1,0,0,1,1
1017,1.58981618843905,0.0119746123968137,MO,2022-08-08,0,0,1,1,0,0,1,1
1018,0.372779758878393,0.071984315579787,MO,2022-08-09,1,1,1,1,0,0,1,1
1019,5.3076838604978,0.327752251665072,MO,2022-08-10,0,0,1,1,0,0,1,1
1020,6.67823381204708,0.185702031065023,MO,2022-08-11,0,0,1,1,0,0,1,0
1021,13.3523427988502,0.2518578585373565,MO,2022-08-12,0,0,1,1,0,0,1,0
1022,1.25325173583974,0.128865023040493,MO,2022-08-13,0,1,1,1,0,0,1,1
1023,0.512281934499256,0.1043710320043555,MO,2022-08-14,1,1,1,1,0,0,1,1
1024,0.891476881843291,0.1197059740148235,MO,2022-08-15,1,1,1,1,0,0,1,1
1025,0.395676615307659,0.0594267218634935,MO,2022-08-16,1,1,1,1,0,0,1,1
1026,3.3868438034235,0.245875098878817,MO,2022-08-17,0,0,0,1,0,0,0,1
1027,1.5996150807906,0.1087503153416245,MO,2022-08-18,0,1,1,1,0,0,1,1
1028,2.63919613598899,0.1554790814970435,MO,2022-08-19,0,0,1,1,0,0,1,1
1029,0.60738507361032,0.1736973485405595,MO,2022-08-20,1,1,1,1,0,0,1,1
1030,1.30661172410645,0.1927345299764295,MO,2022-08-21,0,0,1,1,0,0,1,1
1031,3.3509232459582,0.2466374486631055,MO,2022-08-22,0,0,1,1,0,0,1,1
1032,0.486983558756912,0.00605149964769045,MO,2022-08-23,1,1,1,1,1,1,1,1
1033,2.43898455007852,0.237043142397413,MO,2022-08-24,0,0,1,1,0,0,1,1
1034,0.350134085711121,0.0906633599673885,MO,2022-08-25,1,1,1,1,1,1,1,1
1035,6.21915047234097,0.1622418080251525,MO,2022-08-26,0,0,1,1,0,0,1,1
1036,3.79843856027665,0.152091203627829,MO,2022-08-27,0,0,1,1,0,0,1,1
1037,1.10380795580136,0.104165670548139,MO,2022-08-28,1,1,1,1,0,0,1,0
1038,2.48823923258519,0.180735849076821,MO,2022-08-29,0,0,0,1,0,0,0,1
1039,3.51995858651872,0.235548114649399,MO,2022-08-30,0,0,1,1,0,0,1,1
1040,2.50644151661624,0.221632639600947,MO,2022-08-31,0,0,1,1,0,0,1,1
1041,0.0753845848357855,0.00407937770113623,MO,2022-09-01,1,1,1,1,1,1,1,1
1042,0.239848849346042,0.00390557487923092,MO,2022-09-02,1,1,1,1,1,1,1,1
1043,6.06916854877726,0.195741832484647,MO,2022-09-03,0,0,1,1,0,0,1,1
1044,1.04366108878155,0.0887755846306815,MO,2022-09-04,1,1,1,1,0,0,1,1
1045,0.00446823603396354,0.00342798710163352,MO,2022-09-05,1,1,1,1,1,1,1,1
1046,0.453650390240691,0.003282298593420805,MO,2022-09-06,1,1,1,1,0,0,1,1
1047,0.389247042464865,0.077133822364383,MO,2022-09-07,1,1,1,1,0,0,1,1
1048,2.04719159479383,0.299774822672325,MO,2022-09-08,0,0,1,1,1,1,1,1
1049,2.53111998464574,0.89553067968364,MO,2022-09-09,0,0,1,1,0,0,1,1
1050,6.45822124318376,0.3010763152800195,MO,2022-09-10,0,0,1,1,0,0,1,1
1051,0.0275774331230179,0.01778301023287085,MS,2022-07-31,1,1,1,1,1,1,1,1
1052,2.31159037479746,0.068758596387865,MS,2022-08-01,0,0,1,1,0,0,1,0
1053,0.494017733716909,0.109742404312142,MS,2022-08-02,1,1,1,1,0,0,1,1
1054,1.91044959505353,0.1930074125475135,MS,2022-08-03,0,0,1,1,0,0,1,1
1055,0.606321924305063,0.087016788280554,MS,2022-08-04,1,1,1,1,0,1,1,0
1056,0.631961165404641,0.1416101668457205,MS,2022-08-05,1,1,1,1,1,0,1,0
1057,0.0183162434913781,0.013179105423774,MS,2022-08-06,1,1,1,1,1,1,1,1
1058,0.393355313224471,0.01255979610160505,MS,2022-08-07,1,1,1,1,1,1,1,1
1059,0.472597470832431,0.104018167166679,MS,2022-08-08,1,1,1,1,0,0,1,1
1060,2.33983050600565,0.141999910708637,MS,2022-08-09,0,0,0,1,0,0,0,1
1061,3.42017319374757,0.1693246936233005,MS,2022-08-10,0,0,1,1,0,0,1,1
1062,0.42743277584181,0.0104006310841516,MS,2022-08-11,1,1,1,1,1,0,0,1
1063,0.793981218478744,0.1042105781385695,MS,2022-08-12,1,1,1,1,0,0,1,1
1064,0.014178749589363,0.0094829258711509,MS,2022-08-13,1,1,1,1,1,1,1,1
1065,0.230816598910197,0.00905852662500185,MS,2022-08-14,1,1,1,1,1,1,1,1
1066,0.933408697195357,0.0086551862093579,MS,2022-08-15,1,1,1,1,0,0,1,1
1067,0.42924050259419,0.0082716184263476,MS,2022-08-16,1,1,1,1,0,0,1,1
1068,0.402782878157404,0.125404892977416,MS,2022-08-17,1,1,1,1,1,1,1,1
1069,0.0794691526851998,0.0075591604435951,MS,2022-08-18,1,1,1,1,1,1,1,1
1070,0.691334721240862,0.2147794449977945,MS,2022-08-19,1,1,1,1,0,0,1,1
1071,0.00981994540891881,0.00691274550459745,MS,2022-08-20,1,1,1,1,1,1,1,1
1072,NA,NA,MS,2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1073,0.458160550193553,0.1264813153258365,MS,2022-08-22,1,1,1,1,0,0,1,1
1074,0.629188233266384,0.174961633533057,MS,2022-08-23,1,1,1,1,0,0,1,1
1075,0.0643100709297281,0.0057902748437253,MS,2022-08-24,1,1,1,1,1,1,1,1
1076,0.149779461301195,0.00554086040973185,MS,2022-08-25,1,1,1,1,0,0,1,1
1077,0.0291036585764944,0.00530265171721295,MS,2022-08-26,1,1,1,1,1,1,1,1
1078,0.00714928795573549,0.005075083036928,MS,2022-08-27,1,1,1,1,1,1,1,1
1079,NA,NA,MS,2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1080,0.451715714434138,0.042200895031018,MS,2022-08-29,1,1,1,1,0,0,1,1
1081,0.0509807678047512,0.00445107702786081,MS,2022-08-30,1,1,1,1,1,1,1,1
1082,0.0493165413426899,0.00426108160202265,MS,2022-08-31,1,1,1,1,1,1,1,1
1083,2.03844203353992,0.352997188278743,MS,2022-09-01,0,0,1,1,0,0,1,1
1084,0.738766391519226,0.178913676731033,MS,2022-09-02,1,1,1,1,0,0,1,1
1085,0.959537753091458,0.296314585206957,MS,2022-09-03,0,0,1,1,0,0,1,1
1086,0.978883788397833,0.297030924180529,MS,2022-09-04,0,0,1,1,0,0,1,1
1087,0.00514326844962001,0.00342798710163352,MS,2022-09-05,1,1,1,1,0,0,1,1
1088,0.707689235059788,0.1508545564746505,MS,2022-09-06,1,1,1,1,0,0,1,1
1089,0.0955274231917138,0.003142857347383895,MS,2022-09-07,1,1,1,1,1,1,1,1
1090,0.0362281169430506,0.003009383034355585,MS,2022-09-08,1,1,1,1,1,1,1,1
1091,0.0325049201283081,0.00288160957989818,MS,2022-09-09,1,1,1,1,1,1,1,1
1092,NA,NA,MS,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2022-07-31,NA,NA,NA,NA,NA,NA,NA,NA
1094,1.26839510186567,0.3327059203660215,MT,2022-08-01,1,0,1,0,1,0,1,0
1095,NA,NA,MT,2022-08-02,NA,NA,NA,NA,NA,NA,NA,NA
1096,1.25097387482516,0.88191813198479,MT,2022-08-03,1,0,0,1,1,0,0,1
1097,1.23102585512792,0.86701609336884,MT,2022-08-04,1,0,1,0,1,0,1,0
1098,NA,NA,MT,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2022-08-06,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2022-08-07,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2022-08-08,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2022-08-09,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2022-08-10,NA,NA,NA,NA,NA,NA,NA,NA
1104,1.14856221378756,0.80722517645175,MT,2022-08-11,0,0,1,1,0,0,1,1
1105,NA,NA,MT,2022-08-12,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2022-08-13,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA
1108,0.0132602603092883,0.0086551862093579,MT,2022-08-15,1,1,1,1,1,1,1,1
1109,NA,NA,MT,2022-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2022-08-17,NA,NA,NA,NA,NA,NA,NA,NA
1111,0.0113725963340001,0.0075591604435951,MT,2022-08-18,1,1,1,1,0,0,1,1
1112,NA,NA,MT,2022-08-19,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2022-08-20,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1115,0.00871815990966864,0.00632518198856765,MT,2022-08-22,1,1,1,1,1,1,1,1
1116,NA,NA,MT,2022-08-23,NA,NA,NA,NA,NA,NA,NA,NA
1117,0.0317116424750135,0.0057902748437253,MT,2022-08-24,1,1,1,1,1,1,1,1
1118,NA,NA,MT,2022-08-25,NA,NA,NA,NA,NA,NA,NA,NA
1119,0.0076351551663143,0.00530265171721295,MT,2022-08-26,1,1,1,1,0,0,1,1
1120,NA,NA,MT,2022-08-27,NA,NA,NA,NA,NA,NA,NA,NA
1121,0.00761439451126554,0.00485762427554707,MT,2022-08-28,1,1,1,1,0,0,1,1
1122,0.00652027404897698,0.004649778045164915,MT,2022-08-29,1,1,1,1,1,1,1,1
1123,NA,NA,MT,2022-08-30,NA,NA,NA,NA,NA,NA,NA,NA
1124,0.00602289514082012,0.00426108160202265,MT,2022-08-31,1,1,1,1,1,1,1,1
1125,NA,NA,MT,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
1126,0.00555388535613112,0.00390557487923092,MT,2022-09-02,1,1,1,1,1,1,1,1
1127,NA,NA,MT,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2022-09-06,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA
1132,0.00358606375884465,0.003009383034355585,MT,2022-09-08,1,1,1,1,1,1,1,1
1133,NA,NA,MT,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
1135,1.79948497110627,0.1420414602416825,NC,2022-07-31,1,1,1,1,0,0,1,1
1136,10.6710462671237,0.1641194205297445,NC,2022-08-01,0,0,0,1,0,0,0,0
1137,6.01921844465181,0.1525337019659185,NC,2022-08-02,0,0,1,1,0,0,1,0
1138,1.74018357821462,0.1379070300183545,NC,2022-08-03,1,1,1,0,1,0,1,0
1139,1.30426810575882,0.133380781483393,NC,2022-08-04,1,1,1,1,0,0,1,0
1140,1.80660837858354,0.118502319633315,NC,2022-08-05,1,1,0,1,0,0,0,0
1141,4.54500647093155,0.188741757804588,NC,2022-08-06,0,0,0,0,0,0,0,0
1142,10.2355037883843,0.163454276454905,NC,2022-08-07,0,0,0,0,0,0,0,0
1143,22.381283010589,0.1727383068432295,NC,2022-08-08,0,0,0,1,0,0,0,0
1144,4.65397910440589,0.195365193440477,NC,2022-08-09,0,0,1,1,0,0,1,1
1145,13.6608284600752,0.1627527582406625,NC,2022-08-10,0,0,1,0,0,0,1,0
1146,15.6142939286168,0.1558805241453945,NC,2022-08-11,0,0,0,1,0,0,0,1
1147,5.11225326972314,0.137456787782526,NC,2022-08-12,0,0,0,1,0,0,0,1
1148,10.8676330863575,0.181723956171374,NC,2022-08-13,0,0,0,0,0,0,0,1
1149,19.5358521221446,0.1796009532344555,NC,2022-08-14,0,0,1,1,0,0,1,0
1150,16.4252288638636,0.167430795915202,NC,2022-08-15,0,0,1,1,0,0,1,0
1151,9.63317813221973,0.1300664467476535,NC,2022-08-16,0,0,0,1,0,0,0,1
1152,10.7370058329109,0.1473396504122105,NC,2022-08-17,0,0,0,1,0,0,0,1
1153,12.9778365349445,0.1532485778246885,NC,2022-08-18,0,0,1,1,0,0,1,1
1154,8.10839157727721,0.1398498984663115,NC,2022-08-19,0,0,1,1,0,0,1,0
1155,3.26109658430133,0.154075630536329,NC,2022-08-20,0,0,1,1,0,0,1,1
1156,19.5892830204163,0.2104519866751875,NC,2022-08-21,0,0,0,1,0,0,0,0
1157,17.017688892823,0.1567475706095345,NC,2022-08-22,0,0,0,1,0,0,0,1
1158,7.36511812343981,0.1334555591685175,NC,2022-08-23,0,0,1,1,0,0,1,0
1159,16.2245879403949,0.1770063402440515,NC,2022-08-24,0,0,1,1,0,0,1,0
1160,15.4418225976056,0.180504524402648,NC,2022-08-25,0,0,0,1,0,0,0,1
1161,38.2013096479106,0.2366978050430745,NC,2022-08-26,0,0,0,1,0,0,0,0
1162,32.0116498938013,0.245200371721287,NC,2022-08-27,0,0,0,1,0,0,0,0
1163,34.0973187557511,0.263186383473312,NC,2022-08-28,0,0,0,1,0,0,0,0
1164,18.4957775410605,0.167473883664151,NC,2022-08-29,0,0,1,1,0,0,0,1
1165,18.9215128953062,0.214388281978759,NC,2022-08-30,0,0,0,1,0,0,0,1
1166,19.704219602922,0.2124164722185785,NC,2022-08-31,0,0,0,1,0,0,0,1
1167,10.4737216929415,0.185076226326819,NC,2022-09-01,0,0,0,1,0,0,0,1
1168,16.2976469434877,0.2274841030899445,NC,2022-09-02,0,0,0,1,0,0,0,1
1169,8.42677744977607,0.2045627312261015,NC,2022-09-03,0,0,1,0,0,0,1,0
1170,25.4691571575807,0.207243925110669,NC,2022-09-04,0,0,0,1,0,0,0,0
1171,3.37130988498839,0.259828143613361,NC,2022-09-05,0,0,0,1,0,0,0,1
1172,25.8194063510742,0.182386474959078,NC,2022-09-06,0,0,0,1,0,0,0,1
1173,21.9756071822354,0.2452951064939265,NC,2022-09-07,0,0,1,1,0,0,1,1
1174,25.3361322756159,0.2911491758841015,NC,2022-09-08,0,0,0,1,0,0,0,1
1175,0.762552950513672,0.0840315250438745,NC,2022-09-09,1,1,1,1,0,0,1,1
1176,19.8211512763826,0.1835624796656995,NC,2022-09-10,0,0,0,1,0,0,0,1
1177,NA,NA,ND,2022-07-31,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.493719188787074,0.202748061871662,ND,2022-08-01,1,1,1,1,1,1,1,1
1179,0.081227547607065,0.0160555134110248,ND,2022-08-02,1,1,1,1,0,0,1,1
1180,0.156611273298155,0.0152699768660232,ND,2022-08-03,1,1,1,1,1,1,1,1
1181,0.0203164081555418,0.01453108421569435,ND,2022-08-04,1,1,1,1,1,1,1,1
1182,NA,NA,ND,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2022-08-06,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2022-08-07,NA,NA,NA,NA,NA,NA,NA,NA
1185,0.12862003989116,0.0119746123968137,ND,2022-08-08,1,1,1,1,0,0,1,1
1186,0.0164685876172357,0.0114211271965857,ND,2022-08-09,1,1,1,1,1,1,1,1
1187,0.116550902256117,0.01089713558152855,ND,2022-08-10,1,1,1,1,1,1,1,1
1188,0.0155060455844562,0.0104006310841516,ND,2022-08-11,1,1,1,1,1,1,1,1
1189,NA,NA,ND,2022-08-12,NA,NA,NA,NA,NA,NA,NA,NA
1190,NA,NA,ND,2022-08-13,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.0459746789931813,0.0086551862093579,ND,2022-08-15,1,1,1,1,1,1,1,1
1193,0.040297438910439,0.0082716184263476,ND,2022-08-16,1,1,1,1,1,1,1,1
1194,NA,NA,ND,2022-08-17,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,NA,ND,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA
1196,0.00956425559784127,0.0072281727451657,ND,2022-08-19,1,1,1,1,1,1,1,1
1197,NA,NA,ND,2022-08-20,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA
1199,0.00843158367399227,0.00632518198856765,ND,2022-08-22,1,1,1,1,1,1,1,1
1200,1.01198119086657,0.428326834361107,ND,2022-08-23,0,0,1,1,1,1,1,1
1201,0.0267602742999528,0.0057902748437253,ND,2022-08-24,1,1,1,1,1,1,1,1
1202,0.0290985088723018,0.00554086040973185,ND,2022-08-25,1,1,1,1,1,1,1,1
1203,NA,NA,ND,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2022-08-27,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.0518076545790667,0.00464977804516492,ND,2022-08-29,1,1,1,1,0,0,1,1
1207,NA,NA,ND,2022-08-30,NA,NA,NA,NA,NA,NA,NA,NA
1208,2.31472678297799,0.583918569599155,ND,2022-08-31,0,0,1,1,0,0,1,1
1209,0.955281054356051,0.294844219849142,ND,2022-09-01,0,0,1,1,1,1,1,1
1210,0.0200022858705838,0.00390557487923092,ND,2022-09-02,1,1,1,1,1,1,1,1
1211,NA,NA,ND,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
1214,0.0197389185169342,0.003282298593420805,ND,2022-09-06,1,1,1,1,1,1,1,1
1215,0.0592174669344818,0.003142857347383895,ND,2022-09-07,1,1,1,1,1,1,1,1
1216,0.0172659312003776,0.003009383034355585,ND,2022-09-08,1,1,1,1,1,1,1,1
1217,0.00411066627792295,0.00288160957989818,ND,2022-09-09,1,1,1,1,1,1,1,1
1218,NA,NA,ND,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.51058234331395,0.202074782077873,NE,2022-07-31,1,1,1,1,0,0,1,1
1220,NA,NA,NE,2022-08-01,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2022-08-02,NA,NA,NA,NA,NA,NA,NA,NA
1222,0.0218088135837767,0.0152699768660232,NE,2022-08-03,1,1,1,1,0,0,1,1
1223,NA,NA,NE,2022-08-04,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA
1225,0.678421979899865,0.270525903241897,NE,2022-08-06,1,1,1,1,1,1,1,1
1226,0.569379468338786,0.206879419948941,NE,2022-08-07,1,1,1,1,0,0,1,1
1227,NA,NA,NE,2022-08-08,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2022-08-09,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2022-08-10,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2022-08-11,NA,NA,NA,NA,NA,NA,NA,NA
1231,0.180013338559906,0.0099297846309103,NE,2022-08-12,1,1,1,1,1,1,1,1
1232,0.240154269583366,0.0094829258711509,NE,2022-08-13,1,1,1,1,1,1,1,1
1233,0.541988120640259,0.171089785769903,NE,2022-08-14,1,1,1,1,0,0,1,1
1234,NA,NA,NE,2022-08-15,NA,NA,NA,NA,NA,NA,NA,NA
1235,NA,NA,NE,2022-08-16,NA,NA,NA,NA,NA,NA,NA,NA
1236,0.0110649483159064,0.00790664002193915,NE,2022-08-17,1,1,1,1,1,1,1,1
1237,0.0364618282161034,0.0075591604435951,NE,2022-08-18,1,1,1,1,0,0,1,1
1238,0.695324817467346,0.2147794449977945,NE,2022-08-19,1,1,1,1,1,1,1,1
1239,0.123086754819555,0.00691274550459745,NE,2022-08-20,1,1,1,1,0,0,1,1
1240,0.0345856091742616,0.0066120156356273,NE,2022-08-21,1,1,1,1,1,1,1,1
1241,0.0085012902606186,0.00632518198856765,NE,2022-08-22,1,1,1,1,1,1,1,1
1242,NA,NA,NE,2022-08-23,NA,NA,NA,NA,NA,NA,NA,NA
