...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
956,3.10618684871838,0.167357489007057,MI,2023-05-10,1,1,0,1,1,1,0,1,1,0,0,0,1,0
957,1.39821773379821,0.267914535722403,MI,2023-05-11,1,0,1,1,1,1,1,1,0,0,0,1,1,0
958,0.802773945397691,0.2959698931058015,MI,2023-05-12,1,1,0,1,1,1,1,1,1,0,0,1,1,0
959,0.798439394058234,0.56990657916233,MI,2023-05-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0
960,1.75132567320792,0.1445384197120235,MI,2023-05-14,1,1,0,1,1,1,0,1,1,1,0,1,1,0
961,1.91743570445366,0.2948470004164825,MI,2023-05-15,1,1,0,1,0,1,1,1,1,0,0,0,1,0
962,1.48029516216934,0.3673969455273695,MI,2023-05-16,1,1,0,1,0,0,1,1,1,0,1,1,0,0
963,2.65619208406151,0.55456332351389,MI,2023-05-17,1,1,1,0,0,1,0,1,1,0,1,0,1,0
964,1.26538871317102,0.301061177328765,MI,2023-05-18,1,1,0,1,0,1,1,1,1,0,0,0,1,0
965,0.916472728058144,0.281690993406506,MI,2023-05-19,1,1,1,1,1,1,1,1,1,0,0,1,1,0
966,0.451365416310757,0.253012886541178,MI,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0
967,0.516955331133181,0.0103674812729407,MN,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
968,1.53998781398223,0.052280212651386,MN,2023-04-10,0,1,1,1,1,1,0,0,1,0,0,1,1,0
969,1.50767222609015,0.129164285796736,MN,2023-04-11,1,1,0,1,1,1,1,1,1,0,0,1,1,0
970,0.764323738357036,0.062419889042825,MN,2023-04-12,1,1,1,1,1,1,1,1,1,0,0,1,1,0
971,1.2505637128134801,0.140991210313738,MN,2023-04-13,0,1,1,1,1,0,1,0,1,0,0,0,0,0
972,1.35664846391483,0.144817993866627,MN,2023-04-14,1,1,1,0,1,1,1,1,1,0,0,0,1,0
973,0.607066755901974,0.115340537346838,MN,2023-04-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1
974,0.923263648969707,0.227340321830155,MN,2023-04-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0
975,1.30787300670236,0.212682967306048,MN,2023-04-17,1,1,0,1,1,1,1,1,1,0,0,1,1,0
976,0.963523620229496,0.1433117095709415,MN,2023-04-18,1,1,1,1,1,0,1,0,1,1,1,0,0,0
977,1.74433144565198,0.2660351988161435,MN,2023-04-19,0,0,1,1,0,1,1,0,0,0,0,0,1,0
978,1.99081769678119,0.287619263435256,MN,2023-04-20,0,0,1,1,1,0,0,0,0,0,0,1,0,0
979,1.50449877765862,0.087219949535074,MN,2023-04-21,1,0,1,1,1,1,1,1,0,0,0,1,1,0
980,1.74674371258133,0.255386436517542,MN,2023-04-22,0,1,1,1,1,1,1,0,1,1,0,1,1,0
981,2.05058593087229,0.0294961735136988,MN,2023-04-23,1,1,1,1,1,1,0,1,1,1,0,1,1,0
982,1.09587074045996,0.2624934578756655,MN,2023-04-24,1,1,1,0,1,1,1,1,1,1,0,1,1,0
983,1.74828769129587,0.23699738039387,MN,2023-04-25,0,1,1,1,0,1,1,0,1,1,0,0,1,0
984,0.791277116243959,0.185899341412142,MN,2023-04-26,1,1,1,1,1,1,1,1,1,0,0,0,1,0
985,1.72432002139391,0.276292573274112,MN,2023-04-27,0,1,1,1,1,0,1,0,1,0,0,1,0,0
986,2.69883613631435,0.2005482351484635,MN,2023-04-28,0,1,0,0,1,0,1,0,1,1,0,0,0,0
987,0.996059582533326,0.2169863243338565,MN,2023-04-29,1,1,1,1,1,0,1,1,1,1,1,1,0,0
988,0.531482490254383,0.186876284619737,MN,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
989,2.06144042755421,0.171802996614745,MN,2023-05-01,1,1,1,0,1,1,1,1,1,1,0,1,1,0
990,2.59550446408018,0.2539734703569375,MN,2023-05-02,1,1,0,1,1,0,1,1,1,0,1,0,0,0
991,1.05842339236739,0.279834098800778,MN,2023-05-03,1,1,1,1,1,0,1,1,1,0,1,1,0,1
992,1.34407064272987,0.2938171629544055,MN,2023-05-04,1,1,0,0,0,1,1,1,1,0,0,0,1,0
993,3.24961734462391,0.1124226113118375,MN,2023-05-05,1,1,0,1,1,1,0,1,1,0,1,0,1,0
994,0.483182859206833,0.2516121535860685,MN,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
995,1.10583491626998,0.283524127735703,MN,2023-05-07,1,1,1,1,1,0,1,1,1,0,1,1,0,1
996,1.98670896822147,0.232672739175225,MN,2023-05-08,1,1,0,1,1,0,1,1,1,0,0,0,0,0
997,4.52631485299383,0.3654476095217065,MN,2023-05-09,1,0,0,0,1,1,0,1,0,0,0,0,1,0
998,0.830126600226197,0.2181211722480185,MN,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
999,3.14480959795744,0.553183410675895,MN,2023-05-11,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1000,1.41370787598496,0.3843756122260965,MN,2023-05-12,1,1,1,1,0,0,1,1,1,0,1,0,0,0
1001,0.662849484969482,0.2799835795302725,MN,2023-05-13,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1002,0.619447322764679,0.35424427380832,MN,2023-05-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1003,3.02715369884685,0.227975617179565,MN,2023-05-15,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1004,0.80502479927426,0.243309586946876,MN,2023-05-16,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1005,1.00949458059438,0.2175079579552435,MN,2023-05-17,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1006,1.09068526099732,0.2549017108008535,MN,2023-05-18,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1007,1.78574811706111,0.393827703070438,MN,2023-05-19,1,1,0,0,1,0,1,1,1,0,0,1,0,0
1008,0.740108887537613,0.2117933932673285,MN,2023-05-20,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1009,NA,NA,MO,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,0.3415484522565,0.01109521325569865,MO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1011,0.898404214974949,0.225621521916134,MO,2023-04-11,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1012,0.0183247429052788,0.0127641790232874,MO,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1013,NA,NA,MO,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,0.912255872700891,0.404936805121951,MO,2023-04-14,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1015,0.0237688994268336,0.01589508349905785,MO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1016,0.0247687908404141,0.01713476013097905,MO,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1017,0.174240299532403,0.01848610613225225,MO,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1018,0.0963700825074313,0.01995823715579345,MO,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1019,NA,NA,MO,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,NA,NA,MO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,0.129072830056504,0.0252003582593767,MO,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1022,1.17229988738664,0.82570240369042,MO,2023-04-22,0,1,1,1,1,1,0,0,1,1,1,1,1,0
1023,NA,NA,MO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,0.774263421384984,0.3771550182939545,MO,2023-04-24,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1025,0.748572924150248,0.374375072717374,MO,2023-04-25,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1026,0.177414455106144,0.03739863269058185,MO,2023-04-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1027,0.186624974763786,0.0404793038083819,MO,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1028,0.498081901294307,0.2022718946069275,MO,2023-04-28,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1029,NA,NA,MO,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,1.09493108726126,0.458066339178346,MO,2023-04-30,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1031,1.10065116138281,0.774393494953725,MO,2023-05-01,1,1,1,1,1,0,1,1,1,1,1,1,0,0
1032,0.0858383649331305,0.0599505646753295,MO,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1033,NA,NA,MO,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,0.0988966331343299,0.0699560911173045,MO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035,0.823378300723363,0.578335659235435,MO,2023-05-05,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1036,0.344379962120455,0.081436585207086,MO,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1037,0.126402266667268,0.0877718799017005,MO,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1038,0.131065013633136,0.094524963572433,MO,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1039,0.720377567383078,0.1017104788342045,MO,2023-05-09,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1040,1.01593928813136,0.71884969021621,MO,2023-05-10,1,0,1,1,1,1,1,1,0,1,0,1,1,1
1041,0.158239410069433,0.1174310494558755,MO,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1042,0.616629851979854,0.3511283312042965,MO,2023-05-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1043,NA,NA,MO,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,NA,NA,MO,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,NA,NA,MO,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,NA,NA,MO,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,NA,NA,MO,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,NA,NA,MO,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,NA,NA,MO,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,NA,NA,MO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,NA,NA,MS,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1.70281768473743,0.1354137640585525,MS,2023-04-10,1,1,1,1,1,0,1,1,1,0,0,1,0,0
1053,0.576505597213726,0.1721133632085115,MS,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1054,0.999901792738046,0.4228554257478785,MS,2023-04-12,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1055,0.681056833758067,0.17620307644676,MS,2023-04-13,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1056,0.146628123490066,0.0147585882389652,MS,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,1.22423635722458,0.86231654535886,MS,2023-04-15,1,1,1,1,1,0,0,1,1,1,1,1,0,0
1058,NA,NA,MS,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,0.512523338103086,0.01848610613225225,MS,2023-04-17,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1060,0.780544263343106,0.08965309102302,MS,2023-04-18,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1061,0.594863042693772,0.1727557776894135,MS,2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1062,0.0326849785251284,0.02330458607009255,MS,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063,0.547687969339137,0.2054260689950755,MS,2023-04-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1064,NA,NA,MS,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,MS,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,NA,NA,MS,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,0.160599923323328,0.03455124000114625,MS,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1068,1.03097302737534,0.158363537491093,MS,2023-04-26,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1069,0.533263341334698,0.2047310045381155,MS,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1070,0.196397085589675,0.04380902488732145,MS,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071,NA,NA,MS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,NA,NA,MS,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,1.36927278627252,0.189702284260109,MS,2023-05-01,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1074,1.51745023441583,0.271079927066303,MS,2023-05-02,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1075,0.649721787971792,0.1553813527695025,MS,2023-05-03,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1076,0.102507841606091,0.0699560911173045,MS,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1077,0.437870624670555,0.243114187799248,MS,2023-05-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1078,NA,NA,MS,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,NA,NA,MS,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,0.667367844472181,0.222167227917235,MS,2023-05-08,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1081,0.707424797073352,0.1017104788342045,MS,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1082,0.434900927761927,0.3040928891498565,MS,2023-05-10,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1083,0.698456107410572,0.48244178609844,MS,2023-05-11,1,1,0,1,1,1,1,1,1,0,1,0,1,1
1084,0.175438580435574,0.125988346623158,MS,2023-05-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1085,NA,NA,MS,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,NA,NA,MS,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,NA,NA,MS,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,1.04726007217617,0.1650314831468335,MS,2023-05-16,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1089,0.637934894621469,0.176007852134086,MS,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1090,NA,NA,MS,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,NA,NA,MS,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,NA,NA,MS,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,NA,NA,MT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,NA,NA,MT,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,NA,NA,MT,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,NA,NA,MT,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,NA,NA,MT,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,NA,NA,MT,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,NA,NA,MT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,NA,NA,MT,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,NA,NA,MT,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,0.0475253113708586,0.03455124000114625,MT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1110,NA,NA,MT,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,0.0648996179357834,0.04380902488732145,MT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1113,NA,NA,MT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,NA,NA,MT,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,NA,NA,MT,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,0.0499822742270715,0.0103674812729407,NC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136,0.90336824964953,0.1041446991664235,NC,2023-04-10,1,0,1,1,1,1,1,1,0,1,1,1,1,0
1137,0.669370626334851,0.01189219889694385,NC,2023-04-11,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1138,2.6615582125996,0.20081231438224,NC,2023-04-12,1,1,1,0,1,0,0,1,1,0,0,0,0,0
1139,1.68581825990708,0.1712585836202735,NC,2023-04-13,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1140,4.62032061613276,0.499635008327318,NC,2023-04-14,1,1,1,0,1,0,0,1,1,0,0,1,0,0
1141,0.243149576281088,0.01589508349905785,NC,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1142,0.924565083674696,0.122237540980567,NC,2023-04-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0
1143,1.78966881389976,0.074546748433657,NC,2023-04-17,1,1,0,1,1,1,0,1,1,0,0,0,1,0
1144,0.524793566845211,0.1364948489138795,NC,2023-04-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1145,2.88103146622101,0.278192111321705,NC,2023-04-19,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1146,1.93879683515478,0.280530631117984,NC,2023-04-20,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1147,0.787924197809939,0.185473944998399,NC,2023-04-21,1,1,1,1,0,1,1,1,1,0,1,0,1,0
1148,1.32672952304454,0.227230430528969,NC,2023-04-22,1,0,1,1,1,0,1,1,0,0,1,1,0,0
1149,0.583214446715501,0.130601339164568,NC,2023-04-23,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1150,0.81616153574569,0.1542095192642835,NC,2023-04-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1151,2.09302329309734,0.2650329846265625,NC,2023-04-25,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1152,1.42255297680266,0.1828345688206895,NC,2023-04-26,1,1,0,1,1,0,1,1,1,0,1,1,0,1
1153,1.36539223932945,0.168556199293382,NC,2023-04-27,1,1,0,1,1,1,1,1,1,0,0,0,1,0
1154,0.962166112204329,0.1154967922608545,NC,2023-04-28,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1155,1.03385531373801,0.04740409317718475,NC,2023-04-29,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1156,0.854672845570267,0.0512812573404325,NC,2023-04-30,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1157,2.01826705258655,0.273524387015438,NC,2023-05-01,1,0,1,1,1,0,1,1,0,0,1,0,0,0
1158,1.91150442445956,0.286527146334452,NC,2023-05-02,1,1,0,0,1,0,1,1,1,1,0,0,0,0
1159,2.472653903951,0.168005241616511,NC,2023-05-03,1,1,0,1,1,1,0,1,1,0,1,1,1,0
1160,2.7341486289768002,0.3538106618485105,NC,2023-05-04,1,1,0,0,1,1,0,1,1,0,0,1,1,0
1161,1.21666376898464,0.312695946498413,NC,2023-05-05,1,0,1,1,1,1,1,1,0,1,1,0,1,0
1162,1.29972918807578,0.1917201164205225,NC,2023-05-06,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1163,1.57384025293102,0.0877718799017005,NC,2023-05-07,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1164,0.92235609738315,0.306736694397462,NC,2023-05-08,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1165,1.07258735560881,0.23158918381127,NC,2023-05-09,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1166,2.33089072088693,0.334179656900252,NC,2023-05-10,1,1,0,0,1,0,1,1,1,0,0,1,0,0
1167,1.6231731622967,0.3285085241087625,NC,2023-05-11,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1168,0.500531793081712,0.125988346623158,NC,2023-05-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1169,0.199889017704777,0.135022079714243,NC,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1170,NA,NA,NC,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,2.17899704430448,0.3976858739973065,NC,2023-05-15,1,0,0,1,0,1,1,1,0,0,0,0,1,0
1172,1.48661218871512,0.548070541650565,NC,2023-05-16,1,0,1,1,1,1,0,1,0,0,0,1,1,0
1173,1.84498489610798,0.432057691476622,NC,2023-05-17,1,1,0,1,1,0,1,1,1,1,1,1,0,0
1174,0.904617090751007,0.3567930751023835,NC,2023-05-18,1,1,1,1,1,0,1,1,1,0,0,1,0,0
1175,0.28309120379209,0.199397835260003,NC,2023-05-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1176,0.318214303186639,0.2736226331781025,NC,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1177,NA,NA,ND,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.054946492784921,0.01109521325569865,ND,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1179,0.058153555120135,0.01189219889694385,ND,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1180,0.0186037248140126,0.0127641790232874,ND,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1181,0.0178937754649927,0.0137173894172288,ND,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1182,NA,NA,ND,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,0.021642714191913,0.01589508349905785,ND,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1184,0.0245186164614077,0.01713476013097905,ND,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1185,0.0229911243950613,0.01848610613225225,ND,2023-04-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1186,NA,NA,ND,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,NA,NA,ND,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,0.113114829023977,0.02330458607009255,ND,2023-04-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1189,0.0352524973876722,0.0252003582593767,ND,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,NA,NA,ND,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
