...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI,X22B_95_CI
21,NA,NA,AK,2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.251001177427031,0.0536525056641,AK,2022-10-18,1,1,1,1,1,1,1,0,1,0
25,0.0882722123364665,0.059478270874438,AK,2022-10-19,1,1,1,1,1,1,1,0,1,0
26,NA,NA,AK,2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.157510651690799,0.1008782481349185,AK,2022-10-24,1,1,1,1,1,0,1,1,1,0
31,NA,NA,AK,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2022-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.427140225418003,0.331549941736702,AK,2022-10-30,1,1,1,1,1,1,1,1,1,1
37,NA,NA,AK,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.926387138187059,0.243889172462859,AK,2022-11-02,1,1,1,1,0,1,0,0,1,0
40,NA,NA,AK,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.564206920319477,0.206343458003497,AL,2022-09-25,1,1,1,1,1,0,1,1,1,0
44,0.543744797946319,0.2063882006118455,AL,2022-09-26,1,1,1,1,1,1,1,1,1,1
45,0.686470331706439,0.2703519225421875,AL,2022-09-27,1,1,1,1,1,0,1,1,1,0
46,0.357651118780204,0.0149382151088078,AL,2022-09-28,1,1,1,1,1,1,1,1,1,1
47,0.692708264902855,0.2702262255400465,AL,2022-09-29,0,1,1,1,1,0,0,1,1,1
48,0.0796498024859574,0.0156948249375329,AL,2022-09-30,1,1,1,1,1,0,1,1,1,0
49,1.5126915210412,0.320786692058497,AL,2022-10-01,0,1,1,1,0,0,1,0,1,0
50,0.16113033464381,0.0167465459275963,AL,2022-10-02,1,1,1,1,1,1,1,1,1,1
51,0.0253213947907852,0.01740889414349235,AL,2022-10-03,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.101020585207321,0.0190721252579267,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.115658538702349,0.02267093554450805,AL,2022-10-08,1,1,1,1,1,1,1,0,1,0
57,0.231863003908221,0.02425102131857385,AL,2022-10-09,1,1,1,1,1,1,1,1,1,1
58,0.129650345146448,0.0260657310685144,AL,2022-10-10,1,1,1,1,1,1,1,0,1,0
59,0.265702445638943,0.0281467307496666,AL,2022-10-11,1,1,1,1,1,1,1,0,1,0
60,1.64563706369662,0.378568114771567,AL,2022-10-12,1,1,0,1,0,0,0,0,1,0
61,0.630787061362351,0.1752979932961655,AL,2022-10-13,1,1,1,1,1,0,0,1,1,1
62,0.53286851914770506,0.03636118199779775,AL,2022-10-14,1,1,1,1,1,1,1,1,1,1
63,0.0598275551423013,0.03990134287678485,AL,2022-10-15,1,1,1,1,1,1,1,1,1,1
64,0.864941306173732,0.188320279029674,AL,2022-10-16,1,0,1,1,1,0,0,1,1,1
65,0.899365486562318,0.4035552896068845,AL,2022-10-17,1,0,1,1,1,1,1,1,1,1
66,0.0847010685335694,0.0536525056641,AL,2022-10-18,1,1,1,1,1,1,1,1,1,1
67,0.272963234858615,0.059478270874438,AL,2022-10-19,1,1,1,1,1,1,1,0,1,0
68,0.102345857591078,0.0660321774043345,AL,2022-10-20,1,1,1,1,1,1,1,1,1,1
69,0.115622664216849,0.073381648643615,AL,2022-10-21,1,1,1,1,1,1,1,1,1,1
70,0.124768256042673,0.0815947195758185,AL,2022-10-22,1,1,1,1,1,1,1,0,1,0
71,0.413507043507934,0.0907386419099145,AL,2022-10-23,1,1,1,1,1,1,1,0,1,0
72,0.160690058336162,0.1008782481349185,AL,2022-10-24,1,1,1,1,1,1,1,1,1,1
73,0.470106713605431,0.1120740995216575,AL,2022-10-25,1,1,1,1,1,1,1,1,1,1
74,0.737231071106152,0.3406437431412595,AL,2022-10-26,0,1,1,1,1,0,1,0,1,1
75,1.95016855681925,0.69165832946966,AL,2022-10-27,1,0,1,1,0,1,0,1,1,0
76,NA,NA,AL,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.229657015182404,0.2621197618168355,AL,2022-10-29,1,1,1,1,1,1,1,1,1,1
78,0.929367970460417,0.4311236909612245,AL,2022-10-30,0,1,1,1,1,0,1,0,1,1
79,1.19117445888307,0.224537616139518,AL,2022-10-31,1,1,1,1,0,1,1,0,1,0
80,1.10842980094257,0.3264215712886065,AL,2022-11-01,0,1,1,1,1,0,1,0,1,1
81,0.454449138994747,0.249804876453832,AL,2022-11-02,1,1,1,1,1,1,1,1,1,1
82,1.64940694318801,0.3961290859357845,AL,2022-11-03,0,1,1,1,1,0,0,0,1,0
83,0.284954557463268,0.2188322270943645,AL,2022-11-04,1,1,1,1,1,1,1,1,1,1
84,0.985340232130446,0.68606702698424,AL,2022-11-05,1,0,1,1,1,1,0,0,1,1
85,0.0719606989222376,0.014218967255359,AR,2022-09-25,1,1,1,1,1,1,1,1,1,1
86,1.56051771749612,0.065118187446601,AR,2022-09-26,0,1,1,0,1,0,1,1,0,0
87,0.627769645882828,0.0694429583407905,AR,2022-09-27,1,1,1,1,1,0,0,1,1,1
88,0.718899387934686,0.0955788435670335,AR,2022-09-28,1,1,1,1,1,0,1,0,1,0
89,1.49632036477643,0.015284115439064,AR,2022-09-29,1,1,1,1,0,1,1,0,1,0
90,1.20201725390727,0.233783501428331,AR,2022-09-30,0,1,1,1,1,0,1,1,1,0
91,0.0812453935626124,0.01617899022590955,AR,2022-10-01,1,1,1,1,1,1,1,1,1,1
92,0.382094250391676,0.0167465459275963,AR,2022-10-02,1,1,1,1,1,1,1,1,1,1
93,1.4486519165407,0.179629692906352,AR,2022-10-03,0,1,1,1,1,0,1,1,1,0
94,0.648911961101155,0.189369585127567,AR,2022-10-04,1,1,1,1,1,0,1,0,1,0
95,3.14390269220868,0.0190721252579267,AR,2022-10-05,0,1,0,1,0,0,1,0,1,0
96,0.439517775401944,0.020105033422663,AR,2022-10-06,1,1,1,1,1,0,1,0,1,0
97,1.75037611160898,0.1922580816859955,AR,2022-10-07,1,1,1,0,1,0,1,0,0,0
98,0.523314143467749,0.145913193276611,AR,2022-10-08,1,1,1,1,1,1,1,1,1,1
99,0.243686088870484,0.02425102131857385,AR,2022-10-09,1,1,1,1,1,0,1,1,1,0
100,0.886861339190868,0.0260657310685144,AR,2022-10-10,1,1,1,1,0,0,1,0,1,0
101,1.68020179912273,0.108539106934243,AR,2022-10-11,1,1,0,1,1,0,0,0,1,0
102,0.601062385908112,0.173962466360789,AR,2022-10-12,1,1,1,1,1,0,1,0,1,0
103,0.654157455871442,0.15162384099844,AR,2022-10-13,1,1,1,1,1,0,1,1,1,0
104,0.642131191584189,0.21203195823355,AR,2022-10-14,1,1,1,1,1,0,1,0,1,0
105,0.697873740733046,0.271406747799065,AR,2022-10-15,0,1,1,1,1,0,1,1,1,0
106,0.684972708817626,0.215350667317845,AR,2022-10-16,0,1,1,1,1,0,1,1,1,0
107,1.13080235693754,0.242098408022784,AR,2022-10-17,0,1,1,1,1,0,0,1,1,1
108,1.98782217311469,0.1170698014502235,AR,2022-10-18,1,1,0,1,0,1,1,0,1,0
109,0.812396096917109,0.3870682524709265,AR,2022-10-19,0,1,1,1,1,0,1,1,1,0
110,0.80071622033772,0.2269331057172535,AR,2022-10-20,0,1,1,1,1,0,1,1,1,0
111,1.37894569373099,0.4099514791513765,AR,2022-10-21,1,0,1,0,1,0,0,0,0,1
112,1.95486948527867,0.0815947195758185,AR,2022-10-22,1,1,0,1,0,1,1,0,1,0
113,0.713144558751756,0.0907386419099145,AR,2022-10-23,1,1,1,1,1,1,1,1,1,1
114,2.65043215623452,0.2391848525844225,AR,2022-10-24,0,1,0,1,1,0,1,0,1,1
115,3.5728624246945,0.2665286201563545,AR,2022-10-25,1,1,0,0,1,1,0,0,0,0
116,1.12094118488894,0.2642568390502075,AR,2022-10-26,0,1,0,1,1,0,1,0,1,0
117,1.84451413543276,0.228381547008076,AR,2022-10-27,0,1,0,1,0,0,1,0,1,0
118,1.07240562138646,0.1524974606584695,AR,2022-10-28,1,1,1,1,0,1,1,1,1,1
119,1.627468418905,0.168365887293381,AR,2022-10-29,1,1,0,1,0,0,1,1,1,0
120,1.57938824321734,0.441606555219875,AR,2022-10-30,0,1,0,0,1,0,1,0,0,0
121,3.83010589290112,0.3200043408601145,AR,2022-10-31,0,1,0,1,0,0,0,0,1,0
122,0.839986128858948,0.3194009352610185,AR,2022-11-01,0,1,1,1,1,0,1,0,1,1
123,11.9722263046186,0.338707632429284,AR,2022-11-02,0,1,0,1,0,0,1,0,1,0
124,6.903925083764,0.293380965419754,AR,2022-11-03,1,1,0,1,0,0,1,0,1,0
125,0.374199170739467,0.253579233541656,AR,2022-11-04,1,1,1,1,1,1,1,0,1,0
126,2.70861961017244,0.4638565688962015,AR,2022-11-05,0,1,0,1,1,0,0,0,1,0
127,0.640554513714719,0.0951134896756275,AZ,2022-09-25,1,1,1,1,1,1,0,1,1,0
128,2.56177407798803,0.08463014439149,AZ,2022-09-26,0,1,1,0,0,0,0,0,0,0
129,2.57237627549423,0.1061677031072285,AZ,2022-09-27,0,0,1,1,1,0,1,1,1,0
130,0.853532231635921,0.113767480559793,AZ,2022-09-28,1,1,1,1,1,0,0,0,1,0
131,1.18030927209518,0.15178959799285,AZ,2022-09-29,1,1,1,0,1,0,0,0,0,0
132,1.10099738247095,0.0156948249375329,AZ,2022-09-30,1,1,1,1,0,0,1,0,1,0
133,0.738579912279031,0.0705732226960145,AZ,2022-10-01,1,1,1,1,1,1,1,1,1,1
134,2.69247938756147,0.2785430541297225,AZ,2022-10-02,1,1,0,1,0,1,1,0,1,0
135,1.81698008183568,0.171342073853994,AZ,2022-10-03,1,1,1,1,1,0,1,0,1,0
136,1.16937429281232,0.1786681885335635,AZ,2022-10-04,0,1,1,1,1,0,1,0,1,0
137,1.45354737450604,0.084392628665622,AZ,2022-10-05,1,1,0,1,0,0,1,0,1,0
138,0.999003071836029,0.113567013663575,AZ,2022-10-06,1,1,1,1,1,0,0,0,1,0
139,0.775628760786253,0.1334785130871475,AZ,2022-10-07,1,1,1,1,1,0,1,0,1,1
140,1.98028951231552,0.3193784839665535,AZ,2022-10-08,0,1,0,1,0,0,1,0,1,0
141,0.53531580873194,0.1286966551373875,AZ,2022-10-09,1,1,1,1,1,0,1,0,1,1
142,3.68747998560087,0.1569412030238625,AZ,2022-10-10,0,1,0,0,1,0,0,0,0,0
143,1.78860086178657,0.0733674423534905,AZ,2022-10-11,1,1,0,1,0,1,0,0,1,0
144,1.26856488698493,0.1871546371921505,AZ,2022-10-12,0,1,1,1,1,0,0,1,1,1
145,1.83880726234835,0.217331814451525,AZ,2022-10-13,1,1,0,1,1,1,1,0,1,0
146,0.668729240895894,0.169733582111587,AZ,2022-10-14,1,1,1,1,1,1,1,1,1,1
147,0.933530076015151,0.10276408382787,AZ,2022-10-15,1,1,1,1,1,0,0,1,1,0
148,0.773405508066901,0.1542668183007195,AZ,2022-10-16,1,1,1,1,1,0,1,1,1,0
149,5.46169341392373,0.123374673311535,AZ,2022-10-17,0,0,0,1,0,0,0,0,1,0
150,1.57522956044728,0.2171713541889005,AZ,2022-10-18,1,1,0,1,1,0,1,0,1,0
151,3.21536449162994,0.273140920044649,AZ,2022-10-19,0,1,0,0,0,0,0,0,0,1
152,1.85298564968923,0.248820289490553,AZ,2022-10-20,0,1,0,1,1,0,0,0,1,0
153,1.52626151739114,0.146522986398229,AZ,2022-10-21,1,1,1,1,0,0,1,1,1,0
154,0.403737380995775,0.303820336409963,AZ,2022-10-22,1,1,1,1,1,1,0,0,1,1
155,1.29859235371575,0.1422308279445745,AZ,2022-10-23,1,1,1,1,0,0,0,0,1,0
156,1.19972462012401,0.248739924488389,AZ,2022-10-24,1,1,1,1,1,1,0,0,1,0
157,2.78001031807074,0.277531983827398,AZ,2022-10-25,1,0,0,0,1,1,0,0,0,0
158,2.37450401681467,0.2401536597077075,AZ,2022-10-26,0,1,1,1,0,0,1,0,1,0
159,1.69199752862312,0.3178042177755405,AZ,2022-10-27,1,1,1,1,0,0,0,0,1,0
160,3.73598414336071,0.225311777593975,AZ,2022-10-28,1,1,0,1,0,0,1,0,1,0
161,2.15786596128243,0.3443526153588135,AZ,2022-10-29,0,1,1,1,1,0,0,0,1,0
162,3.46740321637193,0.349703315430764,AZ,2022-10-30,0,1,0,0,1,0,0,0,0,0
163,5.11214568395628,0.297988863326025,AZ,2022-10-31,1,0,0,1,0,0,0,0,1,0
164,6.42746782955901,0.279577609011406,AZ,2022-11-01,1,1,0,1,0,0,0,0,1,0
165,10.9132316365714,0.3014759649733955,AZ,2022-11-02,1,0,0,0,0,0,0,0,0,0
166,4.83663380030595,0.358363135909217,AZ,2022-11-03,0,1,0,0,0,0,0,0,0,0
167,6.70967422728762,0.2726449550219405,AZ,2022-11-04,1,1,0,0,0,0,0,0,0,0
168,10.4844619241723,0.3655535997508185,AZ,2022-11-05,1,0,0,0,0,0,0,0,0,0
169,2.11420409990148,0.115796252010416,CA,2022-09-25,1,1,1,0,1,0,0,0,0,0
170,18.0477303633583,0.0936281070316375,CA,2022-09-26,0,0,1,0,0,0,0,0,0,0
171,4.78157667644101,0.127879124849246,CA,2022-09-27,0,1,0,0,1,0,0,0,0,0
172,2.90798179642673,0.0962910480671605,CA,2022-09-28,1,1,1,1,0,0,1,0,1,0
173,5.21049276247133,0.12288722572854,CA,2022-09-29,0,0,1,1,1,0,1,0,1,0
174,4.4808290315748,0.150151314691905,CA,2022-09-30,1,1,1,0,1,0,0,0,0,0
175,4.53179449150018,0.1211831150782645,CA,2022-10-01,0,1,1,0,1,0,0,0,0,0
176,3.29070575686242,0.143348331379342,CA,2022-10-02,0,1,1,0,1,0,0,1,0,0
177,6.24663792462333,0.1323045992242425,CA,2022-10-03,1,1,0,0,1,0,0,0,0,0
178,6.91202123989693,0.137784242883488,CA,2022-10-04,0,0,1,0,1,0,0,0,0,0
179,3.23027712330307,0.135456442846972,CA,2022-10-05,1,1,0,0,1,0,1,0,0,0
180,4.17063478805244,0.1680900181422375,CA,2022-10-06,0,1,0,0,1,0,0,0,0,0
181,3.5477048817271,0.161770324385473,CA,2022-10-07,1,1,1,0,1,0,0,1,0,0
182,3.12302341563835,0.1454240625053515,CA,2022-10-08,0,0,0,0,1,1,1,0,0,0
183,3.26911243862169,0.154636178269245,CA,2022-10-09,1,0,0,0,1,0,0,0,0,0
184,9.27830200226464,0.136725075932758,CA,2022-10-10,0,0,0,0,0,0,0,0,0,0
185,3.07999363671317,0.1845838038537495,CA,2022-10-11,1,1,1,0,1,0,0,0,0,0
186,4.99937547615524,0.2072020153415055,CA,2022-10-12,0,1,1,0,0,0,0,1,0,0
187,8.81199550106423,0.206431643802319,CA,2022-10-13,1,0,0,0,1,0,0,0,0,0
188,7.74037511842586,0.2024811366949275,CA,2022-10-14,0,0,1,0,1,0,0,0,0,0
189,5.8298541539692,0.184890048621999,CA,2022-10-15,0,0,0,0,1,0,0,0,0,0
190,4.04696429148054,0.1924608634145255,CA,2022-10-16,0,0,1,0,1,0,0,0,0,0
191,6.04613240645882,0.210271323254611,CA,2022-10-17,1,0,0,0,1,0,0,0,0,0
192,5.56993115587141,0.2527260562554115,CA,2022-10-18,1,0,1,0,0,1,0,0,0,0
193,8.08645978614027,0.259212929313228,CA,2022-10-19,1,0,1,0,0,0,0,0,0,0
194,4.94348053211735,0.2254051988936355,CA,2022-10-20,1,1,0,0,1,0,0,0,0,0
195,6.75229193242596,0.1969869310254445,CA,2022-10-21,0,1,0,0,0,0,0,0,0,0
196,3.4346031172956,0.242811415884825,CA,2022-10-22,0,1,1,0,1,0,1,0,0,0
197,9.23109693284315,0.2574824246515405,CA,2022-10-23,1,1,0,0,1,0,1,0,0,0
198,9.84016000108774,0.28339019742106,CA,2022-10-24,0,0,0,0,1,0,0,0,0,0
199,2.30542802507058,0.27282921386814,CA,2022-10-25,1,1,1,0,1,0,0,0,0,0
200,9.21975412379733,0.278556931833787,CA,2022-10-26,1,1,0,0,1,0,0,0,0,0
201,10.9595047605289,0.2779403402112195,CA,2022-10-27,1,0,0,0,0,0,0,0,0,0
202,19.3224713442459,0.2380967530073255,CA,2022-10-28,0,0,0,0,0,0,0,0,0,0
203,28.4598035244475,0.2760021858433775,CA,2022-10-29,0,0,0,0,0,0,0,0,0,0
204,30.9034292230372,0.3060667854445445,CA,2022-10-30,0,0,0,0,0,0,0,0,0,0
205,31.0060359768733,0.295932973406094,CA,2022-10-31,1,0,0,0,0,0,0,0,0,0
206,28.9385055330928,0.303409448730869,CA,2022-11-01,1,0,0,0,0,1,0,0,0,0
207,22.6514300345953,0.3052698093201905,CA,2022-11-02,1,0,0,0,0,1,0,0,0,0
208,34.7311654782561,0.313580293460857,CA,2022-11-03,1,0,0,0,0,1,0,0,0,0
209,49.120253207997,0.3043861903045515,CA,2022-11-04,1,1,0,0,0,0,1,0,0,0
210,31.8927087636142,0.3302295229797365,CA,2022-11-05,1,0,0,0,0,0,0,0,0,0
211,0.395557199134502,0.142301961087451,CO,2022-09-25,1,1,1,1,1,0,0,1,1,1
212,0.691542956415047,0.1147009669549545,CO,2022-09-26,1,1,1,1,1,0,0,0,1,0
213,1.05331665325559,0.01464960446768225,CO,2022-09-27,1,1,1,1,0,0,1,0,1,0
214,1.60563312609144,0.0149382151088078,CO,2022-09-28,0,1,1,1,0,0,0,1,1,0
215,1.24706287424915,0.0535254319542115,CO,2022-09-29,1,1,1,1,0,0,1,0,1,0
216,0.400302902627936,0.124739163182932,CO,2022-09-30,1,1,1,1,1,0,1,1,1,0
217,0.268566150649193,0.01617899022590955,CO,2022-10-01,1,1,1,1,1,0,1,1,1,0
218,0.264935334248367,0.0167465459275963,CO,2022-10-02,1,1,1,1,1,1,1,1,1,1
219,0.720950008895547,0.0756420013916985,CO,2022-10-03,1,1,1,1,1,0,1,1,1,0
220,0.40448978167776,0.01817910313520165,CO,2022-10-04,1,1,1,1,1,1,0,1,1,0
221,0.538309270452929,0.102537212945537,CO,2022-10-05,1,1,1,1,1,0,1,1,1,0
222,0.506231345614838,0.113567013663575,CO,2022-10-06,1,1,1,1,1,0,1,1,1,0
223,1.19580421547194,0.2768469506529195,CO,2022-10-07,1,0,1,1,0,1,0,1,1,0
224,0.593250367132466,0.2075343221426625,CO,2022-10-08,1,1,1,1,1,0,1,1,1,0
225,1.40969711268072,0.512840163051385,CO,2022-10-09,0,1,0,1,0,0,1,1,1,0
226,1.90926666797963,0.243030335954703,CO,2022-10-10,0,1,1,1,0,0,1,0,1,0
227,2.23501355491418,0.260733717895981,CO,2022-10-11,0,0,1,1,0,0,0,0,1,0
228,0.89350272704389,0.139479940088267,CO,2022-10-12,1,0,1,1,1,1,0,1,1,0
229,0.997644489605761,0.2605894804927155,CO,2022-10-13,1,1,1,1,1,0,1,0,1,0
230,1.03186956021858,0.248897551920344,CO,2022-10-14,1,1,1,0,1,0,0,0,0,1
231,1.06953440975997,0.291352306681126,CO,2022-10-15,1,1,0,1,1,1,1,0,1,0
232,1.0636457184045,0.1695203317077625,CO,2022-10-16,1,1,1,0,1,1,1,0,0,1
233,1.86866462447987,0.04848921501324275,CO,2022-10-17,1,1,0,1,0,0,1,0,1,0
234,0.752140242097391,0.2000790798888935,CO,2022-10-18,1,1,1,1,1,0,1,0,1,1
235,0.843058154878194,0.204747480797857,CO,2022-10-19,1,1,1,1,1,0,0,0,1,0
236,1.49893622120073,0.296729679904557,CO,2022-10-20,1,0,1,1,1,1,0,1,1,0
237,0.876646243693487,0.3561637994795605,CO,2022-10-21,1,0,1,1,1,1,0,0,1,0
238,0.298896886295374,0.2297451307985815,CO,2022-10-22,1,1,1,1,1,1,1,1,1,1
239,0.142184635469888,0.0907386419099145,CO,2022-10-23,1,1,1,1,1,1,1,1,1,1
240,1.84482597049454,0.2574804940907715,CO,2022-10-24,1,1,0,0,1,0,0,0,0,0
241,2.87420351473081,0.283102909803878,CO,2022-10-25,0,0,0,1,1,0,0,0,1,0
242,1.67308380079904,0.209254799307199,CO,2022-10-26,1,1,1,1,0,1,0,1,1,0
243,2.57483222549921,0.326771989115299,CO,2022-10-27,0,1,0,0,1,0,1,0,0,0
244,1.82324699361341,0.278931323281549,CO,2022-10-28,1,1,0,1,1,0,0,0,1,0
245,0.566666583465372,0.2621197618168355,CO,2022-10-29,1,1,1,1,1,1,1,1,1,1
246,1.42893491912829,0.2219797756528425,CO,2022-10-30,1,1,1,1,0,1,1,0,1,0
247,0.998490691824865,0.2951375557848245,CO,2022-10-31,1,1,1,1,1,0,1,0,1,0
248,1.95834757161144,0.30383441057034,CO,2022-11-01,0,1,0,1,1,0,1,0,1,0
249,2.07256939860931,0.3475933297378795,CO,2022-11-02,0,0,1,1,1,0,0,0,1,0
250,4.22637901133695,0.2814695234372695,CO,2022-11-03,1,1,0,1,0,1,0,0,1,0
251,3.94257079085674,0.3148054868896395,CO,2022-11-04,0,1,0,1,0,0,0,0,1,0
252,3.9572009169852,0.455028006597157,CO,2022-11-05,0,1,0,0,1,0,0,0,0,0
253,2.03639102027581,0.175707518345842,CT,2022-09-25,0,1,1,1,0,0,1,0,1,0
254,1.26729956469019,0.0931713182856595,CT,2022-09-26,1,1,1,1,1,0,0,1,1,0
255,0.776945920679744,0.1265659785981045,CT,2022-09-27,1,1,1,1,1,0,1,1,1,0
256,3.90526711953884,0.233819920923992,CT,2022-09-28,0,1,1,1,0,0,1,1,1,0
257,0.824639478804375,0.102387719146944,CT,2022-09-29,1,1,1,1,1,0,1,1,1,0
258,1.42846837748579,0.0894435183652265,CT,2022-09-30,1,1,1,1,1,0,0,0,1,0
259,3.08254339246737,0.2173714439607525,CT,2022-10-01,0,1,0,1,0,0,0,0,1,0
260,1.37359822151917,0.16445523193028,CT,2022-10-02,0,1,1,1,1,0,0,0,1,1
261,2.45201590301384,0.189995758883448,CT,2022-10-03,1,1,0,0,0,0,0,1,0,0
262,1.37460140560805,0.089587356485964,CT,2022-10-04,1,1,1,1,1,1,1,0,1,0
263,0.734892756873317,0.1615421697164345,CT,2022-10-05,1,1,1,1,1,0,1,0,1,0
264,2.18615318345923,0.225780543294925,CT,2022-10-06,0,1,1,1,0,0,0,0,1,0
265,0.996468116459396,0.138280264878385,CT,2022-10-07,1,1,1,1,1,1,0,1,1,0
266,0.580926304540154,0.115681460009209,CT,2022-10-08,1,1,1,1,1,0,1,0,1,0
267,1.49553216748572,0.101582388525599,CT,2022-10-09,1,1,0,1,1,0,1,0,1,0
268,1.46389626143297,0.180894390646307,CT,2022-10-10,1,1,1,1,1,0,0,0,1,1
269,2.89561611998586,0.2464714906297925,CT,2022-10-11,0,1,1,1,0,0,0,0,1,0
270,3.45138214822323,0.3265888828959345,CT,2022-10-12,1,1,0,1,0,1,1,0,1,0
271,4.07710055558831,0.4509232110739545,CT,2022-10-13,0,1,1,1,0,0,1,0,1,0
272,6.32890210181556,0.3901846203094505,CT,2022-10-14,0,0,0,1,0,0,1,0,1,0
273,0.761239364199509,0.2101210022423995,CT,2022-10-15,1,0,1,1,1,0,1,0,1,1
274,3.88330712069203,0.307656586571904,CT,2022-10-16,0,1,0,1,0,0,1,0,1,0
275,0.414858166260087,0.2430415137740075,CT,2022-10-17,1,1,1,1,1,0,1,0,1,1
276,2.65134867617695,0.52221754318344,CT,2022-10-18,1,1,0,1,0,0,1,0,1,0
277,2.30738044288109,0.673816169576155,CT,2022-10-19,0,1,1,1,0,0,1,0,1,0
278,1.13664524878333,0.305817371251895,CT,2022-10-20,1,1,1,1,1,0,1,0,1,0
279,0.665866860721002,0.2947285348229175,CT,2022-10-21,1,1,1,1,1,0,1,0,1,0
280,3.24960760778747,0.52604595324411,CT,2022-10-22,1,1,0,1,0,1,1,0,1,0
281,1.06919258506057,0.338080664822492,CT,2022-10-23,1,1,1,0,1,0,1,0,0,0
282,1.23126646263658,0.246599698027572,CT,2022-10-24,1,1,1,1,1,1,0,0,1,0
283,0.766623927534106,0.2148018610980825,CT,2022-10-25,1,1,1,1,1,1,0,0,1,0
