...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
261,0.234596179503328,0.2593434853072725,CT,2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1
262,0.949103319970638,0.2496911295083965,CT,2022-11-08,1,1,1,1,1,1,1,1,0,1,1,0
263,0.858389025916768,0.358812621621887,CT,2022-11-09,0,1,1,1,1,1,1,0,0,1,1,1
264,0.59797043629981,0.2567777067556315,CT,2022-11-10,1,1,1,1,1,1,0,1,0,1,1,0
265,0.543572011494202,0.2556693579868245,CT,2022-11-11,1,1,1,1,1,1,0,1,0,1,1,1
266,2.0246210819014,0.3882515765654185,CT,2022-11-12,1,1,1,0,1,0,0,0,0,0,1,0
267,2.10508557846513,0.346549030852657,CT,2022-11-13,1,1,0,1,0,0,0,1,0,1,0,0
268,2.88659445863432,0.310903383698052,CT,2022-11-14,1,1,1,0,0,0,1,0,0,1,0,0
269,NA,NA,CT,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.50754781237614,0.360954874685711,CT,2022-11-16,1,1,1,1,1,1,1,1,0,1,1,0
271,0.930814279124839,0.2815253817682535,CT,2022-11-17,1,1,1,1,1,1,0,1,0,1,1,0
272,3.0043045442308,0.3818936520757035,CT,2022-11-18,1,1,0,1,1,0,1,0,0,1,1,0
273,1.19052275980849,0.3474820061208805,CT,2022-11-19,1,1,1,0,0,1,1,1,0,0,0,1
274,3.49834714069822,0.426781388099439,CT,2022-11-20,1,1,0,1,0,1,0,0,0,0,0,0
275,0.994081387168743,0.70171066256363,CT,2022-11-21,1,1,1,0,1,1,1,1,1,0,1,0
276,2.25573869556923,0.33579294865427,CT,2022-11-22,1,1,1,1,0,0,1,1,0,0,0,0
277,NA,NA,CT,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,CT,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0.445962247724085,0.3079010768700035,CT,2022-11-25,1,1,1,1,1,1,1,1,0,1,1,0
280,1.68598071536838,0.2809594494644785,CT,2022-11-26,1,0,1,1,1,1,0,0,0,1,1,0
281,11.7742478512895,0.534250381670915,CT,2022-11-27,1,1,0,1,0,0,0,1,0,1,0,0
282,4.71402583592354,0.331175425865881,CT,2022-11-28,1,1,0,0,0,0,1,1,0,0,0,0
283,1.24125789953877,0.204652420249352,CT,2022-11-29,1,1,1,1,0,1,1,1,0,0,0,1
284,1.60131463418872,0.339160961378586,CT,2022-11-30,1,0,0,1,0,1,1,0,0,0,0,0
285,0.774097305637085,0.0428287463477451,CT,2022-12-01,1,1,0,1,1,1,1,0,0,1,1,0
286,4.65964266156654,0.3008326321123055,CT,2022-12-02,1,0,0,0,0,0,1,0,0,1,0,0
287,4.88542876409087,0.2929818312349115,CT,2022-12-03,1,1,0,0,0,0,1,0,0,0,0,1
288,2.38924310383459,0.2667286823465945,CT,2022-12-04,1,1,1,0,0,0,1,1,0,0,0,0
289,4.66698659048946,0.2832886638294165,CT,2022-12-05,1,1,0,1,0,1,1,0,0,0,0,0
290,0.457574329357907,0.126156953676735,CT,2022-12-06,1,1,1,1,1,1,1,1,0,1,1,0
291,5.13653629458743,0.39652338165612,CT,2022-12-07,1,1,0,1,0,0,1,0,0,0,0,0
292,5.17508325940141,0.4466492641774065,CT,2022-12-08,1,1,0,1,0,1,1,0,0,0,0,0
293,4.67324067481465,0.368392765520977,CT,2022-12-09,1,1,0,1,0,0,1,0,0,1,0,1
294,2.74236191858733,0.268825205448066,CT,2022-12-10,1,1,0,1,0,1,1,1,0,1,0,1
295,0.366115980875459,0.2899896993625185,DC,2022-10-30,1,1,1,1,1,1,0,1,0,1,1,0
296,1.46129587449,0.257212228977073,DC,2022-10-31,1,1,1,1,0,1,1,1,0,1,0,0
297,0.803481956847553,0.229661190605124,DC,2022-11-01,1,1,1,1,1,1,0,1,0,0,1,0
298,0.782941298192512,0.3047452913252635,DC,2022-11-02,1,1,1,1,1,1,0,1,1,1,1,0
299,1.78007654838563,0.51343778401665,DC,2022-11-03,1,0,1,1,0,0,1,0,1,1,0,0
300,1.41392100107818,0.4118539430833105,DC,2022-11-04,1,1,1,0,0,1,0,1,0,0,0,0
301,1.3543698389025,0.420291703642745,DC,2022-11-05,0,1,0,0,1,1,0,1,1,0,1,0
302,0.979381728428106,0.3747178672893185,DC,2022-11-06,0,1,1,1,1,1,0,1,1,1,1,0
303,0.745090384692172,0.316716560647108,DC,2022-11-07,1,0,1,1,1,1,1,0,0,1,1,1
304,2.28743115855421,0.27725823966473,DC,2022-11-08,1,1,0,1,1,0,1,1,0,1,1,0
305,3.41567394568337,0.2787518945216225,DC,2022-11-09,1,1,0,1,1,0,1,1,0,1,1,0
306,0.80976400234824,0.321855302993637,DC,2022-11-10,1,0,1,1,1,1,1,0,0,1,1,0
307,0.221750049544293,0.2556693579868245,DC,2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
308,4.14857765597134,0.227203718420072,DC,2022-11-12,1,1,0,1,1,0,1,0,0,1,1,0
309,2.84133264260086,0.2112147349803445,DC,2022-11-13,1,1,0,1,1,0,1,1,0,1,1,0
310,1.04562259463216,0.2211645578121845,DC,2022-11-14,1,1,0,1,1,1,1,1,0,1,1,0
311,0.436758594630834,0.261349059135851,DC,2022-11-15,1,1,1,1,1,1,1,1,0,0,1,0
312,0.831706642171264,0.3456476926090305,DC,2022-11-16,1,0,1,1,1,1,1,0,0,1,1,0
313,0.506548817550354,0.210872037942707,DC,2022-11-17,1,1,1,1,1,1,0,1,0,1,1,1
314,0.996309858453439,0.2995038150866755,DC,2022-11-18,1,1,1,1,1,1,1,1,0,1,1,0
315,2.11073864966665,0.2910861732863985,DC,2022-11-19,1,1,1,0,1,0,1,1,0,0,1,0
316,1.49445452240229,0.33146521601055,DC,2022-11-20,1,1,1,0,1,1,0,1,0,0,1,0
317,0.348394531294313,0.2852370469876905,DC,2022-11-21,1,1,1,1,1,1,1,1,0,1,1,0
318,0.867597060007927,0.301473871667938,DC,2022-11-22,1,0,1,1,1,1,1,0,1,1,1,0
319,1.11422590371088,0.27448828714832,DC,2022-11-23,1,1,1,1,1,1,1,1,1,0,1,0
320,NA,NA,DC,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,1.02244253043603,0.1336300768430875,DC,2022-11-25,1,1,0,1,1,1,1,1,0,1,1,0
322,0.901090209485108,0.1579270333705765,DC,2022-11-26,1,1,1,1,1,1,1,0,0,0,1,1
323,6.15943706692253,0.4267227364099805,DC,2022-11-27,1,1,0,1,0,0,0,1,0,0,0,0
324,1.93122000432414,0.11879778542749,DC,2022-11-28,1,1,0,1,1,0,0,0,0,1,1,1
325,0.745211046206316,0.2099650119859005,DC,2022-11-29,1,0,1,1,1,1,1,0,0,1,1,0
326,1.61792814204324,0.4207816768588755,DC,2022-11-30,1,1,0,0,1,0,1,1,0,1,1,0
327,1.15556831414956,0.2501546250022885,DC,2022-12-01,0,1,1,1,1,1,0,1,1,1,1,0
328,1.36442249916891,0.340578025398007,DC,2022-12-02,1,1,0,1,0,1,1,1,0,0,0,0
329,1.03258903604106,0.129247163862067,DC,2022-12-03,1,0,1,1,1,1,1,0,1,1,1,0
330,0.815120779299956,0.0324754790643389,DC,2022-12-04,1,1,0,1,1,1,1,1,0,1,1,0
331,3.03184194469921,0.59823427854117,DC,2022-12-05,1,1,0,0,1,0,1,1,0,0,1,0
332,2.59863269304168,0.61636052345979,DC,2022-12-06,1,1,0,0,0,1,1,1,0,0,0,1
333,1.35502156882129,0.0249771865438604,DC,2022-12-07,1,1,0,1,1,1,1,0,0,0,1,0
334,1.00756475863969,0.1528786579463915,DC,2022-12-08,1,0,1,1,1,1,0,0,0,1,1,0
335,1.01702127068363,0.2049123340493035,DC,2022-12-09,1,1,1,1,1,0,0,1,0,0,1,0
336,2.15466731876566,0.361717907323015,DC,2022-12-10,1,0,0,1,1,0,1,0,0,1,1,0
337,0.595450403571403,0.1819070202713505,DE,2022-10-30,1,1,1,1,1,1,1,1,1,1,1,1
338,1.94454638931511,0.155818161030972,DE,2022-10-31,1,1,1,1,1,0,0,0,0,1,1,0
339,1.59444808486558,0.3558474720063655,DE,2022-11-01,1,1,0,1,1,0,1,1,0,1,1,0
340,0.198669244373578,0.139224481043671,DE,2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
341,1.4235566774504,0.1504833666895935,DE,2022-11-03,1,1,0,1,1,0,1,1,0,1,1,0
342,0.528910059776053,0.3730572545347305,DE,2022-11-04,1,1,1,1,1,1,1,1,0,0,1,1
343,1.7629287846989,0.200768935327089,DE,2022-11-05,1,1,0,1,1,0,1,0,0,1,1,0
344,0.344895626166467,0.2373824237677785,DE,2022-11-06,1,1,1,1,1,1,1,1,1,1,1,1
345,0.236100682210676,0.2593434853072725,DE,2022-11-07,1,1,1,1,1,1,1,1,0,1,1,0
346,0.304857576873317,0.218185860758301,DE,2022-11-08,1,1,1,1,1,1,1,1,1,1,1,1
347,0.975149446683926,0.4566971667500245,DE,2022-11-09,1,1,1,0,1,1,1,1,1,0,1,0
348,NA,NA,DE,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,0.917025348847027,0.2615929318344785,DE,2022-11-11,1,1,1,1,1,0,1,1,0,1,1,0
350,0.645870986739506,0.252070947914007,DE,2022-11-12,1,1,1,1,1,1,1,1,0,0,1,1
351,0.415295869307394,0.257351809385365,DE,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1
352,0.894058039362023,0.427954414410651,DE,2022-11-14,0,1,1,1,1,1,0,1,0,1,1,0
353,0.272170646677558,0.181277707682198,DE,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,1
354,0.915110466360606,0.2786538406140985,DE,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
355,1.25057460243508,0.2836860127651545,DE,2022-11-17,1,1,1,1,1,0,1,1,0,0,1,0
356,1.00918540013414,0.718985579657465,DE,2022-11-18,1,1,1,1,0,1,1,1,1,1,0,0
357,0.871828638196272,0.1302032036077225,DE,2022-11-19,1,1,0,1,1,1,1,1,1,1,1,1
358,1.64895813819572,0.3606848584092305,DE,2022-11-20,1,1,0,1,1,0,0,1,0,1,1,0
359,0.64145071435458,0.4613139267296185,DE,2022-11-21,1,1,1,1,1,1,1,1,0,1,1,0
360,0.139579130826153,0.099730153807714,DE,2022-11-22,1,1,1,1,1,1,1,1,1,1,1,1
361,NA,NA,DE,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,NA,NA,DE,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0.423836778376785,0.1684842768484705,DE,2022-11-25,1,1,1,1,1,1,1,1,1,1,1,1
364,0.986805851909113,0.3052424677032835,DE,2022-11-26,0,1,1,1,1,1,1,1,0,1,1,0
365,1.63133936266433,0.327798288616925,DE,2022-11-27,1,0,1,1,1,1,1,0,0,0,1,0
366,0.961335627281683,0.1167635717399735,DE,2022-11-28,1,1,0,1,1,1,1,1,0,1,1,0
367,NA,NA,DE,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,NA,DE,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,1.862826271203,0.379403680226901,DE,2022-12-01,1,0,0,1,0,1,1,0,0,1,0,0
370,0.873200866057372,0.1013846914857225,DE,2022-12-02,1,1,1,1,1,1,1,1,0,0,1,0
371,0.919284556232495,0.2944029499121285,DE,2022-12-03,1,1,1,1,0,1,1,0,1,1,0,1
372,1.3958082425305,0.3625263101318585,DE,2022-12-04,1,1,0,1,1,0,1,1,0,1,1,0
373,1.04896389347966,0.2553110536497535,DE,2022-12-05,1,1,1,1,1,0,1,1,0,1,1,0
374,0.131693777048984,0.0272060605323659,DE,2022-12-06,1,1,1,1,1,1,1,1,1,1,1,1
375,0.438289963313087,0.1429053917259275,DE,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1
376,0.034556421472936,0.02298564414256955,DE,2022-12-08,1,1,1,1,1,1,1,1,1,1,1,1
377,3.63020774266535,0.49886094812744,DE,2022-12-09,0,0,0,1,1,0,0,1,0,0,1,0
378,0.913966408474888,0.227291949409937,DE,2022-12-10,1,1,1,1,0,1,0,0,0,1,0,1
379,3.12429576196688,0.3098300743446965,FL,2022-10-30,0,0,1,1,1,1,1,0,0,1,1,0
380,4.71320767110042,0.275787528244953,FL,2022-10-31,1,0,0,1,0,1,0,0,0,0,0,1
381,2.09190069736426,0.289076983233838,FL,2022-11-01,1,1,1,1,1,1,0,1,0,0,1,0
382,1.6485686769072,0.278193100577785,FL,2022-11-02,1,1,1,1,1,1,0,1,0,1,0,0
383,1.80092325403771,0.286878108573713,FL,2022-11-03,1,1,1,1,1,1,0,0,0,1,1,0
384,4.78794943782521,0.2910230315155905,FL,2022-11-04,1,0,0,1,0,0,0,0,0,1,0,0
385,9.02646954739364,0.3175901630237575,FL,2022-11-05,0,1,0,1,1,0,0,0,0,1,1,0
386,1.8284367520475,0.27571979079578,FL,2022-11-06,0,1,1,1,1,1,0,1,0,1,1,1
387,3.61901084341644,0.2873415781600925,FL,2022-11-07,0,1,1,1,0,1,0,1,0,0,0,0
388,3.33040546905646,0.333010343226333,FL,2022-11-08,1,0,1,1,0,1,1,0,0,0,0,0
389,1.52476148426117,0.305222118633156,FL,2022-11-09,1,1,1,1,1,1,0,1,0,1,1,0
390,3.11716658330563,0.333787923343828,FL,2022-11-10,0,1,0,1,1,0,1,0,0,0,1,0
391,1.36548326471778,0.278001780123491,FL,2022-11-11,1,1,1,1,1,1,0,1,0,0,1,0
392,0.402252798863028,0.246544896915355,FL,2022-11-12,1,1,1,1,1,1,1,1,0,1,1,0
393,1.38068923566934,0.3045168909650255,FL,2022-11-13,1,1,1,1,0,1,1,0,0,0,0,1
394,11.535349779582,0.321781588518094,FL,2022-11-14,1,0,0,1,0,0,0,0,0,0,0,0
395,6.91103282519942,0.301159876411847,FL,2022-11-15,1,1,0,0,1,0,0,0,0,0,1,0
396,5.79521216650444,0.2632317056509105,FL,2022-11-16,0,0,0,0,1,0,0,0,0,1,1,0
397,4.98106292085007,0.3194284488078525,FL,2022-11-17,0,0,0,1,1,1,0,0,0,0,1,0
398,3.23583670096806,0.296041279714772,FL,2022-11-18,1,1,0,1,1,0,1,0,0,0,1,0
399,1.4910029306866,0.2814534061328005,FL,2022-11-19,1,1,1,1,0,1,1,0,0,1,0,0
400,1.65793982667149,0.217260603096905,FL,2022-11-20,1,1,1,1,1,1,1,0,0,0,1,0
401,3.32964380717805,0.251578944756261,FL,2022-11-21,1,1,1,0,0,1,0,0,1,0,0,0
402,2.15325501487674,0.255088810579173,FL,2022-11-22,1,1,1,1,1,1,0,0,0,0,1,0
403,7.66705073668429,0.3134241993814,FL,2022-11-23,1,0,0,1,1,0,1,0,0,0,1,0
404,0.627316639471623,0.0829470256807025,FL,2022-11-24,1,1,1,1,1,1,1,1,0,1,1,0
405,11.5987811417513,0.278668412861581,FL,2022-11-25,1,1,0,0,1,0,1,0,0,0,1,0
406,6.52741810019627,0.279616085245634,FL,2022-11-26,1,0,0,0,1,0,0,0,0,0,1,0
407,8.26572156625135,0.2880561076651635,FL,2022-11-27,1,1,0,1,1,0,0,0,0,1,1,0
408,35.3985325630191,0.3105662928968955,FL,2022-11-28,1,0,0,0,0,0,0,0,0,0,0,0
409,4.97917004754652,0.2491146167299525,FL,2022-11-29,1,1,0,1,0,0,1,0,0,0,0,0
410,12.9373643960973,0.2846838314110405,FL,2022-11-30,1,0,0,0,0,0,1,0,0,0,0,0
411,12.5138177125168,0.2667696538317045,FL,2022-12-01,1,0,0,0,0,0,1,0,0,0,0,0
412,6.10027228408777,0.2356131341183265,FL,2022-12-02,1,1,0,1,0,0,0,0,0,1,0,0
413,6.02602737681229,0.2865510886314675,FL,2022-12-03,1,0,0,1,0,0,0,0,0,0,0,0
414,2.46355396427478,0.1421446236813615,FL,2022-12-04,1,1,0,1,0,1,1,0,0,0,0,0
415,4.80899381896569,0.322290425034534,FL,2022-12-05,1,0,0,0,1,0,0,0,0,0,1,0
416,16.6634737062407,0.2645470775913115,FL,2022-12-06,1,0,0,0,0,0,0,0,0,0,0,0
417,7.81494465120316,0.253618721150427,FL,2022-12-07,1,0,0,1,0,0,0,0,0,0,0,0
418,3.02492306212543,0.1535014734932315,FL,2022-12-08,1,1,1,0,0,1,1,0,0,0,0,0
419,10.1940499217452,0.230495867248367,FL,2022-12-09,1,0,0,0,0,0,0,0,0,0,0,0
420,3.70881553559149,0.2084406984853685,FL,2022-12-10,1,0,0,0,0,0,1,0,0,1,0,0
421,1.4418692618727,0.300109262119756,GA,2022-10-30,1,1,1,1,1,1,0,0,0,1,1,1
422,1.69228155051262,0.2740370567828465,GA,2022-10-31,1,1,1,1,0,1,1,0,0,1,0,0
423,2.75970750447963,0.2893319535173265,GA,2022-11-01,1,0,0,1,0,1,0,0,0,1,0,0
424,2.05394646970722,0.2970877655701695,GA,2022-11-02,1,1,0,1,1,1,1,0,0,1,1,0
425,5.49160216088867,0.3705006301099875,GA,2022-11-03,1,0,0,1,0,0,0,0,0,0,0,0
426,2.64562293340604,0.2866660318994295,GA,2022-11-04,0,0,1,1,1,1,0,0,0,1,1,0
427,3.05402662640769,0.3579380489469795,GA,2022-11-05,0,1,1,0,1,0,0,0,1,0,1,0
428,3.40045201445064,0.3843946437600305,GA,2022-11-06,0,0,0,1,0,1,0,0,0,1,0,0
429,2.14981795952414,0.3190785996609405,GA,2022-11-07,1,0,1,1,1,1,0,0,0,0,1,0
430,2.69261777058009,0.301250295982351,GA,2022-11-08,0,0,1,1,1,1,0,0,0,0,1,0
431,4.19588828714664,0.3434577478025425,GA,2022-11-09,1,0,0,1,1,1,0,0,0,0,1,0
432,4.74272283634456,0.3308488458270195,GA,2022-11-10,0,0,0,1,1,0,1,0,0,0,1,0
433,3.87790339772377,0.2885816744356395,GA,2022-11-11,0,1,0,1,1,0,0,0,0,0,1,0
434,1.85207487046446,0.356685702489252,GA,2022-11-12,1,1,0,0,1,1,1,1,0,0,1,0
435,4.61750683946349,0.4001419541530995,GA,2022-11-13,0,1,0,0,1,1,0,0,0,0,1,0
436,3.48619916164279,0.3376102221790295,GA,2022-11-14,1,0,0,1,1,0,0,0,0,0,1,0
437,1.88126744339429,0.2997032719471305,GA,2022-11-15,1,1,1,1,0,1,0,0,0,1,0,0
438,3.35935809818081,0.286770809471038,GA,2022-11-16,1,1,0,1,1,0,0,1,0,0,1,0
439,2.52229047787616,0.326436970153444,GA,2022-11-17,1,1,0,1,1,1,1,0,0,1,1,0
440,4.77355249593775,0.3185863152650405,GA,2022-11-18,1,0,1,1,0,0,0,0,0,1,0,0
441,1.88315729785965,0.315935255486164,GA,2022-11-19,1,1,0,1,1,0,0,1,0,0,1,0
442,5.30777571217503,0.4381872305077885,GA,2022-11-20,0,0,0,1,0,0,0,0,0,0,0,0
443,3.67156360852422,0.247091142060859,GA,2022-11-21,1,1,0,1,0,0,1,1,0,1,0,1
444,8.55661002284852,0.341881851221289,GA,2022-11-22,1,0,0,1,1,0,1,0,0,1,1,0
445,2.83931773323228,0.263988727006837,GA,2022-11-23,1,0,1,1,0,0,0,0,0,1,0,0
446,0.844243526684694,0.294925602584609,GA,2022-11-24,1,0,1,1,1,1,1,0,0,1,1,0
447,4.57681870097349,0.2969501739783955,GA,2022-11-25,1,0,0,1,0,1,1,0,0,0,0,1
448,6.06063613269908,0.322567848239491,GA,2022-11-26,0,1,0,0,0,0,1,0,0,1,0,0
449,5.02109850881727,0.297398964717094,GA,2022-11-27,1,1,0,1,1,0,1,0,0,1,1,0
450,11.3420407583134,0.409967910097426,GA,2022-11-28,0,1,0,0,0,0,0,0,0,0,0,0
451,14.9244020864853,0.3053047522014705,GA,2022-11-29,1,0,0,1,0,0,0,0,0,0,0,0
452,6.16897010412127,0.246972808708748,GA,2022-11-30,1,1,0,0,1,0,0,0,0,0,1,0
453,6.92523703852033,0.2695866971367985,GA,2022-12-01,1,0,0,1,1,0,0,0,0,0,1,0
454,7.61375811083633,0.3104122180411815,GA,2022-12-02,1,0,0,1,0,1,1,0,0,1,0,0
455,0.38552937076971,0.164051748923163,GA,2022-12-03,1,1,1,1,1,1,1,0,1,1,1,0
456,1.66355290465236,0.2375782494468445,GA,2022-12-04,1,1,0,1,0,1,1,0,0,1,0,0
457,5.40288086019266,0.295085587811289,GA,2022-12-05,1,1,0,1,0,0,0,0,0,0,0,0
458,7.81078407129194,0.2640480631229445,GA,2022-12-06,0,1,0,1,0,0,0,0,0,1,0,0
459,10.3626098587313,0.3017800278455725,GA,2022-12-07,1,0,0,1,0,0,0,0,0,0,0,0
460,6.59840133162654,0.2692222703277135,GA,2022-12-08,1,0,0,1,0,0,0,0,0,0,0,0
461,6.41047941190921,0.247504009706876,GA,2022-12-09,0,0,0,0,0,0,0,1,0,0,0,0
462,1.8392637802338,0.18571775309574,GA,2022-12-10,1,1,1,1,0,1,0,1,0,0,0,0
463,1.11713012240326,0.1098519008772385,HI,2022-10-30,1,1,1,1,1,0,1,0,1,1,1,0
464,0.340799592440506,0.2849311647151005,HI,2022-10-31,1,1,1,1,1,1,1,1,1,1,1,1
465,0.321521924663876,0.2801357031656205,HI,2022-11-01,1,1,1,1,1,1,0,1,0,1,1,1
466,2.10581233906086,0.361451142219741,HI,2022-11-02,1,1,0,1,0,0,0,1,0,1,0,0
467,2.16567400400986,0.344134991711197,HI,2022-11-03,1,1,0,1,1,0,1,1,0,1,1,0
468,0.868209235969566,0.347664059231701,HI,2022-11-04,1,0,1,1,1,1,1,1,0,1,1,0
469,2.07588956798426,0.175284269478064,HI,2022-11-05,1,1,0,1,1,0,1,0,0,1,1,0
470,1.16160855849049,0.188832320795454,HI,2022-11-06,1,1,1,1,1,0,1,1,0,1,1,0
471,0.278644605237017,0.203137864554643,HI,2022-11-07,1,1,1,1,1,1,1,1,0,1,1,0
472,0.555256372627668,0.27069464200846,HI,2022-11-08,1,1,1,1,1,1,1,1,0,1,1,0
473,0.851096868063453,0.358812621621887,HI,2022-11-09,0,1,1,1,1,1,0,1,1,0,1,1
474,1.21502232146667,0.4152353538336895,HI,2022-11-10,0,0,1,1,1,1,0,0,0,1,1,0
475,0.736324825464389,0.257361807657583,HI,2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
476,0.913821765697363,0.3044362298240245,HI,2022-11-12,1,1,1,1,1,1,0,1,0,1,1,0
477,NA,NA,HI,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,0.273616368918387,0.1958952678307005,HI,2022-11-14,1,1,1,1,1,1,1,1,0,1,1,0
479,0.811473996923332,0.396802359890629,HI,2022-11-15,1,0,1,1,1,1,1,0,1,1,1,0
480,0.625201273576287,0.167386658208519,HI,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
481,1.0054252237862,0.154238946414137,HI,2022-11-17,1,1,0,1,1,1,1,1,1,1,1,1
482,0.970089947036435,0.68964057014867,HI,2022-11-18,1,1,1,0,1,1,1,0,1,0,1,1
483,0.592790439953792,0.4209430598189665,HI,2022-11-19,1,1,1,1,1,1,1,1,1,1,1,1
484,NA,NA,HI,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2022-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,1.5539382450258,0.3487712201430615,HI,2022-11-23,1,0,1,1,1,1,0,0,0,0,1,0
488,NA,NA,HI,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,0.784824463700096,0.1419286958919885,HI,2022-11-25,1,1,1,1,1,1,1,1,0,1,1,0
490,0.786457439970492,0.2183599683292145,HI,2022-11-26,1,1,1,1,1,1,0,0,0,1,1,0
491,1.46610997040797,0.66454200196224,HI,2022-11-27,0,1,0,1,1,1,0,1,0,1,1,0
492,0.0822488080749199,0.056876097621477,HI,2022-11-28,1,1,1,1,1,1,1,1,0,0,1,1
493,NA,NA,HI,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,1.90430985733314,0.0428287463477451,HI,2022-12-01,1,1,0,1,1,0,1,1,0,1,1,0
496,0.479353017322232,0.246923320127153,HI,2022-12-02,1,1,1,1,1,1,1,1,0,0,1,1
497,2.33737201672763,0.570879452681805,HI,2022-12-03,1,0,0,1,1,1,1,0,0,1,1,0
498,0.454137787952709,0.1267757165122015,HI,2022-12-04,1,1,1,1,1,1,1,1,0,1,1,0
499,NA,NA,HI,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,1.72048141659564,0.4889768952060875,HI,2022-12-06,1,1,0,1,1,0,1,1,0,1,1,0
501,0.607203744388784,0.2608335969079945,HI,2022-12-07,1,1,1,1,1,1,1,1,0,1,1,0
502,0.466393234032716,0.167307948986976,HI,2022-12-08,1,1,1,1,1,1,1,0,1,1,1,0
503,0.816071329488595,0.388615899972452,HI,2022-12-09,1,1,1,1,1,0,1,1,0,1,1,0
504,0.889230913457854,0.185758693371808,HI,2022-12-10,1,1,1,1,0,1,1,0,1,1,0,1
505,5.35489026175821,0.1417467783755945,IA,2022-10-30,1,1,0,1,1,0,1,1,0,0,1,0
506,4.97661589237849,0.2113282769718575,IA,2022-10-31,1,1,0,1,1,0,0,1,0,0,1,0
507,6.03419432372607,0.2439834557362135,IA,2022-11-01,1,1,0,1,0,0,0,0,0,1,0,0
508,1.19673027558927,0.213637802009308,IA,2022-11-02,1,1,1,1,1,0,0,1,0,1,1,0
509,2.51771956338071,0.293883457489323,IA,2022-11-03,0,1,0,1,1,1,0,0,0,1,1,0
510,5.9091217728532,0.1925806219213765,IA,2022-11-04,0,1,0,1,1,0,1,0,0,1,1,0
511,1.25596652917613,0.308773878742932,IA,2022-11-05,0,1,1,1,1,1,0,0,0,1,1,0
512,3.66187701093945,0.246289959790474,IA,2022-11-06,1,1,0,1,0,0,0,1,0,1,0,0
513,7.58633937251551,0.270078820664147,IA,2022-11-07,0,1,0,1,1,0,1,0,0,0,1,0
514,2.88576935191633,0.26651485897114,IA,2022-11-08,1,1,0,1,1,0,1,0,0,1,1,1
515,3.78888962845733,0.272371655870121,IA,2022-11-09,1,1,0,1,1,0,1,1,0,1,1,0
516,6.76754088161391,0.2517364945707665,IA,2022-11-10,1,1,0,1,1,0,1,0,0,1,1,0
517,1.7462085428895,0.3338985858692185,IA,2022-11-11,1,1,0,0,1,1,0,0,0,0,1,0
518,2.8987194308794,0.361133225478616,IA,2022-11-12,1,1,0,1,1,0,0,1,0,1,1,0
519,4.26362249668791,0.330095711026214,IA,2022-11-13,1,1,0,1,1,0,1,0,0,0,1,0
520,12.7256629656148,0.32076881784199,IA,2022-11-14,1,1,0,1,1,0,0,0,0,0,1,0
521,7.5342132246377,0.318697213382854,IA,2022-11-15,1,1,0,1,1,0,0,0,0,0,1,0
522,12.4914016651182,0.3986720454128565,IA,2022-11-16,1,1,0,1,0,0,1,1,0,0,0,0
523,12.9176308915963,0.364058107169408,IA,2022-11-17,1,1,0,1,1,0,0,1,0,0,1,0
