...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
1307,13.9080214537716,0.357640943525947,NJ,2022-11-03,1,0,0,1,0,0,0,0,0,0,0,0
1308,21.8562462074091,0.323556617496543,NJ,2022-11-04,1,1,0,1,0,0,0,0,0,0,0,0
1309,14.3894512499224,0.3336814085266975,NJ,2022-11-05,0,0,0,0,1,0,1,0,0,0,1,0
1310,12.9309211478305,0.310501496568002,NJ,2022-11-06,1,1,0,0,1,0,0,0,0,0,1,0
1311,2.21809294761576,0.286498645945947,NJ,2022-11-07,1,0,1,1,1,1,0,0,0,1,1,1
1312,2.78718445604807,0.3035457929960195,NJ,2022-11-08,1,1,1,1,1,1,0,1,0,0,1,0
1313,6.17464939947402,0.2813245062459895,NJ,2022-11-09,1,0,0,1,1,0,1,1,0,1,1,0
1314,1.20619484055338,0.296490071590695,NJ,2022-11-10,1,1,1,1,1,1,1,1,0,1,1,0
1315,2.00950816276373,0.283746775468342,NJ,2022-11-11,1,1,1,1,1,1,0,0,0,1,1,0
1316,8.15459117152731,0.328671053473563,NJ,2022-11-12,0,1,0,0,1,0,0,0,0,0,1,0
1317,6.09654484454928,0.2980547579604145,NJ,2022-11-13,1,1,0,1,1,0,1,0,0,0,1,0
1318,29.5537672051648,0.2654707637976025,NJ,2022-11-14,1,1,0,0,0,0,1,0,0,0,0,0
1319,5.44798613050449,0.2603715491882795,NJ,2022-11-15,1,1,0,0,1,0,0,0,0,0,1,0
1320,9.44674786248058,0.2519125920945565,NJ,2022-11-16,1,0,0,0,1,0,0,0,0,0,1,0
1321,4.34943263767468,0.26703078755303,NJ,2022-11-17,1,1,0,1,0,0,1,0,0,0,0,0
1322,6.72070664883043,0.261225051089942,NJ,2022-11-18,1,1,0,1,0,0,0,0,0,0,0,0
1323,5.05048211457714,0.315938100463376,NJ,2022-11-19,1,0,0,1,0,1,1,0,0,0,0,0
1324,6.13076463384572,0.2266795487001205,NJ,2022-11-20,0,1,0,0,0,0,1,0,0,0,0,0
1325,7.93145435260206,0.324485139106144,NJ,2022-11-21,0,1,0,1,0,0,0,1,0,0,0,0
1326,1.09082748316881,0.327378382528888,NJ,2022-11-22,1,0,1,0,1,1,0,0,0,1,1,0
1327,2.61597684626948,0.1655962007992785,NJ,2022-11-23,1,1,0,1,1,1,0,1,0,1,1,0
1328,NA,NA,NJ,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,1.23335430944046,0.2916661800923325,NJ,2022-11-25,1,0,1,0,1,0,1,0,0,0,1,0
1330,4.89687107314793,0.2689285751327875,NJ,2022-11-26,0,1,0,1,0,0,0,1,0,0,0,0
1331,4.47222188891211,0.2154641146269735,NJ,2022-11-27,1,1,1,1,0,0,1,0,0,0,0,1
1332,10.2259232228433,0.261916610164904,NJ,2022-11-28,1,0,0,1,0,1,0,0,0,0,0,0
1333,5.10517296281442,0.248085373941902,NJ,2022-11-29,0,0,1,0,0,1,0,0,0,0,0,0
1334,0.987457828698849,0.312906356328477,NJ,2022-11-30,1,1,1,1,0,1,1,1,0,1,0,0
1335,8.11363780478466,0.282396058557368,NJ,2022-12-01,1,1,0,1,0,0,0,0,0,1,0,0
1336,11.9440690297918,0.2582367488162505,NJ,2022-12-02,1,0,0,1,0,0,0,0,0,0,0,0
1337,6.08673736996103,0.265102827946015,NJ,2022-12-03,1,1,0,1,0,0,0,0,0,0,0,0
1338,9.40222778099294,0.2633262236634425,NJ,2022-12-04,1,0,0,0,0,0,1,0,0,0,0,0
1339,17.4156699514252,0.2567828270486535,NJ,2022-12-05,1,1,0,0,0,0,0,0,0,1,0,0
1340,2.67790287374219,0.1685644704583365,NJ,2022-12-06,1,1,1,0,0,1,0,1,0,0,0,0
1341,1.7366148898773,0.2366183567560945,NJ,2022-12-07,1,1,1,1,0,1,1,1,0,1,0,1
1342,0.448144645479212,0.167307948986976,NJ,2022-12-08,1,1,1,1,1,1,1,1,0,1,1,0
1343,13.3385521821422,0.2851676439582695,NJ,2022-12-09,1,1,0,1,0,0,1,1,0,0,0,0
1344,6.57365738074272,0.207727687033553,NJ,2022-12-10,1,1,0,0,0,0,0,1,0,0,0,0
1345,1.71454899099142,0.3223733647863955,NM,2022-10-30,1,1,1,1,1,0,0,0,0,1,1,0
1346,6.39012276141453,0.220185768362341,NM,2022-10-31,0,1,1,1,0,0,0,0,0,0,0,0
1347,6.4221130541156,0.2166355099443505,NM,2022-11-01,0,0,1,1,1,0,0,0,0,0,1,0
1348,6.16472435291609,0.270920415765409,NM,2022-11-02,0,1,0,1,1,1,0,1,0,0,1,0
1349,3.41275404824337,0.2452578095862665,NM,2022-11-03,0,1,1,1,1,0,0,0,1,0,1,0
1350,2.80617269428931,0.279935417909291,NM,2022-11-04,1,1,0,1,1,1,0,0,0,0,1,0
1351,2.4225642829168,0.252648121670238,NM,2022-11-05,1,0,1,1,1,0,1,0,1,0,1,0
1352,4.75062099964019,0.2406190972992665,NM,2022-11-06,0,0,1,1,1,0,1,0,0,0,1,0
1353,2.89746853651606,0.292234617457477,NM,2022-11-07,0,1,1,1,0,1,1,0,0,1,0,0
1354,4.48396733580863,0.276306639588363,NM,2022-11-08,0,1,1,1,1,0,0,0,0,1,1,0
1355,18.9337181713467,0.2765545739949685,NM,2022-11-09,0,0,0,1,0,0,0,0,0,0,0,0
1356,4.26524320963713,0.268001231268783,NM,2022-11-10,0,0,0,1,1,1,0,0,0,0,1,0
1357,7.84376608229519,0.26063751669776,NM,2022-11-11,0,1,0,1,1,0,1,0,0,1,1,0
1358,9.84781846900518,0.285109455097175,NM,2022-11-12,0,1,0,1,1,0,0,1,0,1,1,0
1359,3.38282759042089,0.273319183467377,NM,2022-11-13,0,1,1,1,1,0,1,1,0,1,1,0
1360,18.8115220508584,0.283710314838445,NM,2022-11-14,0,1,0,0,0,0,0,1,0,0,0,0
1361,6.59879864053063,0.272919882377492,NM,2022-11-15,0,0,1,0,1,0,0,1,0,0,1,0
1362,8.60412535004059,0.3063669815343605,NM,2022-11-16,1,1,0,1,1,0,0,0,0,0,1,0
1363,6.92536503541402,0.2779463660519195,NM,2022-11-17,1,0,0,0,1,0,1,0,0,0,1,0
1364,16.6788713249858,0.3450253417864885,NM,2022-11-18,1,1,0,1,1,0,0,1,0,1,0,0
1365,5.0784083953138,0.334195689165984,NM,2022-11-19,1,1,0,1,0,0,1,1,0,0,0,0
1366,6.98422622982159,0.378684213874441,NM,2022-11-20,1,1,0,1,0,0,1,0,0,1,0,0
1367,10.408981094535,0.273609070131829,NM,2022-11-21,1,0,0,0,1,0,0,0,0,0,1,0
1368,9.21650427982205,0.2829362530466285,NM,2022-11-22,1,0,0,0,0,0,0,0,0,0,0,0
1369,8.47105922131699,0.280154572565086,NM,2022-11-23,0,1,0,0,1,0,0,1,0,0,1,0
1370,6.08179261486511,0.433327893327012,NM,2022-11-24,1,1,0,1,1,0,1,1,0,1,1,0
1371,10.9801619370588,0.3290248344490235,NM,2022-11-25,1,1,0,1,1,0,1,1,0,0,1,0
1372,6.01023927581803,0.3226177613814785,NM,2022-11-26,1,1,0,1,0,0,1,0,0,1,0,0
1373,10.7872193418661,0.371685141921997,NM,2022-11-27,1,1,0,1,1,0,1,0,0,0,1,0
1374,19.4999376536209,0.3115274407405675,NM,2022-11-28,0,1,0,0,0,0,0,1,0,0,0,0
1375,9.94134522405851,0.3409616796353975,NM,2022-11-29,1,1,0,0,1,0,1,0,0,0,1,0
1376,11.0243164308687,0.389919326818676,NM,2022-11-30,1,0,0,1,1,0,0,0,0,1,1,0
1377,16.1218748742352,0.3784245334986095,NM,2022-12-01,1,1,0,0,1,0,1,1,0,0,1,0
1378,12.3670672762383,0.388886685240239,NM,2022-12-02,1,1,0,0,1,0,1,0,0,0,1,0
1379,2.62995637463957,0.2650014377304445,NM,2022-12-03,1,1,0,1,1,0,1,1,0,0,1,0
1380,5.94967533074834,0.3951696132258755,NM,2022-12-04,1,1,0,1,0,0,1,0,0,0,0,0
1381,14.4362577644114,0.3585788092612665,NM,2022-12-05,1,0,0,0,1,0,1,0,0,0,1,0
1382,8.73188962895898,0.381171065997998,NM,2022-12-06,0,1,0,1,1,0,0,1,0,0,1,0
1383,8.58837950299544,0.44723394539402,NM,2022-12-07,1,1,0,1,0,0,1,1,0,0,0,0
1384,4.10317032086971,0.277672064456228,NM,2022-12-08,1,1,0,1,1,0,1,1,0,0,1,0
1385,1.35591554913463,0.168171620864674,NM,2022-12-09,1,1,1,1,1,0,1,1,0,0,1,1
1386,1.46153813664695,0.256458757137254,NM,2022-12-10,1,1,0,1,1,1,1,0,0,1,1,0
1387,3.73041979350398,0.1638932404228225,NV,2022-10-30,0,1,0,1,1,0,0,0,0,1,1,0
1388,1.27472877382149,0.417528887712504,NV,2022-10-31,1,1,1,1,1,0,0,1,1,1,1,0
1389,5.66715740296134,0.2980502765817655,NV,2022-11-01,0,1,0,1,0,0,1,0,0,0,0,0
1390,3.9629687126273,0.2685737148070845,NV,2022-11-02,0,1,0,1,1,1,0,0,0,1,1,0
1391,3.16590102117507,0.2842950807188055,NV,2022-11-03,1,0,0,1,0,1,0,0,0,0,0,0
1392,2.88532408119301,0.2777196467677245,NV,2022-11-04,0,1,0,1,1,1,0,1,0,0,1,0
1393,1.91414778709059,0.3104610150672395,NV,2022-11-05,0,1,1,1,0,1,0,0,0,1,0,0
1394,2.30078630978523,0.3024840152720665,NV,2022-11-06,1,0,1,1,1,1,0,0,0,1,1,0
1395,5.20411184668789,0.2846988367406425,NV,2022-11-07,0,1,0,1,0,1,0,1,0,0,0,0
1396,2.26874294171586,0.287620036074644,NV,2022-11-08,1,1,1,1,0,1,0,0,0,1,0,0
1397,6.35629927814747,0.282027505970375,NV,2022-11-09,0,1,0,1,1,0,0,1,0,0,1,0
1398,1.59403424629243,0.3028600008742025,NV,2022-11-10,1,1,1,1,1,1,0,0,0,1,1,0
1399,3.21300128136552,0.2872835128165985,NV,2022-11-11,0,1,0,1,0,1,0,0,0,1,0,0
1400,2.28614111373702,0.2811908102133475,NV,2022-11-12,1,0,1,1,1,0,0,0,0,0,1,0
1401,1.85698838368823,0.316360458749049,NV,2022-11-13,1,0,1,1,1,1,0,0,0,1,1,0
1402,9.19338507946843,0.2649669231445935,NV,2022-11-14,0,1,0,1,1,0,0,1,0,1,1,0
1403,2.50261004021915,0.2983438516276725,NV,2022-11-15,0,0,1,1,0,1,0,0,1,0,0,0
1404,4.43347271750672,0.274801599787331,NV,2022-11-16,0,1,1,0,0,0,0,0,0,1,0,0
1405,5.66333217287346,0.329572298376321,NV,2022-11-17,0,0,0,1,0,1,1,0,0,1,0,0
1406,3.11603516914808,0.3063753687457315,NV,2022-11-18,1,0,0,1,1,1,0,0,0,0,1,0
1407,4.69396065702574,0.333999481688872,NV,2022-11-19,1,1,0,1,0,0,0,1,0,0,0,0
1408,2.18587257366016,0.2710595787179325,NV,2022-11-20,1,1,1,1,1,0,0,0,0,0,1,0
1409,1.34230200792893,0.28579875469945,NV,2022-11-21,1,0,1,1,1,1,0,0,0,0,1,1
1410,6.09870270551616,0.306147918901074,NV,2022-11-22,0,0,0,0,0,0,0,0,0,0,0,0
1411,3.46581620836378,0.2479819371508555,NV,2022-11-23,1,1,1,0,1,0,0,0,0,0,1,0
1412,1.11181846972066,0.3749310820526275,NV,2022-11-24,1,1,1,1,1,0,1,1,0,1,1,0
1413,14.6163420860616,0.347708072094815,NV,2022-11-25,1,0,0,0,0,0,0,0,0,0,0,0
1414,4.63078674155053,0.2646787209818835,NV,2022-11-26,1,1,0,0,0,0,1,1,0,0,0,0
1415,5.70777086769191,0.2752658132730615,NV,2022-11-27,1,1,0,0,0,0,0,0,0,0,0,0
1416,6.39750050078326,0.2686628664234045,NV,2022-11-28,1,1,0,0,1,0,1,0,0,0,1,0
1417,6.39743156727629,0.247394731314669,NV,2022-11-29,1,1,0,0,1,0,0,0,0,0,1,0
1418,3.09538526144326,0.190897870869644,NV,2022-11-30,1,1,1,0,0,1,1,1,1,0,0,0
1419,2.8585733018151,0.2141684116952205,NV,2022-12-01,1,0,1,0,1,0,1,1,0,0,1,0
1420,4.03820842688362,0.2067482738761065,NV,2022-12-02,1,1,1,0,0,1,0,0,0,0,0,0
1421,4.08499254022866,0.230214863502276,NV,2022-12-03,1,0,0,0,1,0,0,0,0,0,1,0
1422,1.36170376924213,0.229072909371218,NV,2022-12-04,0,1,1,1,1,1,0,1,0,1,1,0
1423,11.6941663508444,0.3033676550100075,NV,2022-12-05,1,0,0,0,1,0,0,0,0,0,1,0
1424,2.04041112797974,0.1540411087717655,NV,2022-12-06,1,1,1,0,0,1,0,1,0,1,0,0
1425,5.95329655783287,0.2544075936904025,NV,2022-12-07,1,1,0,1,1,0,0,1,0,0,1,0
1426,8.14015521416709,0.3364816409438475,NV,2022-12-08,1,0,0,0,0,0,1,0,0,0,0,0
1427,5.91536056855179,0.303723737080901,NV,2022-12-09,1,0,0,1,0,0,1,0,0,0,0,0
1428,7.41252989989062,0.289779017511507,NV,2022-12-10,1,0,0,0,0,0,0,0,0,1,0,0
1429,9.16308832969517,0.305627605069694,NY,2022-10-30,1,1,0,1,0,0,0,0,0,1,0,0
1430,28.9230439619402,0.3526552920412045,NY,2022-10-31,1,0,0,0,0,0,0,0,0,0,0,0
1431,17.9002329719415,0.3191454850812425,NY,2022-11-01,0,1,0,1,1,0,0,0,0,1,1,0
1432,4.34273683013282,0.332063082487458,NY,2022-11-02,1,1,0,1,1,0,0,0,0,0,1,0
1433,24.4694708130553,0.370911909038858,NY,2022-11-03,1,1,0,0,0,0,0,1,0,0,0,0
1434,12.6865691659911,0.308371856335285,NY,2022-11-04,0,0,0,1,0,0,0,1,0,0,0,0
1435,12.7873091883117,0.3041576420161745,NY,2022-11-05,1,0,0,1,1,0,1,0,0,1,1,0
1436,6.55489475534998,0.3012516273420355,NY,2022-11-06,0,1,0,1,0,0,0,0,0,0,0,0
1437,5.68863803951911,0.3803329097124825,NY,2022-11-07,1,1,0,1,0,0,0,0,0,1,0,0
1438,20.4420665300746,0.3215514010992455,NY,2022-11-08,0,0,0,1,1,0,0,0,0,1,1,0
1439,5.990495687206,0.3073084044920145,NY,2022-11-09,1,0,0,1,1,0,1,0,0,0,1,0
1440,2.75124220407259,0.2989447643930975,NY,2022-11-10,0,1,1,0,1,1,0,0,0,0,1,0
1441,2.49419509983515,0.2841082951048025,NY,2022-11-11,0,1,1,1,1,1,0,0,0,1,1,1
1442,13.1897101557458,0.2845617059318555,NY,2022-11-12,0,1,0,0,1,0,0,1,0,0,1,0
1443,2.88093426666325,0.3064524839093815,NY,2022-11-13,1,0,1,0,0,1,1,0,0,0,1,1
1444,19.516906358068,0.3208545420035035,NY,2022-11-14,1,0,0,0,0,0,0,0,0,0,0,0
1445,5.69296021853259,0.296365907528377,NY,2022-11-15,1,1,0,1,0,0,0,0,0,0,0,0
1446,3.83358615396276,0.3023270197138985,NY,2022-11-16,1,0,1,0,1,0,1,0,0,1,1,1
1447,3.65590318716429,0.2907437057482345,NY,2022-11-17,0,1,1,0,0,0,1,1,0,0,0,0
1448,15.881881225436,0.275044927870272,NY,2022-11-18,1,1,0,0,0,0,0,1,0,0,0,0
1449,4.15424738369637,0.2961168085853735,NY,2022-11-19,0,1,1,0,0,1,0,0,0,0,0,0
1450,6.52475628810633,0.286198759365858,NY,2022-11-20,1,1,1,0,0,0,0,1,0,0,0,0
1451,3.3819398591384,0.265053967688882,NY,2022-11-21,1,1,1,0,0,1,0,0,1,0,0,0
1452,1.91706182953657,0.339929960876636,NY,2022-11-22,1,0,1,1,0,1,0,0,0,0,0,0
1453,3.37870971434594,0.2656120932642365,NY,2022-11-23,1,0,1,1,1,0,0,1,0,1,1,0
1454,1.99904880578742,0.40147468296075,NY,2022-11-24,0,1,1,0,1,0,0,1,0,0,1,0
1455,4.35726517742418,0.331936154641386,NY,2022-11-25,1,1,0,0,0,1,0,0,0,0,0,0
1456,14.3076983872367,0.318109304394372,NY,2022-11-26,1,1,0,1,0,0,1,0,0,0,0,0
1457,10.05205922179,0.258014578686809,NY,2022-11-27,0,1,0,1,0,0,0,0,0,0,0,0
1458,12.2546952194334,0.2623213657383335,NY,2022-11-28,1,0,0,1,0,1,0,0,0,0,0,0
1459,5.01176978285681,0.225411539409086,NY,2022-11-29,1,0,1,0,0,0,0,0,0,0,0,0
1460,3.28109084265405,0.26199253935985,NY,2022-11-30,1,1,0,1,1,0,1,1,0,0,1,0
1461,7.49968635985196,0.413486922833299,NY,2022-12-01,1,1,0,1,0,0,0,1,0,1,0,0
1462,30.7019311985765,0.3151325208574895,NY,2022-12-02,1,0,0,1,0,1,0,0,0,0,0,0
1463,19.9228840160932,0.3641117816902605,NY,2022-12-03,1,0,0,0,0,0,0,0,0,0,0,0
1464,15.8053206821267,0.296272494995876,NY,2022-12-04,1,0,0,1,0,1,0,0,0,0,0,0
1465,30.6657099756325,0.323032278121449,NY,2022-12-05,1,1,0,0,0,1,1,0,0,0,0,0
1466,2.28224282452458,0.1811325381964555,NY,2022-12-06,1,1,1,0,0,1,0,0,0,0,0,0
1467,6.16880590347974,0.2328900797038685,NY,2022-12-07,1,1,0,0,1,0,1,0,0,0,1,0
1468,9.15747489749874,0.454396900302626,NY,2022-12-08,0,1,0,0,0,0,0,1,0,1,0,0
1469,31.1271473576107,0.366382845060405,NY,2022-12-09,1,1,0,1,0,0,0,0,0,0,0,0
1470,16.478643476096,0.29382086504776,NY,2022-12-10,1,1,0,0,0,0,0,0,0,1,0,0
1471,1.31892628820848,0.2840833648279475,OH,2022-10-30,1,1,1,1,1,1,1,0,0,1,1,0
1472,9.99919297549283,0.2009480705415935,OH,2022-10-31,1,1,0,1,1,0,0,1,0,0,1,0
1473,4.06476785334529,0.269084092627197,OH,2022-11-01,0,1,0,1,0,0,0,1,0,1,0,0
1474,2.10783454549136,0.244620940570835,OH,2022-11-02,1,1,1,1,1,0,1,0,0,1,1,0
1475,9.97841555430709,0.2278212970904105,OH,2022-11-03,1,0,0,1,0,0,0,0,0,1,0,0
1476,9.49335017394633,0.207483782007184,OH,2022-11-04,1,1,0,1,1,0,1,1,0,0,1,0
1477,6.798840470932,0.215554300768408,OH,2022-11-05,1,1,0,1,1,0,0,1,0,1,1,0
1478,3.64572803066045,0.289201358231113,OH,2022-11-06,1,1,0,1,1,0,0,0,0,0,1,0
1479,15.4035068517812,0.2275361420350245,OH,2022-11-07,1,0,0,1,1,0,0,1,0,0,1,0
1480,12.2699844950891,0.283273181651898,OH,2022-11-08,0,0,0,1,1,0,1,0,0,1,1,0
1481,6.65872157045648,0.268969993511425,OH,2022-11-09,0,1,0,1,0,0,0,0,1,1,0,1
1482,13.5691623314673,0.304358052733181,OH,2022-11-10,0,1,0,1,1,0,0,0,0,0,1,0
1483,9.62266402543474,0.323725252427284,OH,2022-11-11,0,1,0,1,0,0,0,1,0,0,0,1
1484,11.6752226432346,0.306882260781842,OH,2022-11-12,0,1,0,1,0,0,1,0,0,0,0,0
1485,6.69564409796337,0.2949974719776935,OH,2022-11-13,1,1,0,1,1,0,0,0,0,1,1,0
1486,10.1643724939238,0.3309336027408145,OH,2022-11-14,1,1,0,1,0,0,0,1,0,0,0,0
1487,12.3937714197516,0.385580226967207,OH,2022-11-15,0,0,0,1,1,0,0,0,0,0,1,0
1488,9.20487432801138,0.307337197479184,OH,2022-11-16,1,0,0,1,1,0,1,0,0,0,1,0
1489,9.56789712068652,0.3415472778539715,OH,2022-11-17,1,1,0,1,0,0,0,0,0,0,0,0
1490,20.059039656545,0.3398376535040355,OH,2022-11-18,1,1,0,0,1,0,0,0,0,1,1,0
1491,9.85080189040087,0.405235652550583,OH,2022-11-19,0,1,0,1,1,0,0,0,0,0,1,0
1492,6.89396301678883,0.3140505608670005,OH,2022-11-20,1,1,0,1,1,0,0,0,0,1,1,0
1493,7.04331524469581,0.389835781877721,OH,2022-11-21,1,0,0,1,1,0,1,1,0,1,1,0
1494,9.15924352618366,0.3749756448112325,OH,2022-11-22,0,0,0,0,0,0,0,0,0,0,0,0
1495,25.3336861374541,0.3921020081680905,OH,2022-11-23,0,1,0,1,0,0,0,0,0,0,0,0
1496,1.35009888751664,0.619902933315505,OH,2022-11-24,1,0,0,1,1,1,1,0,1,1,1,0
1497,10.3919471859065,0.3202196319958855,OH,2022-11-25,1,1,0,0,1,0,0,0,0,0,1,0
1498,6.45830302454063,0.3027451103578965,OH,2022-11-26,1,1,0,1,1,0,1,0,0,0,1,0
1499,3.1127469732203,0.250630854862156,OH,2022-11-27,1,1,1,1,1,0,1,1,0,1,1,0
1500,20.1950088767872,0.403296631489845,OH,2022-11-28,1,0,0,0,0,0,0,0,0,1,0,0
1501,19.1495511084497,0.40962114868307,OH,2022-11-29,1,0,0,0,1,0,0,0,0,0,1,0
1502,14.2229510597862,0.326320649653867,OH,2022-11-30,1,1,0,0,1,0,0,0,0,1,1,0
1503,37.0429759933724,0.401700274006361,OH,2022-12-01,0,1,0,0,1,0,0,0,0,0,1,0
1504,12.7252848068891,0.481330833564484,OH,2022-12-02,1,0,0,1,1,0,1,0,0,1,1,0
1505,14.3946937345544,0.3900375616345755,OH,2022-12-03,1,1,0,0,0,0,0,0,0,0,0,0
1506,10.4511884826268,0.3526182350303155,OH,2022-12-04,0,1,0,0,1,0,0,1,0,1,1,0
1507,4.68366254719204,0.36811821311594,OH,2022-12-05,1,1,0,1,1,0,1,1,0,1,1,0
1508,17.8583914640762,0.3385236449347415,OH,2022-12-06,0,0,0,0,0,0,0,0,0,0,0,0
1509,31.2138307466126,0.4178501542525185,OH,2022-12-07,0,1,0,0,0,0,0,0,0,0,0,0
1510,19.5765998383914,0.326885302415175,OH,2022-12-08,1,0,0,0,0,0,1,0,0,0,0,0
1511,20.7724889220682,0.3913155774516635,OH,2022-12-09,0,0,0,1,0,0,0,0,0,0,0,0
1512,16.5577656523072,0.2913494538394275,OH,2022-12-10,1,1,0,0,1,0,1,1,0,0,1,0
1513,0.372382619554226,0.2899896993625185,OK,2022-10-30,1,1,1,1,1,1,1,1,0,1,1,0
1514,5.99983631789596,0.1990611290146505,OK,2022-10-31,1,1,0,1,1,0,1,0,0,1,1,0
1515,2.22400560045102,0.297567332839096,OK,2022-11-01,0,1,0,1,1,1,0,0,0,1,1,1
1516,1.35450566264417,0.139224481043671,OK,2022-11-02,1,1,0,1,1,0,1,1,0,1,1,0
1517,0.578135211879023,0.2311715437819285,OK,2022-11-03,1,1,1,1,1,1,0,0,0,1,1,0
1518,1.17969201183906,0.36825711483466,OK,2022-11-04,1,1,1,1,0,1,1,1,1,1,0,0
1519,0.660119704219418,0.175284269478064,OK,2022-11-05,1,1,1,1,1,1,1,1,1,1,1,1
1520,0.740698361487296,0.3881296131482825,OK,2022-11-06,0,1,1,1,1,1,0,1,1,1,1,0
1521,1.09472157352753,0.225620112855695,OK,2022-11-07,1,1,1,1,1,0,1,1,0,1,1,0
1522,1.41158370166337,0.3439081966193925,OK,2022-11-08,0,1,1,1,1,1,0,1,0,0,0,0
1523,0.565937682125707,0.256352671695479,OK,2022-11-09,1,1,1,1,1,1,1,1,0,1,1,0
1524,1.17776237561418,0.413112738176904,OK,2022-11-10,0,0,1,1,1,1,0,0,0,1,1,0
1525,0.428899099255366,0.2517203087550555,OK,2022-11-11,1,1,1,1,1,1,1,0,0,1,1,1
1526,NA,NA,OK,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,0.70748508254538,0.266579224266369,OK,2022-11-13,1,1,1,1,1,1,1,1,0,1,1,0
1528,1.32610552969621,0.470586557827623,OK,2022-11-14,0,1,1,1,0,1,0,1,0,1,0,0
1529,0.333439570695938,0.2346586086513,OK,2022-11-15,1,1,1,1,1,1,1,1,0,0,1,0
1530,NA,NA,OK,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,0.222756483319839,0.154238946414137,OK,2022-11-17,1,1,1,1,1,1,1,1,0,1,1,0
1532,0.208213389868398,0.1418438039151605,OK,2022-11-18,1,1,1,1,1,1,1,1,0,1,1,0
1533,0.980340265935721,0.69329359748309,OK,2022-11-19,1,1,1,0,1,1,1,1,0,0,1,1
1534,0.924587895780855,0.418968951823352,OK,2022-11-20,0,1,1,1,1,1,0,1,1,1,1,0
1535,NA,NA,OK,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,1.27589335555946,0.59317180974855,OK,2022-11-22,1,0,0,1,1,1,1,0,0,1,1,1
1537,0.127670193985287,0.0910009178404315,OK,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1
1538,NA,NA,OK,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,1.19730885690843,0.3853548546597435,OK,2022-11-25,1,1,0,1,1,0,1,1,0,1,1,0
1540,2.08346807432376,0.61732579867541,OK,2022-11-26,1,0,0,1,1,0,1,0,0,1,1,1
1541,3.34856975493765,0.549748207750845,OK,2022-11-27,0,1,0,1,1,0,0,1,0,1,1,0
1542,1.95061277720346,0.2964259940954625,OK,2022-11-28,1,1,0,1,1,0,1,1,1,1,1,1
1543,NA,NA,OK,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,1.45377054669929,0.4359886097285415,OK,2022-11-30,1,1,0,1,1,0,1,1,1,1,1,1
1545,1.73289860528584,0.338786290522836,OK,2022-12-01,0,1,1,1,1,1,0,0,0,1,1,1
1546,2.77242958370025,0.383020185872893,OK,2022-12-02,0,1,0,1,0,0,0,0,0,0,0,0
1547,1.10496674444314,0.2925331710415215,OK,2022-12-03,1,1,1,1,1,0,1,1,0,1,1,0
1548,0.301168131006985,0.0324754790643389,OK,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1
1549,3.68912735455428,0.328605737465785,OK,2022-12-05,0,1,0,1,1,0,1,0,0,1,1,0
1550,3.89420113618445,0.3386766095014245,OK,2022-12-06,0,1,0,1,0,0,0,0,0,1,0,0
1551,4.62366177656019,0.364703387166049,OK,2022-12-07,0,1,0,1,0,0,0,0,0,1,0,0
1552,5.64188264789015,0.3313282691763875,OK,2022-12-08,0,1,0,1,1,0,0,1,0,0,1,0
1553,3.21386604365152,0.329408341609939,OK,2022-12-09,1,1,0,1,0,0,1,1,0,0,0,0
1554,1.30667635993924,0.0196256692192924,OK,2022-12-10,1,1,0,1,1,1,0,1,0,1,1,1
1555,0.889518610612075,0.2454051302452515,OR,2022-10-30,1,1,1,1,1,1,1,1,0,1,1,0
1556,2.15100302649779,0.2439601785653545,OR,2022-10-31,1,1,0,1,0,0,1,0,1,1,0,0
1557,1.46693468566007,0.2658644934155645,OR,2022-11-01,1,1,0,1,1,1,0,0,0,1,1,1
1558,1.48041164783761,0.207436691928838,OR,2022-11-02,1,1,1,1,1,0,0,0,1,1,1,0
1559,2.28349678585967,0.2983528212045465,OR,2022-11-03,1,1,0,0,1,1,1,0,0,0,1,0
1560,5.18347506528002,0.187272485668043,OR,2022-11-04,1,1,0,1,1,0,0,1,0,1,1,0
1561,1.01226239692696,0.3382460478816855,OR,2022-11-05,1,0,1,1,1,1,1,0,0,1,1,1
1562,1.68201996102315,0.26524777572917,OR,2022-11-06,1,1,0,1,1,0,0,1,0,1,1,0
1563,2.49420102404883,0.2744737878157875,OR,2022-11-07,1,1,0,1,1,0,0,1,0,1,1,0
1564,5.54064062013774,0.2242445662871655,OR,2022-11-08,1,1,0,1,1,0,0,1,0,0,1,0
