...1,es_score,brier_score,location,target_date,X23F_50_CI,X23I_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X23F_95_CI,X23I_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
764,0.00406630946571881,3.73999269196715e-4,LA,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
765,0.0453489127986549,3.9268359275151e-4,LA,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
766,1.13355305885564,0.0978129264322895,LA,2024-03-05,1,0,1,1,1,0,1,0,1,1,1,0
767,0.124611818791588,4.42527447178955e-4,LA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
768,0.013278140939824601,4.7453358304493e-4,LA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
769,6.0666933558647e-4,5.11952809291105e-4,LA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
770,0.00552979164409241,5.5540963080854e-4,LA,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
771,0.0159179728988431,6.05625597050455e-4,LA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
772,0.0180892765152259,6.6343054086445e-4,LA,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
773,0.0467685522669522,7.29775286765415e-4,LA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
774,0.00352239839071417,8.0574594946807e-4,LA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
775,2.31021759234414,0.1616354911955235,LA,2024-03-14,1,1,1,0,1,0,1,1,1,0,1,0
776,0.00103606700030941,9.91683859785235e-4,LA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
777,0.0177361403793805,0.001104653246246135,LA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
778,1.23868898032497,0.2411819326046085,LA,2024-03-17,1,1,1,0,1,0,1,1,1,0,1,0
779,0.128501989601098,0.001379649235945495,LA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
780,0.0967059653735036,0.00154602009823878,LA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
781,0.00626637312283349,0.001735000067502045,LA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
782,0.0166592573446526,0.001949503278414395,LA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
783,0.0445178495502534,0.002192798541367995,LA,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
784,0.00886237133540331,0.00246854508882347,LA,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
785,0.0111691080863193,0.002780830455959855,LA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
786,2.42105145063054,0.3165489549593595,LA,2024-03-25,1,1,1,0,1,0,1,1,1,0,1,0
787,0.654109185453864,0.113683674733997,LA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
788,NA,NA,LA,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,0.223224414037355,0.004494368902812365,LA,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
790,NA,NA,LA,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,NA,NA,LA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,NA,NA,LA,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,0.0246517510184086,0.00725886576223565,LA,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
794,0.33958964214031,0.00817499490421305,LA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
795,0.0285923451918761,0.00920111684430795,LA,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
796,0.11561620700391,0.0103486514278437,LA,2024-04-04,1,1,1,1,1,1,1,1,0,1,1,0
797,0.00829026131347356,0.0116298495366644,LA,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
798,NA,NA,LA,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,4.261732583503e-4,3.35829263009785e-4,MA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
800,4.6090634356865e-4,3.32317467029735e-4,MA,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
801,4.2638539035573e-4,3.316846179002e-4,MA,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
802,4.4928150798601e-4,3.3395081439693e-4,MA,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
803,NA,NA,MA,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,0.0041336764323668,3.4748449492504e-4,MA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
805,NA,NA,MA,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,5.7728197776336e-4,3.9268359275151e-4,MA,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
808,NA,NA,MA,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,1.26390091678222,0.320276603958007,MA,2024-03-06,1,1,0,1,1,0,1,1,0,1,1,0
810,NA,NA,MA,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,NA,NA,MA,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,NA,NA,MA,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,MA,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,8.6811499722573e-4,7.29775286765415e-4,MA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
816,0.0129192001482157,8.0574594946807e-4,MA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
817,NA,NA,MA,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,9.92282948235e-4,9.91683859785235e-4,MA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
819,0.00105190619220637,0.001104653246246135,MA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
820,NA,NA,MA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,0.012290963254799,0.001379649235945495,MA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
822,NA,NA,MA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,0.00187595429411045,0.001735000067502045,MA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
824,NA,NA,MA,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,0.00213481194481526,0.002192798541367995,MA,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
826,NA,NA,MA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,MA,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,0.00267993470517645,0.00313421025997216,MA,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
829,0.0257431500423375,0.003533749538588155,MA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
830,0.0136932112615083,0.003985065187914055,MA,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
831,0.0152528616523495,0.004494368902812365,MA,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
832,0.00524060876838678,0.0050685098708583,MA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
833,NA,NA,MA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,NA,NA,MA,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,0.00681723061209531,0.00817499490421305,MA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
837,1.21292131939978,0.81738424618898,MA,2024-04-03,1,1,0,1,1,0,1,1,0,1,1,0
838,1.31148866715187,0.90720938337351,MA,2024-04-04,0,1,1,1,1,0,0,1,1,1,1,0
839,0.0365609846085037,0.0116298495366644,MA,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
840,0.0404778973916971,0.01305778698136835,MA,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
841,0.00408626163244509,3.35829263009785e-4,MD,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
842,0.020678966612411,3.32317467029735e-4,MD,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
843,0.00385548617854493,3.316846179002e-4,MD,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
844,1.17358379293863,0.139273588143237,MD,2024-02-28,1,1,1,0,1,0,1,1,1,0,1,0
845,0.00375806125829266,3.39180622783785e-4,MD,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
846,NA,NA,MD,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,NA,NA,MD,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,NA,NA,MD,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,NA,NA,MD,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,0.00209445067107786,4.1539705726306e-4,MD,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
851,1.23946473700118,0.1947512063821855,MD,2024-03-06,1,1,1,0,1,0,1,1,1,0,1,0
852,5.7045132617111e-4,4.7453358304493e-4,MD,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
853,6.5683149076874e-4,5.11952809291105e-4,MD,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
854,5.7426970270245e-4,5.5540963080854e-4,MD,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
855,NA,NA,MD,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,NA,NA,MD,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,NA,NA,MD,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,NA,NA,MD,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,8.9043128741106e-4,8.925799476822e-4,MD,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
860,0.00835262006791126,9.91683859785235e-4,MD,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
861,NA,NA,MD,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,0.00522564154183332,0.00123329455766466,MD,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
863,0.0053952270105482,0.001379649235945495,MD,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
864,NA,NA,MD,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,0.00675761543658841,0.001735000067502045,MD,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
866,NA,NA,MD,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,0.00227627572758946,0.002192798541367995,MD,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
868,0.00223676260066079,0.00246854508882347,MD,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
869,NA,NA,MD,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,0.0247186006702828,0.00313421025997216,MD,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
871,0.00336649296139496,0.003533749538588155,MD,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
872,NA,NA,MD,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,0.0150472280614873,0.004494368902812365,MD,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
874,0.00427062797298121,0.0050685098708583,MD,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
875,NA,NA,MD,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,NA,NA,MD,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,0.0230390724646089,0.00725886576223565,MD,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
878,1.02033548832367,0.098988459339195,MD,2024-04-02,1,1,1,1,0,1,1,1,0,1,0,1
879,0.590740790629496,0.14389830506842,MD,2024-04-03,1,1,1,1,1,1,1,1,0,1,1,0
880,0.638804572988815,0.169662171140428,MD,2024-04-04,1,1,1,1,1,1,1,1,0,1,1,0
881,1.9265283674555,0.56964726779643,MD,2024-04-05,1,1,0,0,1,0,1,1,0,0,1,0
882,0.135821586070067,0.01305778698136835,MD,2024-04-06,1,1,1,1,1,1,1,1,0,1,1,0
883,NA,NA,ME,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,2.94724014430556,0.265317796639544,MI,2024-02-25,0,0,0,1,1,0,0,0,0,1,1,0
926,1.38868396959448,0.062998195778193,MI,2024-02-26,1,0,0,1,1,0,0,1,0,1,1,1
927,1.60434913917449,0.0847697524010355,MI,2024-02-27,1,1,0,1,0,0,1,1,0,1,0,0
928,2.67104450559966,0.094627523025054,MI,2024-02-28,0,0,1,1,1,0,0,0,1,1,1,0
929,0.664500827919693,0.03613569709504295,MI,2024-02-29,1,1,0,1,1,1,0,1,0,1,0,0
930,0.820725028748694,0.0571524770887765,MI,2024-03-01,1,1,0,1,1,1,1,1,0,1,1,0
931,1.09206478574701,0.0815922452618905,MI,2024-03-02,1,0,1,1,1,0,1,0,1,1,1,0
932,0.0173271715120631,3.73999269196715e-4,MI,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
933,2.90131047385135,0.127396587313075,MI,2024-03-04,1,1,1,0,0,0,1,1,0,0,0,0
934,1.63221168586774,0.092558688540391,MI,2024-03-05,1,0,0,1,1,0,1,0,0,1,1,0
935,0.123457747963643,4.42527447178955e-4,MI,2024-03-06,1,1,1,1,1,1,1,1,0,1,1,0
936,2.6691674748801,0.1317519224770005,MI,2024-03-07,0,1,0,1,1,0,0,1,0,1,1,0
937,0.904582381974878,0.0874165315764375,MI,2024-03-08,1,1,0,1,1,0,1,1,0,1,1,0
938,1.01603556558493,0.1197947239370625,MI,2024-03-09,1,1,0,1,1,0,1,1,0,1,1,0
939,1.2369189795931,0.3178369348188955,MI,2024-03-10,1,1,0,1,1,0,1,1,0,1,1,0
940,3.1713481793167,0.2244693091411655,MI,2024-03-11,1,0,1,1,0,0,1,0,1,1,0,0
941,1.09152106067617,0.0974205276713465,MI,2024-03-12,1,1,1,0,1,0,1,1,1,0,1,0
942,0.655002366124072,0.059794883690045,MI,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
943,0.12344701902459,8.925799476822e-4,MI,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
944,0.0140271671293738,9.91683859785235e-4,MI,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
945,0.00463487719705168,0.001104653246246135,MI,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
946,0.0282136960972571,0.00123329455766466,MI,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
947,1.74587144526607,0.1142790764758905,MI,2024-03-18,1,0,1,1,0,0,1,0,1,1,0,0
948,2.57203102742331,0.1432219483786235,MI,2024-03-19,1,1,1,0,1,0,1,1,0,0,1,0
949,2.61162309422503,0.158651283687467,MI,2024-03-20,1,1,1,0,1,0,1,1,0,0,1,0
950,3.25774817950109,0.163979018203929,MI,2024-03-21,1,1,0,0,1,0,1,1,0,0,1,0
951,0.326615746559811,0.002192798541367995,MI,2024-03-22,1,1,1,1,1,1,1,1,0,1,1,0
952,1.20941675757199,0.2390299070724955,MI,2024-03-23,1,1,1,0,1,0,1,1,1,0,1,0
953,0.036858696087722,0.002780830455959855,MI,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
954,0.30988560541648,0.00313421025997216,MI,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
955,2.34465981190992,0.21558203939377,MI,2024-03-26,1,1,1,0,0,0,1,1,0,0,0,0
956,1.83527717548822,0.131726321113261,MI,2024-03-27,1,1,1,1,0,0,1,1,0,1,0,0
957,3.55946205671726,0.2809695661801535,MI,2024-03-28,1,1,0,1,0,0,1,1,0,1,0,0
958,0.244259013207153,0.0050685098708583,MI,2024-03-29,1,1,1,1,1,1,1,1,0,1,1,0
959,0.68341530667775,0.14719080885409,MI,2024-03-30,1,1,1,1,1,1,1,1,0,1,1,0
960,2.04660643503014,0.3422491637547685,MI,2024-03-31,1,1,0,1,1,0,1,1,0,1,1,0
961,0.495221508883756,0.1109638097422095,MI,2024-04-01,1,1,1,1,1,1,1,1,0,1,1,0
962,0.337619330694327,0.00817499490421305,MI,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
963,0.360235568257485,0.00920111684430795,MI,2024-04-03,1,1,1,1,1,1,1,1,0,1,1,0
964,0.967132718312843,0.1328975127452165,MI,2024-04-04,1,1,1,1,1,1,1,1,0,1,1,0
965,1.41787499425417,0.2077142010058965,MI,2024-04-05,1,1,0,1,1,0,1,1,0,1,1,0
966,1.88328990987271,0.36664320368655,MI,2024-04-06,1,1,1,0,0,0,1,1,1,0,0,0
967,0.997060284374266,0.0652370449950995,MN,2024-02-25,1,1,1,1,0,1,1,1,1,1,0,0
968,0.0822055600740578,3.32317467029735e-4,MN,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
969,0.12179489058466,3.316846179002e-4,MN,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
970,0.0957082884019443,3.3395081439693e-4,MN,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
971,0.0244806707139279,3.39180622783785e-4,MN,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
972,0.0540395645536755,3.4748449492504e-4,MN,2024-03-01,1,1,1,1,1,1,1,1,0,1,1,0
973,1.14871225379884,0.1086644072576665,MN,2024-03-02,1,1,1,1,0,0,1,1,1,1,0,0
974,1.1528753949161,0.121939017202035,MN,2024-03-03,1,1,1,0,1,0,1,1,1,0,1,0
975,0.0793479267053849,3.9268359275151e-4,MN,2024-03-04,1,1,1,1,1,1,1,1,1,1,0,0
976,1.77414263107299,0.102838824823254,MN,2024-03-05,1,1,1,0,0,0,1,1,1,0,0,0
977,0.697732802413101,0.050942644790994,MN,2024-03-06,1,1,0,1,1,1,1,1,0,1,1,0
978,0.990361849866574,0.0545280701595515,MN,2024-03-07,1,0,1,1,1,1,1,0,0,0,1,0
979,1.94009911205172,0.175828271851524,MN,2024-03-08,1,1,0,1,0,0,1,1,0,1,0,0
980,0.0457537437855791,5.5540963080854e-4,MN,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
981,0.0240258608391416,6.05625597050455e-4,MN,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
982,0.110111556389771,6.6343054086445e-4,MN,2024-03-11,1,1,1,1,1,1,1,1,1,0,1,0
983,0.695217153651249,0.0638404561478775,MN,2024-03-12,1,1,1,1,1,1,1,1,0,1,1,0
984,0.0387742949734421,8.0574594946807e-4,MN,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
985,0.0402520375581471,8.925799476822e-4,MN,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
986,0.0174120137304841,9.91683859785235e-4,MN,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
987,0.11357858553351,0.001104653246246135,MN,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
988,0.0111595138771398,0.00123329455766466,MN,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
989,0.0323351917164643,0.001379649235945495,MN,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
990,3.78456492245958,0.3600285085585925,MN,2024-03-19,1,1,1,0,1,0,1,1,1,0,1,0
991,0.0542044205588203,0.001735000067502045,MN,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
992,0.119854490748597,0.001949503278414395,MN,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
993,1.02603724118327,0.2288195909422945,MN,2024-03-22,1,1,0,1,1,0,1,1,0,1,1,0
994,1.09692337295566,0.13764646622235,MN,2024-03-23,1,1,1,0,1,1,1,1,1,0,1,0
995,2.48197702493619,0.3801200041874755,MN,2024-03-24,1,1,1,0,1,0,1,1,0,0,1,0
996,0.0410096807181917,0.00313421025997216,MN,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
997,1.11562552636844,0.15995099670287,MN,2024-03-26,1,1,1,1,0,1,1,1,0,1,0,1
998,1.04738354121702,0.1206575910657825,MN,2024-03-27,1,1,1,0,1,1,1,1,0,0,1,1
999,0.0835938920497161,0.004494368902812365,MN,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
1000,2.02168119945205,0.3755265633210795,MN,2024-03-29,1,0,1,0,1,0,1,0,1,0,1,0
1001,0.859305283181272,0.217928705128175,MN,2024-03-30,1,1,0,1,1,0,1,1,1,1,1,1
1002,1.55153821422153,0.193001595300849,MN,2024-03-31,1,1,0,1,1,0,1,1,0,1,1,0
1003,0.0239160105385513,0.00725886576223565,MN,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
1004,0.0251827579720365,0.00817499490421305,MN,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
1005,0.140382822874005,0.00920111684430795,MN,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
1006,0.212300194611042,0.0103486514278437,MN,2024-04-04,1,1,1,1,1,1,1,1,1,1,1,1
1007,1.04604688490979,0.160114966456047,MN,2024-04-05,1,1,1,1,0,1,1,1,1,1,0,0
1008,0.130119107852696,0.01305778698136835,MN,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
1009,NA,NA,MO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,NA,NA,MO,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,MO,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,4.3760010386086e-4,3.3395081439693e-4,MO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
1013,1.34724507773257,0.487697202594993,MO,2024-02-29,1,1,1,1,0,0,1,1,1,1,0,0
1014,5.4167208025199e-4,3.4748449492504e-4,MO,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
1015,NA,NA,MO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,NA,NA,MO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,NA,NA,MO,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,6.4987356011481e-4,4.1539705726306e-4,MO,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
1019,5.6288528362764e-4,4.42527447178955e-4,MO,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
