...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
513,1.22877494114838,0.1124926083639835,IA,2023-03-06,1,1,1,1,0,1,1,0,1,0,0,0
514,1.76838419525969,0.364358437382376,IA,2023-03-07,0,0,1,1,1,0,0,0,1,1,1,0
515,1.71388222980699,0.134402747925523,IA,2023-03-08,1,0,1,0,1,1,1,1,1,0,1,0
516,0.207020500169366,0.00327687839605894,IA,2023-03-09,1,1,1,1,1,1,1,0,1,0,1,1
517,2.0242394878901,0.163905065373177,IA,2023-03-10,1,0,1,0,1,1,1,0,1,0,1,0
518,0.260378503155873,0.00288405874288231,IA,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
519,1.80483711343845,0.1563306488145355,IA,2023-03-12,1,0,1,0,1,1,1,0,1,0,1,1
520,0.774827964753156,0.0948405632551375,IA,2023-03-13,1,1,1,0,1,1,1,1,1,0,1,0
521,2.37413808621012,0.230774662908908,IA,2023-03-14,1,0,1,0,1,0,1,0,1,0,1,0
522,0.278280306602162,0.002520916896106075,IA,2023-03-15,1,1,1,1,1,1,1,0,1,1,0,0
523,0.724626749784212,0.086292517840563,IA,2023-03-16,1,1,1,0,1,1,1,0,1,0,1,1
524,1.96155836737909,0.2071024146081505,IA,2023-03-17,1,0,1,0,1,1,1,0,1,0,1,1
525,1.9495322064233,0.4605915235052825,IA,2023-03-18,1,0,1,0,1,0,1,0,1,0,1,1
526,NA,NA,IA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,1.68391676092577,0.139255329779191,IA,2023-03-20,1,0,0,1,1,1,1,0,0,1,1,1
528,4.69254756455001,0.2888916636473505,IA,2023-03-21,0,0,1,0,1,1,0,0,0,0,1,1
529,0.545188571523011,0.092676801167261,IA,2023-03-22,1,1,1,1,1,1,1,1,0,0,1,1
530,2.12791950993747,0.252059177468293,IA,2023-03-23,1,0,1,0,0,0,1,1,0,1,0,1
531,2.33860204987057,0.249716952948337,IA,2023-03-24,1,0,1,0,1,0,0,0,1,0,1,1
532,0.959479005070847,0.2282910623301435,IA,2023-03-25,1,1,1,0,1,1,1,1,1,1,1,1
533,1.1144229573471,0.447690407005723,IA,2023-03-26,1,0,1,0,1,1,1,0,1,0,1,1
534,0.987761588122491,0.0899921163159525,IA,2023-03-27,1,1,1,1,0,1,1,0,1,1,0,1
535,1.09894819553098,0.01121155810401885,IA,2023-03-28,1,0,1,1,1,1,0,0,1,1,1,1
536,0.455588807583812,0.01395490727238125,IA,2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
537,0.975090968934611,0.15972631927463601,IA,2023-03-30,1,1,1,1,0,1,1,0,1,1,0,1
538,1.06687901982251,0.0218807525023866,IA,2023-03-31,1,0,1,1,1,1,1,0,0,0,1,1
539,0.0460528463660076,0.02744707933076925,IA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
540,0.184550713125407,0.0343815317192467,IA,2023-04-02,1,1,1,1,1,1,1,0,0,1,1,1
541,2.06609878774957,0.4004206620824565,IA,2023-04-03,0,0,1,1,1,1,0,0,0,1,1,1
542,2.65572675444917,0.106945208056822,IA,2023-04-04,1,0,0,1,1,0,1,0,0,1,1,0
543,1.03457840655719,0.0659206236767675,IA,2023-04-05,1,0,1,1,1,1,1,0,0,1,1,1
544,1.17770807594429,0.080839860951207,IA,2023-04-06,1,0,1,1,1,1,1,0,0,1,1,0
545,1.34899101647138,0.0983082514053825,IA,2023-04-07,1,0,0,1,1,1,1,0,0,1,1,1
546,0.838861581787948,0.118451665486054,IA,2023-04-08,1,1,1,1,1,1,1,0,0,1,1,1
547,NA,NA,ID,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.0112220250112319,0.0081838771836793,ID,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
549,0.0106261744125235,0.00738735591496945,ID,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
550,NA,NA,ID,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,0.0313300330677876,0.00604523024891965,ID,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
552,NA,NA,ID,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.00620302351562661,0.00416144443178828,ID,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
556,1.31499639762206,0.92801539891991,ID,2023-03-07,1,0,1,1,0,1,1,0,1,1,0,1
557,0.00437253619771026,0.00352968231088623,ID,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
558,0.016790526423835,0.00327687839605894,ID,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
559,1.17329826720837,0.313508227403926,ID,2023-03-10,1,0,1,1,0,1,1,1,1,0,0,1
560,NA,NA,ID,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.0144901932228299,0.00263198088047066,ID,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
563,0.839364988278821,0.153918565800224,ID,2023-03-14,1,1,1,1,1,0,1,1,0,1,1,0
564,NA,NA,ID,2023-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,0.0142917312096751,0.002523108485518295,ID,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
566,0.0147293046390685,0.00256932642582711,ID,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
567,NA,NA,ID,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,0.00493577502891014,0.002823209165629725,ID,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
569,NA,NA,ID,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,0.0187185880350947,0.003372714866070305,ID,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
571,NA,NA,ID,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,0.0123668308869572,0.0074096784036914,ID,2023-03-26,1,1,1,1,1,1,1,0,1,0,1,1
576,NA,NA,ID,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,0.0187996216820217,0.01121155810401885,ID,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
578,0.0783358066194149,0.01395490727238125,ID,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
579,0.0284869562898177,0.0174519250244601,ID,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
580,NA,NA,ID,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,0.0692492863194129,0.04293370024882985,ID,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
584,NA,NA,ID,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,0.107042503271876,0.0659206236767675,ID,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
586,0.130432068235864,0.080839860951207,ID,2023-04-06,1,1,1,1,1,1,1,0,0,1,1,1
587,NA,NA,ID,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2.19727034942459,0.1448586632142175,IL,2023-02-26,1,0,1,1,0,1,0,0,1,0,0,0
590,1.36016694508476,0.1059578480321695,IL,2023-02-27,1,1,0,1,1,1,0,1,0,0,0,0
591,5.29146754265255,0.157851399236921,IL,2023-02-28,1,0,0,1,0,0,0,0,0,0,0,0
592,2.48367220731308,0.107432457900105,IL,2023-03-01,1,1,1,1,0,1,0,0,1,1,0,1
593,1.73051721355738,0.096389992321507,IL,2023-03-02,1,1,1,1,0,1,0,0,1,0,0,0
594,7.57313555806342,0.18511252877065,IL,2023-03-03,1,0,1,1,0,0,0,0,1,0,0,0
595,0.950788203832081,0.092982009352457,IL,2023-03-04,1,1,1,1,0,1,1,0,1,0,0,0
596,2.62837453685463,0.13370283565989,IL,2023-03-05,1,0,1,0,1,0,1,0,1,0,1,0
597,4.87960845848245,0.1462373913119055,IL,2023-03-06,1,0,1,1,0,1,1,0,0,0,0,1
598,4.42019094137516,0.139263846202018,IL,2023-03-07,1,0,1,1,0,0,0,0,1,1,0,0
599,2.02210522354629,0.0818721080804025,IL,2023-03-08,0,1,0,0,1,0,0,0,1,0,1,1
600,2.65348886238707,0.111525349392056,IL,2023-03-09,0,0,1,0,1,0,0,0,1,0,1,1
601,1.57387330852819,0.072015043915201,IL,2023-03-10,1,1,1,1,0,1,0,0,1,1,0,0
602,0.839757691696996,0.03829383559015915,IL,2023-03-11,1,1,1,1,1,1,1,0,1,0,1,0
603,2.29478334404889,0.1281511964564915,IL,2023-03-12,1,0,0,1,1,0,1,0,0,1,1,0
604,1.07299640520947,0.075963179789988,IL,2023-03-13,0,1,1,1,1,1,0,0,1,0,1,0
605,1.49196922444061,0.00255817710973242,IL,2023-03-14,1,0,1,1,1,1,1,0,1,0,1,1
606,1.29688631381653,0.02783140393387355,IL,2023-03-15,1,1,1,1,0,1,1,0,1,1,0,0
607,0.850609918763843,0.0322477376115018,IL,2023-03-16,1,1,1,1,1,1,1,1,0,0,1,1
608,1.88440314311007,0.105680186463076,IL,2023-03-17,1,0,1,1,0,1,1,0,1,1,0,0
609,1.8222136923846,0.148981818554142,IL,2023-03-18,0,0,1,1,0,1,0,0,1,1,0,0
610,0.70176284856177,0.002823209165629725,IL,2023-03-19,1,1,1,1,1,1,1,0,1,0,1,1
611,1.84009366582812,0.0566734374821265,IL,2023-03-20,1,1,1,1,1,0,1,0,0,0,1,0
612,3.1861442761226,0.112105638016364,IL,2023-03-21,1,0,1,1,0,0,1,1,0,0,0,0
613,2.1708399652348,0.137122211044608,IL,2023-03-22,1,0,1,0,0,1,0,0,1,0,0,0
614,1.17912683752829,0.0731303227631745,IL,2023-03-23,1,1,1,0,1,1,1,0,0,0,1,0
615,1.68445588929315,0.00513681829332115,IL,2023-03-24,1,0,1,1,1,1,0,0,0,0,1,1
616,2.21559025582126,0.0061252314889441,IL,2023-03-25,1,0,0,1,1,1,1,0,0,0,1,1
617,2.23455371893801,0.118601165803561,IL,2023-03-26,0,1,0,0,0,1,0,0,0,0,0,0
618,1.03915542575099,0.121755859615353,IL,2023-03-27,1,1,1,1,1,1,1,0,1,0,1,1
619,2.92834917357401,0.1532118829369855,IL,2023-03-28,1,1,0,0,1,0,1,0,0,0,1,0
620,1.82039236254666,0.1697245476945435,IL,2023-03-29,1,1,1,1,0,1,1,0,0,0,0,1
621,0.984905112901125,0.1311656170997385,IL,2023-03-30,0,1,1,1,1,1,0,0,0,0,1,1
622,1.18788554515664,0.118468764485613,IL,2023-03-31,1,1,1,1,0,1,1,1,0,1,0,1
623,1.82292844159963,0.0627840557557715,IL,2023-04-01,1,0,1,1,1,1,1,0,0,1,1,1
624,2.53411541694763,0.126323876815186,IL,2023-04-02,1,1,0,0,1,1,1,0,0,0,1,1
625,3.52110772506421,0.1246141493502355,IL,2023-04-03,1,0,0,0,1,1,1,0,0,0,1,0
626,6.18136447273969,0.1413547378631285,IL,2023-04-04,1,0,0,0,0,0,1,0,0,0,0,0
627,3.60406143544779,0.18555464829494,IL,2023-04-05,0,1,0,0,1,1,0,1,0,0,1,1
628,6.81747058767695,0.137161380696258,IL,2023-04-06,1,0,0,0,1,1,1,0,0,0,1,1
629,5.36918489431835,0.224009510464125,IL,2023-04-07,1,1,0,0,1,0,1,0,0,0,1,0
630,4.1803466695063,0.202944785378421,IL,2023-04-08,1,0,0,0,1,0,1,0,0,0,1,0
631,0.225491142351183,0.00907584312418925,IN,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
632,2.11143323991671,0.179548612198519,IN,2023-02-27,1,0,1,1,0,1,1,0,1,1,0,0
633,0.90885788349736,0.088881847788038,IN,2023-02-28,1,1,1,1,0,1,1,0,1,1,0,1
634,2.17919774724906,0.186777993273288,IN,2023-03-01,1,0,1,1,0,0,1,0,1,1,0,1
635,0.905114512906225,0.155890807734521,IN,2023-03-02,1,1,1,0,1,1,1,0,1,0,1,1
636,0.584580098816354,0.00548397574681605,IN,2023-03-03,1,1,1,1,1,1,1,0,1,1,1,0
637,0.351562336584186,0.00498678071777789,IN,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
638,0.381680648273346,0.004547692623869075,IN,2023-03-05,1,1,1,1,1,1,1,0,0,1,1,1
639,0.389133359391643,0.0715075293836815,IN,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
640,0.418193656879832,0.00382342898209371,IN,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
641,0.574190323076106,0.00352968231088623,IN,2023-03-08,1,1,1,1,1,1,1,0,1,0,1,0
642,0.928376262272541,0.156265117504432,IN,2023-03-09,1,1,1,0,1,1,0,0,1,0,1,0
643,2.02836605064854,0.30153996678617,IN,2023-03-10,1,0,1,1,1,0,1,0,1,1,1,0
644,0.188065072539763,0.00288405874288231,IN,2023-03-11,1,1,1,1,1,1,1,0,1,1,1,0
645,1.49559241709259,0.141620999949152,IN,2023-03-12,1,0,1,1,1,0,1,0,0,1,1,0
646,0.505814136364822,0.067323371959952,IN,2023-03-13,1,1,1,1,1,1,1,0,1,1,1,0
647,2.40582323793937,0.4662117300479815,IN,2023-03-14,1,0,0,1,1,1,1,0,0,1,1,1
648,0.170933118219511,0.002520916896106075,IN,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
649,0.132398719655649,0.002523108485518295,IN,2023-03-16,1,1,1,1,1,1,1,0,1,1,1,0
650,0.101000287080434,0.00256932642582711,IN,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
651,1.0548708349132,0.189171299584158,IN,2023-03-18,0,1,1,1,1,1,0,0,1,1,1,1
652,0.0546443767949218,0.002823209165629725,IN,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
653,1.81218874821393,0.368166295121951,IN,2023-03-20,1,0,1,0,1,0,1,0,1,0,1,0
654,0.913857934765546,0.1190944098170145,IN,2023-03-21,0,1,1,1,1,1,0,1,0,1,1,1
655,0.112360202921819,0.00380515711694499,IN,2023-03-22,1,1,1,1,1,1,1,0,1,1,1,0
656,1.29909798406367,0.1684894709640155,IN,2023-03-23,1,0,1,0,1,0,1,0,1,0,1,0
657,3.47749824060415,0.334746931407546,IN,2023-03-24,1,0,1,1,0,0,1,0,0,1,0,0
658,0.17051625454613,0.0061252314889441,IN,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
659,0.20272219088062,0.0074096784036914,IN,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
660,0.965113750423364,0.187097041457113,IN,2023-03-27,1,1,1,1,0,1,1,0,1,1,0,1
661,0.884128210470665,0.1559975125851605,IN,2023-03-28,1,1,1,1,1,0,1,0,0,1,1,0
662,0.996073195911234,0.299756822580246,IN,2023-03-29,1,1,1,1,1,0,1,0,1,1,1,0
663,NA,NA,IN,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,1.01021157700193,0.3012262584045915,IN,2023-03-31,1,1,1,1,0,1,1,1,0,1,0,1
665,0.430769499377314,0.02744707933076925,IN,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
666,0.902981652759337,0.665879068902665,IN,2023-04-02,1,0,0,1,1,1,1,0,0,1,1,1
667,1.25162014840177,0.1543036131253315,IN,2023-04-03,1,1,1,1,0,1,1,1,0,1,0,1
668,0.466286857134628,0.053362202694359,IN,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1
669,1.01081646246418,0.309509828296879,IN,2023-04-05,1,1,1,1,0,1,1,1,0,1,0,1
670,0.131774015485007,0.080839860951207,IN,2023-04-06,1,1,1,1,1,1,1,0,0,1,1,1
671,0.418389775544854,0.0983082514053825,IN,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
672,1.49763349600738,0.1184516654860545,IN,2023-04-08,1,0,0,1,1,1,1,0,0,1,1,1
673,0.0112429977988644,0.00907584312418925,KS,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
674,0.141035609319978,0.0081838771836793,KS,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
675,0.332466408950134,0.00738735591496945,KS,2023-02-28,1,1,1,1,1,1,1,0,1,0,0,1
676,0.740415474779031,0.216720832912375,KS,2023-03-01,1,1,1,1,1,0,1,1,1,0,1,0
677,0.00715420941398967,0.00604523024891965,KS,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
678,0.00739943404464664,0.00548397574681605,KS,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
679,0.00624670857302483,0.00498678071777789,KS,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
680,1.40135447847366,0.226834165208552,KS,2023-03-05,1,0,1,0,1,1,1,0,1,0,1,0
681,0.0787215397239146,0.00416144443178828,KS,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
682,1.09000523574185,0.2348714214665475,KS,2023-03-07,1,1,1,1,0,1,1,1,1,0,0,1
683,0.73231979186233,0.151255995389848,KS,2023-03-08,1,1,1,1,1,0,1,0,1,0,1,1
684,0.0174658969674208,0.00327687839605894,KS,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
685,0.0154059907295525,0.00306233844599935,KS,2023-03-10,1,1,1,1,1,1,1,0,0,1,1,1
686,NA,NA,KS,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,1.04475505515107,0.303647943918886,KS,2023-03-12,1,0,1,1,1,0,1,1,1,1,1,1
688,1.32646434025606,0.93816203164007,KS,2023-03-13,1,0,1,1,0,1,1,0,1,1,0,1
689,0.0147154073874444,0.00255817710973242,KS,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
690,0.0267636816028063,0.002520916896106075,KS,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
691,0.00384535980791459,0.002523108485518295,KS,2023-03-16,1,1,1,1,1,1,1,0,1,0,1,1
692,0.00324980619509872,0.00256932642582711,KS,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
693,0.0317597702474193,0.00266624476421325,KS,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
694,NA,NA,KS,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.0944991427991992,0.003052983806658995,KS,2023-03-20,1,1,1,1,1,1,1,0,0,1,1,1
696,0.00455686479080941,0.003372714866070305,KS,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
697,0.00587267736951849,0.00380515711694499,KS,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
698,0.0240771619911116,0.004380211655048255,KS,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
699,0.00881286978467098,0.00513681829332115,KS,2023-03-24,1,1,1,1,1,1,1,0,1,1,1,0
700,0.954791142618508,0.2282910623301435,KS,2023-03-25,1,1,1,0,1,1,1,0,1,0,1,1
701,0.0126538879556846,0.0074096784036914,KS,2023-03-26,1,1,1,1,1,1,1,0,0,1,1,1
702,0.167790770070002,0.0090713453649848,KS,2023-03-27,1,1,1,1,1,1,1,0,0,1,1,1
703,NA,NA,KS,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,0.0789034478233145,0.01395490727238125,KS,2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
705,0.0971557611024085,0.0174519250244601,KS,2023-03-30,1,1,1,1,1,1,1,0,1,0,1,1
706,NA,NA,KS,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,0.123877160091679,0.080839860951207,KS,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
713,0.418830513522793,0.0983082514053825,KS,2023-04-07,1,1,1,1,1,1,1,0,0,1,1,1
714,0.181671146911818,0.118451665486054,KS,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
715,0.0129299424433318,0.00907584312418925,KY,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
716,0.354391713867987,0.0081838771836793,KY,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
717,2.25662859297024,0.3273450062093855,KY,2023-02-28,1,0,1,1,0,0,1,0,1,1,0,0
718,0.0719134139402178,0.00667721482750825,KY,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
719,0.761158129087736,0.2181000333893465,KY,2023-03-02,1,1,1,1,1,0,1,1,1,1,1,1
720,1.11800989877704,0.3089102626189475,KY,2023-03-03,1,0,1,1,0,1,1,0,1,1,0,1
721,0.025955191366989,0.00498678071777789,KY,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
722,NA,NA,KY,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.0775897897157671,0.00416144443178828,KY,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
724,0.0220490974456934,0.00382342898209371,KY,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
725,3.72686577333087,0.464965444604472,KY,2023-03-08,0,0,1,0,0,1,0,0,1,0,0,0
726,0.00420626710922735,0.00327687839605894,KY,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
727,0.00468155600120171,0.00306233844599935,KY,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
728,0.0164228883957127,0.00288405874288231,KY,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
729,2.95339356893051,0.69504314563174,KY,2023-03-12,0,0,1,1,0,0,0,0,1,0,0,0
730,0.991594262122771,0.187049145629804,KY,2023-03-13,1,1,1,0,1,1,1,0,1,0,1,1
731,0.0038911096168949,0.00255817710973242,KY,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
732,0.0034043373105149,0.002520916896106075,KY,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
733,1.18325410891376,0.458332690229916,KY,2023-03-16,1,0,1,1,1,0,1,0,1,1,1,0
734,2.00742102232123,0.466601190864102,KY,2023-03-17,1,0,1,0,0,1,1,0,1,0,0,1
735,0.0297167535331204,0.00266624476421325,KY,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
736,1.30022455512905,0.91537475703268,KY,2023-03-19,1,0,1,1,1,0,1,0,1,1,1,0
737,0.0044242964118606,0.003052983806658995,KY,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
738,0.0176451353803848,0.003372714866070305,KY,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
739,0.0752678224423227,0.00380515711694499,KY,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
740,NA,NA,KY,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,1.04364468611252,0.2331507240238705,KY,2023-03-24,0,1,1,1,1,1,0,0,1,1,1,1
742,1.2606400245353,0.89964268744963,KY,2023-03-25,1,0,1,1,1,0,1,0,1,1,1,0
743,0.0116557218832551,0.0074096784036914,KY,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
744,0.391789940187083,0.0090713453649848,KY,2023-03-27,1,1,1,1,1,1,1,0,0,1,1,1
745,0.0680179002564383,0.01121155810401885,KY,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
746,0.0216425869194486,0.01395490727238125,KY,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
747,0.0313805220886907,0.0174519250244601,KY,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
748,0.0377936836038961,0.0218807525023866,KY,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
749,0.150666117973797,0.02744707933076925,KY,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
750,NA,NA,KY,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.217014591167248,0.04293370024882985,KY,2023-04-03,1,1,1,1,1,1,1,0,0,1,1,1
752,0.263969705670098,0.053362202694359,KY,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1
753,NA,NA,KY,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,0.13570253105454,0.080839860951207,KY,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
755,NA,NA,KY,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,0.18204988744572,0.118451665486054,KY,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
757,0.0475332129190644,0.00907584312418925,LA,2023-02-26,1,1,1,1,1,1,1,0,1,1,1,0
758,1.32753365143884,0.252990641490593,LA,2023-02-27,1,0,1,1,0,1,1,1,1,1,0,0
759,0.709938249682888,0.215290079883916,LA,2023-02-28,1,1,1,1,1,1,1,0,1,1,1,0
760,0.986437455357365,0.186955489517791,LA,2023-03-01,1,1,1,1,0,1,1,0,1,1,0,1
761,0.0647779477526615,0.00604523024891965,LA,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
762,0.0603318181870042,0.00548397574681605,LA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
763,1.074509667099,0.4363931918417125,LA,2023-03-04,1,0,1,1,1,0,1,0,1,1,1,0
764,1.21096786504135,0.4634800968329675,LA,2023-03-05,1,0,1,1,0,1,1,1,1,0,0,1
765,0.0225235649090601,0.00416144443178828,LA,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
766,0.01858690946327,0.00382342898209371,LA,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
767,NA,NA,LA,2023-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,1.13281908034277,0.448835525173817,LA,2023-03-09,1,0,1,1,1,0,1,0,1,1,1,0
769,0.0355331200438157,0.003062338445999355,LA,2023-03-10,1,1,1,1,1,1,1,0,1,1,1,0
770,1.14387810189963,0.4525354612336685,LA,2023-03-11,1,0,1,1,1,0,1,0,1,1,1,0
771,0.00420575799135574,0.0027407622608082,LA,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
772,2.2156376516154,0.933344057426555,LA,2023-03-13,0,0,0,1,1,1,0,0,0,1,1,1
773,NA,NA,LA,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
