...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X23A_95_CI
189,3.9621676870258,0.148563188313898,CA,2023-04-15,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
190,3.46039089228649,0.1489446874158155,CA,2023-04-16,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
191,5.88270807460705,0.149003466304432,CA,2023-04-17,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
192,4.03085041999617,0.1304128914303795,CA,2023-04-18,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
193,5.01049055387793,0.2145597281828985,CA,2023-04-19,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
194,3.8911419727967,0.2075774305168185,CA,2023-04-20,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0
195,7.03008915765916,0.086499961729966,CA,2023-04-21,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
196,5.43005924842719,0.318677617848906,CA,2023-04-22,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
197,1.18454670063307,0.254143764022397,CA,2023-04-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
198,3.03981749492364,0.1614599030125975,CA,2023-04-24,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
199,10.5958277485517,0.247109329257461,CA,2023-04-25,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0
200,12.7286280485242,0.1554490595311215,CA,2023-04-26,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
201,9.97950607455852,0.1787443339761425,CA,2023-04-27,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
202,7.82164139575435,0.189732583024019,CA,2023-04-28,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
203,7.74524821083208,0.281532365786496,CA,2023-04-29,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0
204,7.99117426990866,0.211517762701459,CA,2023-04-30,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
205,10.5112856719813,0.257547254430625,CA,2023-05-01,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
206,12.7671171189343,0.2853497640323135,CA,2023-05-02,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
207,12.4498014477708,0.2197373764101185,CA,2023-05-03,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
208,5.40373584407426,0.2545395645729035,CA,2023-05-04,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
209,15.4463295261533,0.2510112816212395,CA,2023-05-05,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
210,8.03163690754252,0.2477801734299085,CA,2023-05-06,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
211,0.767299001475674,0.17918743666088,CO,2023-03-26,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
212,0.185029151553561,0.00505642013138665,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
213,0.139797081734761,0.0052786313813489,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
214,0.205446326609971,0.0055359007078466,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.145265146523369,0.00583085741911615,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0.00942588893520938,0.00654655206503665,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.59432787720525,0.147434033655838,CO,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
220,0.0410355992951676,0.00799553537679725,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,0.0122716967383273,0.00859900863463145,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
222,0.295387448361992,0.00927318298180755,CO,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
223,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.0143337473879497,0.0108643443231522,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,0.0161896764113802,0.01179899663456235,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,0.0174043727223738,0.01283985192232715,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,0.900066820779994,0.185138915217584,CO,2023-04-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
228,0.154344955390261,0.01528756727348325,CO,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.260721612427374,0.0167213465594549,CO,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
230,0.941097883365269,0.122869791925422,CO,2023-04-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
231,0.0287166104234347,0.0200867194507132,CO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.902168673123704,0.187105596470642,CO,2023-04-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
234,0.669265137457195,0.266497711205259,CO,2023-04-18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
235,0.275912427238417,0.0293461260136128,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1.15597871735687,0.81331836942402,CO,2023-04-21,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
238,0.962259008186899,0.683742818977165,CO,2023-04-22,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
239,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.983906609901389,0.1966822481431845,CO,2023-04-24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
241,0.918860846465023,0.296908649625326,CO,2023-04-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
242,0.49026824552242,0.0578842756815675,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
243,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1.24982727007536,0.2648181656221275,CO,2023-04-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
245,0.112419017949479,0.0771302283739765,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,0.36949165143639,0.084736797577104,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,1.34673494787858,0.0929953436008685,CO,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
248,0.976300852333159,0.20554230016976,CO,2023-05-02,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
249,0.164690274530148,0.1115894955388325,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0.859322543993681,0.1219777343807075,CO,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
251,0.192531387811462,0.133121708108674,CO,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
252,NA,NA,CO,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.133452966562192,0.004867037649982825,CT,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254,0.234396150104018,0.00505642013138665,CT,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,0.00782757305462047,0.0052786313813489,CT,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,0.0291711997414647,0.0055359007078466,CT,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,0.030372344660224,0.00583085741911615,CT,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,NA,NA,CT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,0.0343514842454716,0.00654655206503665,CT,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,NA,NA,CT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0.18168407848829,0.00745612199097905,CT,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
262,0.0110222673429974,0.00799553537679725,CT,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,0.0434563476274039,0.00859900863463145,CT,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
264,NA,NA,CT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1.75832602315497,0.56487198746958,CT,2023-04-10,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
269,0.644280711614244,0.1750031850627725,CT,2023-04-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
270,0.635488038344499,0.1741853535014695,CT,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
271,0.0235067608032271,0.0167213465594549,CT,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,0.0251274071175126,0.0183153601677308,CT,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0.582126001212719,0.2073091671159785,CT,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
275,0.113275215075761,0.02423810918235965,CT,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,0.802673538143252,0.3842231015207535,CT,2023-04-18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
277,0.141790871006385,0.0293461260136128,CT,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,0.0474538511625467,0.03232000525442125,CT,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,0.0516161079476715,0.03561002458997815,CT,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,0.0600376931373745,0.04325761499054455,CT,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,0.613662346591609,0.3492818866398225,CT,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,0.615778648704258,0.2623626594456065,CT,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
284,1.09738165518948,0.77855032584744,CT,2023-04-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
285,NA,NA,CT,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0.310477137360379,0.0701424914501795,CT,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
287,NA,NA,CT,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,0.937820599641418,0.4198130928969545,CT,2023-05-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
291,1.48016113231625,0.52538400513657,CT,2023-05-03,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
292,0.502724783228745,0.1219777343807075,CT,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,0.195230584099839,0.133121708108674,CT,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,0.203405799148922,0.1450364261887175,CT,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
295,0.0957389353263173,0.004867037649982825,DC,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
296,1.08242660005081,0.4393829848997045,DC,2023-03-27,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
297,0.836836798557029,0.221635039646723,DC,2023-03-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
298,0.930535999632165,0.292840604691424,DC,2023-03-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
299,1.04728706510527,0.2326549418106965,DC,2023-03-30,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
300,1.01171774844286,0.230514605302205,DC,2023-03-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
301,0.0313785738224867,0.00654655206503665,DC,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
302,NA,NA,DC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1.62249884309946,0.4319537865753585,DC,2023-04-04,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
305,1.03918437444086,0.3022896500223525,DC,2023-04-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
306,1.17585817602231,0.832038401751025,DC,2023-04-06,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
307,1.12857779606472,0.447733002804702,DC,2023-04-07,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
308,0.0567203911357758,0.0108643443231522,DC,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,NA,NA,DC,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,0.0180150159955546,0.01283985192232715,DC,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,0.0199946321369238,0.0139984466922687,DC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,NA,NA,DC,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,0.0239172362895358,0.0167213465594549,DC,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,0.0261961283052554,0.0183153601677308,DC,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,NA,NA,DC,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,0.0316180251074171,0.0220541581928527,DC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,0.113215889676947,0.02423810918235965,DC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,0.944766773981633,0.2952942342114765,DC,2023-04-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
319,NA,NA,DC,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,0.0440699068116665,0.03232000525442125,DC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
321,0.776877759709907,0.3774802968356615,DC,2023-04-21,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
322,0.0546335164284675,0.03924555451953815,DC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,0.742448387797654,0.372023571591354,DC,2023-04-23,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
324,1.52007801242959,0.449816274850672,DC,2023-04-24,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
325,0.0767941863686631,0.0525426745148155,DC,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,NA,NA,DC,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,DC,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,0.812878245863944,0.578189829104015,DC,2023-04-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
329,2.08899610938494,0.75747987272077,DC,2023-04-29,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
330,NA,NA,DC,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,0.940541270892877,0.423933392512156,DC,2023-05-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
335,0.195575440076058,0.133121708108674,DC,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,0.205776841322872,0.1450364261887175,DC,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,0.00711183957251281,0.004867037649982825,DE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,0.00719073854691354,0.00505642013138665,DE,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,0.753337537879001,0.178363757993648,DE,2023-03-28,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
340,0.00789288143734072,0.0055359007078466,DE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
341,0.0637482026504529,0.00583085741911615,DE,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,0.80519158736787,0.219670197068344,DE,2023-03-31,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
343,0.0338457778836346,0.00654655206503665,DE,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,0.035846127000061,0.00697486884627415,DE,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
345,NA,NA,DE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,1.16075048052462,0.454432736190824,DE,2023-04-04,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
347,NA,NA,DE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,0.157218159044274,0.00927318298180755,DE,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
349,0.0142005850390297,0.0100255130138566,DE,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,0.0158116429845346,0.0108643443231522,DE,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,NA,NA,DE,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.018279134519797,0.01283985192232715,DE,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
353,0.142939641829704,0.0139984466922687,DE,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,0.0221608254737042,0.01528756727348325,DE,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
355,0.168808296114355,0.0167213465594549,DE,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,0.0267990216882762,0.0183153601677308,DE,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,NA,NA,DE,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.10826706326344,0.0220541581928527,DE,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,0.03398838845644,0.02423810918235965,DE,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,NA,NA,DE,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,0.0424957315543455,0.0293461260136128,DE,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,NA,NA,DE,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0.0456991798289044,0.03561002458997815,DE,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,NA,NA,DE,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,DE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.642222532866206,0.3492818866398225,DE,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
367,0.0723901697749568,0.0525426745148155,DE,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
368,NA,NA,DE,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,0.0871404030805835,0.0637389839992425,DE,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,NA,NA,DE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,DE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.961446827860141,0.3100169989108525,DE,2023-05-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
374,NA,NA,DE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,0.471851533220173,0.1115894955388325,DE,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
376,NA,NA,DE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,0.191012112322401,0.133121708108674,DE,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,0.207689734871528,0.1450364261887175,DE,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,1.30776923070194,0.100226319899896,FL,2023-03-26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
380,3.02974626876758,0.1170454457791945,FL,2023-03-27,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
381,1.83445780805161,0.100473192346853,FL,2023-03-28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
382,4.32970651276781,0.1416131609913765,FL,2023-03-29,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1
