...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X23A_95_CI
539,0.687524854897046,0.3611603354143675,IA,2023-04-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
540,0.359709572463144,0.084736797577104,IA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
541,1.33091108241991,0.2713389995314805,IA,2023-05-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
542,1.10878983665582,0.260874979834906,IA,2023-05-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
543,1.92150451934558,0.200164498806541,IA,2023-05-03,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
544,1.10645962949294,0.21862057173454,IA,2023-05-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
545,1.22736965967382,0.2800607221365965,IA,2023-05-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
546,0.21153482598304,0.1450364261887175,IA,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,0.00665128678503997,0.004867037649982825,ID,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,NA,NA,ID,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,0.0071759458732102,0.0052786313813489,ID,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,0.028917559568475,0.0055359007078466,ID,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,0.0075821221497382,0.00583085741911615,ID,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,NA,NA,ID,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.0107484190296068,0.00745612199097905,ID,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,NA,NA,ID,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,0.0116111741540456,0.00859900863463145,ID,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,0.0108687403197051,0.00927318298180755,ID,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,NA,NA,ID,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,0.0226482200352608,0.01528756727348325,ID,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565,0.0244837560995534,0.0167213465594549,ID,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,NA,NA,ID,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.0354763815387419,0.02423810918235965,ID,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,0.0388851029112446,0.0266607661663624,ID,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,NA,NA,ID,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,0.0617700198973272,0.04325761499054455,ID,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576,NA,NA,ID,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,0.072441449157979,0.0525426745148155,ID,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,NA,NA,ID,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,0.497492627173029,0.1219777343807075,ID,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
587,NA,NA,ID,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1.68585530757457,0.115890850911709,IL,2023-03-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
590,1.55228650751302,0.1237177716581395,IL,2023-03-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
591,2.49019826189678,0.152074038769798,IL,2023-03-28,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0
592,2.61581610778277,0.1761274247945255,IL,2023-03-29,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
593,1.15088279160007,0.133381857079991,IL,2023-03-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
594,1.15496102287536,0.117856630942355,IL,2023-03-31,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
595,0.863947027071165,0.0527369145898735,IL,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
596,0.871618660759619,0.106374852883636,IL,2023-04-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
597,1.0040918864554,0.110915573111452,IL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
598,1.1236808313845,0.115525428740319,IL,2023-04-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
599,1.27344615291322,0.1497563736071995,IL,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
600,0.714947440460671,0.0871980451390885,IL,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
601,1.79863807657756,0.168256820666031,IL,2023-04-07,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0
602,0.882334858063021,0.122809679017708,IL,2023-04-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
603,0.474823943356994,0.01179899663456235,IL,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,2.59925332888051,0.1608522787125645,IL,2023-04-10,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0
605,2.82260006022571,0.170853479114956,IL,2023-04-11,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
606,1.10274095170706,0.1808815592749905,IL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
607,1.03659824985888,0.1175644013622485,IL,2023-04-13,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
608,2.2613730689441,0.2009420084187155,IL,2023-04-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
609,1.67128762245023,0.18684821746082,IL,2023-04-15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
610,0.546925631219886,0.1146816626544155,IL,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
611,4.57315673051582,0.064885014510038,IL,2023-04-17,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
612,1.93224202099553,0.1410807134797675,IL,2023-04-18,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
613,1.88704621918433,0.1598218179692065,IL,2023-04-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
614,0.560827539138341,0.22915962187896,IL,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
615,1.48420047845303,0.20192511504771,IL,2023-04-21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
616,1.32373506041242,0.1478468756540245,IL,2023-04-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
617,1.08880261783111,0.220002149860558,IL,2023-04-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
618,5.12792757844916,0.094169203384675,IL,2023-04-24,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
619,2.81640263873008,0.2263110543273025,IL,2023-04-25,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
620,0.995612707691553,0.1898256787410095,IL,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
621,4.43936441506228,0.292789173184648,IL,2023-04-27,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
622,2.16508407605092,0.195291718124619,IL,2023-04-28,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
623,1.31777416235934,0.240643299023819,IL,2023-04-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
624,4.35242134816487,0.1428124841549095,IL,2023-04-30,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
625,4.20609823852466,0.1967982255431445,IL,2023-05-01,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0
626,5.05801998151531,0.254846761703793,IL,2023-05-02,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
627,6.81419710865002,0.1710562276809525,IL,2023-05-03,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
628,3.93333996009047,0.2158870935136765,IL,2023-05-04,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
629,8.80720186493619,0.1687208056563065,IL,2023-05-05,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
630,3.31293318811599,0.277471331199053,IL,2023-05-06,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
631,0.126545769205447,0.004867037649982825,IN,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,0.960589417844621,0.185818024696339,IN,2023-03-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
633,0.860146259009678,0.154850876322654,IN,2023-03-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
634,1.07772814551723,0.3043525825380265,IN,2023-03-29,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
635,NA,NA,IN,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,1.07213113163078,0.3052972858551365,IN,2023-03-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
637,0.12236107376999,0.00654655206503665,IN,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,1.24692291665647,0.87961148302637,IN,2023-04-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
639,0.864738039098555,0.1345645672939875,IN,2023-04-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
640,0.0822056629087516,0.00799553537679725,IN,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
641,1.04958888259983,0.303003577679621,IN,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
642,0.0126679028099509,0.00927318298180755,IN,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,0.0531489538233496,0.0100255130138566,IN,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,0.267423757143942,0.0108643443231522,IN,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645,1.22986559188895,0.876835715190765,IN,2023-04-09,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
646,0.301644074715338,0.01283985192232715,IN,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,0.137432969345645,0.0139984466922687,IN,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,0.0222343504367856,0.01528756727348325,IN,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,0.772841116676801,0.277801124474416,IN,2023-04-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
650,0.411053130721239,0.0183153601677308,IN,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
651,0.314020580203876,0.0200867194507132,IN,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
652,NA,NA,IN,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.512943232200943,0.1459874523974835,IN,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
654,1.22722348954104,0.0266607661663624,IN,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
655,0.272770375646838,0.0293461260136128,IN,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,0.58575620038825,0.2595670526822,IN,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
657,0.491703846932376,0.03561002458997815,IN,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,0.0526885202333072,0.03924555451953815,IN,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
659,NA,NA,IN,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.428846762575662,0.198480304323548,IN,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
661,0.919668354575468,0.296908649625326,IN,2023-04-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
662,0.669363001945242,0.1808333691213605,IN,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
663,1.04236424164566,0.0637389839992425,IN,2023-04-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
664,0.102848030684422,0.0701424914501795,IN,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,NA,NA,IN,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,0.117560108511144,0.084736797577104,IN,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,0.647484751574381,0.2713389995314805,IN,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
668,1.10554597666319,0.260874979834906,IN,2023-05-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
669,NA,NA,IN,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,0.338182797779427,0.2335228221203505,IN,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
671,1.01158646917985,0.429780854338945,IN,2023-05-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
672,0.344495847488918,0.234922888574573,IN,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673,0.00767797754398945,0.004867037649982825,KS,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674,0.0900599894078191,0.00505642013138665,KS,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
675,NA,NA,KS,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,0.027817903825381,0.0055359007078466,KS,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,0.0310581050183314,0.00583085741911615,KS,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,NA,NA,KS,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.0122384202939058,0.00927318298180755,KS,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,0.0527546419463298,0.0100255130138566,KS,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686,0.0149649816101123,0.0108643443231522,KS,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687,NA,NA,KS,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,0.0255024141271139,0.0183153601677308,KS,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,NA,NA,KS,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.0671330288495274,0.04767872200727335,KS,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,0.0736315664391163,0.0525426745148155,KS,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,0.262731320019016,0.0578842756815675,KS,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,NA,NA,KS,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,0.103110027889199,0.0701424914501795,KS,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
707,NA,NA,KS,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,1.06366043988826,0.75067450849888,KS,2023-04-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
709,0.902228244582169,0.628026311392705,KS,2023-05-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
710,NA,NA,KS,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,0.855746580309724,0.60519192114987,KS,2023-05-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
713,NA,NA,KS,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,0.592671688436847,0.414695813346284,KS,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
715,0.00722008347817936,0.004867037649982825,KY,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
716,0.234679162411277,0.00505642013138665,KY,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
717,0.0294811431531162,0.0052786313813489,KY,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,0.00802791054761449,0.0055359007078466,KY,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
719,0.00801079856361299,0.00583085741911615,KY,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,0.00877008982351374,0.0061665636434096,KY,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
721,0.03487185087227,0.00654655206503665,KY,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,NA,NA,KY,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,0.0372366447031765,0.00745612199097905,KY,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
724,0.0379655193448201,0.00799553537679725,KY,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,NA,NA,KY,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,0.012204747868698,0.00927318298180755,KY,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
727,NA,NA,KY,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,0.0160398687687148,0.0108643443231522,KY,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,0.0178004232292971,0.01179899663456235,KY,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,0.0184924120671665,0.01283985192232715,KY,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
