...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
765,5.49953038481004,0.4106944099940515,LA,2024-01-08,1,0,1,0,0,0,1,0,1,0,0,0
766,4.32886740519756,0.384786105181856,LA,2024-01-09,1,0,1,0,1,0,0,0,0,0,1,0
767,0.935327450323658,0.1943116669762785,LA,2024-01-10,0,1,1,1,1,1,0,1,1,0,1,1
768,5.06762998377725,0.3584404058449595,LA,2024-01-11,1,0,1,0,0,1,1,0,1,0,0,0
769,5.39401079774818,0.2833689440114065,LA,2024-01-12,1,0,1,0,1,0,1,0,1,0,0,0
770,0.695924810242669,0.2136387689927275,LA,2024-01-13,1,1,1,1,1,0,1,1,1,1,1,1
771,4.14082376344169,0.356305509801698,LA,2024-01-14,1,1,1,0,0,1,1,1,1,0,0,0
772,1.12108332349591,0.446667523839437,LA,2024-01-15,1,1,1,0,0,1,1,1,1,1,0,0
773,0.107474076730464,0.00623393908971205,LA,2024-01-16,1,1,1,1,1,1,1,1,1,0,1,0
774,0.631072082527144,0.1489352871817905,LA,2024-01-17,1,1,1,1,1,1,1,1,1,0,1,0
775,1.93440797960355,0.1991146386804295,LA,2024-01-18,1,0,0,0,0,1,1,0,1,1,0,1
776,3.78545811522258,0.364717277338695,LA,2024-01-19,1,1,1,0,0,1,1,1,1,0,0,1
777,1.87414788715364,0.454265295512543,LA,2024-01-20,1,1,1,0,0,0,1,1,1,0,0,0
778,2.46679862325204,0.3461277940481385,LA,2024-01-21,0,1,1,0,0,1,0,1,1,0,0,0
779,3.38581673473708,0.288557763588184,LA,2024-01-22,1,0,0,0,0,1,1,0,0,0,0,1
780,1.46159596793247,0.1864270283226435,LA,2024-01-23,1,1,1,0,0,1,1,1,0,0,0,0
781,5.07926634191516,0.3557568710371365,LA,2024-01-24,1,1,1,0,0,0,1,1,1,0,0,0
782,2.38753324080733,0.187725978801504,LA,2024-01-25,1,0,1,0,1,0,1,0,1,0,1,0
783,0.104553660815266,0.00151125308998438,LA,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
784,0.994320754314133,0.119944824576056,LA,2024-01-27,1,1,1,1,0,1,1,1,1,0,0,1
785,0.965478712058429,0.096401850559656,LA,2024-01-28,1,1,1,1,0,1,1,1,1,0,0,1
786,0.825424659598498,0.0572184686996715,LA,2024-01-29,1,1,1,1,0,1,1,1,1,0,0,1
787,0.0267870244662498,8.4985243765695e-4,LA,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
788,0.0929113756020818,7.35786462964745e-4,LA,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
789,0.0290353834503252,6.37022726841545e-4,LA,2024-02-01,1,1,1,1,1,1,1,1,1,0,1,0
790,0.891604733407749,0.087463525326181,LA,2024-02-02,1,1,1,1,1,0,1,1,1,1,1,1
791,0.888081522583404,0.080404641955048,LA,2024-02-03,1,1,1,1,1,0,1,1,1,0,1,0
792,0.0426612856854871,4.13502028848235e-4,LA,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
793,1.6861382112549,0.102377179879571,LA,2024-02-05,1,1,1,0,0,0,1,1,1,0,0,0
794,1.13846025662887,0.108554697210729,LA,2024-02-06,1,1,0,0,1,1,1,1,0,1,1,0
795,1.01630438565157,0.0577551007950775,LA,2024-02-07,1,1,1,1,0,1,1,1,1,0,0,1
796,0.880551222531061,0.0542116893341045,LA,2024-02-08,1,1,1,1,1,0,1,1,1,0,1,0
797,3.73009682743508,0.1732059575976675,LA,2024-02-09,1,1,1,0,0,1,1,1,1,0,0,1
798,0.0131308300830446,1.7489493891154e-4,LA,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
799,0.402903135586326,0.0490273686816387,MA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1
800,0.829333515512861,0.225967330786455,MA,2024-01-01,1,0,1,1,1,1,1,0,1,1,1,0
801,0.88624977513063,0.1928297585326405,MA,2024-01-02,0,1,1,1,1,1,0,1,1,0,1,0
802,1.25005988800778,0.240718891338363,MA,2024-01-03,1,1,1,1,1,0,0,1,1,0,0,0
803,2.80794860268017,0.312538807841473,MA,2024-01-04,0,1,0,0,1,0,0,0,0,0,1,0
804,0.73261798579536,0.1650728259584485,MA,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,0
805,0.109359183723962,0.02370045497978435,MA,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1
806,0.0948480210807227,0.0208613771236504,MA,2024-01-07,1,1,1,1,1,1,1,1,1,0,1,0
807,0.905821761968514,0.2396412243229445,MA,2024-01-08,1,1,1,1,0,1,1,1,1,0,1,0
808,1.07750602792136,0.2062729487066375,MA,2024-01-09,1,1,1,1,1,0,1,1,1,0,0,0
809,0.64145220860928,0.01409853381294545,MA,2024-01-10,1,1,1,1,1,1,1,1,1,0,0,0
810,0.48069180000331,0.0123390007875321,MA,2024-01-11,1,1,1,1,1,1,1,1,0,0,1,1
811,0.253495500579275,0.0107861619853926,MA,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1
812,0.0122481925089665,0.00941830485405165,MA,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1
813,0.0106825308201497,0.0082155004510144,MA,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1
814,0.0728410308246337,0.00715955476569695,MA,2024-01-15,1,1,1,1,1,1,1,1,0,0,1,1
815,0.0295448985323835,0.00623393908971205,MA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
816,0.526464519509429,0.113057391662467,MA,2024-01-17,1,1,1,1,1,1,1,0,1,1,1,0
817,0.560058534464343,0.113525037736587,MA,2024-01-18,1,1,1,1,1,1,1,1,1,0,1,0
818,0.646892315103663,0.1297100013382795,MA,2024-01-19,1,1,1,1,1,1,1,1,1,0,1,0
819,0.00537633083759222,0.00355747434490259,MA,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1
820,NA,NA,MA,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,0.086515813388957,0.00267828065599947,MA,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,1
822,0.761685456684169,0.1322110084217775,MA,2024-01-23,1,1,1,1,1,0,1,1,1,0,1,0
823,1.00444638693016,0.2308916768265935,MA,2024-01-24,1,1,1,0,1,0,1,1,1,0,1,0
824,0.0706599995060893,0.001744433616728365,MA,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
825,0.0313752082547593,0.00151125308998438,MA,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
826,0.0170910066855736,0.00130896796831405,MA,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1
827,0.00167198227243473,0.00113357126898716,MA,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
828,0.0540827638306358,9.8155497487081e-4,MA,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
829,1.21391156967471,0.2406342657432565,MA,2024-01-30,1,1,1,0,0,1,1,1,1,0,0,1
830,0.00355769330540205,7.35786462964745e-4,MA,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
831,0.0273445007101173,6.37022726841545e-4,MA,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
832,0.00285420586772911,5.5152814414122e-4,MA,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
833,NA,NA,MA,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,4.9464947913453e-4,4.13502028848235e-4,MA,2024-02-04,1,1,1,1,1,1,1,1,0,0,1,1
835,0.0109113599908645,3.58097328149785e-4,MA,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
836,0.04212739521535,3.10160622848925e-4,MA,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
837,0.00324198818513619,2.6868665064207e-4,MA,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
838,0.00459970819119536,2.3280407422521e-4,MA,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
839,0.00617621737508321,2.0175804473984e-4,MA,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
840,2.2058903178316e-4,1.7489493891154e-4,MA,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
841,0.413455694088416,0.0490273686816387,MD,2023-12-31,1,1,1,1,1,1,0,1,1,0,0,0
842,0.984862698474742,0.0436563336899303,MD,2024-01-01,1,1,1,0,1,1,1,1,1,0,0,0
843,0.91664745512407,0.2284899134893685,MD,2024-01-02,0,1,1,1,1,1,0,0,1,1,0,0
844,1.33174444032054,0.229579008634916,MD,2024-01-03,1,1,1,1,1,0,1,1,1,0,0,0
845,1.49784715864817,0.251314159653765,MD,2024-01-04,0,1,1,0,1,1,0,0,1,1,0,0
846,1.1047089658805,0.2205736352036745,MD,2024-01-05,0,1,1,1,1,1,1,1,1,1,0,0
847,0.595928529348983,0.2602842893836235,MD,2024-01-06,1,1,1,1,1,1,1,1,1,0,1,0
848,0.806575010227773,0.384679222517718,MD,2024-01-07,1,1,1,1,1,0,1,1,1,0,1,0
849,0.734978136758893,0.179239180505223,MD,2024-01-08,1,1,1,1,0,1,1,1,1,1,0,0
850,0.347880308990188,0.01608827854333365,MD,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,0
851,0.447336832389157,0.1434311889902765,MD,2024-01-10,1,1,1,1,1,1,1,0,1,0,0,1
852,0.123304129469016,0.0123390007875321,MD,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1
853,0.117496500044452,0.0107861619853926,MD,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1
854,0.0478766780214979,0.00941830485405165,MD,2024-01-13,1,1,1,1,1,1,0,1,1,0,1,1
855,0.860157920744013,0.284540428924519,MD,2024-01-14,1,1,1,1,1,0,1,1,1,0,1,0
856,0.0378138998413192,0.00715955476569695,MD,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
857,0.00862234693319942,0.00623393908971205,MD,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
858,0.931998511377335,0.2924468692590855,MD,2024-01-17,1,1,1,0,1,0,1,1,1,0,1,0
859,3.73338877274393,0.3335797327588955,MD,2024-01-18,0,1,1,0,0,1,0,1,1,0,0,0
860,0.0221707757748406,0.004096912842954495,MD,2024-01-19,1,1,1,1,1,1,1,1,1,0,1,0
861,1.65648017610996,0.3040293551233295,MD,2024-01-20,1,1,1,0,0,0,1,1,1,0,0,1
862,0.0330265807203799,0.003087448193383125,MD,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1
863,0.680168196983885,0.115488149698562,MD,2024-01-22,1,1,1,1,1,0,1,1,1,0,1,0
864,0.025108180177462,0.002322391324610175,MD,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
865,0.110161362860729,0.002013079075895865,MD,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
866,0.674554852031757,0.0938831945285695,MD,2024-01-25,1,1,1,1,1,1,1,1,1,0,1,0
867,0.064759669177247,0.00151125308998438,MD,2024-01-26,1,1,1,1,1,1,1,1,1,0,1,0
868,0.00171911801059383,0.00130896796831405,MD,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1
869,0.00173924226948322,0.00113357126898716,MD,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
870,1.11140476074334,0.160319477195139,MD,2024-01-29,1,1,1,0,0,1,1,1,1,0,0,1
871,0.0261610748814675,8.4985243765695e-4,MD,2024-01-30,1,1,1,1,1,1,1,1,1,0,1,0
872,0.00412483549446417,7.35786462964745e-4,MD,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
873,1.20296288756858,0.1935801698674565,MD,2024-02-01,1,1,1,0,0,1,1,1,1,0,0,1
874,1.1728186445958,0.161753582412198,MD,2024-02-02,1,1,1,0,0,1,1,1,1,0,0,1
875,0.0026737774959934,4.77533796659705e-4,MD,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1
876,0.00204776004860502,4.13502028848235e-4,MD,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
877,0.0278844374591709,3.58097328149785e-4,MD,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
878,1.28821319145068,0.322697536813499,MD,2024-02-06,1,1,1,0,1,0,1,1,1,0,1,0
879,1.19706173164788,0.122427316707567,MD,2024-02-07,1,1,1,0,0,1,1,1,1,0,0,1
880,0.00476148599961992,2.3280407422521e-4,MD,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
881,0.00418273656619154,2.0175804473984e-4,MD,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
882,1.9842830517634e-4,1.7489493891154e-4,MD,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
883,NA,NA,ME,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,0.14393809460683,0.0304341770338081,ME,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,0
888,NA,NA,ME,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,0.843055277668293,0.390646333867249,ME,2024-01-08,1,1,1,1,1,0,1,1,1,0,1,0
892,NA,NA,ME,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,1.27558153023938,0.900405952093795,ME,2024-01-17,1,1,1,0,0,1,1,1,1,1,0,0
901,NA,NA,ME,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,7.85229230176262,0.53185893729682,MI,2023-12-31,1,0,1,0,0,0,1,0,1,0,0,0
926,2.9412494207677,0.2576125855336655,MI,2024-01-01,1,1,1,1,0,0,0,1,0,1,0,1
927,8.67815312768373,0.2987141336565245,MI,2024-01-02,1,0,1,0,0,0,0,0,0,0,0,0
928,19.897941613095,0.414101616519075,MI,2024-01-03,1,0,1,0,0,0,0,0,1,0,0,0
929,5.98215268512857,0.29137988999872,MI,2024-01-04,1,1,1,0,0,0,1,1,1,0,0,0
930,5.16727494850815,0.4272556258731775,MI,2024-01-05,0,1,1,0,0,1,0,1,0,0,0,0
931,2.22536585119065,0.409589329613276,MI,2024-01-06,1,0,0,0,1,1,1,0,0,0,0,0
932,0.896779707085662,0.12260950419145,MI,2024-01-07,1,0,1,1,1,1,1,0,1,0,1,1
933,10.3980752362888,0.3110070095023125,MI,2024-01-08,0,1,0,0,0,0,0,0,0,0,0,0
934,6.11882511094409,0.268277719686223,MI,2024-01-09,1,0,1,0,0,0,0,0,0,0,0,0
935,3.73170650561321,0.198204506674249,MI,2024-01-10,1,0,0,0,1,1,1,0,0,0,0,0
936,4.32371718456099,0.202272520786664,MI,2024-01-11,1,1,1,0,1,0,0,0,0,0,0,0
937,5.04946735295822,0.2380334523984245,MI,2024-01-12,0,1,1,0,0,1,0,0,0,0,0,0
938,2.48833507169637,0.255297574281034,MI,2024-01-13,0,0,1,0,1,1,0,0,1,0,1,1
939,0.728227465609559,0.104907169715093,MI,2024-01-14,1,1,1,1,0,1,1,1,0,0,0,0
940,1.89481206950261,0.1207844778476035,MI,2024-01-15,1,1,1,1,0,1,1,1,1,0,0,0
941,2.54808719261882,0.148332116487372,MI,2024-01-16,1,1,1,0,0,1,0,1,0,0,0,0
942,2.71423658927071,0.171631722328552,MI,2024-01-17,1,0,1,0,0,1,1,0,0,0,0,0
943,5.99770392094045,0.2278898286336125,MI,2024-01-18,1,1,0,0,0,0,1,0,0,0,0,0
944,4.42306589785763,0.24714718851289,MI,2024-01-19,0,1,0,0,1,0,0,0,0,0,1,0
945,1.66255920235181,0.3040293551233295,MI,2024-01-20,1,1,1,0,0,0,1,1,1,0,1,0
946,3.27739847271869,0.3085465835515875,MI,2024-01-21,0,1,1,0,0,1,0,1,1,0,0,1
947,7.31126734184255,0.2412411508657145,MI,2024-01-22,0,1,1,0,0,1,0,0,1,0,0,0
948,1.00526066049139,0.1046027452124065,MI,2024-01-23,1,1,1,1,0,1,1,1,1,1,0,0
949,1.97332213796802,0.1024101564683,MI,2024-01-24,1,1,0,0,0,1,1,1,1,0,0,0
950,2.52911876242347,0.1355118687012715,MI,2024-01-25,1,1,0,0,0,1,1,1,1,0,0,0
951,1.04447733147135,0.086630670131001,MI,2024-01-26,1,1,0,1,1,1,1,1,1,0,1,0
952,0.667156197796671,0.0789732876234345,MI,2024-01-27,1,1,1,1,1,1,0,1,1,1,1,0
953,0.00153648647080646,0.00113357126898716,MI,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
954,6.03080379893917,0.171051624731644,MI,2024-01-29,1,1,1,0,0,0,1,0,1,0,0,0
955,0.51014815782947,0.0419494008440753,MI,2024-01-30,1,1,1,1,1,1,1,1,1,0,1,0
956,1.73140246134573,0.085221284657003,MI,2024-01-31,1,1,0,0,0,1,1,1,0,0,0,1
957,2.83611413239614,0.1134018009713295,MI,2024-02-01,1,1,0,0,0,0,1,1,1,0,0,0
958,2.75810564366328,0.1526808239451475,MI,2024-02-02,1,1,1,0,0,1,1,1,1,0,0,0
959,0.0792109744326083,4.77533796659705e-4,MI,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1
960,1.05615298659265,0.081387320889478,MI,2024-02-04,1,1,1,1,0,1,1,1,1,0,0,1
961,5.61613292208317,0.1192172402222315,MI,2024-02-05,1,1,1,0,0,0,1,1,0,0,0,0
962,8.57905474584311,0.185896539548182,MI,2024-02-06,1,1,0,0,0,1,1,1,0,0,0,0
963,3.70686244257745,0.1087764964224145,MI,2024-02-07,1,1,0,0,0,1,1,1,0,0,0,1
964,3.83313176892047,0.089188302807357,MI,2024-02-08,1,1,0,0,0,1,1,1,1,0,0,1
965,5.46154757335861,0.1485364157001525,MI,2024-02-09,1,1,1,0,0,1,1,1,1,0,0,0
966,2.039258708085,0.150729222880078,MI,2024-02-10,1,1,1,0,0,0,1,1,1,0,0,0
967,2.64988349840598,0.309140090544237,MN,2023-12-31,1,1,1,0,0,1,0,0,0,0,0,0
968,2.32954530865452,0.252620556772874,MN,2024-01-01,1,1,1,1,0,1,0,1,1,0,0,0
969,9.76233235312882,0.296812788757443,MN,2024-01-02,1,1,1,0,0,0,0,0,0,0,0,0
970,2.90460232517816,0.2331907132071715,MN,2024-01-03,0,0,1,1,1,0,0,0,1,0,1,0
971,3.20464305323592,0.316738162134021,MN,2024-01-04,1,1,1,0,0,0,1,0,1,0,0,0
972,8.01814239758373,0.375655174535233,MN,2024-01-05,1,1,1,0,0,0,0,0,0,0,0,0
973,2.14829583259579,0.153221718937521,MN,2024-01-06,1,1,1,1,0,0,1,1,1,1,0,0
974,1.15099904485692,0.18223738804366,MN,2024-01-07,1,1,1,1,1,1,0,1,1,0,0,0
975,5.12497443256305,0.1783415467079935,MN,2024-01-08,1,1,1,0,0,1,0,1,0,0,0,0
976,12.3831795421076,0.2871643788195995,MN,2024-01-09,1,1,1,0,0,0,0,0,1,0,0,0
977,3.24526708774838,0.213215753431242,MN,2024-01-10,1,0,0,0,1,1,1,0,0,0,0,1
978,4.30677247228022,0.203784941815867,MN,2024-01-11,1,1,1,0,0,1,0,1,0,0,0,0
979,4.82718735574241,0.2713421438483925,MN,2024-01-12,0,1,0,0,0,0,0,1,0,0,0,0
980,4.45268788301873,0.224633336387677,MN,2024-01-13,1,1,1,0,0,1,0,1,1,0,0,0
981,1.09660815048401,0.148669644574222,MN,2024-01-14,1,1,1,1,1,1,1,1,0,0,0,0
982,7.0917930872755,0.314325378863795,MN,2024-01-15,1,1,1,0,0,0,1,0,1,0,0,0
983,10.852107047709,0.203853406264194,MN,2024-01-16,1,1,1,0,0,1,1,0,1,0,0,1
984,4.96939481018678,0.2456550653613035,MN,2024-01-17,0,1,0,0,0,1,1,1,0,0,0,1
985,1.31802137935434,0.1389685813416675,MN,2024-01-18,1,0,1,0,1,1,1,0,1,0,0,1
986,0.752399172107195,0.093510027574487,MN,2024-01-19,1,1,1,1,0,1,0,1,1,0,0,0
987,0.763262010321709,0.086765457094195,MN,2024-01-20,1,1,1,1,0,1,1,1,1,0,0,1
988,1.77109973461888,0.127525472320448,MN,2024-01-21,1,1,1,0,0,1,1,1,1,0,0,0
989,4.53762521337328,0.174919698447852,MN,2024-01-22,1,1,1,0,0,1,1,1,1,0,0,0
990,5.57054861162297,0.218298870842452,MN,2024-01-23,1,1,0,0,0,1,1,1,0,0,0,0
991,1.56731506250115,0.0800640566996435,MN,2024-01-24,1,1,1,1,0,1,1,1,1,0,0,0
992,2.73870463254045,0.1517164891030765,MN,2024-01-25,0,1,1,0,0,1,0,1,1,0,0,1
993,5.0022059703478,0.249287783636388,MN,2024-01-26,1,1,1,0,0,1,1,1,1,0,0,0
994,1.44334796493107,0.135670302877127,MN,2024-01-27,1,1,1,0,0,1,1,1,1,0,0,0
995,0.161670013811094,0.0011335712689871651,MN,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
996,6.24818099958746,0.2128815622617365,MN,2024-01-29,1,1,1,0,0,1,1,1,1,0,0,1
997,2.96561059530618,0.107420702795701,MN,2024-01-30,1,1,1,0,0,1,0,1,1,0,0,1
998,0.864469552803428,0.0573257161161075,MN,2024-01-31,1,1,1,1,0,1,1,1,1,0,0,1
999,2.28809064490441,0.0967082772264155,MN,2024-02-01,1,1,1,0,0,1,1,1,1,0,0,1
1000,3.80901431865145,0.192875957605219,MN,2024-02-02,1,1,1,0,0,0,1,1,1,0,0,0
1001,0.0755235572373009,4.77533796659705e-4,MN,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1
1002,1.00751329702882,0.1073025896924345,MN,2024-02-04,1,1,1,0,1,0,1,1,1,0,1,0
1003,3.83874603578854,0.1384907702058285,MN,2024-02-05,1,1,1,0,0,0,1,1,1,0,0,0
1004,9.61681260677951,0.278737705089751,MN,2024-02-06,1,1,1,0,0,1,1,1,1,0,0,0
1005,2.85410638288699,0.108802376144987,MN,2024-02-07,1,1,0,0,0,1,1,0,0,0,0,1
1006,3.3147551923978,0.0892210266232495,MN,2024-02-08,1,1,1,0,0,1,1,1,1,0,0,1
1007,0.241696109562002,2.0175804473984e-4,MN,2024-02-09,1,1,1,1,1,1,1,1,0,0,1,1
1008,1.08948007499732,0.0579241448387805,MN,2024-02-10,1,1,1,0,0,1,1,1,1,0,0,1
1009,0.0677201537458805,0.0490273686816387,MO,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1
1010,NA,NA,MO,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,1.10531129206697,0.78362711403573,MO,2024-01-02,1,1,0,0,1,1,1,1,0,0,1,1
1012,0.0480257874075422,0.0343925429888488,MO,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1
1013,0.0411379451103854,0.0304341770338081,MO,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1
1014,1.02779325455889,0.71784042904482,MO,2024-01-05,1,1,1,0,1,0,1,1,1,0,1,0
1015,NA,NA,MO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,NA,NA,MO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,0.0243008417163913,0.01833354429106925,MO,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1
1018,NA,NA,MO,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,NA,NA,MO,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,1.0522510193587,0.432490725121674,MO,2024-01-11,1,1,1,0,0,1,1,1,1,0,0,1
1021,1.11832430123949,0.444210777692584,MO,2024-01-12,1,0,1,0,1,1,1,0,1,0,1,1
1022,NA,NA,MO,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,0.0103393153307288,0.0082155004510144,MO,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1
