...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
1290,NA,NA,NH,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,NH,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,NA,NA,NH,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,NA,NA,NH,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,NA,NA,NH,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,NA,NA,NH,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NH,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,NH,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,0.396431483127874,0.289175740210568,NJ,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1304,1.70853263313037,0.4295795022477765,NJ,2023-06-19,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1305,1.79688252545442,0.3867080875700005,NJ,2023-06-20,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0
1306,1.92051309654269,0.381109765538574,NJ,2023-06-21,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0
1307,1.7143432902568,0.3807882730356565,NJ,2023-06-22,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0
1308,2.77861728261662,0.399970777396124,NJ,2023-06-23,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1309,1.42221084840061,0.3286149426768325,NJ,2023-06-24,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
1310,0.919145668832806,0.451571049350162,NJ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1311,1.01169738092964,0.3234489948478085,NJ,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
1312,0.9191183694229,0.4626132216949575,NJ,2023-06-27,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1313,1.25470564765903,0.40859295053321,NJ,2023-06-28,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
1314,1.20824297741746,0.3513918108451485,NJ,2023-06-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1315,1.89158542365752,0.383083126488576,NJ,2023-06-30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
1316,NA,NA,NJ,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,NA,NA,NJ,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,0.916737705001193,0.4378728754961565,NJ,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1319,1.05440270719325,0.3625787560562155,NJ,2023-07-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
1320,2.01881086361369,0.407159775138706,NJ,2023-07-05,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1321,0.971984443996253,0.402587185875652,NJ,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
1322,1.10846536932227,0.3736577018104705,NJ,2023-07-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
1323,1.31795172199603,0.4876032098669015,NJ,2023-07-08,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
1324,0.714554519315438,0.388518418499004,NJ,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1325,3.54537520035118,0.52281628139153,NJ,2023-07-10,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
1326,1.1751450538646,0.4193629635346045,NJ,2023-07-11,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0
1327,1.92660633422127,0.4097439778877155,NJ,2023-07-12,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1
1328,1.53893440927642,0.4676798392423155,NJ,2023-07-13,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
1329,2.72757855938982,0.4713115440280015,NJ,2023-07-14,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0
1330,0.906199197599661,0.423486652119573,NJ,2023-07-15,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
1331,2.20586956034098,0.4542196059956245,NJ,2023-07-16,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
1332,1.51472257274225,0.4073278428757625,NJ,2023-07-17,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
1333,1.72434484702311,0.443188559327377,NJ,2023-07-18,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
1334,0.838817571942582,0.3565254265861555,NJ,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1335,2.89234787766602,0.4533130620225405,NJ,2023-07-20,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
1336,1.08836972211842,0.473066982601875,NJ,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1337,3.17433703482551,0.4782835967963195,NJ,2023-07-22,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
1338,2.35598371568796,0.52514841019583,NJ,2023-07-23,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
1339,2.24190265504569,0.460143193109961,NJ,2023-07-24,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
1340,2.59670809402829,0.489359311375562,NJ,2023-07-25,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1341,1.12805030757053,0.3802926175807665,NJ,2023-07-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
1342,2.56558084464538,0.433967883720754,NJ,2023-07-27,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1
1343,1.0050744955671,0.425706040877477,NJ,2023-07-28,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1344,2.0171290138978,0.431232584507961,NJ,2023-07-29,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1345,NA,NA,NM,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,1.79346759881751,0.3229557494430185,NM,2023-06-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0
1347,0.474647593596107,0.315735659759102,NM,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1348,2.32875165871188,0.3716047865909155,NM,2023-06-21,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
1349,2.72327519859845,0.3390853605853195,NM,2023-06-22,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
1350,NA,NA,NM,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,0.485923242645587,0.3366772693913825,NM,2023-06-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1352,0.778271630618182,0.417432679435033,NM,2023-06-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1353,NA,NA,NM,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,0.802356779928214,0.56508774044537,NM,2023-06-27,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1355,0.834995842188902,0.4252791642568095,NM,2023-06-28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1356,NA,NA,NM,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,1.60977363868485,0.3917258240462935,NM,2023-06-30,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0
1358,0.917661017257232,0.423143866055576,NM,2023-07-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
1359,0.552024659382568,0.3979838276396255,NM,2023-07-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1360,0.386679391715863,0.266019617347959,NM,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1361,NA,NA,NM,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,0.592909488613936,0.419599427163642,NM,2023-07-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
1363,1.80099427108644,0.3915469543158315,NM,2023-07-06,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1364,0.69662021866175206,0.386219890365061,NM,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
1365,1.04235561275644,0.4601032609984705,NM,2023-07-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1366,1.73603179791837,0.529553063862645,NM,2023-07-09,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
1367,NA,NA,NM,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,NA,NA,NM,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369,0.654138303191642,0.465854897844746,NM,2023-07-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1370,0.346391374735869,0.2421422534184515,NM,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1371,NA,NA,NM,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,NA,NA,NM,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,0.659312953027972,0.4665707557600905,NM,2023-07-16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1374,2.22689257649142,0.50642946610135,NM,2023-07-17,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1375,1.44987205939905,0.456411675602304,NM,2023-07-18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1376,NA,NA,NM,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,1.12230218778235,0.3724914272776485,NM,2023-07-20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
1378,1.61596403642873,0.3454488393942925,NM,2023-07-21,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
1379,0.972056323814083,0.385992304688545,NM,2023-07-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
1380,1.32413384972307,0.4283668667009215,NM,2023-07-23,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
1381,1.08561684471811,0.3663676794473025,NM,2023-07-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
1382,1.96962145087439,0.4104053220822195,NM,2023-07-25,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1383,2.54750528406557,0.4000292352405115,NM,2023-07-26,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
1384,1.71295457063079,0.3799564719707745,NM,2023-07-27,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0
1385,0.844250136119345,0.4401648173537095,NM,2023-07-28,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1386,0.999249995343642,0.373224210433614,NM,2023-07-29,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
1387,NA,NA,NV,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,NA,NA,NV,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,NA,NA,NV,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,0.608682438713979,0.431042636077115,NV,2023-06-21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1391,0.837221944173103,0.4162923269048285,NV,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1392,NA,NA,NV,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,0.634760736835554,0.366730933877828,NV,2023-06-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1394,0.797918242372121,0.565265445545765,NV,2023-06-25,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1395,0.619047871450675,0.3615876095201345,NV,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1396,NA,NA,NV,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,NA,NA,NV,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,0.832322259812908,0.407316569487247,NV,2023-06-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1399,NA,NA,NV,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,NA,NA,NV,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,0.755898955208358,0.397160585328093,NV,2023-07-02,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
1402,0.382488779939518,0.266019617347959,NV,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1403,NA,NA,NV,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,1.74681518862834,0.446412103733107,NV,2023-07-05,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1
1405,1.90695277636145,0.3285507134098925,NV,2023-07-06,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
1406,NA,NA,NV,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,NA,NA,NV,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,0.803505107211173,0.570926357197455,NV,2023-07-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1409,1.35215664981545,0.4532903424344225,NV,2023-07-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1410,1.05020949841133,0.516168930497655,NV,2023-07-11,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1411,0.626229265235343,0.4473447017021235,NV,2023-07-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1412,0.680165546156092,0.4773609814721155,NV,2023-07-13,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1413,0.920529135812863,0.469663042639052,NV,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
1414,NA,NA,NV,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,0.342172125132986,0.2388822768197625,NV,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1416,3.36228106826531,0.4894720726602385,NV,2023-07-17,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0
1417,1.92590596714141,0.4424443517001725,NV,2023-07-18,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0
1418,1.83825441946416,0.457793308892626,NV,2023-07-19,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
1419,0.678556039625132,0.373973527232838,NV,2023-07-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1420,1.34678602039143,0.4228742357453995,NV,2023-07-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1421,0.597105728925225,0.428310442831943,NV,2023-07-22,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1422,0.599343000629351,0.4222625662877075,NV,2023-07-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1423,NA,NA,NV,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,1.22387780315482,0.405689562348156,NV,2023-07-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1425,0.971686925060272,0.340313748936204,NV,2023-07-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1426,0.991119850475216,0.322269688772097,NV,2023-07-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1427,1.00501325726864,0.3450593924113285,NV,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
1428,1.54652754005603,0.486469381628997,NV,2023-07-29,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1429,3.1243317920808,0.412030553305692,NY,2023-06-18,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
1430,5.02087316435597,0.336199710966797,NY,2023-06-19,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
1431,5.43997889257924,0.378664958840376,NY,2023-06-20,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
1432,3.15888322799841,0.373558202874143,NY,2023-06-21,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
1433,4.54145622721468,0.356174448767881,NY,2023-06-22,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
1434,6.29436711618265,0.3995718016190125,NY,2023-06-23,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
1435,2.3852200333369,0.391066617419826,NY,2023-06-24,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0
1436,1.76281706889259,0.4057736282300535,NY,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
1437,2.548336016566,0.3822499416000915,NY,2023-06-26,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0
1438,2.44942382173868,0.412685798778018,NY,2023-06-27,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0
1439,1.5792229824986,0.3769776187073425,NY,2023-06-28,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0
1440,2.27215676324886,0.44154996308044703,NY,2023-06-29,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1441,2.77095538004007,0.421094777693629,NY,2023-06-30,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
1442,0.605495225633739,0.4306834768770525,NY,2023-07-01,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1443,0.936976590826068,0.427730738575975,NY,2023-07-02,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1444,2.10530964879845,0.407538289147314,NY,2023-07-03,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
1445,1.40744705050728,0.366121304142388,NY,2023-07-04,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
1446,5.56151065992959,0.4296692144123905,NY,2023-07-05,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1447,5.38507565937485,0.39926768288423,NY,2023-07-06,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1448,3.35294070985877,0.3992112411543815,NY,2023-07-07,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
1449,1.95222714151636,0.41807084533944,NY,2023-07-08,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
1450,2.81719942815065,0.4399165450288575,NY,2023-07-09,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0
1451,1.60247133942673,0.4064871118257445,NY,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
1452,2.40928222287475,0.40638891109787,NY,2023-07-11,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
1453,4.00479075677797,0.432193304225097,NY,2023-07-12,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1454,3.0889884932583,0.3818126777586585,NY,2023-07-13,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1455,2.85415915901566,0.393453920043304,NY,2023-07-14,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1456,5.02805942863289,0.433382502882754,NY,2023-07-15,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
1457,3.54407431097071,0.420010290726248,NY,2023-07-16,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1458,13.9820408766105,0.4434740812350185,NY,2023-07-17,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
1459,7.18136846489847,0.4128043391413465,NY,2023-07-18,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
1460,2.8466521731137,0.42030082506967,NY,2023-07-19,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0
1461,2.30300581342826,0.423223116713296,NY,2023-07-20,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1
1462,9.02858071014057,0.4519246014245735,NY,2023-07-21,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0
1463,6.99833120528883,0.453889251891608,NY,2023-07-22,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
1464,4.78604890005832,0.459720002764157,NY,2023-07-23,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
1465,13.2722596728163,0.4605640012029715,NY,2023-07-24,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1466,9.85623517160882,0.4579462276120495,NY,2023-07-25,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0
1467,7.39724115517031,0.4195762349596515,NY,2023-07-26,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0
1468,4.22867276720432,0.4346813616333585,NY,2023-07-27,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
1469,7.07579523185851,0.4640433840192955,NY,2023-07-28,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1470,4.01729598833584,0.389273223402827,NY,2023-07-29,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
1471,NA,NA,OH,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,NA,NA,OH,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,NA,NA,OH,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,0.841309312594596,0.59896461907357,OH,2023-06-21,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
1475,NA,NA,OH,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,NA,NA,OH,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,0.471807015429726,0.3366772693913825,OH,2023-06-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1478,NA,NA,OH,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,1.61750988545474,0.565124613653935,OH,2023-06-26,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1480,NA,NA,OH,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
