...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22E_95_CI
29,0.953645186507936,0.414918890960482,AK,2023-02-19,1,1,0,1,1,0,1,1,0,1,1,0
30,0.680947424726116,0.1177220523328325,AK,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
31,0.406315484885031,0.111296137062408,AK,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
32,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.0967436116675537,0.005257008348605,AK,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
34,1.2195311739181,0.465212291055369,AK,2023-02-24,1,1,0,0,1,1,1,1,1,0,1,0
35,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.00420291542550068,0.003046633086012515,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.467311781899922,0.3379588302085335,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1
45,0.510538874067821,0.357525607851401,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1
46,0.217434670413068,0.1519973936552045,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1
47,0.936091695589847,0.426982028533582,AL,2023-01-26,0,1,1,1,1,1,0,1,0,1,1,1
48,0.410744497596953,0.2437443795724105,AL,2023-01-27,1,1,1,1,1,1,1,1,0,1,1,0
49,1.04009387194215,0.737798259190345,AL,2023-01-28,1,1,1,1,0,1,1,1,0,1,0,1
50,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.714124586480455,0.0955576398453255,AL,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,1
52,0.126227752729926,0.08642725572428,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.998419571118346,0.364280715951384,AL,2023-02-02,0,1,1,1,1,1,0,1,0,1,1,0
55,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0800711454729607,0.056525355962857,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
57,0.848728969813696,0.60363873167914,AL,2023-02-05,1,1,0,1,1,0,1,1,1,1,1,1
58,0.563964623812404,0.334002308488547,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1
59,0.891901883463151,0.64161353127692,AL,2023-02-07,1,1,0,1,1,0,1,1,1,1,1,1
60,0.499523358306771,0.035779225029399,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1
61,1.16793790121848,0.82941279868307,AL,2023-02-09,1,1,0,0,1,1,1,1,0,0,1,1
62,0.0397362332088234,0.02816643771675925,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0278010909982687,0.01945150026190965,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
66,0.0848346463216598,0.01714679606341755,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
67,0.152090781178641,0.01509659315776145,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1
68,0.0179774120624643,0.01327615370591015,AL,2023-02-16,1,1,1,1,1,1,1,1,0,1,1,0
69,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0114712801537294,0.0078596814772585,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
73,0.0098263800785975,0.00687882499283985,AL,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
74,1.2043946581324,0.85205170045908,AL,2023-02-22,1,1,0,1,1,0,1,1,0,1,1,0
75,0.00774663761834778,0.005257008348605,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
76,1.23061279739238,0.467433506892438,AL,2023-02-24,1,1,0,1,0,1,1,1,1,1,0,0
77,1.31790988969229,0.93456887167307,AL,2023-02-25,1,1,0,1,0,1,1,1,1,1,0,0
78,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0040610415219122,0.003046633086012515,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.0117066588183658,0.00201273400282922,AL,2023-03-02,1,1,1,1,1,1,1,1,0,1,1,0
83,1.19249678785524,0.4602775752734805,AL,2023-03-03,1,1,0,1,1,0,1,1,0,1,1,0
84,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2.48641901911081,0.287769217208516,AR,2023-01-22,1,1,0,1,1,0,1,0,0,1,1,0
86,10.875433604962,0.342330319742932,AR,2023-01-23,0,1,0,1,1,0,0,0,0,1,0,0
87,1.64646922658598,0.268875267427686,AR,2023-01-24,1,1,1,1,1,0,1,1,0,1,1,0
88,4.94717963874719,0.3836065962030405,AR,2023-01-25,0,1,0,1,0,0,0,0,0,0,0,0
89,7.07791377750161,0.355964279614032,AR,2023-01-26,1,1,0,0,1,0,1,1,0,0,1,0
90,1.98497210546609,0.3327698979092865,AR,2023-01-27,1,1,0,0,1,0,1,1,0,0,1,0
91,0.893630596673561,0.3315345305747175,AR,2023-01-28,1,1,1,1,1,0,1,1,0,1,1,0
92,0.622215287643059,0.2828290298970905,AR,2023-01-29,1,1,1,1,1,1,0,1,0,1,1,0
93,12.4416246061777,0.4711916763653855,AR,2023-01-30,0,1,0,1,1,1,0,0,0,1,0,0
94,2.78106847904806,0.4190166514116035,AR,2023-01-31,1,1,0,1,1,0,1,1,0,1,1,0
95,1.73158398227044,0.401916223187253,AR,2023-02-01,0,1,0,1,0,1,0,1,0,1,0,0
96,1.20443554941862,0.385794745506827,AR,2023-02-02,1,1,0,1,1,0,1,1,1,1,1,1
97,2.70507852811948,0.396985470160437,AR,2023-02-03,1,1,0,1,1,0,1,1,0,1,1,0
98,0.329898343980549,0.232344446502949,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
99,0.0740563962013319,0.0505627248391005,AR,2023-02-05,1,1,1,1,1,1,1,1,0,1,1,0
100,1.85875278431266,0.288951503069225,AR,2023-02-06,0,1,0,1,1,1,0,0,0,1,1,1
101,3.6404981232049902,0.4706683072196505,AR,2023-02-07,0,1,0,0,0,1,0,1,0,0,0,1
102,2.80773279445601,0.479437500113792,AR,2023-02-08,0,1,0,1,1,0,0,1,0,1,1,0
103,2.3373465918304,0.419228662003449,AR,2023-02-09,1,1,0,1,1,0,1,1,0,1,1,0
104,8.61419791253452,0.56738492778637,AR,2023-02-10,0,1,0,1,1,0,0,1,0,1,1,0
105,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1.02037021728875,0.727059307645955,AR,2023-02-12,1,1,0,1,1,0,1,1,1,1,1,1
107,3.89629087251727,0.67146762155184,AR,2023-02-13,0,1,0,1,1,1,0,1,0,1,1,0
108,4.61855085609383,0.433238125133417,AR,2023-02-14,0,1,0,1,1,1,0,1,0,1,1,0
109,1.1313562380583,0.231070206693512,AR,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
110,1.06062872668934,0.2060555699886525,AR,2023-02-16,1,1,1,1,1,0,1,1,0,1,1,0
111,0.26819564199826,0.01166253876707495,AR,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
112,0.942921733987468,0.4097742584356605,AR,2023-02-18,1,1,0,1,1,0,1,1,0,1,1,0
113,0.0468508106857658,0.0089728865200456,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
114,2.56051285526836,0.43290204745994,AR,2023-02-20,0,1,0,1,1,0,0,1,0,1,1,0
115,4.7488135405508904,0.313846425643772,AR,2023-02-21,1,1,0,0,1,0,1,1,0,0,1,0
116,4.73530306662433,0.4358890427270015,AR,2023-02-22,0,1,0,1,1,0,0,1,0,1,1,0
117,1.52670772569332,0.2192800173641655,AR,2023-02-23,1,1,0,1,1,0,1,1,0,1,1,0
118,1.61688993268651,0.220975364284313,AR,2023-02-24,1,1,0,1,1,0,1,0,0,1,1,0
119,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.976491680986115,0.2977350591325035,AR,2023-02-26,1,1,0,1,1,0,1,1,0,1,1,0
121,9.41887261676769,0.4537193501961205,AR,2023-02-27,0,1,0,1,1,0,0,1,0,1,1,0
122,2.48941941208682,0.474373238381314,AR,2023-02-28,1,1,0,1,0,1,1,1,0,1,0,0
123,0.067629918234331,0.002311994520961545,AR,2023-03-01,1,1,1,1,1,1,1,1,0,0,1,1
124,0.0112001079368662,0.00201273400282922,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
125,0.00221183001573206,0.001751528066482465,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.279401959032139,0.1943930888075605,AZ,2023-01-22,1,1,1,1,1,1,1,1,0,1,1,0
128,2.62816500489961,0.3138382218912005,AZ,2023-01-23,0,1,1,1,1,0,0,0,0,1,0,0
129,3.75502341420221,0.4207834307410765,AZ,2023-01-24,0,0,0,1,0,1,0,0,0,1,0,0
130,1.59187118034687,0.334098453953367,AZ,2023-01-25,1,0,1,1,1,1,1,0,0,1,0,1
131,3.12965269739345,0.384902014458587,AZ,2023-01-26,1,0,0,0,1,0,0,0,0,0,1,0
132,1.13879605411789,0.314303553570854,AZ,2023-01-27,0,0,1,1,1,1,1,0,1,1,0,1
133,1.100266390439,0.366783197363875,AZ,2023-01-28,1,0,1,1,1,1,1,0,0,1,1,1
134,3.64250590301873,0.388361004166593,AZ,2023-01-29,0,1,0,1,1,0,0,0,0,1,1,0
135,1.8718324555669,0.2622020305908695,AZ,2023-01-30,0,0,1,1,1,1,0,0,0,1,0,0
136,4.69543767683304,0.2411362093783385,AZ,2023-01-31,1,0,1,1,0,0,1,0,0,0,0,0
137,11.6787578412317,0.383630352660819,AZ,2023-02-01,0,0,0,1,1,0,0,0,0,1,0,0
138,1.57896225878643,0.16750875515838,AZ,2023-02-02,1,0,1,1,1,0,1,0,0,1,1,1
139,2.14210002585283,0.306863855450987,AZ,2023-02-03,0,1,0,0,1,1,0,0,0,0,1,0
140,0.757494402698815,0.2675082646109675,AZ,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
141,1.98330854079146,0.24911382077065,AZ,2023-02-05,0,1,0,1,1,1,0,0,0,1,1,0
142,1.96322539581263,0.2436348034239735,AZ,2023-02-06,0,0,0,1,1,1,0,0,0,0,1,0
143,1.45068020959266,0.2496980906069495,AZ,2023-02-07,1,0,1,1,0,1,1,0,0,1,0,0
144,2.52161877255041,0.0851382352525715,AZ,2023-02-08,0,1,0,1,1,0,0,1,1,1,1,0
145,0.475411575099572,0.1609236912628265,AZ,2023-02-09,1,1,1,1,1,1,1,0,0,1,1,1
146,1.64052071431426,0.33485407445423,AZ,2023-02-10,0,1,0,1,1,1,0,1,0,1,1,0
147,0.589162739678096,0.177426858276565,AZ,2023-02-11,1,1,1,1,1,1,1,1,0,1,1,0
148,7.27029791102828,0.3009555990954375,AZ,2023-02-12,0,0,0,1,1,1,0,0,0,0,0,0
149,9.93152633592809,0.2485626172271835,AZ,2023-02-13,1,0,0,1,0,0,1,0,0,1,0,0
150,0.965684687479298,0.123557175670585,AZ,2023-02-14,1,1,1,1,0,1,0,0,0,1,0,0
151,1.92331166345545,0.2396853436273785,AZ,2023-02-15,1,0,0,1,1,1,1,0,0,1,1,1
152,1.45420338046235,0.1926195719865435,AZ,2023-02-16,1,0,1,1,0,1,1,0,0,1,0,0
153,1.92747715938292,0.1863857900325055,AZ,2023-02-17,1,0,0,1,1,1,1,0,0,1,1,0
154,1.8116004534673,0.210004424241818,AZ,2023-02-18,1,1,0,1,1,0,1,1,0,1,1,0
155,4.0213879937466,0.301960985929817,AZ,2023-02-19,0,0,0,0,0,1,0,0,0,0,0,1
156,6.96161972213659,0.174759761041369,AZ,2023-02-20,0,1,0,1,0,0,0,1,0,1,0,0
157,1.68233003298901,0.16350479309719201,AZ,2023-02-21,1,1,0,1,1,0,1,1,0,1,1,0
158,3.00462064833533,0.271207701934885,AZ,2023-02-22,1,0,0,1,1,0,0,0,0,1,1,0
159,0.381786937935149,0.090866211954829,AZ,2023-02-23,1,1,1,1,1,1,0,1,0,0,1,1
160,1.32307721115197,0.183685795856647,AZ,2023-02-24,0,1,0,1,1,1,0,1,0,1,1,1
161,1.87470466965399,0.3134065942694595,AZ,2023-02-25,1,0,0,1,0,1,1,0,0,1,0,1
162,2.30073214984266,0.161560301063922,AZ,2023-02-26,0,1,0,1,0,1,0,1,0,1,0,0
163,4.01661599377353,0.104329401829517,AZ,2023-02-27,0,0,0,1,1,0,0,0,0,0,1,0
164,1.01770684984081,0.078629349024156,AZ,2023-02-28,1,0,1,1,1,1,0,1,0,0,1,0
165,4.93787071309958,0.200310625547435,AZ,2023-03-01,0,0,0,0,0,1,0,0,0,0,0,0
166,3.03943551737011,0.222960536544673,AZ,2023-03-02,1,0,0,0,0,1,1,0,0,0,0,0
167,4.34148202147761,0.4205297572024875,AZ,2023-03-03,1,0,0,1,1,1,1,0,0,1,1,0
168,5.96424859075372,0.47093028137827603,AZ,2023-03-04,1,0,0,1,0,0,1,0,0,1,0,0
169,20.1285795648493,0.335192573858603,CA,2023-01-22,0,1,0,1,0,0,0,0,0,0,0,0
170,28.7514099133604,0.3372385981079925,CA,2023-01-23,0,1,0,0,0,0,0,0,0,0,0,0
171,25.504430277269,0.3096872136121595,CA,2023-01-24,1,0,0,1,1,0,0,0,0,0,0,0
172,25.4867028063787,0.350514850501773,CA,2023-01-25,0,0,0,1,0,0,0,0,0,1,0,0
173,20.1401591644881,0.327281080047836,CA,2023-01-26,1,1,0,1,0,0,0,1,0,0,0,0
174,19.1430373490504,0.3562128862731,CA,2023-01-27,0,1,0,1,0,0,0,0,0,0,0,0
175,13.0309209867037,0.324708834602976,CA,2023-01-28,0,0,0,1,0,0,0,0,0,0,0,0
176,8.42147196988202,0.316698564044637,CA,2023-01-29,0,0,0,1,0,1,0,0,0,0,0,0
177,16.2383342438499,0.347069861432253,CA,2023-01-30,1,1,0,0,0,0,1,0,0,0,0,0
178,10.2665642136833,0.3171070674091335,CA,2023-01-31,1,1,0,0,0,0,0,0,0,0,0,0
179,13.4291114397646,0.3050130393803,CA,2023-02-01,0,0,0,1,0,0,0,0,0,0,1,0
180,22.5932514470035,0.318049249548717,CA,2023-02-02,0,0,0,1,0,0,0,0,0,0,0,0
181,10.9877634109777,0.284069352810371,CA,2023-02-03,0,1,0,1,0,0,0,0,0,0,0,0
182,18.0205783615837,0.3149797589149975,CA,2023-02-04,0,1,0,0,0,0,0,0,0,1,0,0
183,38.3676560711241,0.319583237025879,CA,2023-02-05,0,0,0,0,0,0,0,0,0,0,1,0
184,19.3099438771701,0.2587800420492405,CA,2023-02-06,0,0,0,0,0,0,0,0,0,1,0,0
185,31.4061491631327,0.3292462415000935,CA,2023-02-07,0,1,0,1,0,0,0,0,0,0,0,0
186,22.0020035384788,0.2555520699050255,CA,2023-02-08,0,0,0,1,0,0,0,0,0,0,0,0
187,33.3061033667837,0.269944128711238,CA,2023-02-09,1,1,0,1,0,0,0,0,0,0,0,0
188,21.7962819407859,0.275488575490219,CA,2023-02-10,0,0,0,1,0,0,0,0,0,0,0,0
189,17.5086841893845,0.3216438495323005,CA,2023-02-11,0,1,0,1,0,0,0,1,0,0,0,0
190,9.87430116347121,0.1954802711551515,CA,2023-02-12,0,1,0,1,0,0,0,1,0,1,0,0
191,3.55905029985827,0.1562619162706425,CA,2023-02-13,0,1,0,1,0,1,0,0,0,0,0,0
192,2.96400577522215,0.1551504419135885,CA,2023-02-14,1,1,0,1,1,0,1,1,0,0,1,0
193,39.8831173028596,0.236670964182964,CA,2023-02-15,0,0,0,0,0,0,0,0,0,0,0,0
194,42.8749459065873,0.241515953822378,CA,2023-02-16,0,0,0,1,0,0,0,0,0,0,0,0
195,13.0514504323088,0.23461003343125,CA,2023-02-17,1,0,0,1,0,0,1,0,0,1,0,0
196,8.55531179982905,0.219364683356295,CA,2023-02-18,0,1,0,1,0,0,0,1,0,1,0,0
197,3.22698891827288,0.168876983521996,CA,2023-02-19,1,0,0,1,1,1,1,0,0,1,1,1
198,4.85544496368663,0.1473068353184975,CA,2023-02-20,1,1,0,1,0,0,1,1,0,0,0,0
199,10.4076831508764,0.1954998717968755,CA,2023-02-21,1,1,0,1,0,0,1,0,0,1,0,0
200,13.3822681200877,0.1769691512736165,CA,2023-02-22,0,0,0,0,0,0,0,0,0,0,0,0
201,31.2512483425837,0.198775590396586,CA,2023-02-23,0,1,0,0,0,0,0,0,0,0,0,0
202,9.01293974057783,0.1210735694896035,CA,2023-02-24,0,1,0,1,0,0,0,0,0,1,0,0
203,14.2568879401353,0.260820808300342,CA,2023-02-25,0,1,0,1,0,0,0,0,0,0,0,0
204,4.62975934513932,0.1553726312411285,CA,2023-02-26,1,0,0,1,1,0,1,0,0,0,1,0
205,19.0370647333768,0.21071234044954049,CA,2023-02-27,1,1,0,1,0,0,1,1,0,1,0,0
206,19.8578557671401,0.185394658739704,CA,2023-02-28,1,1,0,1,0,0,1,0,0,1,0,0
207,27.0828490973029,0.167246084284762,CA,2023-03-01,1,0,0,1,0,0,1,0,0,0,0,0
208,21.5385148942534,0.147887831229939,CA,2023-03-02,1,1,0,1,0,0,1,0,0,1,0,0
209,27.1889059191659,0.165504779141882,CA,2023-03-03,0,0,0,1,0,0,0,0,0,0,0,0
210,13.6584379277147,0.13736256723656,CA,2023-03-04,0,0,0,1,0,0,0,0,0,1,0,0
211,NA,NA,CO,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.20662811202232,0.219183511420367,CO,2023-01-23,1,1,0,1,1,1,1,1,0,0,1,0
213,1.18604730715154,0.3979555292611965,CO,2023-01-24,1,1,0,1,0,1,1,1,0,1,0,1
214,2.06257349272851,0.285133892628078,CO,2023-01-25,0,0,1,1,1,0,0,0,0,1,1,0
215,1.03589432056387,0.3596100486164875,CO,2023-01-26,1,1,1,1,0,1,1,1,0,1,0,1
216,1.04768717249893,0.2445865195060735,CO,2023-01-27,0,1,1,1,1,1,0,1,0,0,1,0
217,0.898635474501017,0.18781312398042951,CO,2023-01-28,1,1,1,1,1,1,1,1,0,1,1,0
218,0.322539518583396,0.2828290298970905,CO,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,0
219,2.21808474508214,0.130619278977322,CO,2023-01-30,1,1,0,1,1,0,1,0,0,1,1,0
220,3.69844474073849,0.08642725572428,CO,2023-01-31,1,1,0,1,1,0,1,1,0,1,1,0
221,1.26942317531389,0.161419578843572,CO,2023-02-01,1,1,0,1,1,1,1,1,1,1,0,0
222,2.21809208081787,0.3536776899843955,CO,2023-02-02,1,1,0,1,0,1,1,1,1,1,0,0
223,1.09788386617321,0.1841653054649625,CO,2023-02-03,1,0,1,1,1,1,1,0,0,1,0,0
224,1.00274499084087,0.320253991772995,CO,2023-02-04,1,1,1,1,1,0,1,1,0,1,1,0
225,0.655077210241003,0.0505627248391005,CO,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1
226,0.891217326164795,0.1927315774645935,CO,2023-02-06,0,1,1,1,1,1,0,1,1,1,1,0
227,0.709471395602181,0.190571525815858,CO,2023-02-07,1,1,1,1,1,1,1,1,1,0,1,0
228,1.8600664972397,0.2707066884043335,CO,2023-02-08,1,1,0,0,1,1,1,0,0,0,1,0
229,0.0428935781220003,0.03177120589251485,CO,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
230,0.285432190701083,0.1392460602584095,CO,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
231,0.401385245391003,0.19648868524605,CO,2023-02-11,1,1,1,1,1,1,1,1,0,1,1,0
232,0.33046305551940103,0.0220372294841066,CO,2023-02-12,1,1,1,1,1,1,1,1,0,1,1,0
233,1.44725473625354,0.187847348435918,CO,2023-02-13,0,0,1,1,1,1,0,0,0,1,1,0
234,0.317985875189622,0.0993511735345355,CO,2023-02-14,1,1,1,1,1,1,1,1,0,0,1,1
235,0.358469573493671,0.141081201053616,CO,2023-02-15,1,1,1,1,1,1,1,0,1,1,1,0
236,0.890595228359214,0.1096919257823505,CO,2023-02-16,1,1,1,0,1,1,1,1,0,0,1,0
237,1.09063367154378,0.196813344477949,CO,2023-02-17,0,1,1,1,1,1,1,1,0,1,1,0
238,0.325352800199979,0.110119507144897,CO,2023-02-18,1,1,1,1,1,1,1,1,0,1,1,0
239,0.652735475895734,0.211945888740264,CO,2023-02-19,1,1,1,1,1,1,1,1,0,1,1,0
240,0.887752373078818,0.145187645046726,CO,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
241,0.367079596245217,0.059087481027624,CO,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
242,0.959423586721078,0.1575803865661295,CO,2023-02-22,1,0,1,1,1,1,1,0,1,1,1,0
243,0.201967973589227,0.005257008348605,CO,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
244,0.319319852406819,0.004590911929064035,CO,2023-02-24,1,1,1,1,1,1,1,1,0,0,1,0
245,0.0770593282277895,0.004006694706759265,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
246,0.0679383726948639,0.003494784361125275,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
247,0.342098300878175,0.0624144535648165,CO,2023-02-27,1,1,1,1,1,1,1,1,0,1,1,0
248,1.99693766394677,0.1635422746899025,CO,2023-02-28,1,0,0,1,1,0,1,1,0,1,1,0
249,0.559301797479932,0.002311994520961545,CO,2023-03-01,1,1,1,1,1,1,1,1,0,1,1,0
250,0.13474431610054,0.00201273400282922,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
251,0.0516822466189736,0.00175152806648247,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
252,1.25295192580552,0.3205516729149935,CO,2023-03-04,1,1,0,1,0,1,1,1,0,1,0,1
253,4.81403630800847,0.241581282424729,CT,2023-01-22,1,1,0,1,1,0,0,0,0,0,1,0
254,7.54780030339073,0.1883899102530645,CT,2023-01-23,1,1,0,1,1,0,0,0,0,1,1,0
255,1.65410270460513,0.2740647149447845,CT,2023-01-24,1,1,1,0,1,0,1,1,0,0,1,0
256,2.38079928637302,0.1770557821921065,CT,2023-01-25,1,1,0,1,1,0,1,0,0,1,1,0
257,6.50529740754958,0.1734098288146235,CT,2023-01-26,1,1,0,0,1,0,1,1,0,1,1,0
258,3.28424432951843,0.151510967021767,CT,2023-01-27,1,1,0,1,1,0,1,1,0,1,1,0
259,1.94347528166556,0.1159524206832855,CT,2023-01-28,1,1,0,1,1,0,1,1,0,1,1,0
260,0.462232398743463,0.20678573271386,CT,2023-01-29,1,1,1,1,1,1,1,0,0,1,1,0
