...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
564,NA,NA,ID,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.0329653887884062,0.02555820691113215,ID,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,NA,NA,ID,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,0.0162814164429549,0.01137879770687385,ID,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,NA,NA,ID,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,5.03778872962195,0.434554651654749,IL,2023-12-10,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
590,6.50335724868445,0.3812369929760615,IL,2023-12-11,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
591,4.00106479951676,0.3719811455957855,IL,2023-12-12,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
592,3.46558529638649,0.3441808878817135,IL,2023-12-13,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
593,3.71092137054341,0.368160186718459,IL,2023-12-14,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
594,4.68875689798067,0.3901183104149365,IL,2023-12-15,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0
595,4.82205155595044,0.3980716135490945,IL,2023-12-16,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
596,3.54381733947993,0.3797543865407185,IL,2023-12-17,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
597,5.74692967759629,0.351786607840113,IL,2023-12-18,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
598,2.80996805578405,0.319261351342138,IL,2023-12-19,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
599,3.72750891851803,0.3174351287157615,IL,2023-12-20,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
600,2.87175903001858,0.3204279256052325,IL,2023-12-21,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
601,2.79042535017018,0.3335278927652505,IL,2023-12-22,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0
602,2.62321395592956,0.372773291860222,IL,2023-12-23,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0
603,3.77619810313705,0.336379282347452,IL,2023-12-24,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0
604,1.21778157647796,0.30093821779465,IL,2023-12-25,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
605,6.90780493614158,0.332137913066368,IL,2023-12-26,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
606,3.42712232783245,0.253573632694529,IL,2023-12-27,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
607,2.36449194300684,0.2737887830104255,IL,2023-12-28,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0
608,0.903359230266601,0.1920136135598265,IL,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
609,2.90405869960345,0.242565005399227,IL,2023-12-30,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
610,4.79766045656783,0.3401894390567155,IL,2023-12-31,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
611,2.9383223558572,0.2756686354264895,IL,2024-01-01,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
612,12.6365648852777,0.340828335173588,IL,2024-01-02,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0
613,4.43633712354106,0.2439185140699535,IL,2024-01-03,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
614,2.8159285523092,0.3332657035437895,IL,2024-01-04,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
615,3.43013951811495,0.269403369731009,IL,2024-01-05,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
616,1.97489607833762,0.234103049683683,IL,2024-01-06,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
617,0.911269778614427,0.0601641922592455,IL,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
618,2.99420787351942,0.2075520590052675,IL,2024-01-08,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
619,2.31131365707583,0.288600320747202,IL,2024-01-09,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
620,1.11932461077023,0.0645871374000505,IL,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
621,6.00823847296534,0.245244324194464,IL,2024-01-11,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0
622,5.3113720228547,0.305757534448751,IL,2024-01-12,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
623,4.39755063903445,0.3549599275565385,IL,2024-01-13,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
624,1.5524587545438,0.298694371555245,IL,2024-01-14,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
625,2.49751840350345,0.3358511230515955,IL,2024-01-15,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
626,4.05204873658408,0.3322885928556745,IL,2024-01-16,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0
627,0.856554520221058,0.0652071712831325,IL,2024-01-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
628,4.64986008275104,0.456975684779167,IL,2024-01-18,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
629,0.560756328691141,0.0847297652547535,IL,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,1.09121335777755,0.305445182859294,IL,2024-01-20,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
631,NA,NA,IN,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,0.754632301344341,0.3454926430808415,IN,2023-12-11,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
633,1.27086531933007,0.599569310905595,IN,2023-12-12,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0
634,1.03075900506944,0.3991547061254395,IN,2023-12-13,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0
635,1.29184098500466,0.382524352190182,IN,2023-12-14,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
636,0.957417177185008,0.309080915048419,IN,2023-12-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,1.05789761460311,0.50948247959073,IN,2023-12-16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
638,1.95574581121193,0.394849488575996,IN,2023-12-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
639,0.839619429852813,0.403982481790667,IN,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
640,2.84160237274038,0.4558237521340735,IN,2023-12-19,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0
641,1.72435555898243,0.4741920491885715,IN,2023-12-20,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
642,0.455654241128626,0.11367275313357,IN,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,0.936968511387662,0.328978330235415,IN,2023-12-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
644,NA,NA,IN,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,0.756617478647212,0.532839346465665,IN,2023-12-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
646,0.782584914532255,0.5531392730955,IN,2023-12-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
647,0.284503128254427,0.0674817292734685,IN,2023-12-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
648,0.40408068918445,0.237954746618259,IN,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
649,0.842255149497526,0.2885227645489035,IN,2023-12-28,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
650,NA,NA,IN,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,0.167575769376401,0.037414181454352,IN,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
653,0.0464041935678077,0.033018186874853,IN,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,0.948641688660941,0.2214045682484435,IN,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
655,0.472536871141494,0.1996791227663355,IN,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
656,0.776841876063111,0.380331804061309,IN,2024-01-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
657,0.0257067396997188,0.0196378480034698,IN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,NA,NA,IN,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,1.12741796738773,0.78293702063941,IN,2024-01-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
660,0.894898248292881,0.404788927847222,IN,2024-01-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
661,1.23788856685107,0.87738252723416,IN,2024-01-09,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
662,0.0491685628681997,0.0098949728979921,IN,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,2.35819622655823,0.83327493493632,IN,2024-01-11,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
664,NA,NA,IN,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,0.0333508756116122,0.0064652320176964,IN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,0.0261449851617641,0.0055997538439898,IN,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,0.0258529693365436,0.004846281580370105,IN,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668,NA,NA,IN,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,NA,NA,IN,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,IN,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,IN,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,1.23107188888214,0.399273411379048,KS,2023-12-11,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
675,0.687927501840378,0.3772523007069985,KS,2023-12-12,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
676,1.27578985611004,0.60418884548418,KS,2023-12-13,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
677,NA,NA,KS,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,0.79430148773513,0.400228838690285,KS,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
679,NA,NA,KS,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.850170092264284,0.4084754211241185,KS,2023-12-18,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
682,NA,NA,KS,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,0.373876769081094,0.288619430505999,KS,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
684,NA,NA,KS,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,0.141969929550443,0.1030347953839335,KS,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686,NA,NA,KS,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,0.866658466730543,0.23457468960467,KS,2023-12-26,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
690,0.0834870086094477,0.060277270950391,KS,2023-12-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
691,0.0724014551908906,0.053700046334571,KS,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
692,NA,NA,KS,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.256958705662369,0.02907823424980645,KS,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
697,0.390113878779759,0.141638817481268,KS,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
698,NA,NA,KS,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,1.16811507390105,0.823995913961075,KS,2024-01-05,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
700,0.0234677002222024,0.01717082174864195,KS,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,NA,NA,KS,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.0171204693475848,0.0130691697289638,KS,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,NA,NA,KS,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,1.08740762568865,0.439753886385196,KS,2024-01-10,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
705,1.14155026119576,0.44977680833812,KS,2024-01-11,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
706,NA,NA,KS,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,0.00815967282505227,0.0055997538439898,KS,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,NA,NA,KS,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,1.13450097556047,0.44696245059849,KS,2024-01-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
712,NA,NA,KS,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,0.37710884270265,0.2697310631037565,KY,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
716,NA,NA,KY,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,0.835824751813204,0.58552256024891,KY,2023-12-12,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
718,0.882844170771861,0.621759475448025,KY,2023-12-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
719,0.84108972747627,0.60065268109802,KY,2023-12-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
720,0.843457937486382,0.4131415622344555,KY,2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
721,0.24607912767819,0.1769805606546315,KY,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,NA,NA,KY,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1.37962105165128,0.642894299510255,KY,2023-12-18,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
724,1.28399564111651,0.407010035687257,KY,2023-12-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0
725,0.17249307056204,0.1250122006947765,KY,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
726,0.153397369098167,0.11367275313357,KY,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
727,0.143394792139846,0.1030347953839335,KY,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728,NA,NA,KY,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,0.857928553885086,0.397350273369635,KY,2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
732,1.06199886302139,0.3267934844521935,KY,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
733,NA,NA,KY,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,0.831105163787124,0.286032670488243,KY,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
735,NA,NA,KY,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,2.24574073148403,0.812089107695525,KY,2024-01-02,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
739,0.907278576624784,0.2911071981271465,KY,2024-01-03,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
740,1.54732500174966,0.53071929488111,KY,2024-01-04,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
741,1.03932388819377,0.4289041758672945,KY,2024-01-05,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
742,NA,NA,KY,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,1.07775768977,0.4375901519320635,KY,2024-01-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
745,NA,NA,KY,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,0.0140519936189298,0.0098949728979921,KY,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,0.0880997958099033,0.0085949451175678,KY,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,0.0103981466142323,0.0074579695131868,KY,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,0.0335473723064081,0.0064652320176964,KY,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,NA,NA,KY,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,0.0770561391948607,0.004191168418014185,KY,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
753,2.22806030118248,0.44696245059849,KY,2024-01-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
754,0.00406924395684108,0.00312872595307913,KY,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
