...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
755,0.0135216764402534,0.002701027678567545,KY,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,NA,NA,KY,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,NA,NA,LA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,1.08829704220376,0.352757549498602,LA,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
759,2.87370187192748,0.462898323039521,LA,2023-12-12,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
760,2.07371024419807,0.396779227000935,LA,2023-12-13,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
761,1.29516338372842,0.4270567708612235,LA,2023-12-14,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
762,0.744463629116536,0.3169845398647345,LA,2023-12-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
763,2.27550889728966,0.583833909629465,LA,2023-12-16,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
764,0.7932747594552,0.395156147668156,LA,2023-12-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
765,2.55572306113499,0.367360782442926,LA,2023-12-18,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0
766,1.49318719492061,0.238172396639634,LA,2023-12-19,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
767,4.60920538798941,0.4662279303120345,LA,2023-12-20,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
768,5.07660919286551,0.464538788049114,LA,2023-12-21,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
769,0.971255555996089,0.680290795794695,LA,2023-12-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
770,1.59495818557484,0.3884911889100485,LA,2023-12-23,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
771,2.84282116586592,0.4876518364666865,LA,2023-12-24,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
772,2.89637407518118,0.531329695566295,LA,2023-12-25,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
773,5.49641243364424,0.53043289428814,LA,2023-12-26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
774,2.1817047922094,0.3727811370679985,LA,2023-12-27,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0
775,2.70141134036939,0.52026955464156,LA,2023-12-28,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0
776,4.07710578869312,0.457651063471091,LA,2023-12-29,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0
777,0.816354247851015,0.2351288307861605,LA,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
778,1.41180040858893,0.4136194975826285,LA,2023-12-31,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1
779,1.83296459211784,0.3473489204049585,LA,2024-01-01,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
780,8.88576125238714,0.529805540599565,LA,2024-01-02,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
781,5.27671689104094,0.4436119912077155,LA,2024-01-03,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
782,1.51927413933683,0.2193128393954285,LA,2024-01-04,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
783,2.45907623579512,0.4057361887079425,LA,2024-01-05,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1
784,1.99631028058769,0.4200489029682895,LA,2024-01-06,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1
785,2.40449653263272,0.3738330280010695,LA,2024-01-07,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
786,5.54943633917711,0.4249929458391195,LA,2024-01-08,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
787,4.70487966359134,0.39455195825309,LA,2024-01-09,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
788,1.0697190291236,0.1971753239125775,LA,2024-01-10,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
789,5.59833686658491,0.3682005246714825,LA,2024-01-11,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
790,6.1071627234455,0.2908411905380275,LA,2024-01-12,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0
791,0.783191554597145,0.218501245764573,LA,2024-01-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
792,3.61370373628348,0.367840235256688,LA,2024-01-14,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
793,1.17904681213224,0.4552371418206285,LA,2024-01-15,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
794,0.0775234927384127,0.004191168418014185,LA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
795,0.731618045745523,0.151402317572666,LA,2024-01-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
796,2.18153604197483,0.2018296719913945,LA,2024-01-18,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
797,3.31241063464522,0.3723640178441105,LA,2024-01-19,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0
798,2.00851511824666,0.46473535749393,LA,2024-01-20,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
799,NA,NA,MA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,4.7729450087623,0.400613120079427,MA,2023-12-11,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
801,1.93261013487056,0.3588961358162935,MA,2023-12-12,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0
802,3.09049580097448,0.268924876420775,MA,2023-12-13,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
803,1.34948927177098,0.314842619006775,MA,2023-12-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
804,1.30664925815047,0.322847961951534,MA,2023-12-15,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
805,NA,NA,MA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,1.03370738313693,0.1630597201636925,MA,2023-12-17,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
807,3.15021368879632,0.4670546926297535,MA,2023-12-18,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
808,1.29280360018605,0.2362595601867235,MA,2023-12-19,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
809,1.9811495974587,0.391217852772412,MA,2023-12-20,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
810,1.08791211327573,0.32081293779194,MA,2023-12-21,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
811,1.18889081986099,0.411303768840371,MA,2023-12-22,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
812,0.848504896697569,0.398014565615627,MA,2023-12-23,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
813,1.01836771910162,0.713750403361655,MA,2023-12-24,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
814,NA,NA,MA,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,1.22785355368078,0.173918317121948,MA,2023-12-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
816,1.33557128541116,0.2242872484899615,MA,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
817,0.682848042076035,0.213506195754379,MA,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
818,0.809481848419135,0.0477195609518913,MA,2023-12-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
819,0.962418431150797,0.3117001878959175,MA,2023-12-30,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
820,0.323175700446125,0.037414181454352,MA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
821,0.820016133230221,0.223944421714084,MA,2024-01-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
822,0.939639263208526,0.193331899849401,MA,2024-01-02,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
823,1.58779442178245,0.2461059576428055,MA,2024-01-03,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
824,3.26246909175923,0.32087345632449,MA,2024-01-04,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
825,0.802525739250871,0.166469871627047,MA,2024-01-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0
826,0.0873050912691642,0.01717082174864195,MA,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
827,0.070713450243679,0.01499089048548555,MA,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
828,1.16790820023709,0.2474390806394425,MA,2024-01-08,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
829,1.26936790944989,0.210888331193124,MA,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
830,0.463336519023913,0.0098949728979921,MA,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
831,0.362145384839932,0.0085949451175678,MA,2024-01-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
832,0.19022174763736,0.0074579695131868,MA,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
833,0.00824469534434531,0.0064652320176964,MA,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,0.00750053616989746,0.0055997538439898,MA,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
835,0.0517760685437212,0.004846281580370105,MA,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
836,0.0205389980792333,0.004191168418014185,MA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
837,0.619181130563315,0.114457300944438,MA,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
838,0.654846525373972,0.1149752964612825,MA,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
839,0.743204599929293,0.131603329584003,MA,2024-01-19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
840,0.00289807714244655,0.00233071161667568,MA,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,3.64525305223539,0.338301343468219,MD,2023-12-10,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
842,3.8044942833775,0.2850120903340515,MD,2023-12-11,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0
843,1.10890198277327,0.369240103409346,MD,2023-12-12,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1
844,1.06078934150986,0.441075587384188,MD,2023-12-13,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
845,1.06054958533413,0.299673924068817,MD,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
846,2.30085678573774,0.351710073797723,MD,2023-12-15,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0
847,0.895601550911067,0.631010588328865,MD,2023-12-16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
848,0.823502308857938,0.403897158185958,MD,2023-12-17,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
849,4.15386613531573,0.467114828322208,MD,2023-12-18,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
850,7.66820292104932,0.436519423731791,MD,2023-12-19,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0
851,1.14703725419184,0.314755261537741,MD,2023-12-20,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
852,0.461431645125841,0.203282911985694,MD,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
853,1.15601626253321,0.36623004371101753,MD,2023-12-22,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
854,0.844685231150297,0.398014565615627,MD,2023-12-23,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
855,0.515073773980234,0.173668049791036,MD,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
856,0.786119500914116,0.5531392730955,MD,2023-12-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
857,1.11746412991502,0.2812960170351995,MD,2023-12-26,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0
858,0.886548800736157,0.195378552383454,MD,2023-12-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
859,1.56920514871581,0.315835013951603,MD,2023-12-28,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0
860,2.22203050226463,0.31623466162957953,MD,2023-12-29,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
861,0.910968416849853,0.164479859832749,MD,2023-12-30,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0
862,0.324600288163674,0.037414181454352,MD,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
863,0.804598423578113,0.03301818687485305,MD,2024-01-01,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
864,1.19764613798839,0.233283187699688,MD,2024-01-02,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0
865,1.53004045924106,0.2345033059373765,MD,2024-01-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
866,1.92324302219136,0.2566981112768505,MD,2024-01-04,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0
867,1.29212426354418,0.2254948596049255,MD,2024-01-05,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1
868,0.689150901053556,0.2676803239053295,MD,2024-01-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
869,0.884126301578353,0.3989639555624465,MD,2024-01-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
870,0.889090622752961,0.1843409710486,MD,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
871,0.260913989241306,0.01137879770687385,MD,2024-01-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
872,0.521443253600153,0.1451906022339225,MD,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
873,0.0889412899064281,0.0085949451175678,MD,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
874,0.0826508043974641,0.0074579695131868,MD,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
875,0.0357078378681123,0.0064652320176964,MD,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
876,0.930301558142667,0.2918575552794775,MD,2024-01-14,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
877,0.0244732315826638,0.004846281580370105,MD,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
878,0.00589596946640535,0.004191168418014185,MD,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
879,1.01627913829918,0.299182384085578,MD,2024-01-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
880,3.26518063867188,0.3402096756685925,MD,2024-01-18,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
881,0.0151467346375498,0.002701027678567545,MD,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
882,1.81769100159146,0.3104685942031835,MD,2024-01-20,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
883,NA,NA,ME,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,0.84621106147721,0.594757707904905,ME,2023-12-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
888,NA,NA,ME,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,0.56442731212715,0.394849488575996,ME,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
891,NA,NA,ME,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,0.100802030577834,0.02242278252284275,ME,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
909,NA,NA,ME,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,0.91803737385672,0.404788927847222,ME,2024-01-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
913,NA,NA,ME,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,1.31899833916127,0.92825082833088,ME,2024-01-17,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
922,NA,NA,ME,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,5.23333841122704,0.4036682778962235,MI,2023-12-10,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
926,6.3673988318606,0.4046027782036635,MI,2023-12-11,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
927,3.79173719982288,0.391750270658455,MI,2023-12-12,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
928,14.4138478539332,0.458543778856856,MI,2023-12-13,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
929,14.4685233676348,0.4726498296129485,MI,2023-12-14,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
930,17.0786573666001,0.440073781502826,MI,2023-12-15,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
931,4.93273487787885,0.4034153513057975,MI,2023-12-16,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
932,4.20658760803708,0.412734789766855,MI,2023-12-17,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
933,5.69725259417624,0.368802380431155,MI,2023-12-18,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
934,14.5823305487409,0.4028856903878025,MI,2023-12-19,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
935,10.829124259743,0.4362283129457185,MI,2023-12-20,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
936,3.25550611162774,0.308342795687431,MI,2023-12-21,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
937,11.8549114005749,0.4159278506543735,MI,2023-12-22,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
938,3.55565381907267,0.33209572056826703,MI,2023-12-23,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
939,2.2666019511088,0.431691160563172,MI,2023-12-24,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
940,3.84218565281044,0.436551072399483,MI,2023-12-25,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
941,7.21888351594764,0.425102277869389,MI,2023-12-26,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
942,14.0519959349096,0.449617213274011,MI,2023-12-27,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
943,14.1119718352622,0.386894867005991,MI,2023-12-28,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
944,4.19107393715157,0.290519964608897,MI,2023-12-29,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
945,9.47107781508766,0.483186273107681,MI,2023-12-30,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0
946,7.80525756550752,0.56333538324859,MI,2023-12-31,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
947,2.81408833757874,0.270038249880152,MI,2024-01-01,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1
948,10.8419197288947,0.312562257906417,MI,2024-01-02,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
949,20.2003677566257,0.433654539785992,MI,2024-01-03,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
