...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23F_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23F_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
21,NA,NA,AK,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.074615947879437,0.01287005947359645,AK,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
25,NA,NA,AK,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1.21619545004359,0.868470938676155,AK,2024-01-25,1,1,1,0,1,0,1,1,1,0,1,0
27,0.0500509285139046,0.0092571397593194,AK,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0135416887989721,0.00827931910686285,AK,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1
29,0.0110383186667717,0.00739859018974235,AK,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
30,0.010840173204965,0.00660627120032785,AK,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
31,0.0105266844855156,0.0058943182988305,AK,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
32,NA,NA,AK,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.00702333808933844,0.004682357020048305,AK,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
34,1.18116057699862,0.459596184749381,AK,2024-02-02,1,1,1,0,1,0,1,1,1,0,1,0
35,NA,NA,AK,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.275868532284686,0.315059694058859,AL,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1
46,1.05343389278106,0.4347216001682335,AL,2024-01-03,0,1,1,1,1,1,0,1,1,0,1,1
47,0.23675166799933,0.2848662143981465,AL,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.849100194747652,0.363435358596344,AL,2024-01-07,1,1,1,1,1,0,1,1,1,1,0,0
51,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.100215472135723,0.1392328817097875,AL,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.518537988008297,0.2848808467507355,AL,2024-01-18,1,1,1,1,1,1,1,1,0,0,1,1
62,NA,NA,AL,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0561271805073766,0.07683226467553,AL,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1.01770187913012,0.60231550828762,AL,2024-01-26,1,1,0,0,1,1,1,1,0,0,1,1
70,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.0189579711721904,0.02811239126674175,AL,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.17789417686673,0.75347008703512,AL,2024-02-05,1,1,0,0,1,1,1,1,0,0,1,1
80,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1.27742788503743,0.867029026259785,AL,2024-02-07,1,1,1,0,1,0,1,1,1,0,1,0
82,0.00856644307297959,0.0128149647984744,AL,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.144428285264878,0.0850676727742035,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1
88,0.679798591701782,0.077263445172363,AR,2024-01-03,1,1,1,0,1,1,1,1,1,1,1,1
89,1.26482926528845,0.30936237326652,AR,2024-01-04,1,1,1,1,1,0,1,0,1,1,1,0
90,0.106725860825242,0.063296849809143,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1.01792169031069,0.74688923269156,AR,2024-01-10,1,1,1,1,1,0,1,1,1,0,1,0
96,0.195457242384771,0.033104778319886403,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1
97,0.829654903426838,0.400335493501247,AR,2024-01-12,1,1,1,1,1,0,1,1,1,0,1,0
98,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.0241978445394178,0.0127211000061897,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0154130610317084,0.00871422760695185,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.0450901643053722,0.00674215088170555,AR,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.00490941408842692,0.00235747882750402,AR,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.00261236357715346,0.001208166127968785,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
123,0.00210615997729797,0.00105643651147598,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
124,0.00700998877030985,9.23680736220775e-4,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
125,0.00677222936505537,8.0756143534008e-4,AR,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.00260964182127,0.180608709284135,AZ,2023-12-31,1,1,1,0,1,1,1,1,0,0,1,0
128,2.45388704660926,0.301591954753533,AZ,2024-01-01,0,1,1,1,1,1,0,0,0,0,1,0
129,3.38618343846141,0.2953916768771005,AZ,2024-01-02,1,0,1,1,1,0,1,0,0,0,0,0
130,0.891113127406401,0.315572758513421,AZ,2024-01-03,1,1,1,1,1,1,1,0,0,0,1,0
131,0.774330806732158,0.231890649722709,AZ,2024-01-04,1,1,1,1,1,1,1,1,0,0,1,0
132,0.370845026885384,0.2342667589740605,AZ,2024-01-05,1,1,1,1,1,1,1,1,0,0,1,1
133,0.979095737951374,0.132794963268065,AZ,2024-01-06,1,1,1,0,1,1,1,1,1,0,1,0
134,1.27147593882145,0.0642087745528985,AZ,2024-01-07,1,1,1,0,1,1,1,1,0,0,1,1
135,1.09972695582205,0.1667606849954415,AZ,2024-01-08,1,1,1,1,1,1,1,0,0,0,0,0
136,1.22676724573543,0.186546300030824,AZ,2024-01-09,1,1,1,1,0,1,1,0,0,1,1,1
137,0.204897596355083,0.0463460867690057,AZ,2024-01-10,1,1,1,1,1,1,0,1,0,0,1,1
138,1.83203998310211,0.324614085597583,AZ,2024-01-11,1,1,0,0,1,1,1,1,0,0,0,0
139,0.813178600499341,0.217908936524399,AZ,2024-01-12,1,1,0,1,1,1,1,1,1,1,1,1
140,0.862199215570476,0.160563255559411,AZ,2024-01-13,1,0,1,1,1,1,1,0,0,0,1,0
141,1.89966400439158,0.2451447683022715,AZ,2024-01-14,1,1,0,0,1,1,1,0,0,0,1,0
142,2.34663575441848,0.1748164708474295,AZ,2024-01-15,0,0,0,1,1,1,1,0,0,0,1,0
143,0.103214855445929,0.0228699806460309,AZ,2024-01-16,1,1,1,1,1,1,1,1,0,0,1,1
144,1.09978002474554,0.1786768706837015,AZ,2024-01-17,1,1,1,1,1,1,0,1,1,1,1,0
145,0.87949539094944,0.2250675715537,AZ,2024-01-18,1,0,1,1,1,1,1,0,0,0,1,1
146,0.242004112223703,0.0157087346615523,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
147,0.593545723497832,0.207544938645327,AZ,2024-01-20,1,1,1,1,1,1,1,1,0,0,1,1
148,3.1843927523718,0.20668703925021,AZ,2024-01-21,1,1,1,0,0,0,0,0,0,1,0,0
149,1.14819791374783,0.058246799262056,AZ,2024-01-22,1,1,1,1,1,1,0,1,0,0,1,0
150,0.750485652623588,0.07452011138141,AZ,2024-01-23,1,1,1,1,1,1,1,0,0,0,1,0
151,2.78042697745935,0.3493624477642055,AZ,2024-01-24,0,1,0,0,1,0,0,1,0,0,1,0
152,0.0769026374955302,0.0071644767356692,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
153,1.14828436621493,0.4515833932911165,AZ,2024-01-26,1,1,1,0,1,0,1,1,1,0,1,0
154,1.25401720223361,0.1323577016798825,AZ,2024-01-27,1,1,1,1,0,1,1,1,0,0,0,0
155,0.00674166917582426,0.004775593114796395,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
156,1.59946767406423,0.113666970854514,AZ,2024-01-29,1,1,0,1,1,1,1,1,0,0,1,1
157,0.967717692444607,0.096705146878704,AZ,2024-01-30,1,1,0,1,1,1,0,1,0,1,1,1
158,0.771129050583899,0.069077443621489,AZ,2024-01-31,1,1,1,1,1,0,1,1,0,0,1,0
159,0.0304226120633512,0.00275329406048862,AZ,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0246254139197623,0.0023957320635938,AZ,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.0329379108697087,0.00181133806987424,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
163,2.77967253926329,0.1645677987274715,AZ,2024-02-05,1,1,0,0,1,1,1,1,0,0,1,1
164,0.774515476731276,0.0409353334349128,AZ,2024-02-06,1,1,1,1,1,0,1,1,1,1,1,1
165,0.317282388041817,0.00118731836894496,AZ,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
166,0.00146547880758692,0.001030727202113495,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
167,1.25661602116262,0.320698036023274,AZ,2024-02-09,1,1,1,0,1,0,1,1,1,0,1,0
168,0.00407201985196776,7.7617282725926e-4,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
169,0.370356620552013,0.0857024648380015,CA,2023-12-31,1,1,1,1,1,1,1,1,1,0,1,0
170,0.339046536051414,0.2326855218780695,CA,2024-01-01,1,1,1,1,1,1,1,1,0,0,1,1
171,1.18188435993395,0.2699566120982665,CA,2024-01-02,1,1,1,1,1,1,1,0,0,0,1,1
172,1.21839168495206,0.243015383741868,CA,2024-01-03,1,1,1,1,1,1,1,0,0,0,1,1
173,2.22794371510459,0.269566292198286,CA,2024-01-04,1,1,1,1,1,0,1,1,1,0,1,0
174,0.890692333459929,0.223166679311826,CA,2024-01-05,1,1,1,1,1,1,0,0,0,0,0,0
175,4.02288526279092,0.451710521963075,CA,2024-01-06,1,1,0,0,1,1,1,1,0,0,0,0
176,1.91741263769902,0.56666024087129,CA,2024-01-07,0,1,1,0,0,1,0,1,0,0,0,1
177,2.45187402806346,0.21632936340765,CA,2024-01-08,0,1,0,1,1,1,0,1,1,0,1,0
178,4.89196476782816,0.126292851281994,CA,2024-01-09,1,1,0,0,1,1,1,1,0,0,0,0
179,4.27492722499515,0.1344674536727705,CA,2024-01-10,0,1,0,0,1,1,0,0,0,0,0,0
180,2.94368825507247,0.1317659424063715,CA,2024-01-11,0,1,0,0,1,1,0,1,0,0,0,0
181,2.04212526206081,0.1578655273723645,CA,2024-01-12,1,1,1,1,1,0,1,1,0,0,0,0
182,1.30364317171187,0.113880837634083,CA,2024-01-13,1,1,1,1,1,1,0,0,0,0,0,0
183,1.42556362441658,0.197343406795641,CA,2024-01-14,0,0,1,1,1,1,0,0,0,0,0,1
184,2.71947655613627,0.236176672461866,CA,2024-01-15,0,1,1,0,1,0,0,1,1,0,1,0
185,1.96024995014118,0.173871211476299,CA,2024-01-16,0,1,1,1,1,1,0,1,0,0,1,1
186,1.7130914950054,0.01193942166218965,CA,2024-01-17,1,1,0,0,1,1,1,1,0,0,1,1
187,1.14588292328045,0.15262297677901,CA,2024-01-18,1,1,1,1,1,1,1,1,0,0,1,0
188,0.92158788680339,0.0092100153102267,CA,2024-01-19,1,1,1,0,1,1,1,1,1,1,1,1
189,0.882671465931063,0.0756245823447025,CA,2024-01-20,1,1,1,1,1,0,1,1,0,0,0,0
190,1.28244813315786,0.2540002146270125,CA,2024-01-21,1,1,1,0,0,1,1,1,1,0,0,1
191,0.84674663231651,0.070714884212709,CA,2024-01-22,1,1,1,1,1,1,1,1,0,1,0,1
192,0.796060600812629,0.00542531530213895,CA,2024-01-23,1,1,1,1,1,1,1,1,1,0,0,1
193,0.856749928527625,0.0877781564453725,CA,2024-01-24,0,1,1,1,1,1,0,1,0,1,1,1
194,2.63339005227971,0.1533074700609115,CA,2024-01-25,1,1,1,0,1,0,1,1,1,0,0,0
195,2.72883612279297,0.127014359809143,CA,2024-01-26,0,1,1,0,1,0,0,1,1,0,0,0
196,0.912817422568367,0.00316386022706846,CA,2024-01-27,1,1,1,0,1,1,1,1,0,0,1,1
197,0.889100759689527,0.04702039235234715,CA,2024-01-28,1,1,1,1,1,0,1,1,1,0,1,0
198,3.20711546546106,0.0882045583093075,CA,2024-01-29,1,1,1,1,1,0,0,1,0,0,0,0
199,1.07015433706295,0.0620593894173415,CA,2024-01-30,1,1,1,1,1,1,0,1,0,0,1,1
200,2.40224157992718,0.0859098094781615,CA,2024-01-31,1,1,0,0,1,1,1,1,0,0,0,1
201,7.15177069198167,0.1104501064956805,CA,2024-02-01,1,1,1,0,1,0,1,1,0,1,0,0
202,6.73034859675918,0.1165062700830355,CA,2024-02-02,0,1,1,0,1,0,0,1,0,0,1,0
203,0.687705524634069,0.04363121005621005,CA,2024-02-03,1,1,1,1,1,1,1,1,1,0,1,0
204,0.790750257253598,0.036446628772862,CA,2024-02-04,1,1,1,1,0,1,1,1,1,0,0,1
205,1.65768217573229,0.065945075926726,CA,2024-02-05,1,1,1,1,1,0,1,1,0,0,1,0
206,5.38229198034787,0.1007069051869965,CA,2024-02-06,1,1,0,0,0,0,1,0,0,0,0,0
207,4.1496786842457,0.0867375713928815,CA,2024-02-07,1,0,0,0,1,0,1,0,0,0,1,0
208,1.01867464236286,0.03379871328879125,CA,2024-02-08,0,1,1,1,1,1,1,0,1,1,0,1
209,8.06797061242282,0.119822013645083,CA,2024-02-09,1,1,1,0,1,0,1,1,0,0,0,0
210,5.08550199311371,0.149318903312201,CA,2024-02-10,0,1,0,0,1,0,0,1,0,0,0,0
211,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.743120280969906,0.533863429198275,CO,2024-01-01,1,1,0,1,1,1,0,1,0,1,1,1
213,1.67864854618056,0.3628352961859565,CO,2024-01-02,1,1,0,1,1,1,0,1,0,0,1,1
214,0.538359635629724,0.172773861304861,CO,2024-01-03,1,1,1,1,1,1,1,1,0,0,1,1
215,0.503780669571698,0.3255514672959995,CO,2024-01-04,1,1,1,1,1,1,1,1,0,0,1,1
216,1.04948122210698,0.3224217947275095,CO,2024-01-05,1,0,1,1,1,1,0,0,0,0,1,0
217,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.81853561358663,0.647910157777085,CO,2024-01-08,1,1,0,0,1,1,1,0,0,1,0,1
220,0.0625733356190658,0.04103956213788825,CO,2024-01-09,1,1,1,1,1,1,1,1,0,0,1,1
221,0.94253881828401,0.6784589200638,CO,2024-01-10,1,1,0,0,1,1,1,1,0,0,1,1
222,0.310521032847579,0.0332571651466478,CO,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1
223,0.901938565246818,0.405389162193145,CO,2024-01-12,1,1,1,1,1,0,1,1,1,0,1,0
224,0.0431011846589686,0.02680513584235515,CO,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0344391407405691,0.02150128172036315,CO,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
227,0.0282371071700987,0.0192258644350616,CO,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
228,0.0842938932111683,0.0171744073334894,CO,2024-01-17,1,1,1,1,1,1,1,1,0,0,1,1
229,0.165732127522526,0.01532790735704385,CO,2024-01-18,1,1,1,1,1,1,0,1,1,0,1,1
230,0.0706085370513929,0.0136684548624424,CO,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.245662881373883,0.00965013785934465,CO,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
234,0.0454907843564666,0.00858222501202455,CO,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.03185568817591,0.0060194290721503,CO,2024-01-26,1,1,1,1,1,1,1,1,1,0,0,1
238,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0820389943025409,0.00420882308770079,CO,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
241,0.00573456527279866,0.00373396071463698,CO,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
242,0.00493346986129706,0.003312212822928465,CO,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
243,0.0567217159185719,0.00293782888274181,CO,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
244,0.0298981832941422,0.00260563853537904,CO,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.00224984407435688,0.00181819145643254,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
248,0.00242397619002988,0.001612974641864735,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00203974850915233,0.001431142538725805,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
250,0.00548442171183249,0.001270051553792315,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
251,0.00598297779365939,0.00112734800349259,CO,2024-02-09,1,1,1,1,1,1,0,1,1,0,1,1
252,1.29130407145507,0.47930601385818,CO,2024-02-10,1,1,1,0,1,0,1,1,1,0,1,0
253,0.49580173877814,0.311658471624609,CT,2023-12-31,1,1,1,1,1,1,1,1,0,0,1,1
254,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2.75878895284172,0.1052414378953405,CT,2024-01-02,0,1,0,0,1,1,0,0,0,0,1,1
256,1.4698538466843,0.180609459179798,CT,2024-01-03,0,1,0,1,1,1,0,1,0,0,1,0
257,1.32783321108994,0.316836676724409,CT,2024-01-04,0,1,1,0,1,1,0,1,0,0,1,1
