...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
48,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1.48319821517232,0.250731061139404,AL,2023-01-18,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
54,0.24757936787094,0.163477846407603,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.262315954022609,0.1754438562821705,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.32011385822355,0.216311807800973,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
59,0.344345997493666,0.231565750083814,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
60,0.342073257304529,0.2650807309770895,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.978656461723456,0.4633832800943575,AL,2023-01-26,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
62,0.490520292718977,0.2511415946279535,AL,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
63,0.999802913388238,0.69922848266381,AL,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
64,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.06358870609588,0.1832288615704935,AL,2023-01-30,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
66,0.223353352157532,0.168748627894304,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.869127852411092,0.349202560804721,AL,2023-02-02,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
69,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.148764716617417,0.1181552383097895,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,0.684239951867705,0.46166891735671,AL,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0.403677992640765,0.290062616432632,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.754203147417158,0.503827774754675,AL,2023-02-07,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
74,0.767953434553215,0.079433639584122,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
75,1.07152761095828,0.737781337652315,AL,2023-02-09,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
76,0.0746055918919607,0.064234332543597,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0547114678850568,0.0459929793314646,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.166447827833673,0.04099122035879785,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
81,0.27676127185007,0.03646972108299975,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
82,0.035831207725691,0.0323932359767365,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2.10253378353817,0.328391471959227,AR,2023-01-08,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
86,4.04911205473872,0.293855424112846,AR,2023-01-09,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
87,1.70015949031879,0.2335963110379385,AR,2023-01-10,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
88,2.07645230872284,0.241495388588775,AR,2023-01-11,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
89,2.37136608529403,0.297481423418241,AR,2023-01-12,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0
90,1.59679172751778,0.275835415087721,AR,2023-01-13,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
91,1.45944071817871,0.51857848913302,AR,2023-01-14,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
92,1.62023039864527,0.730410386650915,AR,2023-01-15,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
93,3.4381531072544,0.516883018668455,AR,2023-01-16,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1
94,1.85673031593213,0.2480864991003235,AR,2023-01-17,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
95,1.5541941655284,0.283719074799986,AR,2023-01-18,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
96,1.09875638650843,0.2842666629905505,AR,2023-01-19,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
97,1.2501987317432,0.2887904756159075,AR,2023-01-20,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0
98,0.902193412523558,0.626243758672735,AR,2023-01-21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
99,0.431701375491566,0.239793253317984,AR,2023-01-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
100,1.56606110356863,0.21798955052946,AR,2023-01-23,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
101,3.34414357557274,0.32303445936437297,AR,2023-01-24,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
102,1.6516852563586,0.305509719810659,AR,2023-01-25,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
103,0.94021128802945,0.222189620230954,AR,2023-01-26,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
104,0.550212640500246,0.207767918538898,AR,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
105,0.114709195392121,0.08099443211455,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
106,0.400761929220013,0.2967579012520165,AR,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,13.6827590105434,0.509692581324105,AR,2023-01-30,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
108,0.36691063628883003,0.286610911910705,AR,2023-01-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
109,2.1661617271584,0.43535588788833,AR,2023-02-01,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1
110,0.267245314149739,0.224532124644409,AR,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.463436900031408,0.2248205250889535,AR,2023-02-03,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
112,0.193203195828383,0.139188544244911,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0.548135246654026,0.3797725218044085,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
114,4.17689955008693,0.3901935355893355,AR,2023-02-06,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1
115,2.14345125843826,0.438967725121802,AR,2023-02-07,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
116,1.02762509552562,0.321006877483901,AR,2023-02-08,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
117,0.421176853146889,0.2435497204514995,AR,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
118,5.7199572101394,0.4519962810460385,AR,2023-02-10,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
119,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.336333657436287,0.246706162182746,AR,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,2.89757775768393,0.53318194710163,AR,2023-02-13,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
122,4.24794260114207,0.428978297182626,AR,2023-02-14,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
123,1.01235790485919,0.2336361296520205,AR,2023-02-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
124,1.31941113951099,0.223940893728426,AR,2023-02-16,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
125,2.08027247485613,0.17936434394068,AR,2023-02-17,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
126,0.229219190443976,0.259349948593648,AR,2023-02-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
127,1.09708306463055,0.257756534401123,AZ,2023-01-08,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
128,4.5296032820595,0.313943377933079,AZ,2023-01-09,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
129,2.30353602370223,0.217117690967181,AZ,2023-01-10,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1
130,1.91115730176349,0.296432281927909,AZ,2023-01-11,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
131,1.66425862536762,0.3369404321332615,AZ,2023-01-12,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
132,1.37589744903544,0.363440617272722,AZ,2023-01-13,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
133,1.33313569417552,0.352308701340146,AZ,2023-01-14,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
134,2.68779821315681,0.345632593239402,AZ,2023-01-15,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1
135,3.70511003965638,0.3269257909613145,AZ,2023-01-16,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
136,1.32654745947263,0.274253624461503,AZ,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
137,1.19497220037624,0.336700339003981,AZ,2023-01-18,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
138,3.8378859431697,0.3602534303776375,AZ,2023-01-19,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1
139,1.79759199175093,0.276498331143589,AZ,2023-01-20,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
140,0.809911257685237,0.28204192452786653,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
141,0.435754426492174,0.331258976979011,AZ,2023-01-22,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
142,5.27010199198814,0.3380205767594415,AZ,2023-01-23,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
143,2.58002199498169,0.3898473043754975,AZ,2023-01-24,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1
144,1.23961690575647,0.3276678398509175,AZ,2023-01-25,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1
145,1.97234133887603,0.333378235974056,AZ,2023-01-26,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1
146,1.20089929439009,0.3228935896236335,AZ,2023-01-27,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
147,0.785191080500374,0.3372488183370135,AZ,2023-01-28,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
148,2.60070074329576,0.343186312946947,AZ,2023-01-29,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
149,2.62585020565182,0.2700373771937285,AZ,2023-01-30,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
150,5.77270817561498,0.2730985971280495,AZ,2023-01-31,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
151,8.77502809372415,0.360281174969567,AZ,2023-02-01,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
152,2.14530572047848,0.1979800324142055,AZ,2023-02-02,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
153,1.96103763879057,0.3048422609309515,AZ,2023-02-03,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
154,0.586460181500649,0.249281389729374,AZ,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,1.29452687720784,0.243353048465833,AZ,2023-02-05,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
156,1.50959142827886,0.2413363552707575,AZ,2023-02-06,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
157,1.14695760910132,0.2455636109530765,AZ,2023-02-07,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
158,2.96749289188768,0.106231662870426,AZ,2023-02-08,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
159,0.484153526040525,0.1618129507685415,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
160,1.4961966439216,0.3186750616952305,AZ,2023-02-10,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
161,0.562506589276491,0.1741025436119145,AZ,2023-02-11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
162,6.38486553719382,0.290973727712219,AZ,2023-02-12,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1
163,8.65774414425609,0.2397664878725785,AZ,2023-02-13,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
164,1.01364065523273,0.1265314309302435,AZ,2023-02-14,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
165,1.80369277464691,0.234702851630649,AZ,2023-02-15,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
166,1.38214261740422,0.190907208219892,AZ,2023-02-16,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0
167,1.81053850661672,0.183508630730421,AZ,2023-02-17,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
168,1.85224913419515,0.204815694747302,AZ,2023-02-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
169,10.6194174626499,0.2690299345395075,CA,2023-01-08,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
170,6.89649718095073,0.248969086518268,CA,2023-01-09,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
171,21.5080908285082,0.3074046630207715,CA,2023-01-10,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
172,27.4227402371935,0.324979688537059,CA,2023-01-11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
173,11.5578615658539,0.284030479263527,CA,2023-01-12,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
174,11.9086304947292,0.3074180647908455,CA,2023-01-13,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
175,7.06640770831076,0.2924950834447775,CA,2023-01-14,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
176,13.9961474196127,0.3314362999896455,CA,2023-01-15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
177,14.3801205143467,0.3174572399649925,CA,2023-01-16,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
178,12.6672642865118,0.318126174266003,CA,2023-01-17,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
179,5.15924429148487,0.2929769991031915,CA,2023-01-18,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
180,4.53814395751727,0.3443974850083855,CA,2023-01-19,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
181,6.27554021778204,0.313658472267643,CA,2023-01-20,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
182,11.1222156164861,0.276781416598336,CA,2023-01-21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
183,5.76095381644387,0.3087293662228745,CA,2023-01-22,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
184,8.63469730057701,0.3150438064327055,CA,2023-01-23,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
185,8.95119651604727,0.2735332629494,CA,2023-01-24,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
186,10.016751751207,0.3226294647195545,CA,2023-01-25,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
187,4.68963017465587,0.3069287501151765,CA,2023-01-26,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
188,8.42733702511781,0.334893515775048,CA,2023-01-27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
189,5.72950577785516,0.312308436473924,CA,2023-01-28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
190,4.1818358465299,0.3096062300622115,CA,2023-01-29,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
191,8.34997589715848,0.3137910770777925,CA,2023-01-30,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
192,4.27204397090127,0.296379961286416,CA,2023-01-31,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
193,5.39508739301728,0.2871945627505175,CA,2023-02-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
194,11.761339600556,0.3076122262059645,CA,2023-02-02,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
195,5.16895415883844,0.277676393174939,CA,2023-02-03,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
196,9.57288345459622,0.3018749356521315,CA,2023-02-04,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
197,23.7861361570817,0.3032638803986435,CA,2023-02-05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
198,8.67660209238082,0.2500735239148505,CA,2023-02-06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
199,21.7341074629041,0.3144092554901795,CA,2023-02-07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
200,11.911893632411,0.248605401296255,CA,2023-02-08,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
201,22.2965486834577,0.2605316811647885,CA,2023-02-09,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
202,15.5497517506975,0.2685779133775725,CA,2023-02-10,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
203,14.4281795061173,0.310556691633385,CA,2023-02-11,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
204,5.83275507651717,0.193227047733717,CA,2023-02-12,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
205,2.50859456369607,0.155649913468919,CA,2023-02-13,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
206,1.82083823144005,0.153992908604856,CA,2023-02-14,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
207,33.6668060266409,0.2330523144086385,CA,2023-02-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
208,37.3938210199355,0.238302816947209,CA,2023-02-16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,11.6114122169682,0.232055909938058,CA,2023-02-17,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
210,7.59758395152629,0.2175323776986435,CA,2023-02-18,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
211,0.585995334946868,0.1810865216604125,CO,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,1.33865848289513,0.3554126433259205,CO,2023-01-09,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
213,1.16219626593238,0.3724423904217485,CO,2023-01-10,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
214,2.78779749478374,0.448041512487223,CO,2023-01-11,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
215,0.684905527046338,0.3359040376205025,CO,2023-01-12,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
216,0.948585146900911,0.666078529014205,CO,2023-01-13,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
217,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1.00350724124937,0.339149970928941,CO,2023-01-15,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
219,1.42745084216687,0.3678349673776305,CO,2023-01-16,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
220,1.76027668683551,0.3481765790793375,CO,2023-01-17,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
221,0.399631068682307,0.256041510279848,CO,2023-01-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
222,0.424577542288915,0.251038849199412,CO,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,3.75731893371507,0.299141954485782,CO,2023-01-20,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
224,0.217422466690425,0.254741021688981,CO,2023-01-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
