...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
21,0.208104509537667,0.14621118646876,AK,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.207313851019128,0.1432067592783565,AK,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.833922266874093,0.52729409314614,AK,2023-07-03,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
24,NA,NA,AK,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.855902271058599,0.66160023902536,AK,2023-07-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
37,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.384436463017964,0.2360148714206125,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
54,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.883193679605001,0.62484323837291,AL,2023-06-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
59,0.778839723514144,0.5352490234337,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
60,0.374141426708998,0.311271132296846,AL,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
61,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.502644521889774,0.3119233534741265,AL,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
65,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.22919753180605,0.4921717009074455,AL,2023-07-05,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
68,0.689871392747256,0.469672835727481,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
69,0.312658562793888,0.26671137043153,AL,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
70,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.753656186217387,0.50903047994504,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.608495677604057,0.378770165804996,AL,2023-07-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.298748895593719,0.2452948541398965,AL,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,0.764747877322503,0.50134978687306,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
77,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.652231547216945,0.4037062745725335,AL,2023-07-16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
79,0.768340828277356,0.4974897225487345,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
80,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.280166086931924,0.2304069587999295,AL,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.287247648211385,0.225322023285816,AL,2023-07-22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
85,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.467306580054158,0.11943549387945,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
87,0.61712201257014,0.4392036765569435,AR,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.594781808202127,0.4293508446282755,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
89,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.577752173749989,0.4098045830409775,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
91,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.232450860709907,0.160139820560285,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.260539206807665,0.1800187139784995,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.275761773306503,0.1869473661096115,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
98,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.23252428064277,0.208575116186912,AR,2023-06-26,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
101,0.415761491358074,0.3097552985631305,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
102,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.01304308137591,0.59740987870607,AR,2023-07-10,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
115,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.516675090116375,0.346624471430306,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
118,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.550756293465816,0.3800586417868405,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
122,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.12249363137931,0.524961047191145,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
124,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.237018049254556,0.1778208753131555,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.07838099403245,0.2276767822296675,AZ,2023-06-11,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
128,1.18415230131331,0.349848578328726,AZ,2023-06-12,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
129,2.28809328013731,0.450350244570644,AZ,2023-06-13,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
130,2.22776636400937,0.2883027894219235,AZ,2023-06-14,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
131,1.38297462332759,0.645382754001345,AZ,2023-06-15,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
132,1.03619018324175,0.251955958486377,AZ,2023-06-16,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
133,0.505252707215769,0.319146298962124,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
134,6.64394268651219,0.436820589823048,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1
135,4.1377807872639,0.4102493631559595,AZ,2023-06-19,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
136,3.5060073940351,0.4575832965313145,AZ,2023-06-20,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1
137,1.97739437604538,0.3687535796280955,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1
138,1.90982911246393,0.412063878566819,AZ,2023-06-22,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
139,0.296911718970085,0.2120728630495895,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
140,1.25877359821297,0.4079720319630965,AZ,2023-06-24,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
141,1.30022487640254,0.3599590829158995,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
142,1.99981754082549,0.365650142883181,AZ,2023-06-26,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
143,4.35542924875763,0.359422367502479,AZ,2023-06-27,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
144,2.01955167346814,0.3524234868960735,AZ,2023-06-28,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
145,2.12083484572548,0.370332695641131,AZ,2023-06-29,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
146,1.13519073034554,0.3685078073792095,AZ,2023-06-30,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
147,1.23876032141174,0.308726392516933,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
148,2.30706477288458,0.3585232281527285,AZ,2023-07-02,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1
149,4.08443610981765,0.338567864743645,AZ,2023-07-03,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1
150,3.37024204442469,0.364603154753478,AZ,2023-07-04,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
151,1.20754569893855,0.380354263219801,AZ,2023-07-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
152,1.13303507826533,0.4268462809395175,AZ,2023-07-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
153,0.445337646825815,0.3248403646054555,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,1.91587938661728,0.3804950223150155,AZ,2023-07-08,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0
155,3.84155301079452,0.3832387460841435,AZ,2023-07-09,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
156,2.65675077875567,0.3888975830146305,AZ,2023-07-10,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
157,2.64560796519783,0.3941357661751775,AZ,2023-07-11,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1
158,3.63581095018745,0.40125601493929,AZ,2023-07-12,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
159,3.64899776589454,0.4007124375785215,AZ,2023-07-13,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
160,1.52329925688328,0.420812243494061,AZ,2023-07-14,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
161,1.73961986391212,0.42077095615921,AZ,2023-07-15,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1
162,3.30487028356865,0.3883093908272835,AZ,2023-07-16,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1
163,6.60048709740198,0.422273455281233,AZ,2023-07-17,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
164,2.77610881075017,0.4114410903322525,AZ,2023-07-18,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
165,3.51778004092921,0.401691062633898,AZ,2023-07-19,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
166,1.15817915858265,0.3875552861269895,AZ,2023-07-20,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
167,1.70166776268943,0.3517988136698265,AZ,2023-07-21,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
168,1.69730133232362,0.402773337437078,AZ,2023-07-22,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
169,0.770806409618082,0.341935576098224,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
170,1.71549818975886,0.3736645708979675,CA,2023-06-12,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0
171,1.73497597043515,0.3278755067194555,CA,2023-06-13,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
172,2.40055139024077,0.38957762711444,CA,2023-06-14,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
173,1.38350597270979,0.3559311129577135,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
174,1.76468082895498,0.3979338922567045,CA,2023-06-16,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
175,1.33463576489057,0.4843543141764235,CA,2023-06-17,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1
176,0.551461420467531,0.3926764153873395,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
177,2.38974971527065,0.3759631450626915,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
178,2.71388297463431,0.392229317438095,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
179,3.28894964172077,0.446318950270628,CA,2023-06-21,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0
180,2.5535487820069,0.4260696704776285,CA,2023-06-22,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
181,3.84924520716116,0.414412797101333,CA,2023-06-23,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
182,1.68482372726571,0.422257414738773,CA,2023-06-24,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
183,1.24550126660312,0.3570760173908295,CA,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
184,1.93933692330778,0.3998222234430755,CA,2023-06-26,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1
185,1.66237943415929,0.3802160472055595,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
186,3.37810482187762,0.458456750949129,CA,2023-06-28,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
187,2.84175256201151,0.396419557867244,CA,2023-06-29,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
188,1.80234507523692,0.3868218835909835,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
189,1.37581690283768,0.440700608035392,CA,2023-07-01,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
190,1.54215096067152,0.3766263192810395,CA,2023-07-02,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
191,2.77372462174579,0.4087113290513415,CA,2023-07-03,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
192,1.75720750452816,0.3841673145977765,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
193,6.33102403644906,0.4475390322542145,CA,2023-07-05,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
194,3.02917533076932,0.3772600177020535,CA,2023-07-06,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
195,2.08430948928127,0.451572868398293,CA,2023-07-07,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
196,1.65926374443665,0.337505614429942,CA,2023-07-08,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
197,0.921166608152949,0.426277885617939,CA,2023-07-09,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
198,4.2367862601284,0.4482593690627955,CA,2023-07-10,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0
199,2.76010145990398,0.4431910692171515,CA,2023-07-11,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
200,2.29544634542419,0.421484564707892,CA,2023-07-12,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
