...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI
65,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.00697929948041753,0.004608799253835755,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0299087203141579,0.00413939070212101,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
68,1.14466757241758,0.3105654213395475,AL,2023-03-09,1,1,0,0,1,1,1,1,0,0,1,1
69,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.00480951404421011,0.00223323630438949,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
74,0.0108678267083566,0.00202637089887529,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
75,0.0033461141397227,0.001842175386539335,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
76,0.00315505388852566,0.001678088558471815,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.29796475493324,0.4794007346969005,AL,2023-03-20,1,1,1,0,1,0,1,1,1,0,1,0
80,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.00176780938344023,0.00108809555783464,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.00149239129176281,9.3051011044489e-4,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
84,1.3157255621751,0.4830201583933095,AL,2023-03-25,1,1,1,0,1,0,1,1,1,0,1,0
85,0.518826589811825,0.3463145588711615,AR,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
86,2.9305625761873,0.530526544291075,AR,2023-02-13,0,1,1,0,1,1,0,0,1,0,1,1
87,3.69665776376934,0.3989608316301405,AR,2023-02-14,0,0,1,1,1,1,0,0,1,0,1,0
88,0.552801301469815,0.2125851557341735,AR,2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
89,0.624821521009114,0.200126898443322,AR,2023-02-16,1,1,1,1,1,1,0,0,1,1,1,1
90,1.42249100220798,0.1192485217860685,AR,2023-02-17,1,0,1,0,1,1,0,0,1,0,1,1
91,0.344909214324786,0.279572616402315,AR,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
92,0.346227181500345,0.101660022740822,AR,2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
93,1.20232935989445,0.33394464519608,AR,2023-02-20,0,1,1,0,1,1,0,0,0,0,1,1
94,2.50956531607494,0.2780314080785365,AR,2023-02-21,1,1,1,1,1,0,0,1,0,0,1,0
95,2.03072747722315,0.323936159276495,AR,2023-02-22,0,0,1,0,1,1,0,0,1,0,1,1
96,0.454404565795549,0.1883508782524265,AR,2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
97,0.464079063311218,0.188012184422494,AR,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.361621594738521,0.232393878293251,AR,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
100,5.12349089849712,0.3490391324299885,AR,2023-02-27,0,0,1,0,1,1,0,0,1,0,0,1
101,2.01457660949966,0.4272203214221955,AR,2023-02-28,1,1,1,0,1,0,1,0,1,1,1,0
102,0.644866920997333,0.0417531583628535,AR,2023-03-01,1,1,1,1,1,1,1,0,1,0,1,1
103,0.148532628623263,0.03792601027903925,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
104,0.0399520563415403,0.03441261530037705,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.810105797323211,0.02555643222887715,AR,2023-03-06,1,1,1,1,1,1,0,0,1,0,1,1
108,0.356395979473788,0.0231023194480567,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
109,0.971844238660849,0.189445138661938,AR,2023-03-08,0,1,1,1,1,1,0,0,1,1,1,1
110,0.139266929440334,0.0188343847624537,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
111,0.12229352370802,0.0169878673636879,AR,2023-03-10,1,1,1,1,1,1,1,0,1,0,1,1
112,1.26035834147466,0.87545291965599,AR,2023-03-11,1,1,1,0,0,1,1,1,1,0,0,1
113,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0130392611538879,0.01242038421177255,AR,2023-03-13,1,1,1,1,1,1,1,0,1,0,1,1
115,1.05738839748442,0.232038319993903,AR,2023-03-14,1,1,1,1,1,0,1,0,1,1,1,0
116,0.0410677470592666,0.01005507342126205,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
117,0.0371568960977967,0.00904174389175745,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
118,0.636804704988703,0.1722620266277255,AR,2023-03-17,1,1,1,1,1,1,1,0,1,0,1,1
119,1.03657635202015,0.4223310053160255,AR,2023-03-18,1,0,1,0,1,1,1,0,1,0,1,1
120,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0485413329517876,0.0058952186726049,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
122,0.410612177577065,0.00529495863345665,AR,2023-03-21,1,1,1,1,1,1,1,0,1,0,1,1
123,0.98639368842976,0.004755404388236255,AR,2023-03-22,1,1,1,1,1,1,1,0,1,0,0,1
124,0.0149123772836096,0.004270664513324635,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
125,0.012662863720071,0.003835371884029145,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.96050570821154,0.280049072755365,AZ,2023-02-12,0,1,0,0,1,1,0,1,0,0,1,1
128,3.53730524600542,0.231374399388416,AZ,2023-02-13,1,0,1,0,1,1,1,0,0,0,1,0
129,1.50944819907838,0.135467516773377,AZ,2023-02-14,1,1,1,1,1,0,1,0,0,1,1,0
130,1.38199230665058,0.2283963390189065,AZ,2023-02-15,1,1,0,1,1,1,1,1,0,0,1,1
131,1.17540072094898,0.1904737081531925,AZ,2023-02-16,1,1,1,1,0,1,1,0,0,0,0,1
132,1.22445594134067,0.180502585543821,AZ,2023-02-17,1,1,0,1,1,1,1,0,0,1,1,1
133,1.13048948768595,0.1957195398847125,AZ,2023-02-18,1,0,1,1,1,1,1,0,1,0,1,1
134,3.07407317831918,0.2856954911280025,AZ,2023-02-19,0,1,0,0,1,0,0,0,0,0,0,1
135,3.52561281671189,0.168516754179686,AZ,2023-02-20,0,1,0,1,1,0,0,0,0,0,1,0
136,0.989127809549716,0.1557661183805195,AZ,2023-02-21,1,1,1,1,1,1,1,0,0,1,1,1
137,1.97042277519622,0.2511669597720655,AZ,2023-02-22,1,0,1,0,1,1,1,0,0,0,1,1
138,0.363207560744255,0.0914527779830275,AZ,2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
139,0.988580194870343,0.1771148703733755,AZ,2023-02-24,0,1,1,1,1,1,0,1,1,0,1,1
140,1.54165646329474,0.298136591408959,AZ,2023-02-25,1,1,0,0,1,0,1,1,0,0,1,0
141,1.48497628546166,0.1565407096378125,AZ,2023-02-26,0,1,1,1,1,0,0,0,1,0,1,0
142,3.1551196414512,0.103220056649666,AZ,2023-02-27,0,0,0,1,1,1,0,0,0,0,1,0
143,0.812348410113892,0.078322174962359,AZ,2023-02-28,1,1,1,1,1,1,1,0,0,1,1,1
144,3.67568321957717,0.192968630428476,AZ,2023-03-01,0,1,0,0,1,0,0,0,0,0,1,0
145,2.3276390404978202,0.2149069682023905,AZ,2023-03-02,1,1,1,0,0,0,1,0,0,0,0,0
146,3.85843491206111,0.398724533533984,AZ,2023-03-03,1,1,0,0,1,1,1,0,0,0,1,1
147,5.3172905881564,0.447693806757333,AZ,2023-03-04,1,0,0,0,1,0,1,0,0,0,1,0
148,0.762249205946501,0.0755200355546065,AZ,2023-03-05,1,1,0,1,1,1,1,0,0,0,1,1
149,3.48388260000154,0.1181979912868965,AZ,2023-03-06,0,1,0,0,0,1,0,0,0,1,0,1
150,0.748864748720808,0.054933785530702,AZ,2023-03-07,1,1,1,1,1,1,1,1,0,0,1,1
151,0.968483605317491,0.227215893921711,AZ,2023-03-08,1,0,1,0,1,1,1,0,1,0,1,1
152,0.0636577361304918,0.002490865931556285,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
153,0.0402699358973892,0.002172826263686245,AZ,2023-03-10,1,1,1,1,1,1,1,1,0,0,1,1
154,1.9084970711993,0.1852420273116245,AZ,2023-03-11,1,0,1,0,1,1,1,0,1,0,1,1
155,1.15988960581743,0.0737146559928535,AZ,2023-03-12,1,1,1,1,0,1,1,0,0,0,0,1
156,6.11824474098846,0.158637289027064,AZ,2023-03-13,1,0,1,0,1,0,1,0,1,0,1,0
157,0.965559827854246,0.080250071452279,AZ,2023-03-14,1,1,0,1,1,1,1,0,0,1,1,1
158,2.01111005382515,0.119767376792868,AZ,2023-03-15,1,1,0,0,0,1,1,0,0,0,1,1
159,0.0962320927147924,9.55313888740155e-4,AZ,2023-03-16,1,1,1,1,1,1,1,0,1,0,1,1
160,2.26187168781543,0.641463606245855,AZ,2023-03-17,1,1,0,0,0,1,1,1,0,0,0,1
161,2.61517681144337,0.633354037778705,AZ,2023-03-18,1,0,1,0,1,1,1,0,0,0,1,1
162,3.56866775208006,0.183349432175043,AZ,2023-03-19,1,0,0,0,1,0,1,0,0,0,1,0
163,4.21764451506607,0.0945398267936325,AZ,2023-03-20,1,0,1,0,0,1,1,0,1,0,0,1
164,2.69659011248582,0.181619479215441,AZ,2023-03-21,1,0,0,0,0,1,1,0,0,1,0,1
165,1.65744332662241,0.102017468518456,AZ,2023-03-22,1,0,0,0,1,1,1,0,0,0,1,1
166,1.15978663236643,0.120865355365571,AZ,2023-03-23,1,0,1,0,1,1,1,0,1,0,1,1
167,0.00864395630475995,3.21301143749335e-4,AZ,2023-03-24,1,1,1,1,1,1,1,0,1,0,1,1
168,2.8181033713769e-4,2.80767386332775e-4,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
169,10.2486017441189,0.198051939905948,CA,2023-02-12,0,0,1,0,1,1,0,0,0,0,0,0
170,13.9192775639586,0.1672456383294385,CA,2023-02-13,0,0,0,0,1,1,0,0,0,0,0,0
171,5.96715996865919,0.1612634587870795,CA,2023-02-14,1,0,1,0,1,1,1,0,1,0,0,0
172,7.42051021478602,0.2199340279423155,CA,2023-02-15,0,1,0,1,1,1,0,0,0,0,0,1
173,7.21819858678575,0.2228337338130745,CA,2023-02-16,0,1,1,1,1,1,0,0,0,0,0,0
174,3.22033787695376,0.216853374153581,CA,2023-02-17,1,1,0,1,1,1,1,0,0,0,0,0
175,2.1578776366234,0.2043254024153395,CA,2023-02-18,0,1,1,1,1,0,0,1,1,0,0,0
176,2.47402345220911,0.166962110173039,CA,2023-02-19,1,1,0,1,1,1,1,0,0,0,1,1
177,2.5358538626153,0.144245826791642,CA,2023-02-20,1,1,1,1,1,0,1,1,0,1,1,0
178,2.49508939466158,0.1816342844398115,CA,2023-02-21,1,1,1,1,1,1,1,0,0,0,1,0
179,5.17467451660146,0.170341108155442,CA,2023-02-22,0,1,0,1,1,0,0,0,0,0,0,0
180,9.87137555618974,0.186726779841899,CA,2023-02-23,0,1,1,0,1,0,0,0,1,0,0,0
181,4.24737419913412,0.120181150957437,CA,2023-02-24,0,1,1,1,1,0,1,0,0,0,1,0
182,7.30150541662571,0.2404218910263175,CA,2023-02-25,0,1,1,0,0,0,0,0,1,0,0,0
183,1.65597897193386,0.146123351474786,CA,2023-02-26,1,1,1,1,1,1,1,0,0,0,0,0
184,9.31837664662479,0.1920063758664215,CA,2023-02-27,1,0,1,0,1,1,1,0,0,0,1,0
185,7.6099811411909,0.171926782277778,CA,2023-02-28,1,0,1,0,0,1,1,0,0,0,1,0
186,9.50385890018093,0.1574081071602105,CA,2023-03-01,1,0,1,0,1,0,0,0,0,0,0,0
187,6.1357070500052,0.1401535566024955,CA,2023-03-02,1,1,1,0,0,0,1,0,0,0,0,0
188,12.7583253683988,0.156205193581819,CA,2023-03-03,0,0,1,0,1,0,0,0,0,0,0,1
189,5.89653328726089,0.132683104046371,CA,2023-03-04,0,1,0,0,0,0,0,0,0,0,0,0
190,1.82577522237349,0.056643763113578,CA,2023-03-05,1,1,1,1,1,0,1,0,0,0,1,0
191,5.0269542338923,0.1704775042346365,CA,2023-03-06,1,0,1,0,1,1,1,0,0,0,1,1
192,9.93617253529491,0.182101247876422,CA,2023-03-07,1,0,0,0,0,0,1,0,0,0,0,0
193,20.5285466583922,0.184713067371525,CA,2023-03-08,1,0,0,0,0,0,0,0,0,0,0,0
194,4.10694317967436,0.091087535003385,CA,2023-03-09,0,1,1,1,0,0,0,0,1,0,0,0
195,8.05406386256267,0.1301095655538415,CA,2023-03-10,0,1,1,0,0,0,0,0,1,0,0,0
196,2.67820583918088,0.087610031839401,CA,2023-03-11,1,1,1,1,1,0,1,0,1,0,0,0
197,9.15253557958412,0.1518110248202685,CA,2023-03-12,1,1,1,0,0,0,1,0,1,0,0,0
198,11.9126735836349,0.172995014456566,CA,2023-03-13,1,0,0,0,0,0,1,0,0,0,0,0
199,8.84352879979773,0.135883998169175,CA,2023-03-14,0,0,1,0,0,0,0,0,0,0,0,0
200,8.95869941469989,0.1361038685959525,CA,2023-03-15,0,0,0,0,1,0,0,0,0,0,0,0
201,5.112260555772,0.09934741516504,CA,2023-03-16,0,1,0,0,0,0,0,0,0,0,1,0
202,10.4593839553707,0.157852058745817,CA,2023-03-17,1,1,0,0,0,0,1,0,0,0,0,0
203,5.25465850334776,0.136167498914418,CA,2023-03-18,1,1,0,0,0,0,1,0,0,0,0,0
204,8.4984051284835,0.1793166650306085,CA,2023-03-19,0,0,0,0,0,0,0,0,0,0,0,0
205,2.4529516188007,0.0616082939260205,CA,2023-03-20,0,1,0,0,0,1,0,0,0,0,0,1
206,4.97308963805361,0.091800169685353,CA,2023-03-21,1,1,0,0,1,0,1,0,1,0,0,0
207,10.9481175789887,0.1276718273293215,CA,2023-03-22,1,0,0,0,0,0,1,0,0,0,0,0
208,11.222731771284,0.14272137046952801,CA,2023-03-23,1,1,0,0,0,0,1,0,0,0,0,0
209,9.34999055012987,0.1394028643828095,CA,2023-03-24,0,1,0,0,0,0,0,1,0,0,0,0
210,13.1955019446466,0.2501185613110635,CA,2023-03-25,1,0,0,0,1,0,1,0,0,0,1,0
211,0.299370052384427,0.0213028275837211,CO,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
212,1.34262921886053,0.186550602697434,CO,2023-02-13,0,1,0,1,1,1,0,0,0,0,1,1
213,0.345280761106545,0.0993305294760115,CO,2023-02-14,1,1,1,1,1,1,1,1,1,0,0,1
214,0.413777443416476,0.1416106067442595,CO,2023-02-15,1,1,1,1,1,1,1,0,1,1,0,1
215,0.866133563392006,0.109390928641068,CO,2023-02-16,1,1,1,1,1,0,0,0,1,0,1,0
216,1.05816953964112,0.196989224868071,CO,2023-02-17,0,1,1,1,1,1,0,0,1,1,1,1
217,0.394711315785856,0.110476969769571,CO,2023-02-18,1,1,1,1,1,1,1,0,0,1,1,1
218,0.70825016532056,0.2137760596592825,CO,2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
219,1.03919604293282,0.1461648528002265,CO,2023-02-20,1,0,1,1,1,1,1,0,1,0,1,1
220,0.398527006555152,0.058929003054924,CO,2023-02-21,1,1,1,1,1,1,1,0,0,0,1,0
221,0.990061243800455,0.157299846883141,CO,2023-02-22,1,1,0,1,1,1,1,1,0,0,1,1
222,0.155055140603308,0.004479369514653475,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
223,0.246170462487629,0.00386859625354467,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
224,0.0659608904772417,0.003339618003451965,CO,2023-02-25,1,1,1,1,1,1,1,0,1,0,1,1
225,0.0539994213273033,0.00288190083171818,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
226,0.427427334908335,0.0625930868087555,CO,2023-02-27,1,1,1,1,1,1,1,0,1,0,1,1
227,2.06143147874244,0.164520204680938,CO,2023-02-28,1,0,0,0,1,1,1,0,1,0,1,1
228,0.4322680092961,0.001849120922714765,CO,2023-03-01,1,1,1,1,1,1,1,1,1,0,0,1
229,0.110810942436019,0.00159443088112415,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
230,0.0444886329675308,0.0013747792743845,CO,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
231,1.25403421681034,0.3210280334626725,CO,2023-03-04,1,1,1,0,1,0,1,1,1,0,1,0
232,0.0429043476411177,0.001022256735041415,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
233,1.9475985242682,0.2392137797458905,CO,2023-03-06,1,0,1,0,1,0,1,0,1,0,1,0
234,0.720367542397622,0.07351618622681,CO,2023-03-07,1,0,1,1,1,1,1,0,1,1,1,0
235,0.904942830201043,0.0869940271277725,CO,2023-03-08,1,0,1,0,1,1,1,1,1,1,1,1
236,0.014042701864567,5.66601567794175e-4,CO,2023-03-09,1,1,1,1,1,1,1,0,0,0,1,1
237,0.00981189009847883,4.89317544391555e-4,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
238,5.0170640466558e-4,4.22779393246185e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
239,0.00183470602779555,3.6549036970187e-4,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
240,0.00190510668278992,3.16159974409815e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
241,0.0088807908779153,2.73676239974965e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
242,0.062932715556149,2.3708156931008e-4,CO,2023-03-15,1,1,1,1,1,1,1,0,1,0,1,1
243,0.0390787134634555,2.05551709770765e-4,CO,2023-03-16,1,1,1,1,1,1,1,0,1,0,1,1
244,1.22957749037344,0.1949988256359285,CO,2023-03-17,1,0,1,0,1,1,1,0,1,0,1,1
245,1.35787841220692,0.488111117954313,CO,2023-03-18,1,0,1,0,1,1,1,0,1,0,1,1
246,1.26581998981823,0.163066100046834,CO,2023-03-19,1,0,1,0,1,1,1,0,1,0,1,1
247,0.0219980803451325,1.17304898208005e-4,CO,2023-03-20,1,1,1,1,1,1,1,1,0,0,1,1
248,1.28918848049045,0.123579070552347,CO,2023-03-21,1,1,1,0,1,0,1,0,1,1,1,0
249,5.75017064695188,0.547843607199655,CO,2023-03-22,1,0,0,0,0,1,1,0,0,0,0,1
250,1.27787907941082,0.1235134886879345,CO,2023-03-23,1,1,1,0,0,1,1,1,1,0,0,1
251,0.00436933260653705,6.8286749201615e-5,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
252,1.4454676809417e-4,5.9872731853805e-5,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
253,0.00104807367346717,9.4520159491175e-4,CT,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
254,0.0867930589195432,8.2851835557354e-4,CT,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
255,0.0014753924441814,7.26199317411175e-4,CT,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
256,1.26564300957218,0.243489095593253,CT,2023-02-15,0,1,1,0,1,1,0,0,1,1,1,1
257,0.777616280680605,0.056630057871523,CT,2023-02-16,1,0,1,1,1,1,1,0,0,1,1,1
