...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
134,0.0919038137576928,0.0691170537622415,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1
135,1.94379830073037,0.239923726702242,AZ,2022-12-26,1,1,1,1,1,1,1,0,0,0,0,1,1,0
136,3.36664268912504,0.2040355913866555,AZ,2022-12-27,1,1,0,1,1,1,1,0,0,0,0,0,1,0
137,2.29121173521154,0.2861711397326085,AZ,2022-12-28,0,1,1,0,1,1,1,0,0,0,0,0,1,1
138,2.11510452535995,0.2847279102318555,AZ,2022-12-29,0,1,1,1,1,1,0,0,0,0,0,0,1,0
139,2.89297567461825,0.273140866285943,AZ,2022-12-30,0,0,1,0,1,1,1,0,0,1,1,0,1,0
140,1.04193653179905,0.238423545095691,AZ,2022-12-31,1,1,1,1,1,1,1,0,0,0,1,0,1,1
141,0.964258665401547,0.0588724835186745,AZ,2023-01-01,1,1,0,1,1,1,1,0,0,0,1,1,1,1
142,3.21311630325427,0.273609571985593,AZ,2023-01-02,1,1,1,0,1,1,1,0,0,0,0,0,1,0
143,1.77490320873421,0.247133433381818,AZ,2023-01-03,1,1,1,1,1,1,1,0,0,0,0,0,1,0
144,1.94912921149085,0.241894184605611,AZ,2023-01-04,1,1,1,1,0,0,1,0,1,0,0,0,0,1
145,1.3417495001709,0.2373223206027955,AZ,2023-01-05,1,1,1,0,1,1,1,0,1,0,0,0,1,0
146,2.57776669870175,0.1935642736279235,AZ,2023-01-06,1,1,1,0,0,1,1,0,0,0,0,0,1,1
147,0.650532403406162,0.1525857418381745,AZ,2023-01-07,1,1,1,1,1,1,1,0,0,1,1,1,1,1
148,1.13743033170117,0.259556825078272,AZ,2023-01-08,1,1,1,1,1,1,1,0,1,1,0,1,1,1
149,8.10976399994896,0.3271736101953615,AZ,2023-01-09,1,1,0,0,0,1,1,0,0,0,0,0,1,1
150,1.77297949155407,0.214196814337128,AZ,2023-01-10,1,1,1,1,1,1,1,0,0,0,0,0,1,0
151,2.02680292344703,0.298152431305877,AZ,2023-01-11,1,1,1,0,1,1,1,0,0,0,0,0,1,1
152,2.69290492848822,0.3687720649390995,AZ,2023-01-12,1,1,0,1,0,1,1,1,0,0,1,0,1,1
153,2.27359694914572,0.404920524680948,AZ,2023-01-13,1,1,0,1,0,1,1,0,1,0,0,0,1,1
154,2.3133183889752,0.4156382860256755,AZ,2023-01-14,1,1,0,0,0,1,1,0,1,0,0,0,1,1
155,5.81581158863592,0.3978094770753735,AZ,2023-01-15,1,1,0,0,0,1,1,1,1,0,0,0,1,1
156,4.50473231215424,0.3354448040141455,AZ,2023-01-16,0,1,0,0,1,1,1,0,0,0,0,0,1,0
157,4.40981394801273,0.301728595094618,AZ,2023-01-17,1,1,0,1,0,1,1,0,0,0,0,0,1,1
158,3.26903917582445,0.38761711184996,AZ,2023-01-18,1,1,0,1,0,1,1,0,0,0,0,0,1,1
159,8.08073828979656,0.4603893069953735,AZ,2023-01-19,1,1,0,0,0,1,1,0,1,0,0,0,1,1
160,4.59105271601691,0.377515040072591,AZ,2023-01-20,1,1,0,1,0,1,1,0,0,0,0,0,1,1
161,1.97741532274866,0.4125537408326515,AZ,2023-01-21,1,1,0,1,0,1,1,0,1,0,1,0,1,1
162,0.855925577336782,0.64921236459377,AZ,2023-01-22,1,1,1,1,0,1,1,1,1,0,1,0,1,1
163,15.5168308861215,0.476227990231372,AZ,2023-01-23,1,1,0,1,0,1,1,0,0,0,0,0,1,1
164,3.6505243683425,0.433039060889484,AZ,2023-01-24,0,1,0,0,1,1,0,0,0,0,0,0,1,0
165,3.68710050266223,0.439329669360607,AZ,2023-01-25,1,1,0,0,0,1,1,1,1,0,1,0,1,1
166,1.69817155050049,0.3362107905403535,AZ,2023-01-26,1,1,1,1,1,0,1,0,0,0,0,0,0,1
167,4.47550175141515,0.4855890501610845,AZ,2023-01-27,1,1,0,0,0,1,1,1,0,0,1,0,1,1
168,1.42006034652032,0.4136388189880915,AZ,2023-01-28,1,1,0,0,1,1,1,1,1,0,0,0,1,1
169,11.0299131064847,0.198701504299626,CA,2022-12-18,1,1,0,1,1,0,1,0,0,1,0,0,1,0
170,11.0534828670081,0.220879297547431,CA,2022-12-19,1,1,0,1,1,1,1,0,0,0,0,0,0,0
171,18.1045198459677,0.18040638087527,CA,2022-12-20,0,0,0,1,1,1,1,0,1,0,0,0,0,0
172,10.0121260651207,0.22132250928307,CA,2022-12-21,1,0,1,1,0,1,1,1,0,0,0,0,0,0
173,12.8991856242206,0.243054452457218,CA,2022-12-22,0,1,1,1,1,1,1,0,0,0,0,1,0,0
174,18.6810572076298,0.2158932057650495,CA,2022-12-23,1,1,1,0,1,0,1,0,0,0,0,0,0,0
175,7.81504960411198,0.240625535691456,CA,2022-12-24,0,0,1,1,1,0,1,0,0,0,0,0,1,0
176,0.447663950193998,0.0531895925187645,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,14.2949194875631,0.2314621173364865,CA,2022-12-26,0,1,1,1,1,1,1,0,0,0,0,0,0,0
178,11.8134885064318,0.2256127694275015,CA,2022-12-27,1,1,1,1,1,1,1,0,0,0,0,0,0,0
179,14.1378509627182,0.217445133410965,CA,2022-12-28,1,1,1,1,1,1,1,0,0,0,0,0,0,0
180,9.13007833276398,0.2303009178275775,CA,2022-12-29,1,1,1,1,1,1,1,0,0,0,0,0,0,0
181,13.119045988727,0.253951224552571,CA,2022-12-30,1,0,1,1,0,1,1,0,0,0,0,0,0,0
182,5.70641580236666,0.271468023792955,CA,2022-12-31,1,0,1,1,1,1,1,0,0,0,0,0,1,0
183,1.28178926212175,0.2005059371667975,CA,2023-01-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
184,12.5782195425238,0.226873618473782,CA,2023-01-02,0,1,1,1,0,1,1,0,0,0,0,0,0,1
185,15.5789161677775,0.29776304975608747,CA,2023-01-03,0,1,0,0,1,1,1,0,0,0,0,0,1,0
186,6.87847959360797,0.26275040553812,CA,2023-01-04,1,1,1,0,1,1,0,0,0,0,0,0,1,0
187,7.79574208043254,0.263140627659784,CA,2023-01-05,1,1,1,1,0,1,0,0,0,0,0,0,0,0
188,14.4603560206196,0.2858338061458155,CA,2023-01-06,1,0,0,1,0,1,1,0,0,0,0,0,0,0
189,5.63014636303681,0.2614381045607585,CA,2023-01-07,1,0,1,0,1,1,0,0,0,0,0,0,0,0
190,11.91564649061,0.271120753860292,CA,2023-01-08,1,1,1,0,0,1,1,0,0,0,0,0,0,0
191,8.77726876400141,0.2490817324806035,CA,2023-01-09,1,1,1,1,0,1,1,0,0,0,0,0,0,0
192,21.7406693282667,0.309307785468339,CA,2023-01-10,1,1,0,1,0,1,1,0,0,0,0,0,0,0
193,29.0981487383707,0.327747790045848,CA,2023-01-11,1,0,0,0,0,1,1,0,0,0,0,0,0,0
194,12.1599069315315,0.2846669275076075,CA,2023-01-12,0,1,0,1,0,1,1,0,0,0,0,0,0,0
195,15.4885569752923,0.310744880212189,CA,2023-01-13,1,1,0,0,0,1,1,0,0,0,1,0,0,0
196,9.34879067913037,0.295218825595677,CA,2023-01-14,0,1,0,1,0,1,0,0,0,0,0,0,0,0
197,19.1783436677149,0.338741308903858,CA,2023-01-15,1,0,0,0,0,1,0,1,1,0,0,0,0,0
198,25.9816644969887,0.3274622507584025,CA,2023-01-16,1,1,0,1,0,1,0,0,0,0,0,0,0,0
199,19.2550641850825,0.325901656729097,CA,2023-01-17,0,1,0,0,0,1,1,0,0,0,0,0,0,0
200,8.61176109329011,0.2958623971003035,CA,2023-01-18,1,0,0,1,0,1,1,0,0,0,0,0,0,0
201,6.39541037723327,0.3528843853686845,CA,2023-01-19,0,1,0,1,0,1,0,0,1,0,0,0,0,0
202,11.049555817912,0.323023373465598,CA,2023-01-20,0,1,0,1,0,1,1,0,0,0,0,0,0,0
203,8.60613945392795,0.2726882889119,CA,2023-01-21,1,1,1,1,0,1,1,0,0,0,0,0,0,0
204,9.36797119150315,0.311904495504111,CA,2023-01-22,1,1,0,1,0,1,1,0,1,0,0,0,0,0
205,16.8663117880705,0.3224621549239955,CA,2023-01-23,1,1,0,1,0,1,1,1,0,0,0,0,0,0
206,9.61614545000227,0.2718979299758625,CA,2023-01-24,1,1,1,1,0,1,1,0,0,0,0,0,0,0
207,12.3170603944317,0.324012916591783,CA,2023-01-25,1,0,0,1,0,1,0,0,0,0,0,0,0,0
208,16.7660335736962,0.3201720961973365,CA,2023-01-26,1,1,0,1,0,1,1,1,0,0,0,0,0,0
209,14.2888272139928,0.3424918838927505,CA,2023-01-27,0,1,0,1,0,0,1,0,1,0,0,0,0,0
210,18.1060573471086,0.336402318870337,CA,2023-01-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0
211,0.895173566157782,0.309109158659766,CO,2022-12-18,0,1,1,1,1,1,1,1,1,1,1,1,1,1
212,1.25485332536152,0.297143960886975,CO,2022-12-19,1,1,1,0,1,1,1,0,0,1,0,0,1,1
213,1.32101506697172,0.3398884022865385,CO,2022-12-20,1,1,1,1,1,1,0,1,0,0,1,0,1,0
214,0.969118481569662,0.2340174932732175,CO,2022-12-21,1,1,1,1,1,1,1,0,0,1,0,1,1,1
215,0.469116760568347,0.3150820026652635,CO,2022-12-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
216,2.38746726015448,0.072185539837163,CO,2022-12-23,0,1,0,1,1,1,1,0,1,0,1,1,1,0
217,0.823053530078072,0.391553252388491,CO,2022-12-24,1,0,1,1,1,1,1,1,0,0,1,1,1,1
218,NA,NA,CO,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.1324689639096,0.3889101404916505,CO,2022-12-26,1,0,1,1,0,1,1,0,0,1,1,0,1,1
220,0.866842136607554,0.229746211993416,CO,2022-12-27,1,0,1,1,1,1,1,1,0,0,1,1,1,1
221,0.573781029243567,0.066664585747255,CO,2022-12-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
222,1.09054523023824,0.3468436077893375,CO,2022-12-29,1,0,1,1,1,1,1,0,0,0,1,0,1,1
223,5.22274091414424,0.3855246747253725,CO,2022-12-30,0,1,0,1,1,1,1,0,0,0,1,0,1,0
224,0.866256450451477,0.291661144783207,CO,2022-12-31,1,1,1,1,1,0,1,1,1,0,1,1,0,1
225,NA,NA,CO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.63370054105386,0.1943275896622405,CO,2023-01-02,0,1,1,0,1,1,1,0,1,1,0,0,1,1
227,1.54696406329663,0.2781734145558095,CO,2023-01-03,0,1,1,1,1,1,1,0,1,0,1,0,1,1
228,1.27680634239862,0.3800470353121955,CO,2023-01-04,1,1,1,0,1,0,1,1,1,0,0,1,0,1
229,1.71466979113486,0.2845030381899815,CO,2023-01-05,1,1,1,1,0,1,1,1,1,0,1,0,1,1
230,0.563709760490612,0.058830464198484,CO,2023-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,0.812431794397286,0.394508227341767,CO,2023-01-07,1,0,1,1,1,1,1,1,1,1,1,1,1,1
232,0.810131017393371,0.1867690338910435,CO,2023-01-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1
233,2.10778756634185,0.410016247375906,CO,2023-01-09,1,1,0,1,0,1,1,0,1,0,1,0,1,0
234,1.62839692994984,0.421249933451004,CO,2023-01-10,1,1,0,0,0,1,1,1,1,0,0,0,1,1
235,3.84203170722524,0.559817005651465,CO,2023-01-11,1,1,0,1,0,1,0,1,0,0,1,0,1,0
236,0.71652621912822,0.3594493170556805,CO,2023-01-12,1,1,1,1,1,1,1,0,1,0,1,0,1,1
237,0.967146699916517,0.739822014292085,CO,2023-01-13,1,0,1,1,1,1,1,1,0,0,1,1,1,1
238,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,0.79899357352852,0.2826589363512745,CO,2023-01-15,1,0,1,1,1,1,1,0,0,0,1,0,1,1
240,2.43165700940691,0.56378651695255,CO,2023-01-16,1,1,0,1,0,1,1,1,1,0,1,0,1,1
241,2.31773314393164,0.383297834345486,CO,2023-01-17,1,1,1,0,0,1,1,0,1,0,0,0,1,1
