...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
59,0.273916535626749,0.069315591373297,AL,2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
60,0.448509134291171,0.0635532888066565,AL,2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
61,0.0806409462508598,0.058328552944776,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0574528642987871,0.04215710270896015,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
66,0.0546065332339068,0.03912739387993735,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
67,0.948105191162585,0.673875673643665,AL,2023-02-22,1,0,1,0,1,1,1,1,1,1,1,1
68,0.0529031271406564,0.03405531882847375,AL,2023-02-23,1,1,1,1,1,1,1,1,0,0,1,1
69,0.994873107285429,0.418376182373256,AL,2023-02-24,1,1,1,1,1,0,1,0,1,1,1,0
70,1.14937436830822,0.808871373279595,AL,2023-02-25,1,1,1,0,1,0,1,0,1,1,1,0
71,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0372419706005955,0.0270766102475291,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.0996345448827394,0.0239070963882071,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
76,0.8305799131004,0.384922529965195,AL,2023-03-03,1,0,1,1,1,1,1,0,1,0,1,1
77,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.0911642996310186,0.02203501574565595,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
79,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.0273855667628941,0.0213755435784627,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0728754112482484,0.02120348497102755,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
82,0.996917817110149,0.2926353625738545,AL,2023-03-09,1,1,0,1,1,1,1,1,0,0,1,1
83,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.691023760532956,0.2875524529756695,AR,2023-01-29,1,1,1,1,1,1,0,1,1,0,1,1
86,9.87610401692746,0.44566099174481,AR,2023-01-30,0,0,1,1,1,1,0,0,1,0,0,0
87,0.765659623713536,0.1925249230110345,AR,2023-01-31,1,1,1,1,1,1,1,0,1,0,0,1
88,1.46764946574669,0.403602395231636,AR,2023-02-01,1,0,1,1,1,0,0,1,1,0,1,1
89,0.342123899673949,0.232311924944051,AR,2023-02-02,1,1,1,1,1,1,1,0,1,0,1,1
90,0.697334914158187,0.2328227805299375,AR,2023-02-03,1,1,1,1,1,1,0,0,1,1,1,1
91,0.698765992623333,0.306016623373321,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
92,0.459798998613702,0.365477664878872,AR,2023-02-05,1,1,1,1,1,1,1,0,1,0,1,1
93,3.25995029832792,0.3711121951224995,AR,2023-02-06,0,0,1,0,1,1,0,0,1,0,1,1
94,2.53434986527757,0.440566625908963,AR,2023-02-07,1,0,1,1,0,1,1,0,0,0,0,0
95,0.711877724853915,0.311937445715266,AR,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1
96,0.589593437986534,0.2485860558762415,AR,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
97,4.57458793097789,0.4193372720033805,AR,2023-02-10,0,0,1,1,1,1,0,0,1,0,1,0
98,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.397806664266936,0.237611932521349,AR,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
100,2.46161279179744,0.486483326749828,AR,2023-02-13,0,1,1,1,1,1,0,1,1,0,1,1
101,3.38475808187758,0.4079468236999385,AR,2023-02-14,0,0,1,1,1,1,0,0,1,0,1,1
102,1.01957410839351,0.247357736182316,AR,2023-02-15,1,1,1,1,1,1,1,0,1,1,0,1
103,1.2314339730656,0.240265734108491,AR,2023-02-16,1,1,1,1,1,1,1,0,1,1,1,0
104,1.95717999610491,0.213397854045678,AR,2023-02-17,1,0,1,0,1,1,1,0,1,0,0,1
105,0.289683194167446,0.257125445136909,AR,2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
106,0.569675458754356,0.1911604932237745,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
107,0.806779255415127,0.31422186020611,AR,2023-02-20,1,1,1,1,1,1,0,0,1,0,1,1
108,2.79000029959007,0.2977707625121935,AR,2023-02-21,1,1,1,1,0,1,1,0,1,0,0,1
109,1.22536780029643,0.2946138368135725,AR,2023-02-22,1,1,1,1,1,1,0,0,1,0,1,1
110,0.837358420361536,0.2088150356296365,AR,2023-02-23,1,1,1,1,1,1,0,0,1,1,1,1
111,0.79736054376146,0.2056678240288745,AR,2023-02-24,1,1,1,1,1,1,1,0,1,0,1,1
112,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.371479412014981,0.225048458503259,AR,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
114,2.85764204713842,0.307024614900252,AR,2023-02-27,0,1,1,1,1,1,0,0,1,0,1,1
115,1.79699401534137,0.419573082270867,AR,2023-02-28,1,1,1,1,1,0,1,1,1,0,1,0
116,0.995438998588486,0.1050364732768605,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
117,0.286085334664992,0.098859837840768,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
118,0.108674081445131,0.0931059380068215,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.33810670671439,0.0782413772475995,AR,2023-03-06,1,1,1,0,1,1,1,0,1,0,1,1
122,0.699296782824914,0.0740319112850565,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
123,0.935015304224122,0.2067431884619235,AR,2023-03-08,0,1,1,1,1,1,0,1,1,0,1,1
124,0.339542235164099,0.066624355373326,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.68369887759464,0.362939691744406,AZ,2023-01-29,0,0,1,0,1,1,0,1,1,0,1,1
128,2.01311319066666,0.261758656779656,AZ,2023-01-30,1,1,1,1,1,1,1,0,0,0,1,1
129,5.20017715466444,0.246227982019106,AZ,2023-01-31,1,0,1,0,1,0,1,0,0,0,1,0
130,7.31360456008721,0.363034667754724,AZ,2023-02-01,0,1,1,0,1,1,0,0,1,0,1,1
131,2.05938548692938,0.1762637530673485,AZ,2023-02-02,1,0,1,0,1,1,1,0,0,0,1,1
132,1.55639605915812,0.298784166500248,AZ,2023-02-03,0,1,1,1,0,1,0,0,1,0,0,1
133,0.657052647180281,0.2633967633324615,AZ,2023-02-04,1,1,1,1,1,1,1,0,1,0,1,1
134,1.39819007855619,0.2454078607458645,AZ,2023-02-05,1,1,1,1,1,1,0,0,0,0,1,1
135,1.22536059248165,0.239283013018625,AZ,2023-02-06,1,1,1,1,1,1,0,0,0,0,1,1
136,1.06314284891999,0.245325630962212,AZ,2023-02-07,1,1,1,1,1,0,0,1,0,1,1,0
137,3.15798297088379,0.091416014735304,AZ,2023-02-08,1,0,1,0,1,1,0,0,1,1,1,1
138,0.626974028634576,0.162908500488725,AZ,2023-02-09,1,1,1,1,1,1,1,0,0,0,0,1
139,1.18909354813701,0.3237818041156785,AZ,2023-02-10,0,1,1,1,1,1,0,1,1,0,1,1
140,0.629463749683996,0.1775776224838465,AZ,2023-02-11,1,1,1,1,1,1,0,0,1,0,1,1
141,4.68512887276337,0.2907372217800125,AZ,2023-02-12,0,1,0,0,1,1,0,0,0,0,1,1
142,6.28810724535107,0.2437750061843025,AZ,2023-02-13,1,0,1,0,1,1,0,0,1,0,1,0
143,1.17233510668268,0.124380550267306,AZ,2023-02-14,1,1,1,1,1,0,1,0,1,1,1,0
144,1.47107271406317,0.2322609416707555,AZ,2023-02-15,1,1,0,1,1,1,0,0,0,0,1,1
145,1.09703447208828,0.188655707430104,AZ,2023-02-16,1,1,1,1,1,0,1,0,0,0,1,0
146,1.32034070385161,0.182408113422121,AZ,2023-02-17,1,1,0,1,1,1,1,0,0,0,1,1
147,1.41223197256595,0.2073581795881895,AZ,2023-02-18,1,0,1,1,1,1,1,0,0,0,1,1
148,2.93592014783366,0.292576403486118,AZ,2023-02-19,1,1,0,0,0,0,0,1,0,0,0,0
149,3.7624634471852,0.172283882095777,AZ,2023-02-20,1,0,1,1,1,0,1,0,0,0,1,0
150,1.26992234365471,0.161884112971677,AZ,2023-02-21,1,0,1,1,1,1,1,0,1,0,1,1
151,2.1097108710979,0.264624072172878,AZ,2023-02-22,1,0,1,0,1,1,1,0,0,0,1,1
152,0.441260986496804,0.0911343503011355,AZ,2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
153,0.956840272841718,0.179737902646574,AZ,2023-02-24,0,1,1,1,1,1,0,0,1,0,1,1
154,1.50958387408271,0.3027287407185835,AZ,2023-02-25,1,1,0,0,1,0,1,1,0,0,1,0
155,1.45295035388636,0.158527678538734,AZ,2023-02-26,1,1,1,1,1,0,0,0,1,0,1,0
156,2.87641935732428,0.102169571518252,AZ,2023-02-27,1,0,0,1,1,1,0,0,0,0,1,1
157,1.06536181000432,0.078070654718863,AZ,2023-02-28,1,1,1,1,1,1,1,0,0,0,1,1
158,2.91988572010493,0.195047219759371,AZ,2023-03-01,1,1,0,0,0,0,0,0,1,0,0,0
159,2.07756264589756,0.2171417783162095,AZ,2023-03-02,1,1,1,0,0,0,1,0,0,0,0,0
160,3.51224941792879,0.4038710084357495,AZ,2023-03-03,1,1,0,0,1,1,1,0,0,0,1,1
161,4.73359329003822,0.4547242337146725,AZ,2023-03-04,1,0,0,0,1,0,1,0,0,0,1,0
162,0.897696089665367,0.075504813900116,AZ,2023-03-05,1,1,1,1,1,1,1,1,0,0,1,1
163,2.68052783637316,0.118588288256484,AZ,2023-03-06,1,1,1,1,1,0,0,0,1,0,1,0
164,1.19035047755373,0.0547974072004065,AZ,2023-03-07,1,1,1,1,1,1,1,0,0,0,1,1
165,0.807171905611092,0.229553156143341,AZ,2023-03-08,1,0,1,1,1,1,1,0,1,0,1,1
166,0.135842807229503,0.00255399437933364,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
167,0.114557285239789,0.00244166885034042,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
168,1.40960830312111,0.185408003689544,AZ,2023-03-11,1,0,1,1,1,1,1,0,1,0,1,1
169,4.55863177817627,0.309181973266578,CA,2023-01-29,1,0,1,1,1,0,0,0,0,0,1,0
170,4.81659159049295,0.3036734143656045,CA,2023-01-30,0,0,1,0,1,1,0,0,0,0,0,0
171,2.47318883304668,0.291271509912641,CA,2023-01-31,1,1,1,1,0,1,0,0,0,0,0,0
172,2.98415217958177,0.2825705834619135,CA,2023-02-01,1,1,0,1,1,1,0,0,1,0,0,1
173,7.63237208286637,0.30339903841511,CA,2023-02-02,1,0,1,1,1,0,0,0,0,0,0,0
174,6.06644363101444,0.2780771805610915,CA,2023-02-03,1,0,1,0,1,1,0,0,0,0,0,0
175,3.34499802267479,0.2937087662776265,CA,2023-02-04,1,1,1,1,1,1,0,0,0,0,0,0
176,6.76655328056202,0.2908262424920895,CA,2023-02-05,1,1,1,1,0,1,0,1,0,0,0,0
177,5.88187631897715,0.247264320684204,CA,2023-02-06,1,1,1,0,1,1,0,0,0,0,0,0
178,7.42914297239847,0.2973742783784025,CA,2023-02-07,1,1,1,0,1,0,0,0,0,0,0,0
179,5.67916552973364,0.24429392902081,CA,2023-02-08,1,1,0,1,1,1,0,0,0,0,1,1
180,5.83342082583906,0.2502182586554995,CA,2023-02-09,0,1,1,1,1,1,0,0,1,0,0,0
181,4.26128859887866,0.258295972643383,CA,2023-02-10,1,1,0,1,1,1,0,0,0,0,1,0
182,5.70620631465922,0.287591292085465,CA,2023-02-11,0,0,1,0,1,1,0,0,0,0,0,0
183,7.8847874173154,0.1938431375626795,CA,2023-02-12,1,0,1,0,1,1,0,0,1,0,1,0
184,9.87710993117249,0.1616801857439775,CA,2023-02-13,1,0,1,0,1,1,0,0,0,0,1,0
185,5.48080332723873,0.157574137418195,CA,2023-02-14,1,1,1,0,1,1,0,0,0,0,0,0
186,8.13569735259735,0.220987499962629,CA,2023-02-15,1,1,0,1,1,1,0,0,0,0,0,0
187,7.49981483379454,0.224516633525383,CA,2023-02-16,1,1,1,1,1,1,0,0,0,0,0,0
188,3.36366748605882,0.218535711647398,CA,2023-02-17,1,1,0,1,1,0,1,0,0,0,1,0
189,2.27219040491046,0.2055701565855975,CA,2023-02-18,1,1,1,1,1,0,0,0,0,0,1,0
190,2.26271721163824,0.164544010609421,CA,2023-02-19,1,1,0,1,1,1,0,1,0,0,1,1
191,2.49666920615452,0.143705296153915,CA,2023-02-20,1,1,1,1,1,1,1,0,1,0,0,0
192,3.19654451049254,0.1836554340423155,CA,2023-02-21,1,0,1,1,1,1,0,0,0,0,1,1
193,3.97954429426591,0.1697868009049295,CA,2023-02-22,1,1,1,1,1,0,0,0,0,0,0,0
194,9.57127949745629,0.1879627133677105,CA,2023-02-23,1,1,1,0,0,0,0,0,1,0,0,0
195,4.24201800830681,0.1191070974296345,CA,2023-02-24,1,1,1,1,1,0,0,0,0,0,1,0
196,7.33670747841607,0.243396846750948,CA,2023-02-25,1,0,1,0,1,0,1,0,1,0,0,0
197,1.74903119502248,0.1476022311218995,CA,2023-02-26,1,1,1,1,1,1,1,0,0,0,1,1
198,9.79223870950864,0.1964563655051905,CA,2023-02-27,1,0,1,0,1,1,1,0,1,0,1,0
199,8.44175191905967,0.174860863097411,CA,2023-02-28,1,0,1,0,1,0,1,0,0,0,1,0
200,9.75807269418329,0.1589964296459395,CA,2023-03-01,1,0,1,0,1,0,0,0,0,0,1,0
201,7.6634426610649,0.141526847421902,CA,2023-03-02,1,1,1,0,1,0,1,0,0,0,0,0
202,10.7106832831172,0.1576817615546085,CA,2023-03-03,0,0,1,0,1,0,0,0,0,0,0,0
203,6.7733105412331,0.132617893268904,CA,2023-03-04,1,1,0,0,1,0,0,0,0,0,0,0
204,2.06341391509329,0.056253852066725,CA,2023-03-05,1,1,1,1,0,1,1,0,1,1,0,1
205,4.41196760149632,0.1736812150327695,CA,2023-03-06,1,0,1,0,1,1,0,0,1,0,1,1
206,8.81080608044046,0.1837107163167945,CA,2023-03-07,1,0,0,0,0,0,1,0,0,0,0,0
207,18.6213122434219,0.1855658881816215,CA,2023-03-08,1,0,0,0,0,0,0,0,0,0,0,0
208,4.52865316823985,0.091301039570192,CA,2023-03-09,0,1,1,1,1,0,0,0,1,0,0,0
209,8.72286424729979,0.1311381314916535,CA,2023-03-10,1,1,1,0,1,0,0,0,1,0,1,0
210,2.92684360643328,0.0883085783573765,CA,2023-03-11,1,1,1,1,0,0,1,0,1,1,0,0
211,0.390905237187148,0.3029380426470935,CO,2023-01-29,1,1,1,1,1,1,1,0,1,0,1,1
212,2.01698391841091,0.117813400612587,CO,2023-01-30,1,0,1,0,1,1,0,1,0,0,1,1
213,3.31399295113484,0.067686375473985,CO,2023-01-31,1,0,1,0,1,1,1,0,1,0,0,0
214,1.23147439187593,0.1586133135731495,CO,2023-02-01,1,1,1,1,1,1,0,0,0,0,1,0
215,2.11387598046326,0.360318720697289,CO,2023-02-02,1,1,1,0,1,0,1,0,1,0,1,0
216,1.02747980656204,0.178207508835606,CO,2023-02-03,1,1,0,1,1,1,1,0,0,0,1,1
217,1.07424290862638,0.341351936421648,CO,2023-02-04,1,0,1,1,1,1,1,0,1,0,1,1
218,0.59475105602387,0.03889854295498435,CO,2023-02-05,1,1,1,1,1,1,1,0,1,0,1,1
219,0.766341835721525,0.19096184479864,CO,2023-02-06,1,1,1,1,1,1,0,1,1,0,0,1
220,0.919935897476571,0.1957993527871,CO,2023-02-07,1,1,1,1,1,1,1,0,1,0,1,1
221,1.7876371253017,0.273575486110924,CO,2023-02-08,1,1,1,1,0,1,1,0,1,0,0,0
222,0.0436193807995092,0.0245979883022747,CO,2023-02-09,1,1,1,1,1,1,1,0,1,0,1,1
223,0.355428519255537,0.1408671102397195,CO,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
224,0.458253681842137,0.2019931031412405,CO,2023-02-11,1,1,1,1,1,1,1,0,1,0,1,1
225,0.330858014403579,0.01739860649303605,CO,2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
226,1.29226909201522,0.1829667062776395,CO,2023-02-13,0,1,0,1,1,1,0,0,0,0,1,1
227,0.40071887057636,0.0997098735894145,CO,2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
228,0.414459095747333,0.1432706865005615,CO,2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
229,0.981380437810626,0.109173825206148,CO,2023-02-16,1,1,1,1,0,1,1,0,1,0,1,1
230,0.920464767142278,0.1961559573785855,CO,2023-02-17,0,1,1,1,1,1,1,1,1,1,1,1
231,0.402738180136428,0.1111878382674225,CO,2023-02-18,1,1,1,1,1,1,1,0,1,0,0,1
232,0.617154725110022,0.2150660509071155,CO,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
233,0.873702866185835,0.1467130381570975,CO,2023-02-20,1,1,1,1,1,1,1,0,1,0,1,1
234,0.58248499051195,0.059269022163532,CO,2023-02-21,1,1,1,1,1,1,1,0,1,0,1,1
235,0.902790633014421,0.1558549444979625,CO,2023-02-22,1,1,0,1,1,1,1,0,0,1,1,1
236,0.253049416297335,0.0052057774346115,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
237,0.470688164723267,0.004717236842618045,CO,2023-02-24,1,1,1,1,1,1,0,1,1,0,1,1
238,0.156505466634668,0.004286859216218335,CO,2023-02-25,1,1,1,1,1,1,1,0,1,0,1,1
239,0.125273442102679,0.003907968546291215,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
240,0.486306493609454,0.062581258951046,CO,2023-02-27,1,1,1,1,1,1,1,0,1,0,1,1
241,1.52316227050072,0.1623541687199945,CO,2023-02-28,1,1,0,0,1,1,1,1,0,0,1,1
242,0.853894029056142,0.00302464086814983,CO,2023-03-01,1,1,1,1,1,1,0,0,1,0,0,1
243,0.28788354975417,0.00279932474658555,CO,2023-03-02,1,1,1,1,1,1,1,0,1,0,1,0
244,0.169187253202369,0.002602282883266915,CO,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
245,1.10844947008654,0.314506016502593,CO,2023-03-04,1,1,1,0,1,0,1,1,1,1,0,0
246,0.194623202920664,0.002281139405597265,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
247,1.35070944722737,0.233512143619792,CO,2023-03-06,1,1,1,0,1,0,1,1,1,1,0,0
248,0.564232493769123,0.072291700907355,CO,2023-03-07,1,1,1,1,1,1,1,0,1,0,1,1
249,0.566044139999745,0.0851539330008525,CO,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
250,0.142360819331915,0.001867591764351725,CO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
251,0.105994667904727,0.001802197120320095,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
252,0.0103903825845732,0.00174967819138878,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
253,1.36148456862126,0.238972638897306,CT,2023-01-29,1,0,1,0,1,1,0,0,1,1,1,1
254,1.17835571201313,0.06137306257206,CT,2023-01-30,1,1,1,1,0,1,1,0,1,1,0,1
255,0.498911116258546,0.1450542960806765,CT,2023-01-31,1,1,1,1,1,1,1,0,1,0,1,1
256,0.0870794406564795,0.0078000897469845,CT,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1
257,0.647114938992781,0.1742815562750965,CT,2023-02-02,1,1,1,1,1,1,1,0,1,0,1,1
258,0.372109541141186,0.0713113195047345,CT,2023-02-03,1,1,1,1,1,1,1,0,1,0,1,1
259,0.497911793378147,0.112285553008805,CT,2023-02-04,1,1,1,1,1,1,1,0,1,0,1,1
