...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI
25,0.145652207170305,0.03393705957551615,AK,2023-03-08,1,1,1,1,1,1,1,0,1,0,1,1
26,0.0425680120087221,0.03232460300443805,AK,2023-03-09,1,1,1,1,1,1,1,1,1,0,1,0
27,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.0448699698472663,0.0270004134714597,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
31,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.0434285892426794,0.0249741096347338,AK,2023-03-15,1,1,1,1,1,1,0,1,1,0,1,1
33,0.0426854341585984,0.02411420986569235,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.0463449804469723,0.0227036160893847,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
36,NA,NA,AK,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0446334426264495,0.02172832760895425,AK,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,0
38,NA,NA,AK,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.976419867996238,0.77253945476578,AK,2023-03-24,1,0,1,0,1,1,1,1,1,1,1,1
42,NA,NA,AK,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.119513646551443,0.079568048162862,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
45,0.337305351121166,0.0763529655777645,AL,2023-02-14,1,1,1,1,1,1,1,1,0,0,1,1
46,0.599343528516832,0.073423338898041507,AL,2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
47,0.111663262215298,0.0707629264518815,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0944135337159868,0.062524624163887,AL,2023-02-20,1,1,1,1,1,1,1,0,1,0,1,1
52,0.0876138817759544,0.0610026729719545,AL,2023-02-21,1,1,1,1,1,1,1,0,1,0,1,1
53,0.822251653354333,0.597626927968415,AL,2023-02-22,1,0,1,1,1,1,1,0,1,0,1,1
54,0.0847220271726367,0.0585292989434785,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
55,0.883222436973182,0.398990384693418,AL,2023-02-24,1,1,1,1,1,0,1,0,1,1,1,0
56,1.00693573993684,0.72003318296223,AL,2023-02-25,1,1,1,1,0,1,1,1,1,0,0,1
57,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0753121895432399,0.055636214688902,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.240633625700271,0.0550689853805085,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
62,0.614008437565295,0.337890527229118,AL,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
63,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.250511997659453,0.05575254426596,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
65,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.0896523009140254,0.0568724269416305,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
67,0.257620250641413,0.0576283072500675,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
68,0.842914772360872,0.2818588769180345,AL,2023-03-09,1,1,0,1,1,1,1,1,0,0,1,1
69,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.124402469690445,0.0649308241729775,AL,2023-03-14,1,1,1,1,1,1,1,1,1,0,0,1
74,0.334031972284917,0.066624106133565,AL,2023-03-15,1,1,1,1,1,1,1,1,1,0,0,1
75,0.137363609706066,0.068460722297424,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
76,0.142117403741774,0.0704445622439565,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.866331268283293,0.389778327924203,AL,2023-03-20,1,1,1,1,1,0,1,1,1,1,0,0
80,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.183905349749546,0.0827461447025735,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.200369638182268,0.0888945479106685,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
84,0.873811413089511,0.3872498623237155,AL,2023-03-25,1,1,1,1,1,0,1,0,1,1,1,0
85,0.596544950670848,0.453129247614125,AR,2023-02-12,1,1,1,1,1,1,0,0,1,1,1,1
86,2.26199115079561,0.4714165667732825,AR,2023-02-13,0,1,1,0,1,1,0,1,1,0,1,1
87,2.24501371145629,0.342877257763563,AR,2023-02-14,0,1,1,1,1,1,0,0,1,0,1,1
88,0.817094555878648,0.2183851366020235,AR,2023-02-15,1,1,1,1,1,1,0,1,1,0,1,1
89,0.963572967153197,0.2016946317100945,AR,2023-02-16,1,1,1,1,1,1,0,1,1,0,1,1
90,1.28644932703144,0.079931975142501,AR,2023-02-17,1,1,1,0,1,1,1,0,1,0,1,1
91,0.506981292965212,0.3278370619165325,AR,2023-02-18,1,1,1,1,1,1,0,0,1,1,1,1
92,0.310939994620975,0.0642807515681695,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
93,1.11094533058121,0.3482864505141715,AR,2023-02-20,1,1,1,1,1,1,0,0,1,1,1,1
94,2.38140802595477,0.2810169065923965,AR,2023-02-21,0,1,1,1,1,0,0,0,1,0,1,0
95,2.49752040101064,0.3584377598475955,AR,2023-02-22,1,0,1,0,1,1,0,0,1,0,1,1
96,0.896995874008342,0.2019028094067655,AR,2023-02-23,1,1,1,1,1,1,1,0,1,0,1,0
97,0.987054590005283,0.2031569692736515,AR,2023-02-24,1,0,1,1,1,1,0,0,1,1,1,1
98,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.633944217660805,0.26553476511253,AR,2023-02-26,1,0,1,1,1,1,0,0,1,1,1,1
100,5.87017057822924,0.390096231053998,AR,2023-02-27,1,0,1,0,1,1,0,0,1,0,1,0
101,1.89369232563649,0.4258487991642925,AR,2023-02-28,1,1,1,0,1,0,1,1,1,0,1,0
102,0.485267123038223,0.0193197177456971,AR,2023-03-01,1,1,1,1,1,1,1,0,1,0,1,1
103,0.101131977491154,0.0170347896875277,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
104,0.0306456542868599,0.01501647898286625,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.621960461282763,0.0102893289191914,AR,2023-03-06,1,1,1,1,1,1,1,0,1,0,1,1
108,0.264003339335103,0.00907671615467425,AR,2023-03-07,1,1,1,1,1,1,0,1,1,0,1,1
109,0.609757515776314,0.174542895675496,AR,2023-03-08,1,1,1,1,1,1,0,1,1,0,1,1
110,0.0938999197624468,0.007075690351107,AR,2023-03-09,1,1,1,1,1,1,0,1,1,0,1,1
111,0.0872394795233175,0.00625411915899095,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
112,1.27499135062729,0.91776435115571,AR,2023-03-11,1,1,1,0,0,1,1,1,1,0,0,1
113,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0097591907878288,0.00434264678710415,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
115,1.03223163145057,0.2346507225755635,AR,2023-03-14,1,1,1,1,1,0,1,1,1,0,1,0
116,0.0310657717825786,0.0034234325969791,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
117,0.0332149534138111,0.003044998600559315,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
118,0.956293419151109,0.1886637758452175,AR,2023-03-17,1,0,1,1,1,1,1,0,1,0,1,1
119,1.18713888271763,0.469700915443812,AR,2023-03-18,1,0,1,0,1,1,1,0,1,0,1,1
120,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0477327305018324,0.001930657061904535,AR,2023-03-20,1,1,1,1,1,1,0,1,1,0,1,1
122,0.334156380393383,0.00172874370155375,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
123,0.782925599664638,0.00155021147702109,AR,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
124,0.0210930959816638,0.00139221188124613,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
125,0.0212820315600812,0.00125225830308122,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.55914636748301,0.2801362310158265,AZ,2023-02-12,1,1,0,0,1,1,1,0,0,0,1,0
128,3.90096846721037,0.232854596488283,AZ,2023-02-13,0,0,1,1,1,1,0,0,0,0,1,0
129,1.48698876294757,0.134629291242193,AZ,2023-02-14,1,1,1,1,1,0,0,0,1,0,1,0
130,1.32243601541764,0.2283511022968205,AZ,2023-02-15,1,1,0,1,1,1,0,1,0,1,1,1
131,1.15432654254747,0.191026295117871,AZ,2023-02-16,1,1,1,1,0,1,1,0,0,1,0,0
132,1.22700969340435,0.1812608414950225,AZ,2023-02-17,1,1,0,1,1,1,0,0,0,0,0,1
133,1.05097174701023,0.194612240836834,AZ,2023-02-18,1,0,1,1,1,1,1,0,1,1,1,0
134,2.66100944390677,0.280110376798293,AZ,2023-02-19,1,1,0,0,1,0,0,0,0,0,1,0
135,2.44915832611207,0.167921051189074,AZ,2023-02-20,1,1,0,1,1,1,0,0,0,0,1,0
136,0.977909189599382,0.1552467807484375,AZ,2023-02-21,1,1,1,1,1,1,0,0,1,0,1,0
137,1.49582057954149,0.242823131111915,AZ,2023-02-22,1,0,1,0,1,1,1,0,1,1,1,0
138,0.557977304218473,0.0962709896007425,AZ,2023-02-23,1,1,1,1,1,1,1,0,0,0,1,1
139,0.743731752438572,0.1737193246207215,AZ,2023-02-24,0,1,1,1,1,1,1,0,1,0,1,1
140,1.29342328403539,0.2875834888577855,AZ,2023-02-25,1,1,0,1,1,0,1,1,1,0,1,0
141,1.07001200498377,0.1547973057592045,AZ,2023-02-26,1,1,1,1,1,1,0,0,1,0,1,0
142,3.69152947560631,0.1083948325275785,AZ,2023-02-27,1,0,0,1,1,1,0,0,1,0,1,0
143,2.12241354833446,0.0848257999616285,AZ,2023-02-28,1,1,1,0,1,1,0,0,0,0,1,0
144,2.0776149715683,0.186704410544409,AZ,2023-03-01,1,1,1,1,1,0,0,0,0,0,1,0
145,1.48198746692818,0.2067126240265205,AZ,2023-03-02,1,1,1,1,0,0,0,0,1,0,0,0
146,3.04130026776654,0.364806863742159,AZ,2023-03-03,1,1,0,0,1,1,1,1,0,0,1,1
147,3.85944590441565,0.4011585500028545,AZ,2023-03-04,1,0,0,0,1,0,0,0,0,0,1,1
148,1.26325508031685,0.0820881303628785,AZ,2023-03-05,1,1,1,1,1,1,0,1,0,0,1,0
149,1.95646320168354,0.1182420909151255,AZ,2023-03-06,1,1,1,1,0,1,0,0,1,0,0,0
150,2.3430749392514,0.064574751243117,AZ,2023-03-07,1,1,1,0,1,1,0,0,0,0,1,1
151,0.597600215709687,0.2030087845820665,AZ,2023-03-08,1,1,1,1,1,1,1,0,1,0,1,1
152,0.333320058871308,0.02126376365418175,AZ,2023-03-09,1,1,1,1,1,1,1,0,1,0,1,1
153,0.252560139660377,0.02140409750946525,AZ,2023-03-10,1,1,1,1,1,1,1,0,1,0,1,1
154,0.964934356742816,0.1669044739539815,AZ,2023-03-11,1,0,1,1,1,1,0,0,1,0,1,1
155,1.61609529320015,0.081367583699936,AZ,2023-03-12,1,1,1,1,0,1,0,0,1,1,0,1
156,2.87306949978177,0.1505240567775185,AZ,2023-03-13,1,1,1,1,1,0,1,0,0,0,1,0
157,0.889626009933228,0.087681468464207,AZ,2023-03-14,1,1,1,1,1,1,0,0,0,0,1,1
158,1.27067658356711,0.1195098138686125,AZ,2023-03-15,1,1,1,1,0,1,0,0,0,0,0,0
159,1.11735985563639,0.0242986423463444,AZ,2023-03-16,1,1,1,0,1,1,0,0,1,0,1,1
160,1.73901371322082,0.54818539282001,AZ,2023-03-17,1,1,0,0,0,1,1,1,0,0,0,1
161,1.92292611533197,0.496155485633711,AZ,2023-03-18,1,0,1,0,1,1,0,0,1,0,0,1
162,1.16236875778916,0.166976247134941,AZ,2023-03-19,1,1,1,1,1,1,1,0,0,0,1,1
163,3.23411472362758,0.0986549137172225,AZ,2023-03-20,1,1,1,1,0,1,0,0,0,0,0,1
164,1.12082605039441,0.1683629017197485,AZ,2023-03-21,1,1,1,1,0,1,0,0,0,0,0,1
165,1.20451344033497,0.106314953765586,AZ,2023-03-22,1,1,1,1,1,1,0,0,1,0,1,0
166,0.643546684464425,0.117967766216927,AZ,2023-03-23,1,1,1,1,1,1,0,0,0,0,0,1
167,0.617345534718545,0.0366318888608587,AZ,2023-03-24,1,1,1,1,1,1,0,1,1,0,0,1
168,0.0392181077707724,0.03929922011915675,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
169,9.08624525449507,0.196517158425304,CA,2023-02-12,1,0,1,0,1,1,0,0,0,0,0,0
170,12.2835750518233,0.1656843202843415,CA,2023-02-13,1,0,0,0,1,1,0,0,1,0,1,0
171,5.99705457065373,0.1610414643805865,CA,2023-02-14,1,1,1,0,1,1,1,0,1,0,1,0
172,7.13614938212785,0.2201631095427195,CA,2023-02-15,1,1,0,1,1,0,0,0,0,0,1,0
173,7.25757397901199,0.222679398083702,CA,2023-02-16,1,1,1,1,1,1,1,0,0,0,0,0
174,2.5379223434268,0.2169031337667575,CA,2023-02-17,1,1,0,1,1,1,0,1,0,1,0,0
175,1.61879521429244,0.2038847342204885,CA,2023-02-18,1,1,1,1,1,1,0,0,0,0,1,0
176,2.77632628440121,0.167393381704761,CA,2023-02-19,1,0,0,1,1,1,1,0,0,0,0,0
177,2.85010757120244,0.1447707029882415,CA,2023-02-20,1,1,1,0,1,1,0,0,1,0,1,0
178,2.42527963373055,0.1817866909991425,CA,2023-02-21,1,1,1,1,1,1,0,0,0,0,0,0
179,3.69202084021109,0.169663214547217,CA,2023-02-22,1,1,1,1,1,1,0,0,0,0,1,1
180,5.50027392644111,0.1853602872455195,CA,2023-02-23,1,1,1,1,1,0,1,0,0,0,0,1
181,7.19718177647237,0.1210365785377915,CA,2023-02-24,1,0,1,0,1,1,0,0,0,0,0,0
182,4.74921484687225,0.2369134027284835,CA,2023-02-25,1,1,1,0,0,0,0,0,0,0,0,0
183,1.48554593875223,0.1461701384111165,CA,2023-02-26,1,1,1,1,1,1,1,0,0,0,1,0
184,7.20591064987429,0.189996314348887,CA,2023-02-27,1,0,1,0,1,1,0,0,0,0,1,0
185,5.33762983293916,0.170556780937527,CA,2023-02-28,1,0,1,1,0,1,1,0,0,0,0,1
186,4.498322739348,0.156117737554089,CA,2023-03-01,1,1,1,1,0,1,0,0,0,0,0,0
187,4.12277662844052,0.1393539798459665,CA,2023-03-02,1,1,1,1,0,1,0,0,0,0,0,0
188,5.12167061484885,0.154203012141668,CA,2023-03-03,0,1,1,1,1,1,0,0,0,0,0,0
189,4.79236401742717,0.1318159223801625,CA,2023-03-04,1,0,1,1,0,1,0,0,0,0,0,1
190,4.2814446262806,0.0584787332293335,CA,2023-03-05,1,0,1,0,1,1,0,0,1,0,1,0
191,3.72508958664371,0.1671934904121825,CA,2023-03-06,1,0,1,0,1,1,1,0,1,0,1,1
192,5.29994265579466,0.178271072522898,CA,2023-03-07,1,0,1,0,0,0,1,1,0,0,0,0
193,9.39445398029359,0.180690809992701,CA,2023-03-08,1,1,0,0,0,0,0,0,0,0,0,0
194,4.65776019627517,0.0909798531967325,CA,2023-03-09,0,0,1,1,1,1,0,0,1,0,0,0
195,3.89903457055272,0.1282556287665105,CA,2023-03-10,1,1,1,1,0,1,1,0,0,0,0,0
196,2.76681685212859,0.087311462912003,CA,2023-03-11,1,1,1,1,1,1,1,0,0,0,0,0
197,4.51341983778829,0.14865924840618,CA,2023-03-12,1,1,1,0,0,0,1,0,1,0,0,0
198,5.59803925995323,0.1688018792220885,CA,2023-03-13,1,1,0,0,0,1,1,0,0,0,0,1
199,3.17667054368536,0.132877122094674,CA,2023-03-14,1,1,1,1,1,1,0,0,0,0,0,1
200,3.94917643861698,0.132881499945181,CA,2023-03-15,1,0,1,1,1,1,0,0,0,0,0,1
201,2.7625670988735,0.0978453624766235,CA,2023-03-16,1,1,1,1,1,1,0,0,1,0,0,0
202,4.74051546852819,0.1536406938826255,CA,2023-03-17,1,1,0,0,0,1,1,0,0,0,0,0
203,2.3668124956924,0.132478548274475,CA,2023-03-18,1,1,1,1,1,0,0,0,0,0,0,0
204,3.59737225395833,0.1731960856988635,CA,2023-03-19,0,0,1,0,1,1,0,0,1,0,0,0
205,3.24724156745315,0.061631134723769,CA,2023-03-20,1,1,1,1,1,1,0,0,0,0,0,0
206,3.13227668415388,0.0899632973150745,CA,2023-03-21,1,1,1,1,1,0,1,0,0,0,0,1
207,3.5714076596834,0.1236097526666815,CA,2023-03-22,1,1,1,1,1,0,0,0,0,0,0,0
208,3.90626247843115,0.137607132405198,CA,2023-03-23,1,1,0,1,1,0,0,1,1,0,0,1
209,3.35772699801384,0.134416840360562,CA,2023-03-24,0,1,1,1,1,1,0,0,0,0,0,0
210,6.99160276535508,0.238009219831375,CA,2023-03-25,1,1,0,0,1,0,1,0,0,0,0,0
211,0.304317297221956,0.02051069768688975,CO,2023-02-12,1,1,1,1,1,1,0,1,1,0,1,0
212,1.24465288516755,0.18351582105623299,CO,2023-02-13,0,1,0,1,1,1,0,0,0,0,1,1
213,0.406779197398097,0.100155526783494,CO,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
214,0.418130254549055,0.1417031434451005,CO,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1
215,0.809075011454784,0.10952847460635701,CO,2023-02-16,1,1,1,1,1,0,1,0,1,0,1,0
216,1.01366487523169,0.193273858091596,CO,2023-02-17,0,1,1,1,1,1,0,0,1,0,1,1
217,0.395603722092875,0.110363487735678,CO,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
218,0.656627961523965,0.207880248602637,CO,2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
219,0.906032693520723,0.143170000607516,CO,2023-02-20,1,0,1,1,1,1,1,0,1,0,0,1
220,0.511186240772942,0.061137984001763,CO,2023-02-21,1,1,1,1,1,1,0,0,1,1,1,1
221,0.87951955210826,0.155303447270309,CO,2023-02-22,1,1,0,1,1,1,1,1,0,0,1,1
222,0.242295172769795,0.01091920988690445,CO,2023-02-23,1,1,1,1,1,1,0,1,1,0,1,1
223,0.432981051474874,0.01060028841976535,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
224,0.111493109461295,0.01034553718064085,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
225,0.11248265145056,0.0101523189816976,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
226,0.415473167935119,0.0637737910753915,CO,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
227,1.59565350808498,0.1561263354433925,CO,2023-02-28,1,0,0,0,1,1,1,0,0,0,1,1
228,0.814702719008486,0.0099298428185541,CO,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
229,0.248698491808841,0.0099757065341527,CO,2023-03-02,1,1,1,1,1,1,1,0,1,0,1,1
230,0.124140172786674,0.0100847775908069,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
231,1.10640622332097,0.300115109617814,CO,2023-03-04,1,1,1,0,1,0,1,0,1,1,1,0
232,0.150996481493215,0.01050918051854815,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
233,1.43102690219268,0.2189652373637185,CO,2023-03-06,1,1,1,0,1,0,1,0,1,0,1,0
234,0.488101347541451,0.0724432049734265,CO,2023-03-07,1,1,1,1,1,1,1,0,1,0,1,1
235,0.520794568485929,0.0836825974724265,CO,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
236,0.102254583984761,0.01240002418663855,CO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
237,0.0656249889438932,0.01316445003462025,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
238,0.00561659158007183,0.014085685168676,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
239,0.0219122693691766,0.01519304023324505,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
240,0.024621488080719,0.01652319837966815,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
241,0.1010180050305,0.01812191135273085,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
242,0.456742202029348,0.02004589557357705,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
243,0.334951847295924,0.02236474381448395,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
244,0.81056862324483,0.1657698524670875,CO,2023-03-17,1,0,1,1,1,1,1,0,1,0,1,1
245,1.08016272340015,0.371494696444346,CO,2023-03-18,1,0,1,0,1,1,1,0,1,0,1,1
246,0.746701902162034,0.1437555527713415,CO,2023-03-19,1,0,1,1,1,1,1,0,1,0,1,1
247,0.448190503712617,0.03747918844628885,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
248,0.912162093702377,0.1347690091822705,CO,2023-03-21,1,1,1,1,1,0,1,1,1,0,1,0
249,4.53951338247996,0.406620145906862,CO,2023-03-22,1,1,0,0,0,1,1,0,0,0,0,1
250,0.915791875684573,0.1333508351087485,CO,2023-03-23,1,1,1,1,0,1,1,1,1,0,0,1
251,0.18245219637295,0.0670985424952495,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
252,0.010556439539319,0.077202164090827,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
253,0.00808910356980043,0.00463155023963765,CT,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
254,0.463547045280734,0.00437042614052228,CT,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
255,0.00577133482631371,0.004127011077250455,CT,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
256,1.02472060820405,0.2327251940612755,CT,2023-02-15,0,1,1,1,1,1,0,1,1,0,1,1
257,0.457854552817756,0.0557543844585715,CT,2023-02-16,1,1,1,1,1,1,1,0,1,0,1,1
258,0.868933398975031,0.105427007742126,CT,2023-02-17,1,1,1,1,1,0,1,1,1,0,1,0
