...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
46,0.031793260300492,0.02076758246671395,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
47,1.80963716460642,0.812216204469355,AL,2023-04-06,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0
48,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.105898290797885,0.02198219155742435,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.920395744442823,0.4089056371744575,AL,2023-04-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
52,1.07789968959768,0.754684706647745,AL,2023-04-11,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
53,0.0373343328788276,0.0243210734494509,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.0390798825342747,0.0258605388043796,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.0399141695404054,0.026739074732845,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0433725580924685,0.02874378802161005,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0427632724644186,0.029884096433119,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.044606219008109,0.03112710471795875,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
61,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.0659757495916038,0.04607317678869085,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.818175127025081,0.392964837617636,AL,2023-05-03,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
75,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0476141934233549,0.0054622085105517,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.0123935029521723,0.00490333219955571,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.395381163096928,0.004400918542511175,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
88,0.189729214549176,0.00394948567828371,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.00946306860983354,0.00354403911686908,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,1.09308845196582,0.4558465295152185,AR,2023-04-07,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
91,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.0259277711908195,0.00256026568433593,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.049852303034804,0.00229737922000333,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
94,0.00561253278560786,0.002061643113770255,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
95,0.023307009702464,0.001850298617121845,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1.24133202865459,0.4790700587574565,AR,2023-04-16,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
100,0.0145153829786857,0.00108049744891031,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.00331750459852065,7.0664739509499e-4,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0.0227304415599837,6.36195845795935e-4,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,0.00293498811577952,5.7308002397538e-4,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.00226971377535548,5.16531148671755e-4,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.014648712009463,2.8117551333689e-4,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
114,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1.32409162931806,0.97662750603755,AR,2023-05-02,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
116,0.00162787295148661,2.09977315439135e-4,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.35283419061208,0.98114810363938,AR,2023-05-08,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1
122,0.00476448454737123,1.20877799590295e-4,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,2.65178431767762,0.657719289401175,AR,2023-05-10,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
124,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.808972963463934,0.152955143886201,AZ,2023-04-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
128,1.16996316251647,0.054958859676699,AZ,2023-04-03,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
129,1.88767343170913,0.172493319832717,AZ,2023-04-04,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
130,0.968148236603116,0.083166773974833,AZ,2023-04-05,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0
131,0.137886243680575,0.0084686733895491,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,0.340202387115931,0.0083772444880783,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0.694304233085293,0.0945556593799255,AZ,2023-04-08,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
134,2.14933236561964,0.1419596428120495,AZ,2023-04-09,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1
135,2.2570215906906,0.1412444963020925,AZ,2023-04-10,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0
136,2.52883287367763,0.214079161917741,AZ,2023-04-11,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
137,0.0386818689336054,0.00822065592109435,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,0.266955824169488,0.0082505732484938,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.92515017315344,0.2909424179749745,AZ,2023-04-14,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
140,0.331733533321073,0.0083753496339465,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
141,1.40597462651548,0.2561958462699715,AZ,2023-04-16,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
142,1.24343291596758,0.1070631772321205,AZ,2023-04-17,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1
143,1.665123316835,0.179481594147045,AZ,2023-04-18,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1
144,1.37959944355094,0.04331902405422445,AZ,2023-04-19,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
145,4.20353140933678,0.247564538826911,AZ,2023-04-20,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
146,1.24762766169256,0.87122376172463,AZ,2023-04-21,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
147,0.086064472368699,0.00960704467419655,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.64664777299083,0.075833861357398,AZ,2023-04-23,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1
149,1.19617687339572,0.0461825133728112,AZ,2023-04-24,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0
150,1.55726522181083,0.133437631605643,AZ,2023-04-25,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
151,1.46512354241528,0.0979143842288115,AZ,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
152,0.617327416649628,0.074024549628362,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
153,0.54026846899026,0.01204026360333665,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
154,0.270577192542765,0.012623925880638,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
155,1.99119193786041,0.2121257842587235,AZ,2023-04-30,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
156,1.38053739261068,0.0897294031904985,AZ,2023-05-01,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
157,4.55424333028906,0.213033898380423,AZ,2023-05-02,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0
158,1.71813305097275,0.142464558515516,AZ,2023-05-03,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
159,1.07876202250715,0.074715443755699,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
160,1.49854292704811,0.251531871858667,AZ,2023-05-05,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0
161,0.638686235337165,0.0189442923232011,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
162,4.11545720411722,0.313627837916583,AZ,2023-05-07,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
163,7.07325640400615,0.313289920941821,AZ,2023-05-08,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
164,2.40520208021994,0.1004193905082065,AZ,2023-05-09,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
165,1.52429202345649,0.1419955525605055,AZ,2023-05-10,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
166,0.134043279633574,0.02724489513102565,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,0.96215151416686,0.1408582913910925,AZ,2023-05-12,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
168,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,4.28372401410612,0.1688725308650945,CA,2023-04-02,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
170,4.72697456985289,0.1566711312596605,CA,2023-04-03,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
171,2.42934253987256,0.081794121782704,CA,2023-04-04,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
172,6.66263430646596,0.165155791952823,CA,2023-04-05,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
173,9.85612761506725,0.206372631549628,CA,2023-04-06,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
174,5.12356118049511,0.147451214063349,CA,2023-04-07,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
175,4.3729458404427,0.1339448911646875,CA,2023-04-08,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
176,0.729200301726064,0.069832609872918,CA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
177,11.5671973731703,0.194340359174526,CA,2023-04-10,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
178,3.80811925124114,0.106973432229365,CA,2023-04-11,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
179,11.1065501289045,0.2176657967518175,CA,2023-04-12,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
180,3.40298423728166,0.14471298667166,CA,2023-04-13,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
181,3.74343248344226,0.0757549141722195,CA,2023-04-14,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
182,2.47424987425242,0.146051768438605,CA,2023-04-15,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0
183,3.20941716356698,0.1487473443883125,CA,2023-04-16,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
184,3.44294260345569,0.147591531618248,CA,2023-04-17,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
185,1.60270798764336,0.125798268474766,CA,2023-04-18,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
186,5.55318640813843,0.218746607554671,CA,2023-04-19,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
187,4.57815427353131,0.2110188109358065,CA,2023-04-20,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
188,2.61023236267831,0.0695759939770245,CA,2023-04-21,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
189,7.48586174275444,0.3363695509005705,CA,2023-04-22,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
190,2.69520857441554,0.284979009576986,CA,2023-04-23,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0
191,2.17935375805413,0.1566170606272895,CA,2023-04-24,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
192,10.2167313243097,0.249774627629383,CA,2023-04-25,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
193,2.3564338520185,0.138361286273339,CA,2023-04-26,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
194,3.60850829942982,0.169481379285509,CA,2023-04-27,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1
195,2.88831834420271,0.1788294196391865,CA,2023-04-28,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
196,10.3724989495449,0.2937902292309605,CA,2023-04-29,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
197,2.04707462064025,0.1865879371705905,CA,2023-04-30,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1
198,11.9490344900942,0.2613792907641275,CA,2023-05-01,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
199,14.295452494631,0.292922143369215,CA,2023-05-02,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
200,3.07962407162628,0.192329347808255,CA,2023-05-03,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
201,3.59969305109593,0.2422555361123355,CA,2023-05-04,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0
